Time (s),Temperature (K),Mass (mg),Heat Flow (W/g)
475,453,7.1293,-0.0848
476.5,453.5,7.1287,-0.0852
478,454,7.1281,-0.0856
479.5,454.5,7.1277,-0.0859
481,455,7.1271,-0.0863
482.5,455.5,7.1265,-0.0867
484,456,7.1261,-0.0869
485.5,456.5,7.1254,-0.0873
487,457,7.1248,-0.0877
488.5,457.5,7.1241,-0.0881
490,458,7.1237,-0.0884
491.5,458.5,7.123,-0.0888
493,459,7.1223,-0.0892
494.5,459.5,7.1214,-0.0896
496,460,7.1207,-0.0899
497.5,460.5,7.1197,-0.0903
499,461,7.1187,-0.0906
500.5,461.5,7.1178,-0.0911
502,462,7.1169,-0.0915
503.5,462.5,7.1163,-0.0917
505,463,7.1154,-0.0921
506.5,463.5,7.1145,-0.0925
508,464,7.114,-0.0928
509.5,464.5,7.1131,-0.0932
511,465,7.1121,-0.0936
512.5,465.5,7.1112,-0.0941
514,466,7.1105,-0.0943
515.5,466.5,7.1095,-0.0948
517,467,7.1086,-0.0952
518.5,467.5,7.1079,-0.0955
520,468,7.107,-0.0959
521.5,468.5,7.1061,-0.0963
523,469,7.1051,-0.0967
524.5,469.5,7.1045,-0.097
526,470,7.1035,-0.0975
527.5,470.5,7.1024,-0.0979
529,471,7.1018,-0.0982
530.5,471.5,7.1007,-0.0986
532,472,7.0996,-0.099
533.5,472.5,7.0983,-0.0995
535,473,7.0975,-0.0998
536.5,473.5,7.0963,-0.1002
538,474,7.0951,-0.1006
539.5,474.5,7.0943,-0.1009
541,475,7.093,-0.1013
542.5,475.5,7.0917,-0.1017
544,476,7.0905,-0.1021
545.5,476.5,7.0896,-0.1024
547,477,7.0882,-0.1027
548.5,477.5,7.0868,-0.1031
550,478,7.0858,-0.1033
551.5,478.5,7.0844,-0.1036
553,479,7.083,-0.1039
554.5,479.5,7.0815,-0.1042
556,480,7.0806,-0.1044
557.5,480.5,7.0791,-0.1047
559,481,7.0776,-0.105
560.5,481.5,7.0762,-0.1052
562,482,7.0751,-0.1054
563.5,482.5,7.0736,-0.1056
565,483,7.0719,-0.1059
566.5,483.5,7.0702,-0.1062
568,484,7.0691,-0.1063
569.5,484.5,7.0675,-0.1066
571,485,7.0658,-0.1069
572.5,485.5,7.0647,-0.1071
574,486,7.0629,-0.1074
575.5,486.5,7.0611,-0.1076
577,487,7.0593,-0.1079
578.5,487.5,7.058,-0.108
580,488,7.056,-0.1083
581.5,488.5,7.0541,-0.1086
583,489,7.0521,-0.1089
584.5,489.5,7.0508,-0.1092
586,490,7.0489,-0.1095
587.5,490.5,7.0468,-0.1098
589,491,7.0455,-0.11
590.5,491.5,7.0434,-0.1103
592,492,7.0413,-0.1107
593.5,492.5,7.0392,-0.111
595,493,7.0378,-0.1112
596.5,493.5,7.0356,-0.1116
598,494,7.0334,-0.1119
599.5,494.5,7.0311,-0.1123
601,495,7.0296,-0.1125
602.5,495.5,7.0274,-0.1128
604,496,7.0251,-0.1131
605.5,496.5,7.0235,-0.1134
607,497,7.0212,-0.1137
608.5,497.5,7.0189,-0.114
610,498,7.0174,-0.1142
611.5,498.5,7.015,-0.1144
613,499,7.0127,-0.1147
614.5,499.5,7.0103,-0.115
616,500,7.0087,-0.1152
617.5,500.5,7.0062,-0.1155
619,501,7.0037,-0.1158
620.5,501.5,7.0019,-0.116
622,502,6.9994,-0.1164
623.5,502.5,6.9969,-0.1166
625,503,6.9952,-0.1168
626.5,503.5,6.9926,-0.1171
628,504,6.99,-0.1174
629.5,504.5,6.9874,-0.1176
631,505,6.9857,-0.1178
632.5,505.5,6.9831,-0.1182
634,506,6.9804,-0.1184
635.5,506.5,6.9778,-0.1187
637,507,6.9761,-0.1188
638.5,507.5,6.9734,-0.1191
640,508,6.9708,-0.1193
641.5,508.5,6.9682,-0.1195
643,509,6.9664,-0.1197
644.5,509.5,6.9637,-0.12
646,510,6.9609,-0.1203
647.5,510.5,6.9582,-0.1205
649,511,6.9563,-0.1207
650.5,511.5,6.9535,-0.1209
652,512,6.9507,-0.1211
653.5,512.5,6.9488,-0.1212
655,513,6.946,-0.1214
656.5,513.5,6.9431,-0.1217
658,514,6.9403,-0.122
659.5,514.5,6.9383,-0.1221
661,515,6.9354,-0.1223
662.5,515.5,6.9324,-0.1225
664,516,6.9304,-0.1226
665.5,516.5,6.9273,-0.1228
667,517,6.9242,-0.123
668.5,517.5,6.9211,-0.1233
670,518,6.9189,-0.1234
671.5,518.5,6.9158,-0.1236
673,519,6.9125,-0.1239
674.5,519.5,6.9104,-0.124
676,520,6.9071,-0.1242
677.5,520.5,6.9038,-0.1244
679,521,6.9016,-0.1245
680.5,521.5,6.8982,-0.1247
682,522,6.8947,-0.125
683.5,522.5,6.8924,-0.1251
685,523,6.8889,-0.1253
686.5,523.5,6.8853,-0.1255
688,524,6.8816,-0.1257
689.5,524.5,6.8791,-0.1259
691,525,6.8754,-0.126
692.5,525.5,6.873,-0.1262
694,526,6.8692,-0.1263
695.5,526.5,6.8653,-0.1265
697,527,6.8628,-0.1266
698.5,527.5,6.8588,-0.1268
700,528,6.8549,-0.127
701.5,528.5,6.8508,-0.1272
703,529,6.8481,-0.1272
704.5,529.5,6.8439,-0.1274
706,530,6.8398,-0.1276
707.5,530.5,6.837,-0.1276
709,531,6.8328,-0.1278
710.5,531.5,6.8285,-0.1279
712,532,6.8257,-0.128
713.5,532.5,6.8213,-0.1282
715,533,6.8168,-0.1283
716.5,533.5,6.8122,-0.1285
718,534,6.8092,-0.1286
719.5,534.5,6.8046,-0.1287
721,535,6.7999,-0.1289
722.5,535.5,6.7967,-0.129
724,536,6.7919,-0.1291
725.5,536.5,6.7871,-0.1293
727,537,6.7838,-0.1294
728.5,537.5,6.779,-0.1295
730,538,6.7742,-0.1297
731.5,538.5,6.7709,-0.1298
733,539,6.7659,-0.13
734.5,539.5,6.7609,-0.1301
736,540,6.7558,-0.1303
737.5,540.5,6.7524,-0.1304
739,541,6.7471,-0.1305
740.5,541.5,6.7419,-0.1307
742,542,6.7383,-0.1308
743.5,542.5,6.7329,-0.1309
745,543,6.7274,-0.1311
746.5,543.5,6.7237,-0.1312
748,544,6.7182,-0.1314
749.5,544.5,6.7126,-0.1316
751,545,6.7088,-0.1318
752.5,545.5,6.7031,-0.132
754,546,6.6973,-0.1322
755.5,546.5,6.6934,-0.1323
757,547,6.6875,-0.1325
758.5,547.5,6.6815,-0.1327
760,548,6.6754,-0.1329
761.5,548.5,6.6713,-0.133
763,549,6.6651,-0.1332
764.5,549.5,6.6588,-0.1334
766,550,6.6523,-0.1335
767.5,550.5,6.648,-0.1336
769,551,6.6414,-0.1338
770.5,551.5,6.6348,-0.134
772,552,6.6281,-0.1341
773.5,552.5,6.6236,-0.1343
775,553,6.6168,-0.1345
776.5,553.5,6.6099,-0.1346
778,554,6.6052,-0.1347
779.5,554.5,6.5982,-0.1349
781,555,6.5911,-0.135
782.5,555.5,6.5863,-0.1352
784,556,6.579,-0.1353
785.5,556.5,6.5717,-0.1355
787,557,6.5642,-0.1357
788.5,557.5,6.5591,-0.1358
790,558,6.5516,-0.1359
791.5,558.5,6.5438,-0.1361
793,559,6.5386,-0.1363
794.5,559.5,6.5308,-0.1365
796,560,6.5227,-0.1366
797.5,560.5,6.5174,-0.1368
799,561,6.5092,-0.137
800.5,561.5,6.5009,-0.1372
802,562,6.4954,-0.1373
803.5,562.5,6.4869,-0.1376
805,563,6.4784,-0.1379
806.5,563.5,6.4726,-0.138
808,564,6.464,-0.1382
809.5,564.5,6.4552,-0.1384
811,565,6.4493,-0.1386
812.5,565.5,6.4404,-0.1388
814,566,6.4313,-0.139
815.5,566.5,6.4222,-0.1392
817,567,6.4161,-0.1393
818.5,567.5,6.4067,-0.1394
820,568,6.3973,-0.1395
821.5,568.5,6.3909,-0.1396
823,569,6.3812,-0.1397
824.5,569.5,6.3715,-0.1398
826,570,6.3648,-0.1399
827.5,570.5,6.3549,-0.14
829,571,6.3449,-0.1401
830.5,571.5,6.3381,-0.1402
832,572,6.328,-0.1403
833.5,572.5,6.3177,-0.1404
835,573,6.3071,-0.1406
836.5,573.5,6.3001,-0.1406
838,574,6.2893,-0.1407
839.5,574.5,6.2785,-0.1409
841,575,6.2712,-0.141
842.5,575.5,6.2602,-0.1412
844,576,6.2492,-0.1414
845.5,576.5,6.2381,-0.1415
847,577,6.2306,-0.1416
848.5,577.5,6.2192,-0.1418
850,578,6.2077,-0.1419
851.5,578.5,6.2,-0.142
853,579,6.1883,-0.1422
854.5,579.5,6.1764,-0.1424
856,580,6.1645,-0.1426
857.5,580.5,6.1563,-0.1428
859,581,6.1442,-0.143
860.5,581.5,6.1318,-0.1432
862,582,6.1235,-0.1433
863.5,582.5,6.1111,-0.1435
865,583,6.0985,-0.1437
866.5,583.5,6.0901,-0.1439
868,584,6.0772,-0.1441
869.5,584.5,6.0641,-0.1444
871,585,6.0554,-0.1446
872.5,585.5,6.0421,-0.1448
874,586,6.0288,-0.145
875.5,586.5,6.0197,-0.1451
877,587,6.0061,-0.1454
878.5,587.5,5.9924,-0.1456
880,588,5.9831,-0.1457
881.5,588.5,5.9692,-0.146
883,589,5.9551,-0.1462
884.5,589.5,5.9408,-0.1464
886,590,5.9313,-0.1466
887.5,590.5,5.9167,-0.1468
889,591,5.9021,-0.1471
890.5,591.5,5.8922,-0.1472
892,592,5.8774,-0.1473
893.5,592.5,5.8624,-0.1475
895,593,5.8472,-0.1477
896.5,593.5,5.837,-0.1478
898,594,5.8215,-0.148
899.5,594.5,5.8058,-0.1482
901,595,5.7953,-0.1483
902.5,595.5,5.7794,-0.1485
904,596,5.7635,-0.1487
905.5,596.5,5.7474,-0.1489
907,597,5.7364,-0.1491
908.5,597.5,5.72,-0.1494
910,598,5.7034,-0.1496
911.5,598.5,5.6922,-0.1497
913,599,5.6753,-0.1499
914.5,599.5,5.6582,-0.15
916,600,5.6468,-0.1502
917.5,600.5,5.6295,-0.1504
919,601,5.612,-0.1506
920.5,601.5,5.5944,-0.1509
922,602,5.5825,-0.1511
923.5,602.5,5.5645,-0.1514
925,603,5.5465,-0.1518
926.5,603.5,5.5344,-0.152
928,604,5.5161,-0.1523
929.5,604.5,5.4976,-0.1525
931,605,5.4789,-0.1527
932.5,605.5,5.4664,-0.1529
934,606,5.4474,-0.1531
935.5,606.5,5.4283,-0.1533
937,607,5.4154,-0.1534
938.5,607.5,5.3962,-0.1537
940,608,5.3768,-0.154
941.5,608.5,5.3637,-0.1543
943,609,5.3441,-0.1546
944.5,609.5,5.3242,-0.1549
946,610,5.3042,-0.1552
947.5,610.5,5.2909,-0.1553
949,611,5.2707,-0.1555
950.5,611.5,5.2504,-0.1557
952,612,5.2367,-0.1559
953.5,612.5,5.2161,-0.1561
955,613,5.1956,-0.1564
956.5,613.5,5.1748,-0.1566
958,614,5.161,-0.1568
959.5,614.5,5.14,-0.1569
961,615,5.1189,-0.1572
962.5,615.5,5.1049,-0.1574
964,616,5.0837,-0.1578
965.5,616.5,5.0625,-0.1582
967,617,5.0411,-0.1584
968.5,617.5,5.0267,-0.1585
970,618,5.0054,-0.1586
971.5,618.5,4.9837,-0.1588
973,619,4.9621,-0.1589
974.5,619.5,4.9477,-0.159
976,620,4.9259,-0.1592
977.5,620.5,4.904,-0.1594
979,621,4.8893,-0.1595
980.5,621.5,4.8674,-0.1597
982,622,4.8455,-0.1599
983.5,622.5,4.8235,-0.1603
985,623,4.8088,-0.1605
986.5,623.5,4.7865,-0.1608
988,624,4.7643,-0.1609
989.5,624.5,4.7421,-0.161
991,625,4.7199,-0.1611
992.5,625.5,4.7049,-0.1612
994,626,4.6825,-0.1613
995.5,626.5,4.6599,-0.1615
997,627,4.6373,-0.1616
998.5,627.5,4.6222,-0.1617
1000,628,4.5995,-0.1619
1001.5,628.5,4.5768,-0.1622
1003,629,4.5539,-0.1625
1004.5,629.5,4.5386,-0.1626
1006,630,4.5156,-0.1628
1007.5,630.5,4.4923,-0.163
1009,631,4.469,-0.1631
1010.5,631.5,4.4533,-0.1632
1012,632,4.4297,-0.1634
1013.5,632.5,4.4062,-0.1637
1015,633,4.3903,-0.1639
1016.5,633.5,4.3664,-0.1643
1018,634,4.3424,-0.1646
1019.5,634.5,4.3181,-0.1649
1021,635,4.2937,-0.1652
1022.5,635.5,4.2772,-0.1655
1024,636,4.2523,-0.1659
1025.5,636.5,4.2274,-0.1663
1027,637,4.2105,-0.1666
1028.5,637.5,4.1853,-0.167
1030,638,4.1596,-0.1675
1031.5,638.5,4.1337,-0.168
1033,639,4.1076,-0.1686
1034.5,639.5,4.0901,-0.169
1036,640,4.0635,-0.1697
1037.5,640.5,4.0367,-0.1703
1039,641,4.0094,-0.171
1040.5,641.5,3.9818,-0.1717
1042,642,3.9541,-0.1725
1043.5,642.5,3.9352,-0.1731
1045,643,3.907,-0.174
1046.5,643.5,3.8783,-0.1748
1048,644,3.8492,-0.1757
1049.5,644.5,3.8199,-0.1767
1051,645,3.7901,-0.1779
1052.5,645.5,3.77,-0.1786
1054,646,3.7397,-0.1798
1055.5,646.5,3.7088,-0.1809
1057,647,3.6775,-0.182
1058.5,647.5,3.6461,-0.1832
1060,648,3.6142,-0.1843
1061.5,648.5,3.5818,-0.1856
1063,649,3.5601,-0.1864
1064.5,649.5,3.5271,-0.1876
1066,650,3.4938,-0.1889
1067.5,650.5,3.4601,-0.1902
1069,651,3.4258,-0.1914
1070.5,651.5,3.3915,-0.1926
1072,652,3.3683,-0.1934
1073.5,652.5,3.3332,-0.1945
1075,653,3.2979,-0.1956
1076.5,653.5,3.262,-0.1967
1078,654,3.2259,-0.1978
1079.5,654.5,3.1898,-0.1989
1081,655,3.1531,-0.1999
1082.5,655.5,3.1287,-0.2005
1084,656,3.0916,-0.2014
1085.5,656.5,3.0544,-0.2022
1087,657,3.0173,-0.203
1088.5,657.5,2.9799,-0.2036
1090,658,2.9424,-0.2042
1091.5,658.5,2.9176,-0.2045
1093,659,2.88,-0.2048
1094.5,659.5,2.8427,-0.205
1096,660,2.8056,-0.2051
1097.5,660.5,2.7807,-0.205
1099,661,2.7438,-0.2048
1100.5,661.5,2.707,-0.2045
1102,662,2.6706,-0.2039
1103.5,662.5,2.6467,-0.2035
1105,663,2.611,-0.2026
1106.5,663.5,2.576,-0.2015
1108,664,2.5416,-0.2002
1109.5,664.5,2.5189,-0.1992
1111,665,2.4858,-0.1976
1112.5,665.5,2.4531,-0.1957
1114,666,2.4319,-0.1944
1115.5,666.5,2.4008,-0.1922
1117,667,2.3706,-0.1898
1118.5,667.5,2.3511,-0.1881
1120,668,2.3224,-0.1854
1121.5,668.5,2.2948,-0.1826
1123,669,2.2772,-0.1805
1124.5,669.5,2.26,-0.1784
1126,670,2.2354,-0.1751
1127.5,670.5,2.2195,-0.1728
1129,671,2.1969,-0.1692
1130.5,671.5,2.1823,-0.1667
1132,672,2.1616,-0.1629
1133.5,672.5,2.1484,-0.1603
1135,673,2.1297,-0.1563
1136.5,673.5,2.1179,-0.1536
1138,674,2.1012,-0.1495
1139.5,674.5,2.0908,-0.1467
1141,675,2.0759,-0.1425
1142.5,675.5,2.0621,-0.1384
1144,676,2.0535,-0.1358
1145.5,676.5,2.0416,-0.1323
1147,677,2.0306,-0.1292
1148.5,677.5,2.0204,-0.1263
1150,678,2.0141,-0.1244
1151.5,678.5,2.0053,-0.1214
1153,679,1.9971,-0.1185
1154.5,679.5,1.9897,-0.1155
1156,680,1.9827,-0.1126
1157.5,680.5,1.9763,-0.1097
1159,681,1.9724,-0.1078
1160.5,681.5,1.9667,-0.105
1162,682,1.9614,-0.1024
1163.5,682.5,1.9564,-0.0998
1165,683,1.9515,-0.0974
1166.5,683.5,1.9485,-0.0959
1168,684,1.944,-0.0937
1169.5,684.5,1.9397,-0.0918
1171,685,1.9356,-0.09
1172.5,685.5,1.9316,-0.0883
1174,686,1.9277,-0.0867
1175.5,686.5,1.9238,-0.0853
1177,687,1.9213,-0.0844
1178.5,687.5,1.9175,-0.0831
1180,688,1.9138,-0.082
1181.5,688.5,1.9102,-0.0809
1183,689,1.9066,-0.0798
1184.5,689.5,1.903,-0.0789
1186,690,1.8996,-0.0781
1187.5,690.5,1.8972,-0.0775
1189,691,1.8937,-0.0768
1190.5,691.5,1.8902,-0.076
1192,692,1.8868,-0.0753
1193.5,692.5,1.8835,-0.0746
1195,693,1.8802,-0.074
1196.5,693.5,1.878,-0.0736
1198,694,1.8747,-0.0731
1199.5,694.5,1.8713,-0.0725
1201,695,1.8681,-0.072
1202.5,695.5,1.8648,-0.0714
1204,696,1.8617,-0.0708
1205.5,696.5,1.8586,-0.0703
1207,697,1.8564,-0.07
1208.5,697.5,1.8533,-0.0695
1210,698,1.8501,-0.069
1211.5,698.5,1.847,-0.0686
1213,699,1.8438,-0.0682
1214.5,699.5,1.8407,-0.0678
1216,700,1.8386,-0.0676
1217.5,700.5,1.8354,-0.0673
1219,701,1.8323,-0.0671
1220.5,701.5,1.8293,-0.067
1222,702,1.8263,-0.067
1223.5,702.5,1.8232,-0.067
1225,703,1.8201,-0.0669
1226.5,703.5,1.8182,-0.0667
1228,704,1.8152,-0.0663
1229.5,704.5,1.8123,-0.0659
1231,705,1.8093,-0.0654
1232.5,705.5,1.8063,-0.065
1234,706,1.8033,-0.0646
1235.5,706.5,1.8004,-0.0642
1237,707,1.7975,-0.0638
1238.5,707.5,1.7955,-0.0635
1240,708,1.7926,-0.0632
1241.5,708.5,1.7897,-0.0628
1243,709,1.7868,-0.0624
1244.5,709.5,1.7839,-0.0621
1246,710,1.7811,-0.0617
1247.5,710.5,1.7782,-0.0612
1249,711,1.7753,-0.0608
1250.5,711.5,1.7724,-0.0603
1252,712,1.7696,-0.0598
1253.5,712.5,1.7667,-0.0594
1255,713,1.7648,-0.0592
1256.5,713.5,1.762,-0.0589
1258,714,1.7592,-0.0586
1259.5,714.5,1.7564,-0.0583
