Time (s),Temperature (K),Mass (mg),Heat Flow (W/g)
227.3,339.5,9.8161,-0.0855
230.3,340,9.8081,-0.0859
233.5,340.5,9.8,-0.0863
236.7,341,9.7907,-0.0867
239.7,341.5,9.7827,-0.087
242.7,342,9.7749,-0.0873
245.7,342.5,9.7671,-0.0875
248.7,343,9.7593,-0.0877
252,343.5,9.7516,-0.0879
255.3,344,9.7425,-0.0881
258.3,344.5,9.735,-0.0882
261.3,345,9.7275,-0.0883
264.3,345.5,9.7199,-0.0884
267.3,346,9.7125,-0.0884
270.3,346.5,9.7052,-0.0884
273.3,347,9.6979,-0.0884
276.3,347.5,9.6908,-0.0883
279.3,348,9.6837,-0.0882
282.3,348.5,9.6767,-0.088
285.3,349,9.6696,-0.0878
288.3,349.5,9.6629,-0.0876
291.3,350,9.6564,-0.0874
294,350.5,9.6498,-0.0871
296.7,351,9.6444,-0.0869
299.7,351.5,9.6379,-0.0865
302.7,352,9.6314,-0.0861
305.5,352.5,9.6253,-0.0857
308.3,353,9.6203,-0.0853
311.3,353.5,9.6144,-0.0848
314.3,354,9.6084,-0.0843
317.3,354.5,9.6026,-0.0838
320.1,355,9.5971,-0.0832
322.9,355.5,9.5924,-0.0827
325.9,356,9.5869,-0.0822
328.9,356.5,9.5816,-0.0816
331.6,357,9.5763,-0.0809
334.3,357.5,9.5718,-0.0804
337.3,358,9.5668,-0.0798
340.3,358.5,9.5619,-0.0791
343.1,359,9.5571,-0.0785
345.9,359.5,9.5532,-0.0779
348.9,360,9.5488,-0.0772
351.7,360.5,9.5443,-0.0765
354.5,361,9.5406,-0.076
357.5,361.5,9.5363,-0.0753
360.2,362,9.5322,-0.0747
362.9,362.5,9.5289,-0.0741
365.7,363,9.5249,-0.0734
368.5,363.5,9.5217,-0.0728
371.3,364,9.5181,-0.072
374.1,364.5,9.515,-0.0714
377.1,365,9.5115,-0.0707
379.8,365.5,9.5079,-0.0699
382.5,366,9.5051,-0.0693
385.5,366.5,9.5019,-0.0685
388.3,367,9.4986,-0.0678
391.1,367.5,9.4961,-0.0672
394.1,368,9.4932,-0.0664
397.1,368.5,9.4903,-0.0657
399.9,369,9.4874,-0.065
402.7,369.5,9.4852,-0.0644
405.4,370,9.4827,-0.0635
408.1,370.5,9.4806,-0.0629
411.1,371,9.4781,-0.0621
413.9,371.5,9.4758,-0.0613
416.7,372,9.4738,-0.0607
419.7,372.5,9.4716,-0.06
422.5,373,9.4693,-0.0593
425.3,373.5,9.4675,-0.0586
428,374,9.4656,-0.0579
430.7,374.5,9.464,-0.0573
433.7,375,9.4621,-0.0566
436.5,375.5,9.4602,-0.0559
439.3,376,9.4586,-0.0553
442.3,376.5,9.457,-0.0546
445.1,377,9.4554,-0.054
447.9,377.5,9.4542,-0.0535
450.6,378,9.4527,-0.0528
453.3,378.5,9.4514,-0.0523
456.3,379,9.45,-0.0517
459.1,379.5,9.4488,-0.0511
461.9,380,9.4477,-0.0505
464.9,380.5,9.4464,-0.05
467.7,381,9.4454,-0.0494
470.5,381.5,9.4445,-0.049
473.2,382,9.4433,-0.0485
475.9,382.5,9.4424,-0.0482
478.9,383,9.4414,-0.0477
481.7,383.5,9.4406,-0.0472
484.5,384,9.4399,-0.0469
487.3,384.5,9.4389,-0.0464
490.1,385,9.4382,-0.0461
492.8,385.5,9.4374,-0.0458
495.5,386,9.4368,-0.0454
498.5,386.5,9.436,-0.0451
501.3,387,9.4354,-0.0447
504.1,387.5,9.4348,-0.0445
507.1,388,9.434,-0.0442
510.1,388.5,9.4333,-0.0439
513.1,389,9.4325,-0.0436
515.9,389.5,9.4319,-0.0433
518.7,390,9.4314,-0.0431
521.7,390.5,9.4309,-0.0428
524.7,391,9.4304,-0.0425
527.4,391.5,9.4298,-0.0423
530.1,392,9.4294,-0.042
533.1,392.5,9.429,-0.0418
536.1,393,9.4283,-0.0416
538.9,393.5,9.4279,-0.0414
541.7,394,9.4275,-0.0413
544.7,394.5,9.4269,-0.0411
547.5,395,9.4266,-0.041
550.3,395.5,9.4262,-0.0409
553.3,396,9.4257,-0.0407
556,396.5,9.4253,-0.0406
558.7,397,9.4248,-0.0406
561.7,397.5,9.4244,-0.0405
564.7,398,9.4239,-0.0405
567.5,398.5,9.4236,-0.0405
570.3,399,9.4233,-0.0405
573.3,399.5,9.4228,-0.0406
576.1,400,9.4224,-0.0407
578.9,400.5,9.4221,-0.0407
581.9,401,9.4217,-0.0408
584.9,401.5,9.4213,-0.0409
587.6,402,9.4208,-0.041
590.3,402.5,9.4204,-0.0411
593.3,403,9.42,-0.0412
596.1,403.5,9.4197,-0.0412
598.9,404,9.4193,-0.0413
601.9,404.5,9.4188,-0.0415
604.9,405,9.4185,-0.0416
607.7,405.5,9.4181,-0.0418
610.5,406,9.4178,-0.0418
613.2,406.5,9.4175,-0.0419
615.9,407,9.4171,-0.042
618.9,407.5,9.4167,-0.0421
621.7,408,9.4164,-0.0422
624.5,408.5,9.4161,-0.0423
627.5,409,9.4157,-0.0424
630.5,409.5,9.4151,-0.0425
633.3,410,9.4147,-0.0426
636.1,410.5,9.4145,-0.0427
639.1,411,9.4142,-0.0429
641.8,411.5,9.4135,-0.043
644.5,412,9.4132,-0.0431
647.5,412.5,9.4131,-0.0431
650.3,413,9.4127,-0.0433
653.1,413.5,9.4123,-0.0433
656.1,414,9.412,-0.0434
658.9,414.5,9.4116,-0.0436
661.7,415,9.4113,-0.0436
664.4,415.5,9.411,-0.0437
667.1,416,9.4106,-0.0438
669.9,416.5,9.4102,-0.0439
672.7,417,9.4098,-0.044
675.7,417.5,9.4094,-0.0441
678.5,418,9.4091,-0.0442
681.3,418.5,9.4088,-0.0443
684.3,419,9.4085,-0.0444
687,419.5,9.4081,-0.0446
689.7,420,9.4078,-0.0447
692.7,420.5,9.4074,-0.0448
695.5,421,9.407,-0.045
698.3,421.5,9.4066,-0.0451
701.3,422,9.4062,-0.0452
704.1,422.5,9.4058,-0.0454
706.9,423,9.4055,-0.0456
709.9,423.5,9.4051,-0.0457
712.6,424,9.4046,-0.0458
715.3,424.5,9.4043,-0.0459
718.1,425,9.4039,-0.0461
720.9,425.5,9.4036,-0.0462
723.7,426,9.4033,-0.0464
726.5,426.5,9.4029,-0.0465
729.5,427,9.4026,-0.0467
732.5,427.5,9.4021,-0.0468
735.2,428,9.4016,-0.047
737.9,428.5,9.4012,-0.0471
740.7,429,9.4007,-0.0473
743.5,429.5,9.4004,-0.0475
746.5,430,9.4,-0.0477
749.3,430.5,9.3996,-0.0478
752.1,431,9.3991,-0.0479
754.8,431.5,9.3987,-0.0481
757.5,432,9.3983,-0.0483
760.5,432.5,9.3978,-0.0484
763.3,433,9.3974,-0.0487
766.1,433.5,9.397,-0.0488
769.1,434,9.3964,-0.0491
771.9,434.5,9.396,-0.0493
774.7,435,9.3956,-0.0494
777.4,435.5,9.395,-0.0496
780.1,436,9.3946,-0.0497
783.1,436.5,9.394,-0.05
785.9,437,9.3936,-0.0502
788.7,437.5,9.3933,-0.0504
791.5,438,9.3927,-0.0506
794.3,438.5,9.3922,-0.0508
797.3,439,9.3917,-0.051
800,439.5,9.3912,-0.0512
802.7,440,9.3909,-0.0514
805.7,440.5,9.3905,-0.0516
808.5,441,9.3898,-0.0519
811.3,441.5,9.3893,-0.0522
814.1,442,9.3888,-0.0524
816.9,442.5,9.3882,-0.0527
819.9,443,9.3877,-0.053
822.6,443.5,9.3871,-0.0533
825.3,444,9.3865,-0.0535
828.1,444.5,9.386,-0.0538
830.9,445,9.3855,-0.0541
833.9,445.5,9.3848,-0.0544
836.7,446,9.384,-0.0547
839.5,446.5,9.3835,-0.055
842.5,447,9.3827,-0.0553
845.2,447.5,9.382,-0.0556
847.9,448,9.3815,-0.0559
850.7,448.5,9.3808,-0.0562
853.5,449,9.3801,-0.0564
856.5,449.5,9.3793,-0.0567
859.3,450,9.3786,-0.0571
862.1,450.5,9.3779,-0.0573
865.1,451,9.3771,-0.0576
867.8,451.5,9.3763,-0.0579
870.5,452,9.3756,-0.0583
873.3,452.5,9.3747,-0.0585
876.1,453,9.3739,-0.0587
879.1,453.5,9.3731,-0.0591
881.9,454,9.3723,-0.0593
884.7,454.5,9.3715,-0.0596
887.4,455,9.3707,-0.0598
890.1,455.5,9.3699,-0.06
892.9,456,9.3689,-0.0602
895.7,456.5,9.3681,-0.0604
898.7,457,9.367,-0.0607
901.5,457.5,9.3661,-0.0609
904.3,458,9.3652,-0.0611
907,458.5,9.3641,-0.0613
909.7,459,9.3632,-0.0615
912.7,459.5,9.362,-0.0618
915.5,460,9.361,-0.062
918.3,460.5,9.3601,-0.0623
921.1,461,9.359,-0.0625
923.9,461.5,9.3581,-0.0628
926.6,462,9.3567,-0.063
929.3,462.5,9.3556,-0.0632
932.1,463,9.3543,-0.0634
934.9,463.5,9.3533,-0.0636
937.9,464,9.352,-0.0638
940.7,464.5,9.3507,-0.0641
943.2,465,9.3494,-0.0643
945.9,465.5,9.3482,-0.0645
948.7,466,9.3469,-0.0647
951.5,466.5,9.3458,-0.065
954.3,467,9.3443,-0.0652
957.1,467.5,9.343,-0.0654
960.1,468,9.3413,-0.0656
962.8,468.5,9.3397,-0.0659
965.5,469,9.3384,-0.0661
968.3,469.5,9.3368,-0.0663
971.1,470,9.3353,-0.0665
973.9,470.5,9.3337,-0.0667
976.7,471,9.3321,-0.0669
979.4,471.5,9.3303,-0.0672
982.1,472,9.3287,-0.0674
984.9,472.5,9.3268,-0.0676
987.7,473,9.3252,-0.0678
990.5,473.5,9.3233,-0.068
993.3,474,9.3217,-0.0682
996,474.5,9.3197,-0.0685
998.7,475,9.318,-0.0687
1001.5,475.5,9.316,-0.0689
1004.3,476,9.3142,-0.0691
1007.3,476.5,9.312,-0.0693
1010.1,477,9.3098,-0.0696
1012.9,477.5,9.308,-0.0698
1015.6,478,9.306,-0.07
1018.3,478.5,9.304,-0.0702
1021.1,479,9.3016,-0.0705
1023.9,479.5,9.2995,-0.0707
1026.7,480,9.2972,-0.0709
1029.5,480.5,9.2953,-0.0712
1032.2,481,9.2928,-0.0713
1034.9,481.5,9.2907,-0.0715
1037.9,482,9.2881,-0.0718
1040.7,482.5,9.2856,-0.072
1043.5,483,9.2836,-0.0722
1046.3,483.5,9.2808,-0.0724
1049.1,484,9.2785,-0.0725
1051.8,484.5,9.2758,-0.0728
1054.5,485,9.2736,-0.073
1057.3,485.5,9.2708,-0.0732
1060.1,486,9.2684,-0.0733
1062.9,486.5,9.2656,-0.0735
1065.7,487,9.2633,-0.0737
1068.7,487.5,9.2604,-0.0737
1071.4,488,9.2575,-0.0739
1074.1,488.5,9.255,-0.0741
1076.9,489,9.2519,-0.0742
1079.7,489.5,9.2492,-0.0744
1082.5,490,9.2463,-0.0745
1085.3,490.5,9.2438,-0.0747
1088.3,491,9.2407,-0.0748
1091,491.5,9.2376,-0.075
1093.7,492,9.235,-0.0752
1096.5,492.5,9.2318,-0.0754
1099.3,493,9.229,-0.0755
1102.1,493.5,9.2257,-0.0756
1104.9,494,9.2231,-0.0758
1107.6,494.5,9.2199,-0.0759
1110.3,495,9.2172,-0.076
1113.1,495.5,9.2138,-0.0761
1115.9,496,9.211,-0.0762
1118.7,496.5,9.2077,-0.0764
1121.5,497,9.205,-0.0764
1124.2,497.5,9.2016,-0.0765
1126.9,498,9.1988,-0.0766
1129.7,498.5,9.1954,-0.0768
1132.5,499,9.1925,-0.0769
1135.3,499.5,9.189,-0.077
1138.1,500,9.1861,-0.0771
1140.8,500.5,9.1825,-0.0772
1143.5,501,9.1795,-0.0773
1146.3,501.5,9.1759,-0.0775
1149.1,502,9.1729,-0.0776
1151.9,502.5,9.1693,-0.0778
1154.7,503,9.1662,-0.0779
1157.7,503.5,9.1625,-0.0781
1160.4,504,9.1588,-0.0782
1163.1,504.5,9.1556,-0.0783
1165.9,505,9.1519,-0.0785
1168.7,505.5,9.1486,-0.0786
1171.7,506,9.1449,-0.0787
1174.5,506.5,9.1411,-0.0789
1177.3,507,9.1378,-0.079
1180,507.5,9.1338,-0.0791
1182.7,508,9.1304,-0.0791
1185.5,508.5,9.1263,-0.0793
1188.3,509,9.123,-0.0793
1191.3,509.5,9.1189,-0.0794
1194.1,510,9.1146,-0.0796
1196.9,510.5,9.1111,-0.0797
1199.6,511,9.1067,-0.0798
1202.3,511.5,9.1032,-0.0799
1205.1,512,9.0988,-0.08
1207.9,512.5,9.0951,-0.0801
1210.9,513,9.0906,-0.0801
1213.7,513.5,9.086,-0.0801
1216.5,514,9.0821,-0.0801
1219.2,514.5,9.0774,-0.0802
1221.9,515,9.0734,-0.0802
1224.7,515.5,9.0687,-0.0801
1227.5,516,9.0646,-0.0801
1230.3,516.5,9.0596,-0.0801
1233.1,517,9.0553,-0.0801
1235.8,517.5,9.0504,-0.0801
1238.5,518,9.0462,-0.0801
1241.3,518.5,9.0411,-0.0801
1244.1,519,9.0368,-0.0802
1246.9,519.5,9.0313,-0.0802
1249.7,520,9.0268,-0.0802
1252.4,520.5,9.0214,-0.0799
1255.1,521,9.0167,-0.0797
1257.9,521.5,9.011,-0.0797
1260.7,522,9.0062,-0.0798
1263.5,522.5,9.0004,-0.0798
1266.3,523,8.9957,-0.0798
1269,523.5,8.9898,-0.0798
1271.7,524,8.9849,-0.0799
1274.5,524.5,8.9788,-0.0799
1277.3,525,8.9738,-0.0799
1280.1,525.5,8.9677,-0.08
1282.9,526,8.9625,-0.0801
1285.6,526.5,8.9562,-0.0801
1288.3,527,8.9508,-0.0801
1291.1,527.5,8.9444,-0.0801
1293.9,528,8.939,-0.0802
1296.7,528.5,8.9326,-0.0802
1299.5,529,8.9271,-0.0802
1302.2,529.5,8.9203,-0.0802
1304.9,530,8.9147,-0.0802
1307.7,530.5,8.9078,-0.0803
1310.5,531,8.9021,-0.0804
1313.3,531.5,8.8951,-0.0804
1316.1,532,8.8892,-0.0804
1318.8,532.5,8.8819,-0.0805
1321.5,533,8.8759,-0.0805
1324.3,533.5,8.8687,-0.0806
1327.1,534,8.8627,-0.0806
1329.9,534.5,8.8553,-0.0807
1332.7,535,8.849,-0.0807
1335.4,535.5,8.8413,-0.0807
1338.1,536,8.8349,-0.0807
1340.9,536.5,8.8271,-0.0807
1343.7,537,8.8205,-0.0807
1346.5,537.5,8.8127,-0.0808
1349.3,538,8.806,-0.0809
1352.3,538.5,8.7978,-0.081
1355,539,8.7895,-0.081
1357.7,539.5,8.7825,-0.0811
1360.5,540,8.774,-0.0811
1363.3,540.5,8.7668,-0.0811
1366.1,541,8.7582,-0.0812
1368.9,541.5,8.7508,-0.0813
1371.6,542,8.7417,-0.0815
1374.3,542.5,8.7342,-0.0816
1377.1,543,8.7251,-0.0817
1379.9,543.5,8.7174,-0.0819
1382.7,544,8.708,-0.0821
1385.5,544.5,8.7003,-0.0823
1388.2,545,8.6907,-0.0825
1390.9,545.5,8.6825,-0.0826
1393.7,546,8.6727,-0.0828
1396.5,546.5,8.6645,-0.0829
1399.5,547,8.6544,-0.0831
1402.3,547.5,8.6442,-0.0834
1405.1,548,8.6356,-0.0836
1407.8,548.5,8.6253,-0.0838
1410.5,549,8.6165,-0.0839
1413.3,549.5,8.6058,-0.084
1416.1,550,8.5968,-0.0841
1419.1,550.5,8.5859,-0.0843
1421.9,551,8.5749,-0.0845
1424.7,551.5,8.5657,-0.0846
1427.4,552,8.5544,-0.0847
1430.1,552.5,8.5449,-0.0848
1433.1,553,8.5334,-0.0849
1435.9,553.5,8.5217,-0.0851
1438.7,554,8.5119,-0.0852
1441.5,554.5,8.5,-0.0853
1444.3,555,8.49,-0.0854
1447,555.5,8.4779,-0.0856
1449.7,556,8.4675,-0.0858
1452.5,556.5,8.455,-0.0859
1455.3,557,8.4445,-0.086
1458.1,557.5,8.4319,-0.0861
1460.9,558,8.4211,-0.0863
1463.6,558.5,8.4082,-0.0864
1466.3,559,8.3974,-0.0865
1469.1,559.5,8.3842,-0.0867
1471.9,560,8.3732,-0.0868
1474.7,560.5,8.3597,-0.087
1477.5,561,8.3482,-0.0872
1480.2,561.5,8.3345,-0.0873
1482.9,562,8.3229,-0.0874
1485.7,562.5,8.3086,-0.0875
1488.5,563,8.2967,-0.0877
1491.3,563.5,8.2824,-0.0878
1494.1,564,8.2702,-0.0879
1497.1,564.5,8.2555,-0.0881
1499.8,565,8.2408,-0.0882
1502.5,565.5,8.2284,-0.0883
1505.3,566,8.2131,-0.0883
1508.1,566.5,8.2005,-0.0883
1510.9,567,8.1853,-0.0884
1513.7,567.5,8.1724,-0.0885
1516.7,568,8.1566,-0.0886
1519.4,568.5,8.1406,-0.0886
1522.1,569,8.1273,-0.0887
1524.9,569.5,8.1114,-0.0888
1527.7,570,8.0977,-0.0888
1530.5,570.5,8.0809,-0.0889
1533.3,571,8.067,-0.089
1536,571.5,8.0502,-0.0891
1538.7,572,8.0361,-0.0891
1541.5,572.5,8.0189,-0.0892
1544.3,573,8.0043,-0.0892
1547.1,573.5,7.9868,-0.0893
1549.9,574,7.9721,-0.0893
1552.6,574.5,7.9544,-0.0894
1555.3,575,7.9395,-0.0894
1558.3,575.5,7.9214,-0.0894
1561.1,576,7.903,-0.0895
1563.9,576.5,7.8875,-0.0896
1566.7,577,7.8684,-0.0896
1569.5,577.5,7.8534,-0.0897
1572.2,578,7.8339,-0.0898
1574.9,578.5,7.818,-0.09
1577.7,579,7.7986,-0.0903
1580.5,579.5,7.7823,-0.0905
1583.3,580,7.7626,-0.0908
1586.1,580.5,7.7466,-0.091
1589.1,581,7.7266,-0.0913
1591.8,581.5,7.7064,-0.0916
1594.5,582,7.6887,-0.0918
1597.3,582.5,7.6681,-0.092
1600.1,583,7.6507,-0.0922
1602.9,583.5,7.6304,-0.0924
1605.7,584,7.6126,-0.0926
1608.4,584.5,7.5912,-0.0928
1611.1,585,7.5731,-0.093
1614.1,585.5,7.5513,-0.0932
1616.9,586,7.5291,-0.0934
1619.7,586.5,7.5106,-0.0936
1622.5,587,7.4881,-0.0938
1625.3,587.5,7.4693,-0.0939
1628,588,7.4457,-0.094
1630.7,588.5,7.4265,-0.0942
1633.7,589,7.4031,-0.0945
1636.5,589.5,7.3796,-0.0948
1639.3,590,7.3599,-0.095
1642.3,590.5,7.3369,-0.0953
1645.1,591,7.3128,-0.0955
1647.9,591.5,7.2918,-0.0957
1650.6,592,7.2681,-0.096
1653.3,592.5,7.2477,-0.0962
1656.3,593,7.2229,-0.0964
1659.1,593.5,7.1968,-0.0966
1661.9,594,7.1756,-0.0967
1664.9,594.5,7.1501,-0.0969
1667.7,595,7.1245,-0.0972
1670.5,595.5,7.1029,-0.0974
1673.5,596,7.0769,-0.0976
1676.2,596.5,7.0507,-0.0978
1678.9,597,7.0288,-0.098
1681.9,597.5,7.0022,-0.0982
1684.7,598,6.9756,-0.0984
1687.5,598.5,6.9534,-0.0986
1690.3,599,6.9265,-0.0988
1693.1,599.5,6.9037,-0.0989
1696.1,600,6.8764,-0.0992
1698.8,600.5,6.8492,-0.0998
1701.5,601,6.8263,-0.1003
1704.5,601.5,6.7986,-0.1006
1707.3,602,6.7709,-0.1008
1710.1,602.5,6.7478,-0.1007
1712.9,603,6.7197,-0.1007
1715.7,603.5,6.6963,-0.1007
1718.7,604,6.6679,-0.1006
1721.4,604.5,6.6394,-0.1006
1724.1,605,6.6155,-0.1006
1727.1,605.5,6.5869,-0.1008
1729.9,606,6.5583,-0.1011
1732.7,606.5,6.5344,-0.1011
1735.5,607,6.5055,-0.101
1738.3,607.5,6.4814,-0.1009
1741.3,608,6.4524,-0.1009
1744,608.5,6.4231,-0.1009
1746.7,609,6.3987,-0.1009
1749.5,609.5,6.3695,-0.1009
1752.3,610,6.3451,-0.101
1755.3,610.5,6.3156,-0.1012
1758.1,611,6.2861,-0.1011
1760.9,611.5,6.2614,-0.1011
1763.6,612,6.2317,-0.1012
1766.3,612.5,6.207,-0.1012
1769.3,613,6.1772,-0.1013
1772.1,613.5,6.1474,-0.1014
1774.9,614,6.1223,-0.1014
1777.9,614.5,6.0921,-0.1015
1780.7,615,6.0618,-0.1016
1783.5,615.5,6.0365,-0.1017
1786.5,616,6.0059,-0.1019
1789.2,616.5,5.9753,-0.102
1791.9,617,5.9497,-0.1022
1794.9,617.5,5.9188,-0.1024
1797.9,618,5.8876,-0.1026
1800.7,618.5,5.8565,-0.1028
1803.5,619,5.8303,-0.103
1806.5,619.5,5.7986,-0.1033
1809.3,620,5.7668,-0.1037
1812.1,620.5,5.74,-0.1039
1815.1,621,5.7077,-0.1043
1817.8,621.5,5.6751,-0.105
1820.5,622,5.6479,-0.1055
1823.5,622.5,5.6148,-0.1059
1826.5,623,5.5812,-0.1062
1829.5,623.5,5.5475,-0.1066
1832.3,624,5.5134,-0.1071
1835.1,624.5,5.4848,-0.1076
1838.1,625,5.4501,-0.1082
1841.1,625.5,5.415,-0.109
1843.9,626,5.3795,-0.1098
1846.7,626.5,5.3496,-0.1105
1849.7,627,5.3133,-0.1113
1852.7,627.5,5.2767,-0.1123
1855.7,628,5.2394,-0.1134
1858.4,628.5,5.2017,-0.1144
1861.1,629,5.1699,-0.1153
1864.1,629.5,5.1312,-0.1163
1867.1,630,5.0921,-0.1174
1869.9,630.5,5.0524,-0.1185
1872.7,631,5.0189,-0.1195
1875.7,631.5,4.9781,-0.1206
1878.7,632,4.9371,-0.1217
1881.5,632.5,4.8954,-0.1226
1884.3,633,4.86,-0.1235
1887.3,633.5,4.8171,-0.1245
1890.3,634,4.7737,-0.1255
1893.3,634.5,4.7295,-0.1265
1896,635,4.6849,-0.1275
1898.7,635.5,4.6474,-0.1283
1901.7,636,4.6018,-0.1293
1904.7,636.5,4.5556,-0.1301
1907.5,637,4.509,-0.1309
1910.3,637.5,4.4696,-0.1315
1913.3,638,4.4218,-0.1323
1916.3,638.5,4.3738,-0.1331
1919.3,639,4.3255,-0.1337
1922.3,639.5,4.2764,-0.1342
1925.3,640,4.2269,-0.1347
1928.3,640.5,4.1772,-0.1352
1931.1,641,4.1271,-0.1355
1933.9,641.5,4.0852,-0.1358
1936.9,642,4.0349,-0.136
1939.9,642.5,3.9842,-0.136
1942.6,643,3.9336,-0.1359
1945.3,643.5,3.8914,-0.1356
1948.3,644,3.841,-0.1351
1951.1,644.5,3.7904,-0.1346
1953.9,645,3.7486,-0.134
1956.9,645.5,3.6988,-0.1331
1959.7,646,3.6493,-0.1321
1962.5,646.5,3.6085,-0.131
1965.5,647,3.5602,-0.1297
1968.2,647.5,3.5126,-0.1283
1970.9,648,3.4734,-0.1269
1973.7,648.5,3.4271,-0.125
1976.5,649,3.3894,-0.1233
1979.3,649.5,3.3453,-0.121
1982.1,650,3.3093,-0.1189
1984.8,650.5,3.267,-0.1162
1987.5,651,3.233,-0.1138
1990.3,651.5,3.1934,-0.1108
1992.8,652,3.1616,-0.1082
1995.6,652.5,3.1309,-0.1055
1998.3,653,3.0956,-0.1023
2001,653.5,3.0676,-0.0995
2003.8,654,3.0355,-0.0961
2006.6,654.5,3.0099,-0.0934
2009.4,655,2.981,-0.0902
2011.9,655.5,2.9583,-0.0879
2014.6,656,2.9368,-0.086
2017.4,656.5,2.9127,-0.0838
2020.2,657,2.8937,-0.0817
2023,657.5,2.8725,-0.0789
2025.8,658,2.8562,-0.0763
2028.5,658.5,2.8381,-0.0727
2031,659,2.8242,-0.0696
2033.8,659.5,2.8112,-0.0662
2036.6,660,2.7966,-0.0621
2039.4,660.5,2.7856,-0.0588
2042.1,661,2.7734,-0.0543
2044.8,661.5,2.7641,-0.05
2047.6,662,2.754,-0.0445
2050.4,662.5,2.7461,-0.04
2053.2,663,2.7372,-0.0352
2056,663.5,2.7304,-0.0315
2058.7,664,2.7227,-0.0275
2061.4,664.5,2.7168,-0.0245
2064.4,665,2.7102,-0.0215
2067.2,665.5,2.7039,-0.0188
2070,666,2.699,-0.0167
2073,666.5,2.6931,-0.0146
2075.8,667,2.6876,-0.0126
2078.6,667.5,2.6831,-0.0112
2081.6,668,2.678,-0.0098
2084.6,668.5,2.673,-0.0085
2087.3,669,2.668,-0.0074
2090,669.5,2.6641,-0.0066
2093,670,2.6594,-0.0058
2095.8,670.5,2.6547,-0.005
2098.6,671,2.6508,-0.0045
2101.6,671.5,2.6463,-0.0038
2104.6,672,2.6419,-0.003
2107.6,672.5,2.6375,-0.0023
2110.4,673,2.6332,-0.0017
2113.2,673.5,2.6295,-0.0012
2116.2,674,2.6251,-0.0007
2119.2,674.5,2.621,-0.0001
2122.2,675,2.6167,0.0005
2124.9,675.5,2.6124,0.001
2127.6,676,2.6091,0.0014
2130.6,676.5,2.6052,0.002
2133.6,677,2.6012,0.0025
2136.6,677.5,2.5972,0.0028
2139.4,678,2.593,0.003
2142.2,678.5,2.5897,0.0033
2145.2,679,2.5858,0.0037
2148.2,679.5,2.5818,0.0042
2151,680,2.5778,0.0046
2153.8,680.5,2.5745,0.005
2156.8,681,2.5706,0.0054
2159.8,681.5,2.5669,0.0057
2162.5,682,2.563,0.006
2165.2,682.5,2.5598,0.0062
2168.2,683,2.5559,0.0065
2171.2,683.5,2.5521,0.0068
2174,684,2.5483,0.007
2176.8,684.5,2.5451,0.0072
2179.8,685,2.5413,0.0074
2182.8,685.5,2.5375,0.0077
2185.8,686,2.5337,0.008
2188.6,686.5,2.5299,0.0083
2191.4,687,2.5267,0.0086
2194.4,687.5,2.523,0.0089
2197.4,688,2.5194,0.0091
2200.4,688.5,2.5155,0.0095
2203.1,689,2.5117,0.0099
2205.8,689.5,2.5087,0.0102
