Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0,308,8.3155,0.3576
4.5,308.5,8.3106,0.3673
9,309,8.3058,0.3766
13.5,309.5,8.3009,0.387
18,310,8.2957,0.3963
22.3,310.5,8.2904,0.4064
26.6,311,8.2856,0.415
30.9,311.5,8.28,0.4251
34.9,312,8.2749,0.4338
38.9,312.5,8.2699,0.4429
42.9,313,8.2648,0.4518
46.9,313.5,8.2593,0.4612
50.7,314,8.2537,0.4709
54.5,314.5,8.2488,0.4792
58.5,315,8.243,0.489
62.3,315.5,8.2372,0.4983
66.1,316,8.2321,0.5064
69.9,316.5,8.226,0.5164
73.4,317,8.2205,0.5244
77.2,317.5,8.2149,0.5323
81.2,318,8.2084,0.5423
85,318.5,8.2018,0.5518
88.8,319,8.196,0.56
92.6,319.5,8.1894,0.5694
96.1,320,8.1834,0.5788
99.9,320.5,8.1772,0.5882
103.7,321,8.1698,0.5992
107.2,321.5,8.1631,0.6074
110.7,322,8.1562,0.6174
114.2,322.5,8.1494,0.6272
117.7,323,8.1424,0.6363
121.5,323.5,8.1352,0.645
125.3,324,8.127,0.6557
128.8,324.5,8.1199,0.6648
132.3,325,8.1124,0.6741
135.6,325.5,8.105,0.6825
138.8,326,8.0986,0.6903
142.3,326.5,8.0911,0.699
145.8,327,8.0833,0.7077
149.3,327.5,8.0756,0.7169
152.5,328,8.0679,0.7249
155.7,328.5,8.0613,0.7312
159.2,329,8.0535,0.7406
162.5,329.5,8.0457,0.7482
165.7,330,8.039,0.7545
169.2,330.5,8.031,0.7614
172.7,331,8.0231,0.7681
176,331.5,8.0152,0.7744
179.2,332,8.0084,0.7791
182.7,332.5,8.0003,0.7842
185.9,333,7.9923,0.7892
189.2,333.5,7.9856,0.7931
192.7,334,7.9778,0.7975
195.9,334.5,7.9699,0.802
199.1,335,7.9632,0.8038
202.3,335.5,7.9553,0.8062
205.3,336,7.9485,0.8097
208.6,336.5,7.9418,0.8118
211.9,337,7.934,0.8131
214.9,337.5,7.9274,0.8139
218.1,338,7.921,0.8147
221.3,338.5,7.9135,0.8157
224.3,339,7.907,0.8166
227.3,339.5,7.9006,0.8167
230.3,340,7.8943,0.8163
233.5,340.5,7.8881,0.8156
236.7,341,7.8808,0.8155
239.7,341.5,7.8747,0.8135
242.7,342,7.8688,0.8108
245.7,342.5,7.8628,0.8091
248.7,343,7.857,0.8078
252,343.5,7.8512,0.8043
255.3,344,7.8446,0.8019
258.3,344.5,7.8388,0.8005
261.3,345,7.8333,0.7962
264.3,345.5,7.8279,0.7918
267.3,346,7.8225,0.7873
270.3,346.5,7.8172,0.7838
273.3,347,7.812,0.7808
276.3,347.5,7.8069,0.7764
279.3,348,7.8019,0.7716
282.3,348.5,7.7969,0.766
285.3,349,7.7921,0.7605
288.3,349.5,7.7874,0.7549
291.3,350,7.7828,0.7492
294,350.5,7.7783,0.7438
296.7,351,7.7746,0.7387
299.7,351.5,7.7702,0.7318
302.7,352,7.7659,0.7249
305.5,352.5,7.7618,0.718
308.3,353,7.7584,0.7122
311.3,353.5,7.7544,0.7058
314.3,354,7.7503,0.6996
317.3,354.5,7.7464,0.6923
320.1,355,7.7427,0.6849
322.9,355.5,7.7397,0.6789
325.9,356,7.7362,0.6713
328.9,356.5,7.7328,0.6644
331.6,357,7.7294,0.6563
334.3,357.5,7.7267,0.6501
337.3,358,7.7235,0.6427
340.3,358.5,7.7204,0.6346
343.1,359,7.7174,0.627
345.9,359.5,7.715,0.6212
348.9,360,7.7123,0.6134
351.7,360.5,7.7094,0.6059
354.5,361,7.7072,0.5997
357.5,361.5,7.7046,0.5937
360.2,362,7.7022,0.5877
362.9,362.5,7.7002,0.5807
365.7,363,7.6977,0.5736
368.5,363.5,7.6957,0.5676
371.3,364,7.6935,0.5604
374.1,364.5,7.6917,0.5556
377.1,365,7.6895,0.5488
379.8,365.5,7.6875,0.5422
382.5,366,7.6859,0.5357
385.5,366.5,7.684,0.5275
388.3,367,7.6822,0.5215
391.1,367.5,7.6807,0.5167
394.1,368,7.679,0.5101
397.1,368.5,7.6774,0.505
399.9,369,7.6758,0.4996
402.7,369.5,7.6745,0.4938
405.4,370,7.6729,0.4873
408.1,370.5,7.6717,0.4828
411.1,371,7.6704,0.478
413.9,371.5,7.6691,0.4728
416.7,372,7.6681,0.468
419.7,372.5,7.6668,0.4618
422.5,373,7.6655,0.4567
425.3,373.5,7.6646,0.4527
428,374,7.6635,0.4474
430.7,374.5,7.6627,0.4442
433.7,375,7.6617,0.4395
436.5,375.5,7.6607,0.4354
439.3,376,7.6598,0.4318
442.3,376.5,7.6589,0.4278
445.1,377,7.6581,0.4238
447.9,377.5,7.6575,0.4209
450.6,378,7.6567,0.4176
453.3,378.5,7.656,0.4148
456.3,379,7.6553,0.4111
459.1,379.5,7.6546,0.4081
461.9,380,7.654,0.4062
464.9,380.5,7.6532,0.4037
467.7,381,7.6525,0.4015
470.5,381.5,7.652,0.4
473.2,382,7.6513,0.3984
475.9,382.5,7.6509,0.3969
478.9,383,7.6503,0.3952
481.7,383.5,7.6497,0.3932
484.5,384,7.6493,0.3919
487.3,384.5,7.6486,0.3906
490.1,385,7.6481,0.3898
492.8,385.5,7.6476,0.3888
495.5,386,7.6472,0.3879
498.5,386.5,7.6468,0.3864
501.3,387,7.6464,0.3855
504.1,387.5,7.646,0.385
507.1,388,7.6455,0.3857
510.1,388.5,7.6451,0.3853
513.1,389,7.6446,0.385
515.9,389.5,7.6441,0.3851
518.7,390,7.6437,0.3842
521.7,390.5,7.6434,0.3837
524.7,391,7.6429,0.3837
527.4,391.5,7.6425,0.3839
530.1,392,7.6422,0.3839
533.1,392.5,7.6418,0.3835
536.1,393,7.6414,0.3833
538.9,393.5,7.6411,0.384
541.7,394,7.6408,0.3845
544.7,394.5,7.6405,0.3839
547.5,395,7.6401,0.3853
550.3,395.5,7.6397,0.3861
553.3,396,7.6394,0.3876
556,396.5,7.639,0.3884
558.7,397,7.6387,0.3883
561.7,397.5,7.6383,0.3894
564.7,398,7.6378,0.3925
567.5,398.5,7.6375,0.3944
570.3,399,7.6373,0.3963
573.3,399.5,7.6369,0.3979
576.1,400,7.6365,0.3988
578.9,400.5,7.6362,0.4002
581.9,401,7.6358,0.4021
584.9,401.5,7.6355,0.4036
587.6,402,7.6353,0.4058
590.3,402.5,7.635,0.4068
593.3,403,7.6347,0.4084
596.1,403.5,7.6343,0.4088
598.9,404,7.6339,0.4106
601.9,404.5,7.6336,0.4143
604.9,405,7.6333,0.4163
607.7,405.5,7.633,0.4178
610.5,406,7.6327,0.4199
613.2,406.5,7.6323,0.4215
615.9,407,7.632,0.4227
618.9,407.5,7.6315,0.4248
621.7,408,7.6311,0.4274
624.5,408.5,7.6308,0.4294
627.5,409,7.6305,0.4312
630.5,409.5,7.6302,0.4327
633.3,410,7.6298,0.4322
636.1,410.5,7.6296,0.434
639.1,411,7.6293,0.4356
641.8,411.5,7.6288,0.4362
644.5,412,7.6285,0.4379
647.5,412.5,7.6282,0.4399
650.3,413,7.6279,0.441
653.1,413.5,7.6277,0.4418
656.1,414,7.6273,0.4432
658.9,414.5,7.6269,0.4456
661.7,415,7.6266,0.4468
664.4,415.5,7.6261,0.4482
667.1,416,7.6258,0.4499
669.9,416.5,7.6254,0.4506
672.7,417,7.6252,0.4507
675.7,417.5,7.6248,0.4532
678.5,418,7.6244,0.4553
681.3,418.5,7.6241,0.4567
684.3,419,7.6238,0.4566
