Time (s),Temperature (K),Mass (mg)
0.0,308.0,10.254636147
4.71,308.5,10.250116633911219
9.31,309.0,10.245535447055047
13.81,309.5,10.241007615853928
18.08,310.0,10.236343010226491
22.45,310.5,10.231612734043075
26.72,311.0,10.226785324096147
30.88,311.5,10.222133090390924
35.08,312.0,10.217191000860234
39.07,312.5,10.212364189027886
43.07,313.0,10.207341960236842
47.01,313.5,10.20235207138971
50.79,314.0,10.197425107161243
54.7,314.5,10.192236458035703
58.5,315.0,10.18691427491846
62.28,315.5,10.181484490021264
66.09,316.0,10.176034644785263
69.82,316.5,10.170566918559391
73.52,317.0,10.165021355553217
77.2,317.5,10.159448304443549
81.08,318.0,10.153302460112009
84.79,318.5,10.147370712708664
88.42,319.0,10.141551069585882
92.2,319.5,10.135223882087706
95.95,320.0,10.128779558066018
99.61,320.5,10.12228510533077
103.38,321.0,10.115399722593615
107.02,321.5,10.108732710536895
110.57,322.0,10.102099357604379
114.12,322.5,10.09524410593459
117.63,323.0,10.08807221145335
121.17,323.5,10.080744025738046
124.84,324.0,10.072869543317502
128.33,324.5,10.065270293027082
131.82,325.0,10.05763768313853
135.29,325.5,10.049799950615885
138.75,326.0,10.041962218391825
142.18,326.5,10.034103325636718
145.57,327.0,10.0261289727971
148.96,327.5,10.018057776359628
152.38,328.0,10.009938902433356
155.77,328.5,10.001698541192829
159.14,329.0,9.993488315358483
162.44,329.5,9.985286648924498
165.77,330.0,9.976997257488296
169.14,330.5,9.968440193653093
172.52,331.0,9.959770113467444
175.95,331.5,9.950923668390717
179.34,332.0,9.942271309768365
182.72,332.5,9.933376912775634
186.1,333.0,9.924226181116257
189.43,333.5,9.91537544662858
192.69,334.0,9.906801043282673
195.96,334.5,9.89799031667977
199.24,335.0,9.889252067701491
202.46,335.5,9.880647395288403
205.71,336.0,9.87206464422661
208.9,336.5,9.86345651862781
212.15,337.0,9.854816032845696
215.31,337.5,9.846186342084017
218.45,338.0,9.837649132307334
221.64,338.5,9.829081119756415
224.71,339.0,9.820768941018073
227.82,339.5,9.812586961868826
230.92,340.0,9.804233414846957
234.01,340.5,9.7959980280797
237.07,341.0,9.787849267874806
240.18,341.5,9.779609497592084
243.21,342.0,9.771807826801838
246.25,342.5,9.763872676051973
249.39,343.0,9.755710011402787
252.45,343.5,9.747761115855011
255.61,344.0,9.739723779090788
258.73,344.5,9.731961791228251
261.77,345.0,9.724247900336952
264.81,345.5,9.716611610886485
267.84,346.0,9.709296098156132
270.86,346.5,9.70188703597156
273.88,347.0,9.694613477101248
276.8,347.5,9.687696811080388
279.74,348.0,9.680780615643783
282.76,348.5,9.673710778609864
285.73,349.0,9.666830548751975
288.7,349.5,9.660307293347778
291.63,350.0,9.653888940541831
294.56,350.5,9.647471740083267
297.39,351.0,9.641392864410534
300.26,351.5,9.635160324337352
303.11,352.0,9.629142515689054
305.99,352.5,9.623355109911865
308.88,353.0,9.617579700769166
311.79,353.5,9.611725451757275
314.63,354.0,9.606161813873246
317.48,354.5,9.600817408341447
320.38,355.0,9.595386591214904
323.33,355.5,9.589950365019625
326.27,356.0,9.584638469157818
329.11,356.5,9.579660798895391
331.92,357.0,9.57465359739479
334.76,357.5,9.569741993432219
337.6,358.0,9.565014936438974
340.46,358.5,9.56033907329403
343.28,359.0,9.555868204760257
346.11,359.5,9.551560425653067
348.9,360.0,9.547433651819544
351.69,360.5,9.543230938720214
354.55,361.0,9.539032514269842
357.36,361.5,9.535102709043002
360.14,362.0,9.531325601303257
362.93,362.5,9.527661297587539
365.71,363.0,9.52399676907525
368.48,363.5,9.52055413077994
371.2,364.0,9.517226869484096
373.93,364.5,9.513894843100694
376.71,365.0,9.510597627456274
379.56,365.5,9.507263530167805
382.42,366.0,9.504108169647267
385.28,366.5,9.501006291847478
388.07,367.0,9.498062910911967
390.89,367.5,9.49526614957327
393.76,368.0,9.492492529758467
396.59,368.5,9.489749502937784
399.39,369.0,9.487112284666946
402.16,369.5,9.484650912932283
404.97,370.0,9.482315734700585
407.76,370.5,9.47991018282
410.57,371.0,9.477639357755784
413.38,371.5,9.475450007278281
416.21,372.0,9.473269593955525
419.04,372.5,9.471170256762404
421.88,373.0,9.46905428603696
424.63,373.5,9.467109933386077
427.42,374.0,9.465317715457331
430.25,374.5,9.463443855995246
433.08,375.0,9.461725240261575
435.87,375.5,9.45991347855728
438.64,376.0,9.458253513550227
441.42,376.5,9.456829652205164
444.23,377.0,9.45533245339505
447.03,377.5,9.453893205596586
449.86,378.0,9.45248164779463
452.71,378.5,9.451052444183022
455.52,379.0,9.449784213935095
458.21,379.5,9.448686986449722
460.94,380.0,9.447516031119807
463.79,380.5,9.446361206468815
466.64,381.0,9.445378113150708
469.44,381.5,9.444357891061378
472.23,382.0,9.443231274699077
475.08,382.5,9.442223755519302
477.82,383.0,9.441321921462862
480.59,383.5,9.440572091631886
483.36,384.0,9.439756262386247
486.18,384.5,9.438811797778575
488.97,385.0,9.43809128689598
491.7,385.5,9.4373989152
494.51,386.0,9.436608241585729
497.37,386.5,9.43592086718077
500.14,387.0,9.435332770096155
503.02,387.5,9.43470165385989
505.85,388.0,9.433976013071652
508.72,388.5,9.433229294817
511.62,389.0,9.432454228690164
514.45,389.5,9.431902467493702
517.36,390.0,9.431359429181667
520.25,390.5,9.430900644784858
523.07,391.0,9.430382803521674
525.95,391.5,9.429817472717122
528.81,392.0,9.429408656466357
531.65,392.5,9.428967704233694
534.52,393.0,9.42833062068879
537.42,393.5,9.42787772413233
540.25,394.0,9.42743843407714
543.09,394.5,9.426903841098202
545.96,395.0,9.426584280659307
548.8,395.5,9.426169392289928
551.65,396.0,9.425630456560077
554.47,396.5,9.4252624463629
557.2,397.0,9.42481655553173
560.15,397.5,9.424355467997637
562.93,398.0,9.423896487445882
565.89,398.5,9.423580517658728
568.7,399.0,9.42326303520238
571.54,399.5,9.422829232242089
574.39,400.0,9.42244976322793
577.27,400.5,9.422015338940573
580.08,401.0,9.421690910655633
582.91,401.5,9.421299143224642
585.74,402.0,9.420802715394911
588.63,402.5,9.420363539988346
591.53,403.0,9.42002555168571
594.31,403.5,9.41967622831435
597.12,404.0,9.41926439938781
600.06,404.5,9.41880891015464
602.9,405.0,9.418466362784189
605.67,405.5,9.418160476212757
608.57,406.0,9.417808272352325
611.27,406.5,9.417506627274859
614.16,407.0,9.417032094732313
616.99,407.5,9.416688930161724
619.88,408.0,9.416369618988943
622.73,408.5,9.416059240616407
625.44,409.0,9.415667695661785
628.32,409.5,9.415131400308251
631.22,410.0,9.414749309102508
634.08,410.5,9.414528631084107
636.89,411.0,9.414176316967534
639.74,411.5,9.41356118128197
642.57,412.0,9.413229687216052
645.36,412.5,9.413072590822686
648.22,413.0,9.412677381484384
651.0,413.5,9.412343045513614
653.84,414.0,9.412006986177706
656.63,414.5,9.411665017681804
659.43,415.0,9.411313809376924
662.2,415.5,9.4110035070214
665.02,416.0,9.410592638714302
667.78,416.5,9.41021898070206
670.56,417.0,9.409784356951834
673.37,417.5,9.409436151354363
676.16,418.0,9.409186454221986
679.02,418.5,9.408820596086937
681.89,419.0,9.40851545030198
684.78,419.5,9.408155214326733
687.57,420.0,9.407777251037208
690.39,420.5,9.407407237940324
693.27,421.0,9.407046666441362
696.1,421.5,9.40660926155286
698.95,422.0,9.406161294745543
701.8,422.5,9.405817778374546
704.64,423.0,9.405509073624664
707.47,423.5,9.405107025905947
710.24,424.0,9.404649326499545
713.02,424.5,9.40430054643639
715.87,425.0,9.403938226265291
718.7,425.5,9.403629219509556
721.48,426.0,9.403274474895808
724.27,426.5,9.402910729991994
727.08,427.0,9.402552162496688
729.88,427.5,9.402139208798056
732.69,428.0,9.401696400751455
735.51,428.5,9.401240828877219
738.32,429.0,9.400747235966652
741.15,429.5,9.400383601572953
744.0,430.0,9.400047244593713
746.82,430.5,9.399591693742245
749.7,431.0,9.399085386739733
752.51,431.5,9.398675685512444
755.28,432.0,9.398262047858614
758.09,432.5,9.397781420110169
760.93,433.0,9.397407427159775
763.69,433.5,9.396963589188852
766.52,434.0,9.396368057179997
769.37,434.5,9.396006320566213
772.13,435.0,9.395580695507096
774.92,435.5,9.39498629934839
777.76,436.0,9.39454132737874
780.52,436.5,9.394041862288677
783.28,437.0,9.393678737891
786.06,437.5,9.393291262311106
788.89,438.0,9.39273917495115
791.75,438.5,9.392204576710247
794.61,439.0,9.391681965349687
797.36,439.5,9.391193874089062
800.17,440.0,9.390852787909704
803.01,440.5,9.390452198615879
805.82,441.0,9.389822159322911
808.65,441.5,9.389265485369766
811.46,442.0,9.388826013436947
814.24,442.5,9.38818027215683
817.07,443.0,9.38764407775523
819.84,443.5,9.3871211167
822.65,444.0,9.386498668386194
825.48,444.5,9.385966859093651
828.29,445.0,9.385452719252823
831.1,445.5,9.384804718268564
833.92,446.0,9.384043038643016
836.75,446.5,9.383394770845182
839.47,447.0,9.382734052112708
842.28,447.5,9.382033473334554
845.13,448.0,9.381410098249585
847.96,448.5,9.38076885722472
850.78,449.0,9.380025456121905
853.57,449.5,9.37928899819586
856.37,450.0,9.37862260763726
859.19,450.5,9.377814643188424
862.02,451.0,9.377091155181818
864.8,451.5,9.376377476917666
867.62,452.0,9.375517774026326
870.4,452.5,9.374686457118182
873.18,453.0,9.373882359538458
876.0,453.5,9.37311739379541
878.79,454.0,9.372299926076025
881.57,454.5,9.37152030887528
884.36,455.0,9.370744741098305
887.17,455.5,9.369891885455273
889.97,456.0,9.368927187260175
892.74,456.5,9.367970618767826
895.54,457.0,9.367021557644613
898.36,457.5,9.366156140429181
901.15,458.0,9.365190684822217
903.94,458.5,9.364090150755079
906.77,459.0,9.363053760542106
909.56,459.5,9.361957330886106
912.36,460.0,9.361001824515803
915.16,460.5,9.360077588736166
917.94,461.0,9.359065768908717
920.71,461.5,9.35802476710427
923.53,462.0,9.35672941690891
926.3,462.5,9.355494734063742
929.05,463.0,9.35430828320011
931.88,463.5,9.353116977065186
934.64,464.0,9.351978508681059
937.4,464.5,9.350718040205546
940.18,465.0,9.349307787521575
942.91,465.5,9.348022689260633
945.7,466.0,9.346833476849033
948.48,466.5,9.345521239161625
951.23,467.0,9.344152360555002
954.01,467.5,9.342718378285735
956.82,468.0,9.341162239535604
959.55,468.5,9.33962347196528
962.3,469.0,9.338249232464415
965.06,469.5,9.336734233274283
967.82,470.0,9.335164970268611
970.59,470.5,9.333652750189017
973.35,471.0,9.331906102685542
976.07,471.5,9.330249967447365
978.81,472.0,9.328534225688342
981.57,472.5,9.326744212159152
984.33,473.0,9.325003031718357
987.04,473.5,9.323261870179829
989.77,474.0,9.321513679924202
992.53,474.5,9.319680828234466
995.28,475.0,9.317827643400642
998.01,475.5,9.315941546561112
1000.83,476.0,9.313934052514707
1003.63,476.5,9.311927440448333
1006.4,477.0,9.309893359764974
1009.23,477.5,9.307882019931442
1012.0,478.0,9.305949836555623
1014.73,478.5,9.30385841055124
1017.48,479.0,9.301584906644122
1020.29,479.5,9.299289301291411
1023.1,480.0,9.297112467282705
1025.9,480.5,9.294985747482741
1028.65,481.0,9.292659625608358
1031.39,481.5,9.290319225014667
1034.2,482.0,9.287928377616215
1037.01,482.5,9.285595943108854
1039.74,483.0,9.283358023859126
1042.44,483.5,9.280887439340734
1045.17,484.0,9.278381615968907
1047.97,484.5,9.275879020530185
1050.8,485.0,9.273309493548934
1053.59,485.5,9.270680267522312
1056.35,486.0,9.268090315183589
1059.13,486.5,9.26549910627141
1061.89,487.0,9.262916809760343
1064.66,487.5,9.260224684188339
1067.45,488.0,9.257503583766828
1070.26,488.5,9.254744053250045
1073.03,489.0,9.251848473560385
1075.83,489.5,9.248894180911535
1078.58,490.0,9.246184249451323
1081.37,490.5,9.24341488989362
1084.17,491.0,9.240507394803025
1086.93,491.5,9.237663064639527
1089.74,492.0,9.234740166890063
1092.47,492.5,9.231804936033281
1095.19,493.0,9.228819656556942
1097.96,493.5,9.225775293646326
1100.72,494.0,9.222859367770877
1103.46,494.5,9.219895834642303
1106.24,495.0,9.216919680106853
1109.03,495.5,9.213775745338678
1111.76,496.0,9.210732913323705
1114.51,496.5,9.207743491689035
1117.29,497.0,9.204682831019374
1120.04,497.5,9.20156678996355
1122.73,498.0,9.198511452740558
1125.51,498.5,9.195359683374756
1128.28,499.0,9.19212711095416
1130.95,499.5,9.18901965910171
1133.67,500.0,9.185865526562678
1136.43,500.5,9.18259314294
1139.18,501.0,9.179312177723325
1141.92,501.5,9.176017789570935
1144.64,502.0,9.172720756192113
1147.33,502.5,9.169499441265536
1150.11,503.0,9.166061800000486
1152.97,503.5,9.162556651989474
1155.77,504.0,9.15909799291959
1158.55,504.5,9.155576136201379
1161.32,505.0,9.152105983336012
1164.12,505.5,9.14850377223295
1166.95,506.0,9.14496408603242
1169.76,506.5,9.14143373906647
1172.53,507.0,9.137784595546004
1175.27,507.5,9.134130401342723
1178.04,508.0,9.130379279664687
1180.84,508.5,9.126543151434364
1183.66,509.0,9.12274647804791
1186.47,509.5,9.118905492047956
1189.24,510.0,9.114979248791961
1192.01,510.5,9.111065754579839
1194.8,511.0,9.107036648752088
1197.57,511.5,9.10305818751
1200.34,512.0,9.099000108900498
1203.09,512.5,9.094920195963265
1205.84,513.0,9.090824589651003
1208.62,513.5,9.086579687847983
1211.39,514.0,9.082299250806647
1214.2,514.5,9.07787638043751
1216.97,515.0,9.073476300544444
1219.68,515.5,9.06922830396077
1222.44,516.0,9.064732922505556
1225.2,516.5,9.060070238469711
