Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0,308,10.2556,0.3009
4.5,308.5,10.2513,0.309
9,309,10.2468,0.3179
13.5,309.5,10.2424,0.3271
18,310,10.2375,0.3356
22.3,310.5,10.2327,0.3443
26.6,311,10.2281,0.3523
30.9,311.5,10.2231,0.3612
34.9,312,10.2185,0.3692
38.9,312.5,10.2137,0.3772
42.9,313,10.2087,0.3854
46.9,313.5,10.2036,0.3937
50.7,314,10.1984,0.4018
54.5,314.5,10.1938,0.4093
58.5,315,10.1883,0.4182
62.3,315.5,10.1826,0.4268
66.1,316,10.1776,0.434
69.9,316.5,10.1718,0.4427
73.4,317,10.1666,0.45
77.2,317.5,10.1613,0.4574
81.2,318,10.1551,0.4667
85,318.5,10.1487,0.4755
88.8,319,10.143,0.4831
92.6,319.5,10.1364,0.4924
96.1,320,10.1305,0.5009
99.9,320.5,10.1243,0.5097
103.7,321,10.117,0.5199
107.2,321.5,10.1106,0.5289
110.7,322,10.1041,0.5385
114.2,322.5,10.0975,0.548
117.7,323,10.0904,0.5577
121.5,323.5,10.0832,0.5674
125.3,324,10.0747,0.5789
128.8,324.5,10.0671,0.5886
132.3,325,10.0595,0.5985
135.6,325.5,10.0516,0.6082
138.8,326,10.0448,0.6169
142.3,326.5,10.0369,0.6271
145.8,327,10.0287,0.6373
149.3,327.5,10.0204,0.6472
152.5,328,10.0121,0.657
155.7,328.5,10.0048,0.6657
159.2,329,9.9963,0.6759
162.5,329.5,9.9877,0.6855
165.7,330,9.9802,0.6935
169.2,330.5,9.9713,0.7031
172.7,331,9.9624,0.7121
176,331.5,9.9534,0.7213
179.2,332,9.9457,0.7289
182.7,332.5,9.9366,0.7377
185.9,333,9.9272,0.7464
189.2,333.5,9.9191,0.7531
192.7,334,9.9099,0.7612
195.9,334.5,9.9006,0.7692
199.1,335,9.8926,0.7756
202.3,335.5,9.8832,0.7828
205.3,336,9.8753,0.7889
208.6,336.5,9.8672,0.7948
211.9,337,9.8579,0.8011
214.9,337.5,9.8498,0.8063
218.1,338,9.8416,0.8112
221.3,338.5,9.8322,0.8169
224.3,339,9.824,0.8215
227.3,339.5,9.8161,0.8256
230.3,340,9.8081,0.8295
233.5,340.5,9.8,0.8333
236.7,341,9.7907,0.8375
239.7,341.5,9.7827,0.8404
242.7,342,9.7749,0.8429
245.7,342.5,9.7671,0.845
248.7,343,9.7593,0.8473
252,343.5,9.7516,0.8492
255.3,344,9.7425,0.851
258.3,344.5,9.735,0.8522
261.3,345,9.7275,0.8532
264.3,345.5,9.7199,0.8536
267.3,346,9.7125,0.8538
270.3,346.5,9.7052,0.8539
273.3,347,9.6979,0.8537
276.3,347.5,9.6908,0.8527
279.3,348,9.6837,0.8515
282.3,348.5,9.6767,0.8502
285.3,349,9.6696,0.8484
288.3,349.5,9.6629,0.8464
291.3,350,9.6564,0.8439
294,350.5,9.6498,0.8415
296.7,351,9.6444,0.839
299.7,351.5,9.6379,0.8353
302.7,352,9.6314,0.8315
305.5,352.5,9.6253,0.8274
308.3,353,9.6203,0.8236
311.3,353.5,9.6144,0.8191
314.3,354,9.6084,0.8145
317.3,354.5,9.6026,0.8093
320.1,355,9.5971,0.8038
322.9,355.5,9.5924,0.7991
325.9,356,9.5869,0.7936
328.9,356.5,9.5816,0.7878
331.6,357,9.5763,0.7816
334.3,357.5,9.5718,0.7765
337.3,358,9.5668,0.7705
340.3,358.5,9.5619,0.7641
343.1,359,9.5571,0.7578
345.9,359.5,9.5532,0.7524
348.9,360,9.5488,0.7457
351.7,360.5,9.5443,0.7392
354.5,361,9.5406,0.7337
357.5,361.5,9.5363,0.7277
360.2,362,9.5322,0.7214
362.9,362.5,9.5289,0.7154
365.7,363,9.5249,0.7087
368.5,363.5,9.5217,0.703
371.3,364,9.5181,0.6956
374.1,364.5,9.515,0.6896
377.1,365,9.5115,0.6828
379.8,365.5,9.5079,0.6755
382.5,366,9.5051,0.6693
385.5,366.5,9.5019,0.6621
388.3,367,9.4986,0.6549
391.1,367.5,9.4961,0.6491
394.1,368,9.4932,0.6418
397.1,368.5,9.4903,0.6346
399.9,369,9.4874,0.6276
402.7,369.5,9.4852,0.6216
405.4,370,9.4827,0.6138
408.1,370.5,9.4806,0.6075
411.1,371,9.4781,0.6002
413.9,371.5,9.4758,0.5925
416.7,372,9.4738,0.5863
419.7,372.5,9.4716,0.5792
422.5,373,9.4693,0.5724
425.3,373.5,9.4675,0.5662
428,374,9.4656,0.5588
430.7,374.5,9.464,0.5535
433.7,375,9.4621,0.5465
436.5,375.5,9.4602,0.5399
439.3,376,9.4586,0.5345
442.3,376.5,9.457,0.5276
445.1,377,9.4554,0.5213
447.9,377.5,9.4542,0.5164
450.6,378,9.4527,0.5103
453.3,378.5,9.4514,0.5052
456.3,379,9.45,0.4992
459.1,379.5,9.4488,0.4932
461.9,380,9.4477,0.488
464.9,380.5,9.4464,0.4826
467.7,381,9.4454,0.4776
470.5,381.5,9.4445,0.4733
473.2,382,9.4433,0.4689
475.9,382.5,9.4424,0.4651
478.9,383,9.4414,0.4605
481.7,383.5,9.4406,0.456
484.5,384,9.4399,0.4525
487.3,384.5,9.4389,0.4486
490.1,385,9.4382,0.4457
492.8,385.5,9.4374,0.4419
495.5,386,9.4368,0.4389
498.5,386.5,9.436,0.4352
501.3,387,9.4354,0.4318
504.1,387.5,9.4348,0.4295
507.1,388,9.434,0.4267
510.1,388.5,9.4333,0.424
513.1,389,9.4325,0.4214
515.9,389.5,9.4319,0.4183
518.7,390,9.4314,0.4159
521.7,390.5,9.4309,0.4136
524.7,391,9.4304,0.4109
527.4,391.5,9.4298,0.4081
530.1,392,9.4294,0.4062
533.1,392.5,9.429,0.4037
536.1,393,9.4283,0.4019
538.9,393.5,9.4279,0.4003
541.7,394,9.4275,0.3989
544.7,394.5,9.4269,0.3972
547.5,395,9.4266,0.396
550.3,395.5,9.4262,0.3948
553.3,396,9.4257,0.3935
556,396.5,9.4253,0.3925
558.7,397,9.4248,0.3919
561.7,397.5,9.4244,0.3914
564.7,398,9.4239,0.3908
567.5,398.5,9.4236,0.3912
570.3,399,9.4233,0.3916
573.3,399.5,9.4228,0.3922
576.1,400,9.4224,0.3929
578.9,400.5,9.4221,0.3935
581.9,401,9.4217,0.3941
584.9,401.5,9.4213,0.3951
587.6,402,9.4208,0.3959
590.3,402.5,9.4204,0.3968
593.3,403,9.42,0.398
596.1,403.5,9.4197,0.3984
598.9,404,9.4193,0.399
601.9,404.5,9.4188,0.4004
604.9,405,9.4185,0.4019
607.7,405.5,9.4181,0.4034
610.5,406,9.4178,0.404
613.2,406.5,9.4175,0.4045
615.9,407,9.4171,0.4057
618.9,407.5,9.4167,0.4068
621.7,408,9.4164,0.4077
624.5,408.5,9.4161,0.4088
627.5,409,9.4157,0.4098
630.5,409.5,9.4151,0.4109
633.3,410,9.4147,0.4117
636.1,410.5,9.4145,0.4127
639.1,411,9.4142,0.4139
641.8,411.5,9.4135,0.4152
644.5,412,9.4132,0.4159
647.5,412.5,9.4131,0.4168
650.3,413,9.4127,0.4178
653.1,413.5,9.4123,0.4185
656.1,414,9.412,0.4196
658.9,414.5,9.4116,0.4207
661.7,415,9.4113,0.4214
664.4,415.5,9.411,0.422
667.1,416,9.4106,0.423
669.9,416.5,9.4102,0.4241
672.7,417,9.4098,0.4247
675.7,417.5,9.4094,0.4258
678.5,418,9.4091,0.4271
681.3,418.5,9.4088,0.4282
684.3,419,9.4085,0.4292
687,419.5,9.4081,0.4307
689.7,420,9.4078,0.4321
692.7,420.5,9.4074,0.4332
695.5,421,9.407,0.4346
698.3,421.5,9.4066,0.4357
701.3,422,9.4062,0.437
704.1,422.5,9.4058,0.4387
706.9,423,9.4055,0.4403
709.9,423.5,9.4051,0.4416
712.6,424,9.4046,0.4425
715.3,424.5,9.4043,0.4437
718.1,425,9.4039,0.4454
720.9,425.5,9.4036,0.4466
723.7,426,9.4033,0.4481
726.5,426.5,9.4029,0.4493
729.5,427,9.4026,0.451
732.5,427.5,9.4021,0.4525
735.2,428,9.4016,0.4539
737.9,428.5,9.4012,0.4551
740.7,429,9.4007,0.4567
743.5,429.5,9.4004,0.4584
746.5,430,9.4,0.4603
749.3,430.5,9.3996,0.4617
752.1,431,9.3991,0.4628
754.8,431.5,9.3987,0.4644
757.5,432,9.3983,0.4662
760.5,432.5,9.3978,0.468
763.3,433,9.3974,0.4699
766.1,433.5,9.397,0.4718
769.1,434,9.3964,0.4741
771.9,434.5,9.396,0.4759
774.7,435,9.3956,0.477
777.4,435.5,9.395,0.4789
780.1,436,9.3946,0.4805
783.1,436.5,9.394,0.4825
785.9,437,9.3936,0.4846
788.7,437.5,9.3933,0.4864
791.5,438,9.3927,0.4889
794.3,438.5,9.3922,0.4906
797.3,439,9.3917,0.4926
800,439.5,9.3912,0.4945
802.7,440,9.3909,0.496
805.7,440.5,9.3905,0.4984
808.5,441,9.3898,0.5014
811.3,441.5,9.3893,0.5038
814.1,442,9.3888,0.5066
816.9,442.5,9.3882,0.5087
819.9,443,9.3877,0.5117
822.6,443.5,9.3871,0.5149
825.3,444,9.3865,0.5172
828.1,444.5,9.386,0.5195
830.9,445,9.3855,0.5225
833.9,445.5,9.3848,0.5258
836.7,446,9.384,0.5284
839.5,446.5,9.3835,0.5309
842.5,447,9.3827,0.534
845.2,447.5,9.382,0.5369
847.9,448,9.3815,0.5395
850.7,448.5,9.3808,0.5425
853.5,449,9.3801,0.5449
856.5,449.5,9.3793,0.5481
859.3,450,9.3786,0.5511
862.1,450.5,9.3779,0.5535
865.1,451,9.3771,0.5562
867.8,451.5,9.3763,0.5595
870.5,452,9.3756,0.5628
873.3,452.5,9.3747,0.5655
876.1,453,9.3739,0.5674
879.1,453.5,9.3731,0.5706
881.9,454,9.3723,0.5731
884.7,454.5,9.3715,0.5753
887.4,455,9.3707,0.5778
890.1,455.5,9.3699,0.5798
892.9,456,9.3689,0.5819
895.7,456.5,9.3681,0.5836
898.7,457,9.367,0.586
901.5,457.5,9.3661,0.5881
904.3,458,9.3652,0.5899
907,458.5,9.3641,0.5923
909.7,459,9.3632,0.5942
912.7,459.5,9.362,0.5965
915.5,460,9.361,0.5992
918.3,460.5,9.3601,0.6014
921.1,461,9.359,0.6039
923.9,461.5,9.3581,0.6062
926.6,462,9.3567,0.6086
929.3,462.5,9.3556,0.6105
932.1,463,9.3543,0.6128
934.9,463.5,9.3533,0.6145
937.9,464,9.352,0.6166
940.7,464.5,9.3507,0.6188
943.2,465,9.3494,0.6208
945.9,465.5,9.3482,0.623
948.7,466,9.3469,0.6254
951.5,466.5,9.3458,0.6277
954.3,467,9.3443,0.6298
957.1,467.5,9.343,0.6315
960.1,468,9.3413,0.6335
