Time (s),Temperature (K),Mass (mg),Heat Flow (W/g)
2192.4,494.5,6.2273,-0.0334
2198.2,495,6.2245,-0.0336
2204,495.5,6.2216,-0.0338
2209.5,496,6.2191,-0.0339
2215,496.5,6.2163,-0.0339
2220.5,497,6.2135,-0.034
2226,497.5,6.2109,-0.0341
2231.7,498,6.2082,-0.0342
2237.5,498.5,6.2049,-0.0343
2243,499,6.202,-0.0344
2248.5,499.5,6.1991,-0.0345
2254,500,6.1962,-0.0346
2259.5,500.5,6.1934,-0.0347
2265,501,6.1904,-0.0347
2270.5,501.5,6.1873,-0.0348
2276,502,6.1844,-0.0349
2281.8,502.5,6.1813,-0.0349
2287.5,503,6.1778,-0.035
2293,503.5,6.1745,-0.035
2298.8,504,6.1715,-0.0351
2304.6,504.5,6.1679,-0.0351
2310.1,505,6.1646,-0.035
2315.8,505.5,6.1612,-0.0352
2321.6,506,6.1575,-0.0352
2327.1,506.5,6.1537,-0.0354
2332.6,507,6.1503,-0.0356
2338.3,507.5,6.1467,-0.0354
2344.1,508,6.1429,-0.0354
2349.6,508.5,6.1392,-0.0355
2355.4,509,6.1352,-0.0354
2361.1,509.5,6.1312,-0.0354
2366.6,510,6.1273,-0.0354
2372.1,510.5,6.1233,-0.0353
2377.9,511,6.1192,-0.0352
2383.6,511.5,6.115,-0.035
2389.1,512,6.1109,-0.035
2394.6,512.5,6.1066,-0.0348
2400.1,513,6.1025,-0.0347
2405.6,513.5,6.0983,-0.0345
2411.1,514,6.0939,-0.0344
2416.9,514.5,6.0896,-0.0343
2422.6,515,6.085,-0.0342
2428.1,515.5,6.0804,-0.0341
2433.6,516,6.0759,-0.0339
2439.1,516.5,6.0715,-0.0339
2444.8,517,6.0669,-0.0338
2450.6,517.5,6.0619,-0.0337
2456.1,518,6.0571,-0.0337
2461.6,518.5,6.0524,-0.0336
2467.1,519,6.0477,-0.0336
2472.6,519.5,6.043,-0.0335
2478.1,520,6.038,-0.0335
2483.8,520.5,6.0332,-0.0334
2489.6,521,6.0276,-0.0334
2495.1,521.5,6.0226,-0.0335
2500.6,522,6.0177,-0.0335
2506.1,522.5,6.0125,-0.0334
2511.6,523,6.0074,-0.0335
2517.1,523.5,6.0022,-0.0335
2522.6,524,5.997,-0.0335
2528.1,524.5,5.9915,-0.0336
2533.9,525,5.9859,-0.0336
2539.6,525.5,5.98,-0.0337
2545.1,526,5.9743,-0.0339
2550.6,526.5,5.9688,-0.0339
2556.1,527,5.963,-0.0339
2561.6,527.5,5.9571,-0.034
2567.1,528,5.9512,-0.034
2572.6,528.5,5.9456,-0.0342
2578.3,529,5.9395,-0.0343
2584.1,529.5,5.9329,-0.0343
2589.6,530,5.9268,-0.0344
2595.4,530.5,5.9206,-0.0345
2601.1,531,5.9136,-0.0346
2606.6,531.5,5.9071,-0.0346
2612.1,532,5.9006,-0.0346
2617.9,532.5,5.894,-0.0347
2623.6,533,5.8868,-0.0347
2629.1,533.5,5.8802,-0.0348
2634.6,534,5.8734,-0.0346
2640.4,534.5,5.8666,-0.0347
2646.1,535,5.8591,-0.035
2651.6,535.5,5.8521,-0.0351
2657.4,536,5.8449,-0.0351
2663.2,536.5,5.8368,-0.0353
2668.7,537,5.8295,-0.0352
2674.4,537.5,5.8216,-0.0353
2680.2,538,5.8128,-0.0354
2685.7,538.5,5.8053,-0.0355
2691.5,539,5.7977,-0.0356
2697.2,539.5,5.7893,-0.0356
2702.9,540,5.7815,-0.0356
2708.7,540.5,5.7728,-0.0358
2714.5,541,5.765,-0.0358
2720.3,541.5,5.7562,-0.036
2725.8,542,5.7481,-0.0361
2731.5,542.5,5.7399,-0.036
2737.3,543,5.7307,-0.0361
2742.8,543.5,5.7224,-0.0361
2748.6,544,5.7139,-0.0362
2754.3,544.5,5.7046,-0.0363
2759.8,545,5.696,-0.0364
2765.3,545.5,5.6873,-0.0364
2771.1,546,5.6784,-0.0365
2776.8,546.5,5.6688,-0.0364
2782.5,547,5.6599,-0.0364
2788.3,547.5,5.6499,-0.0365
2793.8,548,5.6408,-0.0367
2799.6,548.5,5.6317,-0.0367
2805.3,549,5.6218,-0.0367
2811,549.5,5.6123,-0.0367
2816.8,550,5.6021,-0.0366
2822.6,550.5,5.5926,-0.0366
2828.4,551,5.5822,-0.0367
2833.9,551.5,5.5723,-0.0368
2839.4,552,5.5625,-0.0367
2845.2,552.5,5.5526,-0.0367
2851,553,5.5417,-0.0368
2856.5,553.5,5.5318,-0.0368
2862,554,5.5216,-0.0369
2867.8,554.5,5.5115,-0.0368
2873.6,555,5.5003,-0.0369
2879.1,555.5,5.49,-0.0369
2884.6,556,5.4797,-0.0368
2890.1,556.5,5.469,-0.0369
2895.6,557,5.4583,-0.0369
2901.3,557.5,5.4477,-0.0368
2907.1,558,5.4361,-0.0369
2912.6,558.5,5.4251,-0.037
2918.1,559,5.4143,-0.0371
2923.6,559.5,5.4033,-0.0372
2929.1,560,5.3924,-0.0374
2934.9,560.5,5.381,-0.0375
2940.6,561,5.3688,-0.0377
2946.1,561.5,5.3575,-0.0378
2951.6,562,5.3461,-0.0378
2957.1,562.5,5.3344,-0.0381
2962.6,563,5.3229,-0.0381
2968.4,563.5,5.3111,-0.038
2974.2,564,5.2983,-0.038
2980,564.5,5.2865,-0.038
2985.7,565,5.2735,-0.0379
2991.2,565.5,5.2612,-0.0378
2996.7,566,5.2491,-0.0378
3002.5,566.5,5.2369,-0.0378
3008.2,567,5.2235,-0.0379
3013.7,567.5,5.2108,-0.0378
3019.2,568,5.1983,-0.0379
3025,568.5,5.1857,-0.038
3030.7,569,5.1718,-0.0381
3036.4,569.5,5.1589,-0.0381
3042.2,570,5.1448,-0.0382
3047.7,570.5,5.1315,-0.0381
3053.2,571,5.1183,-0.0382
3058.9,571.5,5.1047,-0.0381
3064.7,572,5.0901,-0.0382
3070.2,572.5,5.0766,-0.0382
3076,573,5.0627,-0.0383
3081.7,573.5,5.0475,-0.0383
3087.4,574,5.0336,-0.0383
3093.2,574.5,5.0184,-0.0383
3098.7,575,5.0041,-0.0385
3104.5,575.5,4.9897,-0.0387
3110.2,576,4.9739,-0.0388
3115.7,576.5,4.9591,-0.039
3121.5,577,4.9443,-0.039
3127.3,577.5,4.9279,-0.039
3133.1,578,4.9128,-0.0391
3138.8,578.5,4.8962,-0.0392
3144.5,579,4.8807,-0.0393
3150.3,579.5,4.8639,-0.0393
3156.1,580,4.8482,-0.0393
3161.9,580.5,4.8308,-0.0394
3167.7,581,4.8148,-0.0395
3173.4,581.5,4.7971,-0.0395
3179.1,582,4.7808,-0.0394
3184.9,582.5,4.763,-0.0394
3190.4,583,4.7463,-0.0395
3196.2,583.5,4.7295,-0.0396
3201.9,584,4.7111,-0.0396
3207.6,584.5,4.6942,-0.0396
3213.4,585,4.6753,-0.0397
3219.2,585.5,4.6581,-0.0398
3225,586,4.6391,-0.0399
3230.8,586.5,4.6213,-0.0399
3236.5,587,4.602,-0.04
3242,587.5,4.5843,-0.04
3247.8,588,4.5663,-0.04
3253.8,588.5,4.5465,-0.0398
3259.6,589,4.5267,-0.0398
3265.4,589.5,4.5081,-0.0398
3271.1,590,4.4881,-0.0396
3276.8,590.5,4.4696,-0.0396
3282.8,591,4.4492,-0.0395
3288.6,591.5,4.4287,-0.0396
3294.1,592,4.4097,-0.0396
3299.9,592.5,4.3907,-0.0396
3305.6,593,4.3698,-0.0395
3311.1,593.5,4.3505,-0.0396
3316.6,594,4.3306,-0.0395
3322.4,594.5,4.3112,-0.0395
3328.1,595,4.2902,-0.0395
3333.8,595.5,4.2707,-0.0394
3339.6,596,4.2488,-0.0393
3345.4,596.5,4.2294,-0.0392
3351.2,597,4.208,-0.0392
3357,597.5,4.1878,-0.0392
3362.7,598,4.1664,-0.0391
3368.4,598.5,4.1463,-0.0391
3374.2,599,4.1247,-0.0388
3380,599.5,4.104,-0.0387
3385.8,600,4.0819,-0.0386
3391.3,600.5,4.0616,-0.0386
3397,601,4.0418,-0.0385
3402.8,601.5,4.0191,-0.0386
3408.3,602,3.9984,-0.0385
3413.8,602.5,3.9779,-0.0385
3419.5,603,3.9573,-0.0384
3425.3,603.5,3.9346,-0.0383
3431.1,604,3.9139,-0.0382
3436.9,604.5,3.8908,-0.0383
3442.7,605,3.8699,-0.0382
3448.4,605.5,3.8467,-0.0383
3453.9,606,3.8258,-0.0382
3459.7,606.5,3.8042,-0.0384
3465.5,607,3.7807,-0.0383
3471.3,607.5,3.759,-0.0384
3477,608,3.7353,-0.0385
3482.7,608.5,3.7133,-0.0385
3488.5,609,3.6891,-0.0386
3494.3,609.5,3.6667,-0.0386
3500.1,610,3.6422,-0.0386
3505.6,610.5,3.6198,-0.0387
3511.3,611,3.5971,-0.0388
3517.1,611.5,3.5721,-0.039
3522.6,612,3.5488,-0.039
3528.4,612.5,3.5255,-0.039
3534.1,613,3.4997,-0.0391
3539.8,613.5,3.4759,-0.0393
3545.6,614,3.4497,-0.0394
3551.4,614.5,3.4252,-0.0395
3557.4,615,3.3981,-0.0397
3563.2,615.5,3.3709,-0.0398
3568.7,616,3.3458,-0.04
3574.4,616.5,3.3202,-0.0401
3580.4,617,3.2918,-0.0403
3586.2,617.5,3.2631,-0.0404
3592,618,3.2369,-0.0407
3598,618.5,3.2076,-0.0408
3603.8,619,3.1779,-0.041
3609.6,619.5,3.1503,-0.0412
3615.6,620,3.12,-0.0415
3621.3,620.5,3.0891,-0.0418
3626.8,621,3.0604,-0.042
3632.6,621.5,3.0315,-0.0421
3638.6,622,2.9993,-0.0424
3644.6,622.5,2.967,-0.0427
3650.4,623,2.9339,-0.043
3656.2,623.5,2.9036,-0.0432
3662.2,624,2.8699,-0.0436
3667.9,624.5,2.8358,-0.0438
3673.6,625,2.8043,-0.0439
3679.6,625.5,2.7694,-0.0441
3685.4,626,2.7344,-0.0445
3691.2,626.5,2.7019,-0.0447
3697.2,627,2.6658,-0.0448
3703,627.5,2.6296,-0.0449
3708.8,628,2.596,-0.045
3714.8,628.5,2.5593,-0.0451
3720.5,629,2.5221,-0.0454
3726.2,629.5,2.4879,-0.0455
3732,630,2.4506,-0.0457
3737.8,630.5,2.4161,-0.0457
3743.6,631,2.3784,-0.0455
3749.4,631.5,2.3438,-0.0454
3755.1,632,2.306,-0.0453
3760.6,632.5,2.2716,-0.0452
3766.4,633,2.2372,-0.045
3772.2,633.5,2.2,-0.0446
3777.7,634,2.1661,-0.0441
3783.2,634.5,2.1324,-0.0438
3789,635,2.0993,-0.0432
3794.8,635.5,2.0632,-0.0425
3800.3,636,2.0309,-0.0419
3805.8,636.5,1.999,-0.0412
3811.3,637,1.9676,-0.0404
3817.1,637.5,1.9367,-0.0396
3822.8,638,1.9041,-0.0387
3828.3,638.5,1.8752,-0.0379
3833.8,639,1.8469,-0.037
3839.6,639.5,1.8196,-0.0359
3845.3,640,1.7909,-0.0346
3851,640.5,1.7658,-0.0332
3856.8,641,1.7395,-0.0317
3862.3,641.5,1.7166,-0.0302
3868.1,642,1.6946,-0.0288
3873.8,642.5,1.6718,-0.0272
3879.3,643,1.6522,-0.0258
3885.1,643.5,1.6338,-0.0244
3890.9,644,1.6149,-0.0227
3896.4,644.5,1.5987,-0.0214
3902.1,645,1.5837,-0.0201
3907.9,645.5,1.5683,-0.0186
3913.4,646,1.5555,-0.0171
3918.9,646.5,1.5438,-0.0157
3924.4,647,1.5329,-0.0144
3929.9,647.5,1.5227,-0.013
3935.7,648,1.5134,-0.0117
3941.4,648.5,1.5041,-0.0103
3946.9,649,1.4964,-0.0091
3952.4,649.5,1.4893,-0.0081
3957.9,650,1.4828,-0.0072
3963.6,650.5,1.4767,-0.0064
3969.4,651,1.4708,-0.0057
3975.2,651.5,1.4657,-0.0053
3981,652,1.4605,-0.0048
3986.5,652.5,1.456,-0.0043
3992,653,1.4518,-0.004
3997.8,653.5,1.4479,-0.0036
4003.8,654,1.4438,-0.0032
4009.6,654.5,1.4398,-0.0029
4015.4,655,1.4364,-0.0025
4021.1,655.5,1.4325,-0.0023
4026.8,656,1.4293,-0.0021
4032.8,656.5,1.4258,-0.002
4038.6,657,1.4224,-0.0018
4044.4,657.5,1.4191,-0.0016
4050.4,658,1.4158,-0.0015
4056.2,658.5,1.4124,-0.0013
4062,659,1.4093,-0.0012
4068,659.5,1.4061,-0.001
4073.7,660,1.4029,-0.0008
4079.4,660.5,1.3999,-0.0006
4085.4,661,1.3968,-0.0002
4091.2,661.5,1.3936,0.0003
4097,662,1.3909,0.0007
4102.8,662.5,1.3879,0.0013
4108.6,663,1.385,0.0017
4114.6,663.5,1.382,0.0021
4120.3,664,1.3791,0.0024
4126,664.5,1.376,0.0027
4131.8,665,1.3731,0.003
4137.6,665.5,1.3704,0.0033
4143.6,666,1.3674,0.0036
4149.4,666.5,1.3646,0.0039
4155.2,667,1.3617,0.0042
4160.9,667.5,1.3588,0.0045
4166.6,668,1.3561,0.0049
4172.6,668.5,1.3531,0.0052
4178.4,669,1.3501,0.0053
4184.2,669.5,1.3473,0.0054
4190.2,670,1.3445,0.0057
4196.2,670.5,1.3415,0.006
4202.2,671,1.3388,0.0063
4208,671.5,1.3361,0.0066
4213.8,672,1.3334,0.0067
4219.8,672.5,1.3304,0.007
4225.8,673,1.3276,0.0072
4231.5,673.5,1.3247,0.0075
4237.2,674,1.322,0.0076
4243.2,674.5,1.3191,0.0078
4249.2,675,1.3163,0.0079
4255,675.5,1.3133,0.008
4260.8,676,1.3108,0.0081
4266.8,676.5,1.308,0.0083
4272.8,677,1.305,0.0085
4278.6,677.5,1.3021,0.0087
4284.4,678,1.2995,0.0087
4290.4,678.5,1.2967,0.009
4296.4,679,1.2938,0.0093
4302.1,679.5,1.2909,0.0096
4307.8,680,1.2882,0.0099
4313.8,680.5,1.2856,0.0102
4319.6,681,1.2826,0.0105
4325.6,681.5,1.2801,0.0107
4331.8,682,1.2769,0.0109
4337.8,682.5,1.2742,0.0112
4343.6,683,1.2713,0.0116
4349.4,683.5,1.2687,0.0118
4355.4,684,1.2659,0.0118
4361.4,684.5,1.2631,0.0117
4367.4,685,1.2603,0.0115
4373.4,685.5,1.2577,0.0116
4379.2,686,1.2549,0.0117
4385,686.5,1.2524,0.0118
4391,687,1.2495,0.0118
4397,687.5,1.2466,0.0118
4402.7,688,1.244,0.0119
4408.4,688.5,1.2415,0.0119
