Time (s),Temperature (K),Mass (mg),Heat Flow Rate(W/g)
2256.3,1046.5,1.365,-0.4161
2257.8,1047,1.3648,-0.4186
2259.3,1047.5,1.3645,-0.4224
2260.8,1048,1.3643,-0.4255
2262.3,1048.5,1.3641,-0.429
2263.8,1049,1.3638,-0.432
2265.3,1049.5,1.3635,-0.4341
2266.8,1050,1.3633,-0.4357
2268.3,1050.5,1.3631,-0.436
2269.8,1051,1.3629,-0.4362
2271.3,1051.5,1.3628,-0.4372
2272.8,1052,1.3625,-0.4389
2274.3,1052.5,1.3622,-0.4414
2275.8,1053,1.362,-0.4436
2277.3,1053.5,1.3617,-0.4445
2278.8,1054,1.3615,-0.4448
2280.3,1054.5,1.3612,-0.4443
2281.8,1055,1.361,-0.4436
2283.3,1055.5,1.3609,-0.4437
2284.8,1056,1.3607,-0.4454
2286.3,1056.5,1.3605,-0.4496
2287.8,1057,1.3603,-0.454
2289.3,1057.5,1.3601,-0.4602
2290.8,1058,1.3598,-0.4666
2292.3,1058.5,1.3596,-0.4713
2293.8,1059,1.3594,-0.475
2295.3,1059.5,1.3591,-0.4785
2296.8,1060,1.3588,-0.4815
2298.3,1060.5,1.3586,-0.4855
2299.8,1061,1.3584,-0.4902
2301.3,1061.5,1.3583,-0.495
2302.8,1062,1.3581,-0.4999
2304.3,1062.5,1.3579,-0.5043
2305.8,1063,1.3577,-0.5074
2307.3,1063.5,1.3575,-0.5093
2308.8,1064,1.3574,-0.511
2310.3,1064.5,1.3572,-0.5126
2311.8,1065,1.357,-0.5143
2313.3,1065.5,1.3568,-0.5152
2314.8,1066,1.3565,-0.5149
2316.3,1066.5,1.3563,-0.5134
2317.8,1067,1.356,-0.5121
2319.3,1067.5,1.3558,-0.5124
2320.8,1068,1.3556,-0.5148
2322.3,1068.5,1.3554,-0.5183
2323.8,1069,1.3551,-0.5225
2325.3,1069.5,1.3549,-0.5265
2326.8,1070,1.3547,-0.5303
2328.3,1070.5,1.3545,-0.5336
2329.8,1071,1.3543,-0.5357
2331.3,1071.5,1.3541,-0.5372
2332.8,1072,1.3539,-0.5377
2334.3,1072.5,1.3537,-0.5392
2335.8,1073,1.3535,-0.5424
2337.3,1073.5,1.3533,-0.5474
2338.8,1074,1.3532,-0.5534
2340.3,1074.5,1.353,-0.5584
2341.8,1075,1.3527,-0.5629
2343.3,1075.5,1.3525,-0.5655
2344.8,1076,1.3523,-0.568
2346.3,1076.5,1.3521,-0.5695
2347.8,1077,1.3519,-0.5708
2349.3,1077.5,1.3518,-0.5711
2350.8,1078,1.3516,-0.5703
2352.3,1078.5,1.3514,-0.5682
2353.8,1079,1.3513,-0.5673
2355.3,1079.5,1.3511,-0.5657
2356.8,1080,1.3509,-0.5644
2358.3,1080.5,1.3507,-0.5635
2359.8,1081,1.3504,-0.5631
2361.3,1081.5,1.3502,-0.5642
2362.8,1082,1.35,-0.5662
2364.3,1082.5,1.3498,-0.569
2365.8,1083,1.3497,-0.5709
2367.3,1083.5,1.3495,-0.5726
2368.8,1084,1.3492,-0.5735
2370.3,1084.5,1.349,-0.5741
2371.8,1085,1.3488,-0.5751
2373.3,1085.5,1.3485,-0.5755
2374.8,1086,1.3483,-0.5763
2376.3,1086.5,1.348,-0.578
2377.8,1087,1.3478,-0.5804
2379.3,1087.5,1.3476,-0.5825
2380.8,1088,1.3474,-0.5838
2382.3,1088.5,1.3472,-0.584
2383.8,1089,1.3469,-0.5851
2385.3,1089.5,1.3467,-0.5872
2386.8,1090,1.3466,-0.5896
2388.3,1090.5,1.3464,-0.5932
2389.8,1091,1.3463,-0.5951
2391.3,1091.5,1.3461,-0.5959
2392.8,1092,1.3458,-0.5959
2394.3,1092.5,1.3456,-0.5966
2395.8,1093,1.3453,-0.5983
2397.3,1093.5,1.3451,-0.6006
2398.8,1094,1.3449,-0.6029
2400.3,1094.5,1.3448,-0.6051
2401.8,1095,1.3444,-0.6074
2403.3,1095.5,1.3442,-0.6096
2404.8,1096,1.3439,-0.6136
2406.3,1096.5,1.3438,-0.618
2407.8,1097,1.3436,-0.6216
2409.3,1097.5,1.3434,-0.6252
2410.8,1098,1.3432,-0.6285
2412.3,1098.5,1.3429,-0.6324
2413.8,1099,1.3426,-0.6353
2415.3,1099.5,1.3424,-0.6371
2416.8,1100,1.3421,-0.6371
2418.3,1100.5,1.342,-0.6378
2419.8,1101,1.3417,-0.6387
2421.3,1101.5,1.3415,-0.6412
2422.8,1102,1.3413,-0.6445
2424.3,1102.5,1.3411,-0.6468
2425.8,1103,1.341,-0.6487
2427.3,1103.5,1.3408,-0.6498
2428.8,1104,1.3406,-0.6515
2430.3,1104.5,1.3404,-0.6528
2431.8,1105,1.3402,-0.6543
2433.3,1105.5,1.34,-0.6565
2434.8,1106,1.3399,-0.6585
2436.3,1106.5,1.3397,-0.6627
2437.8,1107,1.3395,-0.6672
2439.3,1107.5,1.3392,-0.671
2440.8,1108,1.3389,-0.6741
2442.3,1108.5,1.3387,-0.6775
2443.8,1109,1.3384,-0.6808
2445.3,1109.5,1.3382,-0.683
2446.8,1110,1.338,-0.6818
2448.3,1110.5,1.3379,-0.6773
2449.8,1111,1.3377,-0.6706
2451.3,1111.5,1.3376,-0.6662
2452.8,1112,1.3374,-0.6603
2454.3,1112.5,1.3372,-0.6556
2455.8,1113,1.337,-0.6525
2457.3,1113.5,1.3367,-0.6505
2458.8,1114,1.3365,-0.6498
2460.3,1114.5,1.3362,-0.6505
2461.8,1115,1.336,-0.6531
2463.3,1115.5,1.3358,-0.6566
2464.8,1116,1.3357,-0.6594
2466.3,1116.5,1.3355,-0.6605
2467.8,1117,1.3354,-0.6602
2469.3,1117.5,1.3351,-0.66
2470.8,1118,1.3349,-0.6596
2472.3,1118.5,1.3348,-0.66
2473.8,1119,1.3346,-0.6603
2475.3,1119.5,1.3345,-0.66
2476.8,1120,1.3343,-0.6601
2478.3,1120.5,1.3341,-0.6591
2479.8,1121,1.3339,-0.6585
2481.3,1121.5,1.3335,-0.6572
2482.8,1122,1.3333,-0.6559
2484.3,1122.5,1.3331,-0.6554
2485.8,1123,1.3328,-0.6543
2487.3,1123.5,1.3326,-0.6536
2488.8,1124,1.3325,-0.6525
2490.3,1124.5,1.3323,-0.6497
2491.8,1125,1.3321,-0.6482
2493.3,1125.5,1.3319,-0.648
2494.8,1126,1.3316,-0.6495
2496.3,1126.5,1.3314,-0.6529
2497.8,1127,1.3313,-0.6555
2499.3,1127.5,1.3311,-0.6569
2500.8,1128,1.331,-0.6573
2502.3,1128.5,1.3307,-0.6569
2503.8,1129,1.3304,-0.6565
2505.3,1129.5,1.3302,-0.6564
2506.8,1130,1.3301,-0.6555
2508.3,1130.5,1.3298,-0.6542
2509.8,1131,1.3296,-0.6529
2511.3,1131.5,1.3294,-0.6526
2512.8,1132,1.3291,-0.6526
2514.3,1132.5,1.3289,-0.6524
2515.8,1133,1.3286,-0.6516
2517.3,1133.5,1.3284,-0.6504
2518.8,1134,1.3282,-0.6496
2520.3,1134.5,1.3279,-0.6499
2521.8,1135,1.3278,-0.6498
2523.3,1135.5,1.3276,-0.6498
2524.8,1136,1.3274,-0.6507
2526.3,1136.5,1.3272,-0.6516
2527.8,1137,1.3269,-0.654
2529.3,1137.5,1.3266,-0.6558
2530.8,1138,1.3264,-0.6562
2532.3,1138.5,1.3262,-0.6553
2533.8,1139,1.326,-0.654
2535.3,1139.5,1.3258,-0.6532
2536.8,1140,1.3256,-0.6532
2538.3,1140.5,1.3255,-0.6529
2539.8,1141,1.3253,-0.6514
2541.3,1141.5,1.3252,-0.6492
2542.8,1142,1.325,-0.6468
2544.3,1142.5,1.3249,-0.6458
2545.8,1143,1.3246,-0.6451
2547.3,1143.5,1.3244,-0.6439
2548.8,1144,1.3241,-0.6432
2550.3,1144.5,1.3238,-0.6424
2551.8,1145,1.3236,-0.6421
2553.3,1145.5,1.3234,-0.6422
2554.8,1146,1.3232,-0.6425
2556.3,1146.5,1.323,-0.6436
2557.8,1147,1.3228,-0.6458
2559.3,1147.5,1.3225,-0.6477
2560.8,1148,1.3222,-0.6493
2562.3,1148.5,1.322,-0.6507
2563.8,1149,1.3218,-0.6513
2565.3,1149.5,1.3216,-0.6512
2566.8,1150,1.3214,-0.6485
2568.3,1150.5,1.3212,-0.6444
2569.8,1151,1.321,-0.6401
2571.3,1151.5,1.3208,-0.6379
2572.8,1152,1.3207,-0.635
2574.3,1152.5,1.3204,-0.6318
2575.8,1153,1.3203,-0.6277
2577.3,1153.5,1.3201,-0.6244
2578.8,1154,1.3199,-0.6226
2580.3,1154.5,1.3197,-0.6223
2581.8,1155,1.3196,-0.6221
2583.3,1155.5,1.3194,-0.622
2584.8,1156,1.3191,-0.6214
2586.3,1156.5,1.3189,-0.6201
2587.8,1157,1.3185,-0.6193
2589.3,1157.5,1.3183,-0.6169
2590.8,1158,1.318,-0.613
2592.3,1158.5,1.3179,-0.61
2593.8,1159,1.3177,-0.6057
2595.3,1159.5,1.3175,-0.6028
2596.8,1160,1.3172,-0.6013
2598.3,1160.5,1.317,-0.5993
2599.8,1161,1.3169,-0.5977
2601.3,1161.5,1.3167,-0.5946
2602.8,1162,1.3164,-0.5906
2604.3,1162.5,1.3162,-0.5877
2605.8,1163,1.3159,-0.5858
2607.3,1163.5,1.3158,-0.5856
2608.8,1164,1.3155,-0.5858
2610.3,1164.5,1.3152,-0.5864
2611.8,1165,1.3149,-0.5884
2613.3,1165.5,1.3147,-0.5905
2614.8,1166,1.3145,-0.592
2616.3,1166.5,1.3142,-0.5932
2617.8,1167,1.314,-0.5933
2619.3,1167.5,1.3137,-0.5926
2620.8,1168,1.3134,-0.5924
2622.3,1168.5,1.3132,-0.5923
2623.8,1169,1.3129,-0.5923
2625.3,1169.5,1.3126,-0.5924
2626.8,1170,1.3123,-0.5923
2628.3,1170.5,1.312,-0.5911
2629.8,1171,1.3119,-0.5891
2631.3,1171.5,1.3117,-0.5846
2632.8,1172,1.3115,-0.5806
2634.3,1172.5,1.3114,-0.577
#N/A,1173,1.3112,-0.574
