Time,Mass
[s],[g]
0,75.035
6.8,75.097
12.2,75.16
16.1,75.097
20.6,75.16
24.2,75.035
29,75.223
34.8,74.972
39.4,74.721
44.7,75.285
49,75.16
54,74.721
60.7,75.223
64.7,74.972
69,75.16
74.4,74.909
79,75.16
84,75.035
89,75.16
94.1,75.097
99.1,74.972
104.2,75.285
109,74.595
114.3,74.282
119,73.968
124.9,73.09
129.9,72.212
134.4,71.898
139.3,70.769
144.3,70.204
149,69.264
154.3,68.699
159,67.507
164.4,67.068
170.3,65.751
175.2,64.684
179,63.932
184,62.865
189.5,61.674
195,60.795
200.8,59.666
205.2,58.474
210.4,57.847
214.6,56.969
219,55.84
224,54.46
229,53.895
234,52.076
239,51.261
244.3,50.069
249,48.187
254,47.309
259,46.305
264,44.8
269,43.545
274,42.291
279.2,40.597
284,39.405
289,38.402
294,36.583
299,35.077
304,33.948
309.1,32.254
314.3,30.874
319,29.62
324.3,27.299
329.3,26.044
334.6,24.225
340.5,22.155
345.1,20.713
350.6,19.395
355.1,18.141
359,16.133
365.1,14.252
369.3,12.683
374.3,11.241
379,9.923
384,7.791
389.8,6.787
394.4,5.783
399,4.153
404,3.902
409.4,3.023
414,2.647
419,2.773
424.3,2.773
429,2.647
434.3,2.71
439.3,2.584
444,2.522
449.3,2.773
455.1,2.396
460.5,2.522
464,2.898
469.1,2.584
474,2.71
479,2.835
484.4,2.647
489,2.584
494,2.522
499,2.459
504,2.71
509,2.835
514,2.584
520,2.835
524,2.961
529,2.459
534,2.71
539.3,2.459
544,2.584
