Time,Temperature,Heat Flow
[s],[K],[W/g]
0.00E+00,299.206,1.69E-02
6.17E+01,304.206,-0.12632
8.45E+01,309.206,-0.20867
1.05E+02,314.206,-0.24916
1.25E+02,319.206,-0.26284
1.46E+02,324.206,-0.25761
1.68E+02,329.206,-0.24581
1.92E+02,334.206,-0.22691
2.18E+02,339.206,-0.21093
2.46E+02,344.206,-0.20127
2.75E+02,349.206,-0.19311
3.06E+02,354.206,-0.18535
3.36E+02,359.206,-0.17714
3.67E+02,364.206,-0.17445
3.98E+02,369.206,-0.17529
4.28E+02,374.206,-0.17707
4.58E+02,379.206,-0.17984
4.88E+02,384.206,-0.184
5.18E+02,389.206,-0.19037
5.48E+02,394.206,-0.19971
5.78E+02,399.206,-0.20686
6.08E+02,404.206,-0.21198
6.38E+02,409.206,-0.20844
6.68E+02,414.206,-0.20615
6.98E+02,419.206,-0.20317
7.28E+02,424.206,-0.20027
7.58E+02,429.206,-0.19592
7.88E+02,434.206,-0.19258
8.18E+02,439.206,-0.18852
8.48E+02,444.206,-0.18488
8.78E+02,449.206,-0.18131
9.08E+02,454.206,-0.1781
9.38E+02,459.206,-0.17334
9.68E+02,464.206,-0.16798
9.98E+02,469.206,-0.16684
1.03E+03,474.206,-0.16299
1.06E+03,479.206,-0.1594
1.09E+03,484.206,-0.15657
1.12E+03,489.206,-0.1518
1.15E+03,494.206,-0.14987
1.18E+03,499.206,-0.1473
1.21E+03,504.206,-0.14334
1.24E+03,509.206,-0.14143
1.27E+03,514.206,-0.14099
1.30E+03,519.206,-0.13898
1.33E+03,524.206,-0.13662
1.36E+03,529.206,-0.14205
1.39E+03,534.206,-0.14866
1.42E+03,539.206,-0.17019
1.45E+03,544.206,-0.20607
1.48E+03,549.206,-0.25868
1.51E+03,554.206,-0.32396
1.54E+03,559.206,-0.36914
1.57E+03,564.206,-0.38637
1.60E+03,569.206,-0.44469
1.63E+03,574.206,-0.58111
1.66E+03,579.206,-0.81515
1.69E+03,584.206,-1.18264
1.72E+03,589.206,-1.1845
1.75E+03,594.206,-0.77321
1.78E+03,599.206,-0.46493
1.81E+03,604.206,-0.10792
1.84E+03,609.206,0.31192
1.87E+03,614.206,0.55795
1.90E+03,619.206,0.53432
1.93E+03,624.206,5.38E-02
1.96E+03,629.206,-3.27E-02
1.99E+03,634.206,-0.16653
2.02E+03,639.206,-3.96E-02
2.05E+03,644.206,9.90E-02
2.08E+03,649.206,0.20843
2.11E+03,654.206,0.27387
2.14E+03,659.206,0.30522
2.17E+03,664.206,0.32509
2.20E+03,669.206,0.34012
2.23E+03,674.206,0.35075
2.26E+03,679.206,0.3393
2.29E+03,684.206,0.29334
2.32E+03,689.206,0.21648
2.35E+03,694.206,0.14428
2.38E+03,699.206,5.37E-02
2.41E+03,704.206,-2.05E-02
2.44E+03,709.206,-6.36E-02
2.47E+03,714.206,-8.70E-02
2.50E+03,719.206,-9.09E-02
2.53E+03,724.206,-0.1028
2.56E+03,729.206,-0.11117
2.59E+03,734.206,-0.11848
2.62E+03,739.206,-0.12188
2.65E+03,744.206,-0.12512
2.68E+03,749.206,-0.13029
2.71E+03,754.206,-0.1325
2.74E+03,759.206,-0.13631
2.77E+03,764.206,-0.13889
2.80E+03,769.206,-0.14346
2.83E+03,774.206,-0.14418
2.86E+03,779.206,-0.14643
2.89E+03,784.206,-0.15154
2.92E+03,789.206,-0.15436
2.95E+03,794.206,-0.15554
2.98E+03,799.206,-0.15983
3.01E+03,804.206,-0.15893
3.04E+03,809.206,-0.16637
3.07E+03,814.206,-0.17041
3.10E+03,819.206,-0.17293
3.13E+03,824.206,-0.17663
3.16E+03,829.206,-0.18359
3.19E+03,834.206,-0.18733
3.22E+03,839.206,-0.19361
3.25E+03,844.206,-0.19535
3.28E+03,849.206,-0.19963
3.31E+03,854.206,-0.20845
3.34E+03,859.206,-0.21617
3.37E+03,864.206,-0.21655
3.40E+03,869.206,-0.2203
3.43E+03,874.206,-0.22272
3.46E+03,879.206,-0.21799
3.49E+03,884.206,-0.22402
3.52E+03,889.206,-0.22693
3.55E+03,894.206,-0.23024
3.58E+03,899.206,-0.23371
3.61E+03,904.206,-0.23584
3.64E+03,909.206,-0.24011
3.67E+03,914.206,-0.24163
,,-0.24454
