Time,Mass,HRR,Back Surface Temperature 1,Back Surface Temperature 3,Back Surface Temperature 4
92,50.899117,727.2668829,720.186,457.497,332.735
93,50.974211,762.8478651,718.611,459.939,332.399
94,51.100021,728.8911,717.542,462.473,331.839
95,50.710201,745.4130201,715.369,465.138,330.926
96,50.54586,731.5506744,714.216,468.073,330.002
97,50.18862,809.3051337,713.168,471.113,329.186
98,49.628911,720.0935014,712.237,473.985,328.401
99,49.196862,744.4958447,711.186,476.655,327.673
100,48.877465,740.1057514,710.407,479.067,327.022
101,48.582023,807.2550178,709.798,481.51,326.496
102,48.428051,784.7058358,709.201,483.878,326.065
103,48.257592,735.9101772,708.165,486.247,325.703
104,48.06048,742.8589037,708.059,488.656,325.457
105,47.777846,742.4763274,707.662,491.119,325.242
106,47.232637,794.3919685,708.112,493.657,325.131
107,46.217332,759.9714646,708.604,496.252,325.059
108,46.02985,725.3149737,708.531,498.785,325.074
109,45.944453,749.9577892,708.544,501.38,325.082
110,45.913252,755.9180861,708.437,503.998,325.129
111,45.669956,751.3568327,707.706,506.723,325.245
112,45.375968,745.6055395,707.329,509.526,325.371
113,45.163717,785.6599086,706.96,512.31,325.509
114,45.045791,790.8721784,706.683,515.228,325.697
115,44.610057,834.8241719,706.48,518.158,325.899
116,44.111592,786.0913814,706.295,521.104,326.108
117,43.776503,771.5071587,705.856,524.199,326.34
118,43.621977,776.1800576,705.733,527.275,326.557
119,42.957806,752.1757633,705.635,530.39,326.834
120,42.489336,821.0100884,705.325,533.62,327.081
121,42.338634,806.9834529,705.527,536.857,327.344
122,42.320813,816.9875268,705.433,540.221,327.615
123,42.072394,773.7053101,705.395,543.69,327.892
124,41.521588,746.568431,704.95,547.333,328.219
125,41.418912,816.410561,705.058,551.052,328.513
126,40.921118,824.1574236,705.137,554.951,328.822
127,40.40115,847.3979809,704.518,558.797,329.167
128,39.978664,837.6722002,703.983,562.668,329.443
129,39.583541,828.8655706,703.634,566.422,329.782
130,39.264498,815.8961483,703.756,570.629,330.105
131,38.537141,764.2197827,703.811,574.676,330.416
132,38.74388,833.5332226,703.941,578.729,330.753
133,38.811335,838.4444799,703.831,582.599,331.085
134,38.559391,805.8703983,703.513,586.611,331.389
135,38.341109,814.0532735,703.397,590.926,331.73
136,37.881649,839.7410691,703.342,595.619,332.058
137,37.301898,855.8507139,702.849,600.932,332.377
138,37.032402,873.0587147,702.078,606.87,332.698
139,36.069792,871.8696515,702.52,613.185,333.005
140,35.645976,823.7097433,703.019,619.822,333.341
141,35.58994,827.0145864,703.498,628.575,333.684
142,35.504365,827.7502887,703.478,637.557,334.016
143,35.245207,859.0413044,702.825,657.128,334.356
144,35.103361,822.3193527,702.735,677.333,334.673
145,34.422777,882.6225184,702.831,701.867,334.999
146,34.200743,920.3189148,703.309,722.431,335.341
147,33.68645,912.2341554,703.259,740.083,335.682
148,32.928709,905.9631685,703.054,750.599,336.05
149,32.61443,927.7108845,702.076,755.885,336.394
150,32.17279,873.5023871,702.128,758.787,336.7
151,32.004365,955.0062724,701.968,761.072,337.071
152,31.986657,1015.314804,702.505,765.059,337.42
153,31.656834,915.4274888,702.424,766.529,337.762
154,31.007004,976.8177307,702.257,767.542,338.111
155,29.623241,923.4618185,702.465,768.104,338.462
156,29.553451,933.6768183,702.649,771.606,338.799
157,29.499768,888.2161176,702.314,772.482,339.115
158,29.151442,976.4977692,702.601,772.124,339.499
159,28.91771,935.9875888,702.373,772.924,339.829
160,28.883737,984.5486486,701.902,776.678,340.192
161,28.632051,971.2400298,702.067,775.22,340.541
162,28.076343,1019.391216,701.464,775.984,340.869
163,27.311303,979.576359,701.086,777.564,341.269
164,26.846107,989.4761606,701.147,779.872,341.631
165,26.520737,1040.375332,700.853,781.218,341.991
166,25.894599,1023.477835,700.726,781.759,342.299
167,25.353607,993.2319532,699.997,782.983,342.605
168,25.105618,997.5815985,700.963,785.008,342.954
169,25.074802,1047.996369,701.946,786.301,343.383
170,24.82341,981.4140504,701.529,786.892,343.998
171,24.111296,1093.234588,701.47,787.307,344.597
172,23.557703,1086.94583,703.106,787.353,345.21
173,22.114272,1041.517819,703.095,787.553,345.766
174,22.359243,969.683404,703.88,785.986,346.325
175,22.123939,1095.41068,703.154,785.357,346.869
176,21.308895,1085.36314,703.797,785.807,347.427
177,21.241818,1025.899414,705.017,785.365,348.102
178,21.173445,1064.428069,707.411,784.545,348.843
179,20.739778,1069.763433,706.489,785.33,349.708
180,20.404186,1008.591878,709.076,786.524,350.625
181,19.189755,1016.590305,711.696,786.592,351.746
182,18.788645,1076.583624,714.375,787.232,353.169
183,18.669385,1058.113081,716.629,787.224,354.817
184,18.316034,1137.704427,717.159,789.555,356.775
185,17.916147,1085.219643,718.141,791.21,358.789
186,17.184033,994.5378439,719.67,789.416,360.633
187,16.883913,1068.346277,719.197,789.259,362.316
188,16.767666,1098.995471,716.807,791.087,363.909
189,15.90226,1035.157018,717.012,788.643,365.451
190,15.585449,1044.012782,716.506,789.534,367.025
191,15.135701,1096.874142,715.146,789.481,368.494
192,14.219418,1076.515799,715.528,789.503,369.995
193,13.882985,980.8733375,715.388,790.979,371.465
194,13.506142,1164.957708,716.313,793.035,372.828
195,13.360851,1143.190443,718.283,793.271,374.339
196,13.259078,1030.856947,719.068,793.052,375.89
197,12.577186,1056.954529,719.505,795.776,377.49
198,12.27595,1109.233338,719.568,798.038,378.988
199,12.074618,1100.370538,719.328,799.075,380.578
200,10.62218,1038.763309,718.97,802.453,382.224
201,10.419969,1010.287395,718.81,803.543,384.108
202,10.187383,1029.639196,718.582,804.411,385.895
203,9.464067,1132.835402,718.048,804.224,387.79
204,9.417907,1109.556241,717.545,802.45,390.002
205,9.267012,1031.811569,716.542,801.65,392.528
206,8.982353,1025.089815,715.302,799.673,394.651
207,8.763288,1008.179801,714.224,801.274,396.554
208,8.400909,941.5136899,712.864,801.61,398.232
209,7.826657,951.6393657,712.785,801.464,399.754
210,7.14727,952.7331381,713.284,804.731,401.234
211,6.862639,904.0053755,715.03,804.101,402.763
212,6.490198,875.1195861,718.887,803.53,404.3
213,6.338709,851.885677,722.965,802.839,405.794
214,6.237791,853.6208466,726.991,797.965,407.31
215,6.139714,760.6390283,730.288,799.352,408.803
216,5.958349,712.3440613,734.007,798.264,410.217
217,5.672864,694.8494411,737.738,796.45,411.595
218,4.455122,731.9359868,741.05,797.236,413.047
219,4.46223,671.3995291,743.713,795.884,414.645
220,4.351766,647.9453417,745.22,794.734,416.414
221,4.151747,632.5109132,747.61,791.923,418.265
222,3.951566,581.7756621,750.139,793.658,420.047
223,3.998797,571.3102071,753.454,795.287,421.865
224,3.932683,566.529612,756.792,798.667,423.728
225,3.751352,513.7488015,760.552,798.814,425.779
226,3.465483,514.406392,764.426,801.842,428.071
227,3.082747,508.8317331,768.577,806.426,430.795
228,2.92606,476.9528879,773.344,811.695,434.341
229,2.829717,450.702229,777.711,817.997,439.021
230,2.643131,435.9538501,783.384,825.351,445.259
231,2.102714,435.2960983,781.934,833.856,454.219
232,2.175381,417.9025979,789.891,841.646,467.841
233,2.209001,390.5902662,824.427,860.185,483.942
234,2.12755,376.9998532,854.847,893.598,498.052
235,2.112623,369.1935847,879.76,930.126,511.789
236,2.024923,330.4635555,900.675,956.016,542.59
237,1.841587,323.8252661,921.315,970.22,562.634
238,1.722413,300.3130017,939.53,999.15,570.001
239,1.537912,292.9093696,961.697,997.824,593.239
240,1.338983,281.4421429,966.404,983.646,610.129
241,1.224298,266.3579588,974.469,1074.859,621.204
242,1.209009,245.5363155,995.825,1081.514,633.132
243,1.209081,231.106552,1007.348,1113.704,640.329
244,0.867627,217.2012481,1035.461,1046,644.589
245,0.886941,216.0585202,1050.186,1050.923,646.051
246,0.905059,196.7579845,1067.636,1116.335,657.488
247,0.819754,186.7919805,1089.729,1124.346,666.763
248,0.722342,174.8176092,1101.518,1156.453,665.815
249,0.618862,151.9993035,1088.337,1180.697,659.875
250,0.435612,145.3924296,1060.611,1228.587,650.655
251,0.401512,141.1858013,1022.213,1147.183,643.778
252,0.401241,125.272991,978.214,1177.016,635.5
253,0.486115,123.7140945,937.062,1220.474,627.064
254,0.585571,118.7541707,903.565,1131.214,619.845
255,0.601018,105.7925199,881.492,1060.812,613.301
256,0.601035,98.22353267,863.832,1180.088,608.672
257,0.600669,90.7058544,860.041,1000.048,605.284
258,0.356102,83.5353964,859.933,856.212,603.852
259,0.305945,76.35108624,857.069,786.294,599.292
260,0.218585,71.1019778,855.082,775.556,593.78
261,0.120551,66.47461631,854.365,749.472,590.154
262,0.104235,59.6214125,855.91,682.659,587.472
263,0.10381,57.06363917,857.998,653.951,584.603
264,0.18264,52.55380075,854.56,634.307,582.324
265,0.289285,47.88792176,853.061,676.05,579.663
266,0.306241,44.29173873,849.762,688.516,577.138
267,0.305943,39.51878345,849.605,720.802,575.045
268,0.306626,36.48256787,850.379,699.774,573.748
269,0.219541,33.04257836,848.73,696.348,571.595
270,0.121362,28.93189362,849.356,692.534,570.65
271,0.018504,27.59746508,848.477,676.819,569.528
272,0.000973,26.17007151,847.091,636.963,568.937
273,-0.163551,22.05365975,846.901,631.299,568.459
274,-0.197865,19.77193971,842.069,665.86,567.274
275,-0.19822,18.18816303,837.271,706.233,566.283
276,0.053851,17.96861405,837.012,669.249,565.713
277,0.105024,16.64305843,833.93,686.17,565.391
278,0.186327,14.25534546,831.201,713.254,565.173
279,0.289137,14.49073182,823.324,730.217,564.379
280,0.219926,10.54736544,825.163,686.548,564.515
281,0.120614,8.986825429,824.79,673.22,564.544
282,0.017968,8.069053564,820.932,700.393,564.166
283,0.000715,6.470922697,821.271,687.38,564.215
284,0.001181,5.100801125,818.727,700.477,564.389
285,-0.167147,3.277316071,818.687,686.246,564.434
286,-0.198639,1.391850362,816.13,707.863,564.192
287,-0.119719,0.875076542,816.831,667.277,564.555
288,-0.1026,-1.052422087,816.176,646.023,565.012
289,-0.181609,-2.359302146,811.371,646.313,564.978
290,-0.11858,-2.499972715,808.977,646.352,564.143
291,-0.015878,-3.457797415,808.58,660.578,563.824
292,0.086949,-3.310807453,804.664,672.44,563.336
293,0.017166,-4.067928624,807.196,663.08,563.306
294,-0.086806,-4.265721103,807.022,643.454,563.739
295,-0.102248,-4.431848496,805.118,686.486,563.331
296,-0.183506,-4.890190832,802.556,695.268,563.367
297,-0.198732,-4.918623167,802.269,710.426,563.453
298,-0.118987,-5.167098728,801.137,690.183,563.852
299,-0.102262,-5.340934696,801.826,686.384,564.051
300,-0.102577,-5.746882635,806.196,683.203,564.739
301,-0.015855,-5.104635539,811.835,659.487,565.802
302,0.000845,-5.125891074,811.561,691.269,566.371
303,-0.084483,-5.529950422,806.863,717.844,566.168
304,-0.102099,-5.071779131,802.465,711.836,565.932
305,-0.102191,-5.244100164,801.125,694.994,565.753
306,-0.181754,-5.023026657,802.165,703.273,566.066
307,-0.198161,-5.000412022,801.643,675.037,566.275
308,-0.119075,-5.440935077,802.61,606.817,566.472
309,0.068227,-5.62172223,799.575,571.293,566.615
310,0.104137,-5.344875976,796.48,584.093,566.589
311,0.103446,-5.158569356,796.002,592.552,566.372
312,0.104192,-5.846401745,795.441,561.444,566.596
313,0.018337,-5.906058525,794.921,570.814,566.073
314,-0.087137,-5.775176082,799.351,580.785,565.763
315,-0.172414,-5.785614062,799.369,626.148,565.501
316,-0.196325,-6.028038993,798.948,641.571,565.047
317,-0.287873,-5.743842111,795.988,696.586,564.518
318,-0.218121,-5.890969353,793.355,687.263,563.879
319,-0.119201,-5.471171376,797.07,669.591,564.082
320,-0.102888,-6.438288155,794.409,682.263,563.794
321,-0.017763,-5.717230995,791.228,678.909,563.509
322,0.00064,-6.13380175,793.571,681.24,563.787
323,0.032756,-6.225971671,795.993,684.72,564.104
324,-0.079102,-6.554064772,796.475,685.937,564.482
325,-0.102528,-5.48754413,794.958,680.493,564.394
326,-0.102595,-6.25114029,795.138,689.987,564.605
327,-0.18247,-6.187314179,797.919,697.028,565.28
328,-0.287496,-6.403312127,802.176,698.546,565.989
329,-0.135774,-6.327134547,804.284,676.173,566.761
330,-0.102482,-6.449810694,806.733,700.399,567.487
331,-0.102652,-6.104530908,805.283,727.574,567.901
332,-0.102285,-6.184833473,806.473,676.59,568.543
333,-0.015878,-5.84571404,802.883,679.416,568.756
334,0.000276,-6.198633782,803.861,649.123,569.234
335,-0.164232,-5.814342633,804.044,643.227,569.532
336,-0.197796,-6.171090378,806.133,646.327,570.109
337,-0.198361,-5.968600115,808.471,684.639,570.795
338,-0.286962,-6.131462612,811.517,647.097,571.452
339,-0.217649,-5.808026141,813.683,627.017,572.235
340,-0.198603,-6.033750568,813.571,660.878,572.477
341,-0.119425,-5.751541979,816.077,667.428,573.095
342,-0.017782,-6.053016641,816.423,650.2,574.013
343,-0.000463,-6.332578308,815.592,624.626,574.55
344,0.00051,-7.172993029,809.926,618.61,574.587
345,-0.085423,-6.997699397,801.243,627.972,574.382
346,-0.102323,-7.065326469,798.758,656.369,574.158
347,-0.181479,-6.894939348,800.255,677.72,574.476
348,-0.286578,-6.607428833,803.627,695.291,575.171
349,-0.303652,-6.797030995,803.284,663.491,575.818
350,-0.136985,-6.63922654,801.345,665.076,576.231
351,-0.102924,-6.762311398,801.008,644.425,576.773
352,-0.102964,-6.801063739,803.898,659.352,577.497
353,-0.017305,-6.952820799,806.259,647.399,578.107
354,0.00055,-7.057008436,804.45,641.611,578.349
355,-0.096805,-6.961817509,807.625,682.376,578.875
356,-0.184448,-7.038747932,805.798,662.091,579.31
357,-0.199481,-7.039309116,805.337,653.843,579.522
358,-0.286758,-6.559254234,807.374,652.991,579.938
359,-0.304256,-7.042501841,807.478,674.926,580.065
360,-0.303982,-6.565143123,809.855,704.268,580.39
361,-0.216362,-6.956687688,805.932,691.803,580.532
362,-0.119037,-6.648448646,808.456,713.768,580.772
363,-0.102579,-6.80110272,810.036,690.463,581.172
364,-0.015745,-6.734365558,810.726,703.439,581.487
365,0.086527,-6.843041412,811.557,679.778,581.982
366,-0.067507,-6.535034355,814.589,678.824,582.654
367,-0.181867,-6.890912708,810.675,702.536,583.027
368,-0.19807,-6.627480737,805.137,702.47,583.004
369,-0.285285,-6.882203926,800.688,702.31,582.978
370,-0.384871,-6.493116819,799.451,666.602,583.259
371,-0.39995,-6.925563544,797.694,682.559,583.447
372,-0.233115,-6.658637313,795.814,647.483,583.567
373,-0.0334,-6.844754093,794.349,639.265,583.723
374,-0.084154,-6.5483489,797.87,641.763,584.27
375,-0.016987,-6.858653098,799.832,632.77,584.846
376,-0.000345,-6.470840605,804.886,670.456,585.718
377,-0.084637,-6.783648506,808.676,670.8,586.53
378,-0.349775,-6.467091595,808.257,682.747,586.92
379,-0.401436,-6.774808113,810.309,690.619,587.357
380,-0.319808,-6.361714994,811.213,718.314,587.813
381,-0.38223,-6.754659044,812.077,692.664,588.516
382,-0.400114,-6.694980301,811.61,683.269,589.163
383,-0.318801,-6.946232455,809.6,641.568,589.48
384,-0.135295,-6.645651498,803.18,651.393,589.435
385,-0.180409,-6.798794985,800.032,661.643,589.253
386,-0.198181,-6.298072245,797.804,665.979,589.394
387,-0.119441,-6.821850301,793.68,672.565,589.448
388,-0.103204,-6.411768297,795.188,656.302,589.833
389,-0.182072,-6.70947771,795.492,632.025,590.161
390,-0.285376,-6.684016514,796.285,654.48,590.594
391,-0.214734,-6.840806441,800.973,655.519,591.359
392,-0.198235,-6.674413487,801.338,622.155,591.93
393,-0.28633,-6.794555512,800.427,627.434,592.451
