Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0,313.565,5.2,0.034
75.728,314.565,5.2,0.07
96.739,315.565,5.201,0.094
112.788,316.565,5.201,0.112
126.327,317.565,5.202,0.127
138.302,318.565,5.203,0.14
149.385,319.565,5.203,0.151
159.635,320.565,5.203,0.16
169.304,321.565,5.202,0.17
178.543,322.565,5.202,0.18
187.348,323.565,5.203,0.187
195.809,324.565,5.203,0.195
203.952,325.565,5.203,0.203
211.832,326.565,5.203,0.21
219.492,327.565,5.203,0.22
226.891,328.565,5.203,0.23
234.137,329.565,5.203,0.238
241.188,330.565,5.201,0.247
248.045,331.565,5.2,0.253
254.75,332.565,5.2,0.261
261.331,333.565,5.199,0.27
267.76,334.565,5.198,0.277
274.037,335.565,5.197,0.284
280.21,336.565,5.197,0.292
286.279,337.565,5.197,0.301
292.244,338.565,5.196,0.309
298.103,339.565,5.196,0.317
303.92,340.565,5.195,0.325
309.649,341.565,5.195,0.331
315.283,342.565,5.194,0.339
320.867,343.565,5.193,0.348
326.387,344.565,5.192,0.355
331.834,345.565,5.191,0.362
337.225,346.565,5.191,0.368
342.568,347.565,5.19,0.375
347.867,348.565,5.189,0.38
353.133,349.565,5.188,0.385
358.353,350.565,5.188,0.389
363.529,351.565,5.187,0.396
368.654,352.565,5.186,0.401
373.757,353.565,5.184,0.405
378.827,354.565,5.184,0.41
383.873,355.565,5.184,0.413
388.875,356.565,5.184,0.417
393.854,357.565,5.183,0.421
398.809,358.565,5.181,0.421
403.733,359.565,5.18,0.423
408.637,360.565,5.179,0.426
413.521,361.565,5.179,0.428
418.38,362.565,5.178,0.428
423.212,363.565,5.178,0.428
428.006,364.565,5.177,0.429
432.79,365.565,5.176,0.429
437.557,366.565,5.175,0.43
442.319,367.565,5.175,0.43
447.057,368.565,5.174,0.429
451.804,369.565,5.174,0.427
456.527,370.565,5.173,0.425
461.237,371.565,5.172,0.423
465.936,372.565,5.172,0.422
470.62,373.565,5.172,0.42
475.302,374.565,5.171,0.417
479.982,375.565,5.171,0.415
484.664,376.565,5.171,0.414
489.333,377.565,5.172,0.411
493.993,378.565,5.172,0.409
498.661,379.565,5.172,0.407
503.335,380.565,5.172,0.403
507.998,381.565,5.171,0.401
512.64,382.565,5.17,0.399
517.3,383.565,5.17,0.397
521.974,384.565,5.169,0.394
526.658,385.565,5.169,0.392
531.326,386.565,5.169,0.39
535.991,387.565,5.168,0.389
540.653,388.565,5.168,0.387
545.312,389.565,5.167,0.386
549.979,390.565,5.167,0.385
554.644,391.565,5.167,0.386
559.307,392.565,5.168,0.386
563.983,393.565,5.167,0.386
568.654,394.565,5.167,0.386
573.332,395.565,5.167,0.385
578.009,396.565,5.167,0.385
582.686,397.565,5.167,0.384
587.361,398.565,5.167,0.384
592.041,399.565,5.167,0.384
596.738,400.565,5.167,0.384
601.438,401.565,5.166,0.383
606.131,402.565,5.166,0.385
610.826,403.565,5.166,0.385
615.532,404.565,5.166,0.385
620.243,405.565,5.167,0.387
624.958,406.565,5.167,0.387
629.678,407.565,5.166,0.387
634.406,408.565,5.166,0.387
639.133,409.565,5.166,0.389
643.877,410.565,5.165,0.389
648.614,411.565,5.165,0.39
653.374,412.565,5.164,0.391
658.133,413.565,5.164,0.39
662.905,414.565,5.164,0.392
667.674,415.565,5.165,0.392
672.462,416.565,5.165,0.393
677.261,417.565,5.166,0.394
682.081,418.565,5.166,0.394
686.907,419.565,5.165,0.394
691.762,420.565,5.165,0.393
696.615,421.565,5.165,0.393
701.469,422.565,5.165,0.394
706.331,423.565,5.165,0.395
711.223,424.565,5.165,0.394
716.123,425.565,5.165,0.396
721.046,426.565,5.165,0.397
725.979,427.565,5.164,0.396
730.916,428.565,5.164,0.397
735.873,429.565,5.164,0.398
740.848,430.565,5.163,0.399
745.827,431.565,5.163,0.399
750.823,432.565,5.163,0.399
755.843,433.565,5.163,0.4
760.871,434.565,5.163,0.402
765.91,435.565,5.163,0.402
770.956,436.565,5.162,0.402
776.036,437.565,5.162,0.403
781.13,438.565,5.162,0.406
786.235,439.565,5.161,0.407
791.35,440.565,5.16,0.409
796.481,441.565,5.159,0.409
801.628,442.565,5.159,0.411
806.789,443.565,5.158,0.412
811.969,444.565,5.158,0.412
817.166,445.565,5.158,0.414
822.383,446.565,5.158,0.414
827.605,447.565,5.157,0.415
832.832,448.565,5.157,0.414
838.081,449.565,5.155,0.416
843.341,450.565,5.154,0.417
848.618,451.565,5.152,0.418
853.907,452.565,5.151,0.419
859.208,453.565,5.151,0.418
864.519,454.565,5.151,0.418
869.855,455.565,5.151,0.42
875.21,456.565,5.151,0.421
880.568,457.565,5.151,0.42
885.935,458.565,5.15,0.42
891.314,459.565,5.148,0.424
896.699,460.565,5.147,0.424
902.105,461.565,5.146,0.425
907.546,462.565,5.147,0.425
912.98,463.565,5.147,0.425
918.428,464.565,5.145,0.424
923.9,465.565,5.144,0.425
929.373,466.565,5.142,0.428
934.861,467.565,5.141,0.427
940.366,468.565,5.14,0.427
945.889,469.565,5.139,0.43
951.425,470.565,5.138,0.431
956.987,471.565,5.137,0.432
962.562,472.565,5.135,0.432
968.146,473.565,5.134,0.433
973.735,474.565,5.132,0.438
979.342,475.565,5.131,0.44
984.972,476.565,5.13,0.44
990.605,477.565,5.128,0.441
996.261,478.565,5.126,0.441
1001.929,479.565,5.125,0.444
