Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0.0000,298.0000,1.8559,0.0061
16.8968,298.5000,1.8535,0.0075
29.0539,299.0000,1.8528,0.0082
39.0630,299.5000,1.8530,0.0101
47.7951,300.0000,1.8525,0.0107
55.5439,300.5000,1.8546,0.0126
62.6539,301.0000,1.8538,0.0130
69.2967,301.5000,1.8540,0.0146
75.5059,302.0000,1.8549,0.0164
81.3841,302.5000,1.8551,0.0170
87.0084,303.0000,1.8551,0.0178
92.3648,303.5000,1.8550,0.0209
97.5539,304.0000,1.8557,0.0218
102.5539,304.5000,1.8550,0.0237
107.3732,305.0000,1.8550,0.0252
112.0800,305.5000,1.8549,0.0273
116.6445,306.0000,1.8550,0.0284
121.1110,306.5000,1.8526,0.0304
125.4598,307.0000,1.8530,0.0317
129.7539,307.5000,1.8525,0.0322
133.9749,308.0000,1.8530,0.0347
138.0706,308.5000,1.8522,0.0364
142.1139,309.0000,1.8520,0.0371
146.0847,309.5000,1.8534,0.0387
150.0298,310.0000,1.8529,0.0405
153.8618,310.5000,1.8530,0.0428
157.6661,311.0000,1.8537,0.0437
161.4385,311.5000,1.8525,0.0455
165.1708,312.0000,1.8540,0.0473
168.8428,312.5000,1.8530,0.0489
172.4927,313.0000,1.8529,0.0512
176.0967,313.5000,1.8525,0.0528
179.6539,314.0000,1.8520,0.0549
183.1868,314.5000,1.8530,0.0564
186.6864,315.0000,1.8530,0.0583
190.1675,315.5000,1.8530,0.0588
193.6022,316.0000,1.8501,0.0617
197.0260,316.5000,1.8510,0.0631
200.4272,317.0000,1.8500,0.0657
203.8022,317.5000,1.8500,0.0661
207.1492,318.0000,1.8500,0.0689
210.4739,318.5000,1.8497,0.0702
213.7805,319.0000,1.8488,0.0716
217.0442,319.5000,1.8490,0.0738
220.3135,320.0000,1.8480,0.0761
223.5713,320.5000,1.8477,0.0766
226.8113,321.0000,1.8471,0.0784
230.0249,321.5000,1.8500,0.0794
233.2135,322.0000,1.8470,0.0808
236.4107,322.5000,1.8480,0.0824
239.5876,323.0000,1.8474,0.0838
242.7432,323.5000,1.8470,0.0856
245.8976,324.0000,1.8478,0.0858
249.0256,324.5000,1.8460,0.0868
252.1518,325.0000,1.8470,0.0883
255.2570,325.5000,1.8460,0.0889
258.3660,326.0000,1.8467,0.0901
261.4459,326.5000,1.8458,0.0912
264.5411,327.0000,1.8470,0.0916
267.5906,327.5000,1.8460,0.0927
270.6559,328.0000,1.8460,0.0927
273.7054,328.5000,1.8470,0.0930
276.7519,329.0000,1.8456,0.0930
279.7766,329.5000,1.8466,0.0937
282.8013,330.0000,1.8460,0.0934
285.8172,330.5000,1.8470,0.0938
288.8322,331.0000,1.8460,0.0939
291.8335,331.5000,1.8480,0.0930
294.8245,332.0000,1.8480,0.0925
297.8239,332.5000,1.8460,0.0915
300.8179,333.0000,1.8460,0.0911
303.7892,333.5000,1.8450,0.0907
306.7519,334.0000,1.8453,0.0892
309.7253,334.5000,1.8440,0.0885
312.6799,335.0000,1.8430,0.0882
315.6371,335.5000,1.8430,0.0865
318.5888,336.0000,1.8420,0.0845
321.5416,336.5000,1.8420,0.0840
324.4723,337.0000,1.8420,0.0831
327.3935,337.5000,1.8440,0.0811
330.3325,338.0000,1.8430,0.0794
333.2450,338.5000,1.8420,0.0771
336.1636,339.0000,1.8407,0.0757
339.0808,339.5000,1.8420,0.0729
341.9836,340.0000,1.8401,0.0713
344.9009,340.5000,1.8400,0.0685
347.7981,341.0000,1.8420,0.0661
350.7000,341.5000,1.8407,0.0643
353.6029,342.0000,1.8400,0.0616
356.5025,342.5000,1.8420,0.0589
359.3822,343.0000,1.8402,0.0565
362.2682,343.5000,1.8400,0.0541
365.1404,344.0000,1.8420,0.0507
368.0167,344.5000,1.8430,0.0475
370.9097,345.0000,1.8425,0.0446
373.7824,345.5000,1.8420,0.0423
376.6665,346.0000,1.8420,0.0389
379.5261,346.5000,1.8418,0.0362
382.4009,347.0000,1.8410,0.0331
385.2693,347.5000,1.8402,0.0300
388.1366,348.0000,1.8410,0.0274
391.0039,348.5000,1.8410,0.0240
393.8539,349.0000,1.8410,0.0209
396.7261,349.5000,1.8410,0.0176
399.5817,350.0000,1.8410,0.0148
402.4350,350.5000,1.8400,0.0114
405.3025,351.0000,1.8404,0.0083
408.1482,351.5000,1.8400,0.0046
411.0000,352.0000,1.8410,0.0018
413.8639,352.5000,1.8400,-0.0007
416.6935,353.0000,1.8390,-0.0043
419.5407,353.5000,1.8396,-0.0073
422.3928,354.0000,1.8390,-0.0101
425.2350,354.5000,1.8390,-0.0134
428.0910,355.0000,1.8371,-0.0162
430.9237,355.5000,1.8376,-0.0192
433.7767,356.0000,1.8390,-0.0217
436.6293,356.5000,1.8390,-0.0253
439.4650,357.0000,1.8410,-0.0283
442.3150,357.5000,1.8390,-0.0314
445.1482,358.0000,1.8390,-0.0339
447.9857,358.5000,1.8390,-0.0368
450.8199,359.0000,1.8390,-0.0390
453.6739,359.5000,1.8370,-0.0415
456.5199,360.0000,1.8370,-0.0445
459.3576,360.5000,1.8370,-0.0468
462.1894,361.0000,1.8378,-0.0492
465.0539,361.5000,1.8390,-0.0519
467.8682,362.0000,1.8370,-0.0544
470.7116,362.5000,1.8380,-0.0563
473.5500,363.0000,1.8370,-0.0589
476.3987,363.5000,1.8370,-0.0607
