Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0.0000,299.5000,0.9280,0.0036
29.7301,300.0000,0.9300,-0.0096
41.8683,300.5000,0.9309,-0.0149
50.6251,301.0000,0.9310,-0.0216
57.8023,301.5000,0.9289,-0.0274
63.9809,302.0000,0.9281,-0.0301
69.4812,302.5000,0.9278,-0.0353
74.4939,303.0000,0.9282,-0.0404
79.1023,303.5000,0.9290,-0.0418
83.4107,304.0000,0.9280,-0.0447
87.4581,304.5000,0.9270,-0.0479
91.3126,305.0000,0.9295,-0.0510
94.9748,305.5000,0.9295,-0.0533
98.4751,306.0000,0.9308,-0.0563
101.8568,306.5000,0.9330,-0.0580
105.1054,307.0000,0.9322,-0.0608
108.2341,307.5000,0.9318,-0.0640
111.2972,308.0000,0.9318,-0.0646
114.2603,308.5000,0.9303,-0.0662
117.1414,309.0000,0.9281,-0.0702
119.9492,309.5000,0.9271,-0.0699
122.7096,310.0000,0.9270,-0.0710
125.3988,310.5000,0.9280,-0.0732
128.0218,311.0000,0.9293,-0.0747
130.5947,311.5000,0.9291,-0.0751
133.1301,312.0000,0.9290,-0.0756
135.6111,312.5000,0.9305,-0.0770
138.0454,313.0000,0.9296,-0.0772
140.4674,313.5000,0.9300,-0.0781
142.8133,314.0000,0.9306,-0.0794
145.1601,314.5000,0.9310,-0.0802
147.4501,315.0000,0.9311,-0.0815
149.7255,315.5000,0.9294,-0.0817
151.9698,316.0000,0.9300,-0.0835
154.1755,316.5000,0.9300,-0.0858
156.3669,317.0000,0.9300,-0.0853
158.5244,317.5000,0.9300,-0.0859
160.6670,318.0000,0.9300,-0.0870
162.7755,318.5000,0.9284,-0.0857
164.8668,319.0000,0.9290,-0.0877
166.9320,319.5000,0.9285,-0.0886
168.9848,320.0000,0.9272,-0.0887
171.0163,320.5000,0.9280,-0.0885
173.0341,321.0000,0.9284,-0.0915
175.0187,321.5000,0.9280,-0.0908
177.0109,322.0000,0.9288,-0.0926
178.9778,322.5000,0.9290,-0.0926
180.9147,323.0000,0.9290,-0.0923
182.8463,323.5000,0.9280,-0.0946
184.7724,324.0000,0.9270,-0.0964
186.6718,324.5000,0.9293,-0.0969
188.5686,325.0000,0.9275,-0.0981
190.4439,325.5000,0.9287,-0.1003
192.3143,326.0000,0.9280,-0.1014
194.1649,326.5000,0.9279,-0.1046
196.0094,327.0000,0.9261,-0.1052
197.8428,327.5000,0.9270,-0.1086
199.6610,328.0000,0.9270,-0.1097
201.4646,328.5000,0.9270,-0.1124
203.2608,329.0000,0.9270,-0.1129
205.0501,329.5000,0.9280,-0.1166
