Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0.0000,299.0000,1.8820,0.0047
25.3439,299.5000,1.8814,0.0079
40.0293,300.0000,1.8819,0.0101
51.2299,300.5000,1.8810,0.0134
60.7204,301.0000,1.8790,0.0162
69.0564,301.5000,1.8791,0.0187
76.5905,302.0000,1.8800,0.0210
83.4855,302.5000,1.8780,0.0235
89.9420,303.0000,1.8790,0.0256
96.0213,303.5000,1.8780,0.0286
101.7673,304.0000,1.8790,0.0319
107.2912,304.5000,1.8813,0.0340
112.5944,305.0000,1.8806,0.0367
117.6954,305.5000,1.8788,0.0394
122.6506,306.0000,1.8771,0.0423
127.3833,306.5000,1.8772,0.0444
132.0243,307.0000,1.8780,0.0471
136.5762,307.5000,1.8761,0.0492
140.9834,308.0000,1.8770,0.0526
145.2883,308.5000,1.8790,0.0545
149.5333,309.0000,1.8770,0.0573
153.6899,309.5000,1.8754,0.0608
157.8000,310.0000,1.8756,0.0633
161.8346,310.5000,1.8778,0.0648
165.7775,311.0000,1.8770,0.0681
169.6776,311.5000,1.8769,0.0716
173.4886,312.0000,1.8765,0.0739
177.3175,312.5000,1.8769,0.0768
181.0533,313.0000,1.8747,0.0796
184.7434,313.5000,1.8737,0.0820
188.4033,314.0000,1.8750,0.0850
192.0119,314.5000,1.8768,0.0885
195.5936,315.0000,1.8780,0.0905
199.1609,315.5000,1.8760,0.0931
202.6762,316.0000,1.8750,0.0965
206.1670,316.5000,1.8720,0.0988
209.6204,317.0000,1.8720,0.1011
213.0570,317.5000,1.8720,0.1048
216.4682,318.0000,1.8740,0.1068
219.8575,318.5000,1.8737,0.1097
223.2129,319.0000,1.8740,0.1114
226.5468,319.5000,1.8720,0.1145
229.8594,320.0000,1.8720,0.1168
233.1529,320.5000,1.8700,0.1195
236.4333,321.0000,1.8710,0.1213
239.6896,321.5000,1.8699,0.1239
242.9355,322.0000,1.8691,0.1266
246.1733,322.5000,1.8690,0.1288
249.3653,323.0000,1.8680,0.1304
252.5646,323.5000,1.8678,0.1317
255.7354,324.0000,1.8660,0.1330
258.9083,324.5000,1.8660,0.1344
262.0633,325.0000,1.8670,0.1366
265.1959,325.5000,1.8675,0.1377
268.3292,326.0000,1.8650,0.1390
271.4459,326.5000,1.8669,0.1395
274.5271,327.0000,1.8650,0.1401
277.6344,327.5000,1.8664,0.1416
280.7091,328.0000,1.8663,0.1421
283.7833,328.5000,1.8680,0.1430
286.8461,329.0000,1.8665,0.1417
289.8958,329.5000,1.8670,0.1424
292.9435,330.0000,1.8659,0.1421
295.9713,330.5000,1.8653,0.1422
299.0013,331.0000,1.8648,0.1420
302.0468,331.5000,1.8640,0.1409
305.0354,332.0000,1.8650,0.1411
308.0442,332.5000,1.8660,0.1392
311.0333,333.0000,1.8657,0.1376
314.0216,333.5000,1.8660,0.1375
316.9922,334.0000,1.8640,0.1361
319.9819,334.5000,1.8620,0.1348
322.9451,335.0000,1.8620,0.1324
325.9212,335.5000,1.8600,0.1316
328.8753,336.0000,1.8620,0.1293
331.8304,336.5000,1.8610,0.1276
334.7699,337.0000,1.8600,0.1246
337.7088,337.5000,1.8593,0.1228
