Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0.0000,302.0000,1.9120,0.0043
62.0146,302.5000,1.9080,0.0080
92.2717,303.0000,1.9070,0.0090
115.9503,303.5000,1.9070,0.0114
136.5319,304.0000,1.9090,0.0134
154.9717,304.5000,1.9070,0.0156
172.0504,305.0000,1.9070,0.0179
188.0603,305.5000,1.9070,0.0190
203.3530,306.0000,1.9060,0.0220
218.1276,306.5000,1.9060,0.0237
232.4146,307.0000,1.9060,0.0250
246.3822,307.5000,1.9060,0.0278
259.9178,308.0000,1.9077,0.0290
273.2742,308.5000,1.9066,0.0310
286.4503,309.0000,1.9070,0.0327
299.5004,309.5000,1.9093,0.0347
312.2730,310.0000,1.9080,0.0354
324.9723,310.5000,1.9050,0.0376
337.5254,311.0000,1.9050,0.0385
350.0185,311.5000,1.9070,0.0399
362.3883,312.0000,1.9050,0.0420
374.7004,312.5000,1.9050,0.0432
387.0003,313.0000,1.9030,0.0446
399.1075,313.5000,1.9034,0.0464
411.3646,314.0000,1.9030,0.0478
423.5003,314.5000,1.9030,0.0492
435.6394,315.0000,1.9030,0.0504
447.9004,315.5000,1.9031,0.0518
459.9696,316.0000,1.9020,0.0525
472.0913,316.5000,1.9010,0.0534
484.1892,317.0000,1.9000,0.0540
496.2465,317.5000,1.8990,0.0548
508.3083,318.0000,1.8990,0.0557
520.4481,318.5000,1.8970,0.0567
532.4542,319.0000,1.8960,0.0572
544.5696,319.5000,1.8960,0.0577
556.5926,320.0000,1.8950,0.0578
568.5723,320.5000,1.8940,0.0579
580.6003,321.0000,1.8940,0.0580
592.7003,321.5000,1.8949,0.0590
604.7163,322.0000,1.8940,0.0592
616.7883,322.5000,1.8930,0.0596
628.8503,323.0000,1.8940,0.0589
640.9095,323.5000,1.8940,0.0586
652.9448,324.0000,1.8950,0.0584
665.0080,324.5000,1.8930,0.0575
677.1004,325.0000,1.8950,0.0570
689.1549,325.5000,1.8930,0.0573
701.2003,326.0000,1.8910,0.0562
713.2582,326.5000,1.8910,0.0562
725.3542,327.0000,1.8910,0.0551
737.4364,327.5000,1.8910,0.0541
749.5438,328.0000,1.8910,0.0534
761.5803,328.5000,1.8910,0.0530
773.6360,329.0000,1.8890,0.0517
785.7004,329.5000,1.8910,0.0513
