Time (s),Temperature (K),Mass (mg)
0.000,297.000,3.904
20.843,297.500,3.904
34.356,298.000,3.904
45.065,298.500,3.902
54.241,299.000,3.903
62.341,299.500,3.903
69.692,300.000,3.903
76.523,300.500,3.903
82.895,301.000,3.903
88.921,301.500,3.903
94.669,302.000,3.902
100.146,302.500,3.902
105.429,303.000,3.902
110.515,303.500,3.901
115.435,304.000,3.903
120.216,304.500,3.903
124.889,305.000,3.904
129.448,305.500,3.903
133.871,306.000,3.903
138.242,306.500,3.906
142.483,307.000,3.905
146.650,307.500,3.907
150.777,308.000,3.906
154.809,308.500,3.906
158.794,309.000,3.905
162.730,309.500,3.906
166.601,310.000,3.903
170.425,310.500,3.904
174.232,311.000,3.902
177.954,311.500,3.903
181.656,312.000,3.902
185.307,312.500,3.901
188.946,313.000,3.902
192.532,313.500,3.901
196.090,314.000,3.901
199.599,314.500,3.900
203.116,315.000,3.900
206.584,315.500,3.900
210.030,316.000,3.899
213.436,316.500,3.899
216.839,317.000,3.899
220.236,317.500,3.900
223.577,318.000,3.899
226.895,318.500,3.898
230.221,319.000,3.899
233.521,319.500,3.899
236.795,320.000,3.899
240.073,320.500,3.898
243.321,321.000,3.900
246.551,321.500,3.899
249.779,322.000,3.898
252.985,322.500,3.900
256.173,323.000,3.899
259.356,323.500,3.900
262.520,324.000,3.900
265.687,324.500,3.901
268.827,325.000,3.900
271.957,325.500,3.899
275.103,326.000,3.899
278.221,326.500,3.899
281.319,327.000,3.898
284.417,327.500,3.898
287.520,328.000,3.898
290.588,328.500,3.898
293.662,329.000,3.897
296.718,329.500,3.896
299.784,330.000,3.897
302.829,330.500,3.896
305.863,331.000,3.895
308.895,331.500,3.896
311.916,332.000,3.894
314.952,332.500,3.893
317.969,333.000,3.891
320.967,333.500,3.891
323.967,334.000,3.891
326.975,334.500,3.891
329.970,335.000,3.890
332.954,335.500,3.890
335.940,336.000,3.889
338.910,336.500,3.889
341.892,337.000,3.889
344.845,337.500,3.889
347.807,338.000,3.888
350.769,338.500,3.888
353.721,339.000,3.888
356.677,339.500,3.887
359.625,340.000,3.887
362.539,340.500,3.885
365.488,341.000,3.886
368.425,341.500,3.885
371.348,342.000,3.885
374.266,342.500,3.885
377.198,343.000,3.885
380.124,343.500,3.885
383.042,344.000,3.885
385.956,344.500,3.885
388.855,345.000,3.887
391.765,345.500,3.887
394.670,346.000,3.887
397.575,346.500,3.887
400.472,347.000,3.885
403.373,347.500,3.885
406.271,348.000,3.885
409.169,348.500,3.885
412.044,349.000,3.883
414.936,349.500,3.883
417.819,350.000,3.884
420.718,350.500,3.883
423.589,351.000,3.883
426.480,351.500,3.883
429.365,352.000,3.882
432.225,352.500,3.882
435.120,353.000,3.881
437.991,353.500,3.880
440.864,354.000,3.880
443.730,354.500,3.879
446.597,355.000,3.879
449.468,355.500,3.878
452.334,356.000,3.876
455.195,356.500,3.876
458.065,357.000,3.876
460.918,357.500,3.876
463.786,358.000,3.876
466.654,358.500,3.876
469.516,359.000,3.876
472.357,359.500,3.876
475.233,360.000,3.874
478.081,360.500,3.874
480.930,361.000,3.874
483.785,361.500,3.872
486.642,362.000,3.872
489.505,362.500,3.872
492.344,363.000,3.872
495.191,363.500,3.872
498.048,364.000,3.872
500.894,364.500,3.872
503.762,365.000,3.872
506.591,365.500,3.872
509.444,366.000,3.872
512.293,366.500,3.870
515.126,367.000,3.870
517.979,367.500,3.869
520.821,368.000,3.868
523.666,368.500,3.867
526.496,369.000,3.866
529.350,369.500,3.868
532.194,370.000,3.868
535.032,370.500,3.867
537.876,371.000,3.867
540.731,371.500,3.867
543.579,372.000,3.867
546.415,372.500,3.867
549.248,373.000,3.867
552.110,373.500,3.866
554.945,374.000,3.867
557.796,374.500,3.867
560.619,375.000,3.867
563.462,375.500,3.866
566.302,376.000,3.864
569.137,376.500,3.865
571.979,377.000,3.865
574.816,377.500,3.863
577.656,378.000,3.863
580.493,378.500,3.863
583.335,379.000,3.863
586.171,379.500,3.863
589.011,380.000,3.864
591.847,380.500,3.864
594.694,381.000,3.865
597.525,381.500,3.865
600.362,382.000,3.866
603.202,382.500,3.866
606.039,383.000,3.867
608.868,383.500,3.865
611.711,384.000,3.866
614.560,384.500,3.866
617.386,385.000,3.866
620.219,385.500,3.867
623.059,386.000,3.867
625.892,386.500,3.867
628.731,387.000,3.865
631.562,387.500,3.866
634.397,388.000,3.866
637.250,388.500,3.866
640.073,389.000,3.867
642.921,389.500,3.868
645.751,390.000,3.868
648.589,390.500,3.868
651.419,391.000,3.866
654.259,391.500,3.868
657.093,392.000,3.868
659.931,392.500,3.868
662.763,393.000,3.867
665.614,393.500,3.867
668.442,394.000,3.867
671.280,394.500,3.867
674.110,395.000,3.867
676.941,395.500,3.866
679.783,396.000,3.868
682.619,396.500,3.868
685.459,397.000,3.867
688.290,397.500,3.866
691.131,398.000,3.866
693.961,398.500,3.867
696.791,399.000,3.866
699.625,399.500,3.866
702.469,400.000,3.866
705.304,400.500,3.866
708.139,401.000,3.865
710.981,401.500,3.865
713.829,402.000,3.865
716.659,402.500,3.865
719.496,403.000,3.865
722.328,403.500,3.864
725.167,404.000,3.864
728.002,404.500,3.864
730.842,405.000,3.864
733.677,405.500,3.863
736.515,406.000,3.863
739.340,406.500,3.863
742.191,407.000,3.861
745.027,407.500,3.863
747.875,408.000,3.863
750.702,408.500,3.863
753.542,409.000,3.863
756.383,409.500,3.863
759.219,410.000,3.863
762.061,410.500,3.863
764.897,411.000,3.863
767.728,411.500,3.863
770.562,412.000,3.865
773.402,412.500,3.865
776.234,413.000,3.866
779.071,413.500,3.864
781.907,414.000,3.864
784.756,414.500,3.864
787.582,415.000,3.864
790.419,415.500,3.864
793.253,416.000,3.864
796.108,416.500,3.864
798.945,417.000,3.864
801.785,417.500,3.864
804.631,418.000,3.864
807.462,418.500,3.864
810.304,419.000,3.864
813.139,419.500,3.862
815.984,420.000,3.862
818.838,420.500,3.862
821.659,421.000,3.862
824.494,421.500,3.862
827.336,422.000,3.863
830.178,422.500,3.863
833.008,423.000,3.864
835.854,423.500,3.864
838.688,424.000,3.864
841.522,424.500,3.864
844.368,425.000,3.864
847.206,425.500,3.864
850.049,426.000,3.862
852.882,426.500,3.862
855.723,427.000,3.862
858.551,427.500,3.863
861.404,428.000,3.863
864.247,428.500,3.863
867.088,429.000,3.863
869.911,429.500,3.863
872.761,430.000,3.861
875.596,430.500,3.861
878.444,431.000,3.861
881.280,431.500,3.861
884.125,432.000,3.861
886.962,432.500,3.861
889.793,433.000,3.862
892.648,433.500,3.861
895.482,434.000,3.861
898.318,434.500,3.861
901.158,435.000,3.861
903.996,435.500,3.862
906.836,436.000,3.862
909.676,436.500,3.862
912.513,437.000,3.861
915.354,437.500,3.862
918.191,438.000,3.862
921.031,438.500,3.862
923.865,439.000,3.863
926.694,439.500,3.863
929.533,440.000,3.862
932.374,440.500,3.862
935.208,441.000,3.862
938.048,441.500,3.862
940.885,442.000,3.862
943.734,442.500,3.862
946.567,443.000,3.862
949.408,443.500,3.862
952.250,444.000,3.859
955.094,444.500,3.859
957.933,445.000,3.859
960.779,445.500,3.859
963.612,446.000,3.859
966.458,446.500,3.859
969.288,447.000,3.858
972.138,447.500,3.858
974.974,448.000,3.857
977.804,448.500,3.857
980.658,449.000,3.856
983.472,449.500,3.856
986.319,450.000,3.856
989.163,450.500,3.856
992.008,451.000,3.856
994.842,451.500,3.856
997.676,452.000,3.856
1000.519,452.500,3.856
1003.363,453.000,3.856
1006.204,453.500,3.856
1009.055,454.000,3.856
1011.883,454.500,3.856
1014.729,455.000,3.856
1017.574,455.500,3.856
1020.414,456.000,3.856
1023.259,456.500,3.855
1026.104,457.000,3.853
1028.939,457.500,3.853
1031.783,458.000,3.853
1034.614,458.500,3.853
1037.461,459.000,3.853
1040.291,459.500,3.851
1043.144,460.000,3.851
1045.985,460.500,3.851
1048.827,461.000,3.850
1051.665,461.500,3.849
1054.512,462.000,3.849
1057.363,462.500,3.849
1060.193,463.000,3.847
1063.049,463.500,3.847
1065.876,464.000,3.846
1068.717,464.500,3.846
1071.565,465.000,3.846
1074.419,465.500,3.846
1077.254,466.000,3.845
1080.094,466.500,3.845
1082.945,467.000,3.844
1085.781,467.500,3.844
1088.631,468.000,3.844
1091.461,468.500,3.843
1094.302,469.000,3.843
1097.145,469.500,3.843
1099.985,470.000,3.842
1102.825,470.500,3.841
1105.663,471.000,3.838
1108.512,471.500,3.837
1111.356,472.000,3.837
1114.194,472.500,3.835
1117.042,473.000,3.833
1119.884,473.500,3.833
1122.723,474.000,3.833
1125.571,474.500,3.831
1128.410,475.000,3.831
1131.264,475.500,3.829
1134.105,476.000,3.829
1136.951,476.500,3.829
1139.791,477.000,3.827
1142.631,477.500,3.826
1145.488,478.000,3.825
1148.328,478.500,3.824
1151.172,479.000,3.824
1154.014,479.500,3.823
1156.853,480.000,3.822
1159.705,480.500,3.820
1162.546,481.000,3.817
1165.391,481.500,3.815
1168.234,482.000,3.813
1171.089,482.500,3.813
1173.937,483.000,3.811
1176.785,483.500,3.810
1179.619,484.000,3.809
1182.463,484.500,3.809
1185.299,485.000,3.808
1188.141,485.500,3.807
1190.978,486.000,3.807
1193.835,486.500,3.806
1196.681,487.000,3.805
1199.526,487.500,3.804
1202.358,488.000,3.803
1205.221,488.500,3.799
1208.054,489.000,3.797
1210.898,489.500,3.797
1213.750,490.000,3.795
1216.596,490.500,3.794
1219.431,491.000,3.793
1222.275,491.500,3.791
1225.113,492.000,3.790
1227.948,492.500,3.787
1230.786,493.000,3.787
1233.640,493.500,3.785
1236.477,494.000,3.785
1239.320,494.500,3.783
1242.156,495.000,3.781
1245.004,495.500,3.780
1247.848,496.000,3.779
1250.693,496.500,3.776
1253.548,497.000,3.774
1256.393,497.500,3.774
1259.219,498.000,3.772
1262.065,498.500,3.772
1264.906,499.000,3.770
1267.748,499.500,3.770
1270.587,500.000,3.768
1273.431,500.500,3.767
1276.284,501.000,3.765
1279.128,501.500,3.764
1281.976,502.000,3.765
1284.814,502.500,3.764
1287.661,503.000,3.762
1290.510,503.500,3.761
1293.355,504.000,3.760
1296.196,504.500,3.758
1299.044,505.000,3.758
1301.891,505.500,3.756
1304.733,506.000,3.756
1307.585,506.500,3.753
1310.429,507.000,3.751
1313.271,507.500,3.750
1316.121,508.000,3.748
1318.967,508.500,3.745
1321.802,509.000,3.743
1324.667,509.500,3.743
1327.525,510.000,3.741
1330.363,510.500,3.739
1333.216,511.000,3.737
1336.055,511.500,3.736
1338.906,512.000,3.735
1341.761,512.500,3.734
1344.599,513.000,3.733
1347.457,513.500,3.730
1350.304,514.000,3.729
1353.140,514.500,3.727
1355.990,515.000,3.724
1358.849,515.500,3.723
1361.694,516.000,3.720
1364.546,516.500,3.719
1367.399,517.000,3.717
1370.241,517.500,3.715
1373.087,518.000,3.713
1375.943,518.500,3.711
1378.775,519.000,3.710
1381.638,519.500,3.708
1384.483,520.000,3.705
1387.341,520.500,3.705
1390.183,521.000,3.702
1393.042,521.500,3.701
1395.883,522.000,3.699
1398.734,522.500,3.697
1401.599,523.000,3.695
