Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0.0000,299.5000,1.8960,0.0067
21.2176,300.0000,1.8967,0.0120
34.8230,300.5000,1.8963,0.0159
45.5651,301.0000,1.8942,0.0205
54.7612,301.5000,1.8950,0.0249
62.8545,302.0000,1.8949,0.0297
70.2331,302.5000,1.8967,0.0335
77.0580,303.0000,1.8953,0.0381
83.4185,303.5000,1.8936,0.0426
89.4302,304.0000,1.8940,0.0459
95.1379,304.5000,1.8940,0.0504
100.6093,305.0000,1.8950,0.0542
105.8335,305.5000,1.8950,0.0592
110.9070,306.0000,1.8960,0.0630
115.8026,306.5000,1.8951,0.0672
120.5338,307.0000,1.8956,0.0715
125.1692,307.5000,1.8941,0.0753
129.6785,308.0000,1.8956,0.0794
134.0727,308.5000,1.8946,0.0833
138.4130,309.0000,1.8941,0.0873
142.5996,309.5000,1.8932,0.0912
146.7511,310.0000,1.8937,0.0952
150.8179,310.5000,1.8930,0.0985
154.8238,311.0000,1.8920,0.1033
158.7670,311.5000,1.8932,0.1061
162.6600,312.0000,1.8925,0.1103
166.4871,312.5000,1.8906,0.1142
170.2792,313.0000,1.8910,0.1188
173.9881,313.5000,1.8900,0.1222
177.6793,314.0000,1.8908,0.1262
181.3392,314.5000,1.8905,0.1308
184.9551,315.0000,1.8905,0.1338
188.5249,315.5000,1.8897,0.1386
192.0526,316.0000,1.8903,0.1418
195.5528,316.5000,1.8890,0.1452
199.0458,317.0000,1.8890,0.1491
202.4987,317.5000,1.8888,0.1523
205.8987,318.0000,1.8884,0.1567
209.3168,318.5000,1.8880,0.1591
212.6839,319.0000,1.8870,0.1630
216.0517,319.5000,1.8870,0.1662
219.3663,320.0000,1.8860,0.1691
222.6862,320.5000,1.8860,0.1726
225.9528,321.0000,1.8860,0.1757
229.2344,321.5000,1.8850,0.1786
232.4929,322.0000,1.8840,0.1809
235.7230,322.5000,1.8830,0.1834
238.9236,323.0000,1.8828,0.1858
242.1278,323.5000,1.8821,0.1885
245.3192,324.0000,1.8820,0.1898
248.4990,324.5000,1.8820,0.1916
251.6554,325.0000,1.8800,0.1938
254.7960,325.5000,1.8819,0.1952
257.9213,326.0000,1.8790,0.1967
261.0462,326.5000,1.8787,0.1980
264.1618,327.0000,1.8790,0.1994
267.2525,327.5000,1.8780,0.1999
270.3423,328.0000,1.8787,0.2000
273.4279,328.5000,1.8760,0.2007
276.4895,329.0000,1.8780,0.2011
279.5466,329.5000,1.8770,0.2006
282.5858,330.0000,1.8780,0.2006
285.6229,330.5000,1.8770,0.2002
288.6635,331.0000,1.8776,0.1990
291.6771,331.5000,1.8764,0.1991
294.6782,332.0000,1.8758,0.1974
297.6842,332.5000,1.8766,0.1959
300.6985,333.0000,1.8760,0.1951
303.6898,333.5000,1.8750,0.1936
306.6579,334.0000,1.8743,0.1922
309.6394,334.5000,1.8741,0.1903
312.6114,335.0000,1.8730,0.1885
315.5633,335.5000,1.8745,0.1864
318.5217,336.0000,1.8730,0.1842
321.4805,336.5000,1.8710,0.1816
324.4292,337.0000,1.8729,0.1787
327.3711,337.5000,1.8726,0.1757
330.3000,338.0000,1.8702,0.1732
333.2304,338.5000,1.8705,0.1704
336.1535,339.0000,1.8705,0.1668
339.0614,339.5000,1.8710,0.1642
341.9927,340.0000,1.8710,0.1605
344.9004,340.5000,1.8710,0.1575
347.8199,341.0000,1.8710,0.1529
350.7148,341.5000,1.8708,0.1499
353.6154,342.0000,1.8704,0.1454
356.5034,342.5000,1.8705,0.1426
359.3943,343.0000,1.8700,0.1392
362.2829,343.5000,1.8680,0.1346
365.1729,344.0000,1.8690,0.1313
368.0523,344.5000,1.8697,0.1274
370.9372,345.0000,1.8680,0.1227
373.8067,345.5000,1.8690,0.1187
376.6826,346.0000,1.8700,0.1153
379.5572,346.5000,1.8683,0.1111
382.4176,347.0000,1.8692,0.1067
385.2907,347.5000,1.8700,0.1029
388.1479,348.0000,1.8697,0.0987
391.0184,348.5000,1.8680,0.0942
393.8766,349.0000,1.8680,0.0904
396.7317,349.5000,1.8680,0.0858
399.6055,350.0000,1.8680,0.0820
402.4510,350.5000,1.8670,0.0783
405.2921,351.0000,1.8670,0.0740
408.1446,351.5000,1.8660,0.0701
410.9811,352.0000,1.8680,0.0667
413.8328,352.5000,1.8670,0.0622
416.6847,353.0000,1.8670,0.0587
419.5485,353.5000,1.8660,0.0547
422.3838,354.0000,1.8660,0.0510
425.2251,354.5000,1.8670,0.0473
428.0782,355.0000,1.8670,0.0439
430.9108,355.5000,1.8660,0.0401
433.7562,356.0000,1.8660,0.0367
436.5844,356.5000,1.8670,0.0329
439.4360,357.0000,1.8650,0.0300
442.2688,357.5000,1.8650,0.0269
445.1005,358.0000,1.8660,0.0227
447.9472,358.5000,1.8660,0.0206
450.7788,359.0000,1.8660,0.0175
453.6219,359.5000,1.8653,0.0139
456.4642,360.0000,1.8660,0.0105
459.3042,360.5000,1.8660,0.0087
462.1294,361.0000,1.8670,0.0054
464.9486,361.5000,1.8667,0.0026
467.7948,362.0000,1.8650,-0.0003
470.6246,362.5000,1.8660,-0.0027
473.4721,363.0000,1.8660,-0.0059
476.2992,363.5000,1.8668,-0.0085
479.1422,364.0000,1.8650,-0.0115
481.9681,364.5000,1.8660,-0.0132
484.7890,365.0000,1.8660,-0.0158
487.6097,365.5000,1.8640,-0.0179
490.4555,366.0000,1.8640,-0.0200
493.2880,366.5000,1.8640,-0.0225
496.1264,367.0000,1.8630,-0.0241
498.9614,367.5000,1.8630,-0.0266
501.7836,368.0000,1.8620,-0.0282
504.6116,368.5000,1.8630,-0.0308
507.4485,369.0000,1.8620,-0.0314
510.2797,369.5000,1.8620,-0.0338
513.1084,370.0000,1.8630,-0.0360
515.9420,370.5000,1.8621,-0.0374
518.7619,371.0000,1.8620,-0.0395
521.5964,371.5000,1.8610,-0.0406
