Time (s),Mass (g),TC back 1 (K)
178,8.050,460.0
179,8.031,460.8
180,8.011,461.5
181,7.992,462.2
182,7.973,463.0
183,7.954,463.6
184,7.935,464.3
185,7.916,464.8
186,7.897,465.4
187,7.878,466.2
188,7.859,466.8
189,7.841,467.6
190,7.822,468.3
191,7.804,469.0
192,7.786,469.7
193,7.768,470.2
194,7.749,470.9
195,7.732,471.5
196,7.714,472.2
197,7.696,473.0
198,7.678,473.6
199,7.660,474.2
200,7.643,474.8
201,7.625,475.6
202,7.608,476.2
203,7.590,476.9
204,7.573,477.3
205,7.555,478.0
206,7.537,479.0
207,7.520,479.3
208,7.502,480.2
209,7.485,480.7
210,7.467,481.4
211,7.449,482.0
212,7.432,482.6
213,7.414,483.1
214,7.396,484.0
215,7.378,484.0
216,7.361,484.4
217,7.343,485.0
218,7.325,485.8
219,7.307,486.7
220,7.289,486.6
221,7.271,487.0
222,7.254,487.5
223,7.236,488.3
224,7.218,488.8
225,7.200,489.4
226,7.182,490.6
227,7.165,490.5
228,7.147,491.0
229,7.129,491.7
230,7.112,492.2
231,7.094,493.1
232,7.076,493.7
233,7.059,494.2
234,7.041,494.9
235,7.024,495.2
236,7.006,495.7
237,6.989,496.3
238,6.972,496.5
239,6.954,497.3
240,6.937,498.2
241,6.920,498.5
242,6.903,499.1
243,6.886,499.8
244,6.869,500.2
245,6.852,500.6
246,6.835,501.2
247,6.819,501.8
248,6.802,502.5
249,6.786,502.8
250,6.769,503.5
251,6.753,504.0
252,6.737,504.5
253,6.721,505.1
254,6.704,505.7
255,6.689,506.3
256,6.673,506.7
257,6.657,506.9
258,6.641,507.8
259,6.625,508.3
260,6.609,508.8
261,6.594,509.5
262,6.578,509.6
263,6.562,510.3
264,6.547,510.9
265,6.531,511.3
266,6.515,511.4
267,6.499,511.7
268,6.484,512.2
269,6.468,512.8
270,6.452,513.5
271,6.436,514.0
272,6.420,514.6
273,6.404,515.0
274,6.388,515.5
275,6.372,515.9
276,6.355,516.3
277,6.339,517.3
278,6.323,517.2
279,6.307,517.8
280,6.290,518.3
281,6.274,519.2
282,6.258,519.3
283,6.242,519.8
284,6.225,520.5
285,6.209,520.4
286,6.193,521.2
287,6.177,521.7
288,6.161,522.0
289,6.145,522.6
290,6.129,523.0
291,6.113,523.5
292,6.098,523.5
293,6.082,523.9
294,6.067,524.9
295,6.051,525.3
296,6.036,525.5
297,6.021,525.4
298,6.006,525.8
299,5.991,526.3
300,5.976,527.1
301,5.961,527.4
302,5.947,528.7
303,5.932,528.5
304,5.917,528.9
305,5.903,529.4
306,5.888,530.0
307,5.873,530.6
308,5.859,531.0
309,5.844,531.3
310,5.830,531.7
311,5.816,532.0
312,5.801,532.4
313,5.787,532.7
314,5.772,533.1
315,5.758,533.4
316,5.743,533.6
317,5.729,534.0
318,5.714,534.3
319,5.700,535.0
320,5.685,535.2
321,5.671,535.4
322,5.657,535.9
323,5.642,536.2
324,5.628,536.7
325,5.614,536.8
326,5.600,537.0
327,5.586,537.4
328,5.571,537.8
329,5.558,537.9
330,5.544,538.2
331,5.530,538.8
332,5.516,539.2
333,5.502,539.6
334,5.489,540.0
335,5.475,539.9
336,5.462,540.2
337,5.449,540.8
338,5.435,541.2
339,5.422,541.4
340,5.409,541.9
341,5.397,542.5
342,5.384,542.8
343,5.371,543.0
344,5.358,543.3
345,5.346,543.7
346,5.334,544.0
347,5.321,544.3
348,5.309,544.5
349,5.297,544.8
350,5.285,545.0
351,5.273,545.5
352,5.261,545.7
353,5.250,546.0
354,5.238,546.4
355,5.227,546.8
356,5.215,547.3
357,5.204,547.6
358,5.193,548.0
359,5.182,548.4
360,5.170,548.7
361,5.159,549.0
362,5.149,549.3
363,5.138,549.7
364,5.127,549.9
365,5.116,550.3
366,5.105,550.5
367,5.095,551.0
368,5.084,551.3
369,5.074,551.2
370,5.063,551.6
371,5.053,552.3
372,5.042,552.6
373,5.032,552.3
374,5.021,552.6
375,5.011,553.1
376,5.000,553.5
377,4.990,553.7
378,4.979,554.2
379,4.969,554.6
380,4.959,554.8
381,4.948,555.0
382,4.938,555.3
383,4.927,555.5
384,4.917,555.8
385,4.906,555.8
386,4.896,555.7
387,4.886,556.2
388,4.875,556.4
389,4.865,556.8
390,4.854,557.2
391,4.844,557.4
392,4.834,557.6
393,4.823,557.7
394,4.813,557.9
395,4.802,558.5
396,4.792,558.6
397,4.782,558.8
398,4.771,559.3
399,4.761,559.6
400,4.751,559.7
401,4.741,559.8
402,4.730,560.1
403,4.720,560.3
404,4.710,560.6
405,4.700,560.6
406,4.690,560.8
407,4.680,561.0
408,4.670,561.3
409,4.660,561.5
410,4.650,561.4
411,4.640,561.8
412,4.630,562.2
413,4.621,562.6
414,4.611,562.6
415,4.602,562.9
416,4.592,563.2
417,4.583,563.2
418,4.574,563.4
419,4.564,563.8
420,4.555,564.3
421,4.546,564.4
422,4.537,564.7
423,4.528,564.9
424,4.520,565.2
425,4.511,565.3
426,4.503,565.5
427,4.494,565.2
428,4.486,565.5
429,4.478,566.0
430,4.470,565.9
431,4.462,566.3
432,4.455,566.3
433,4.447,566.5
434,4.440,566.8
435,4.432,566.8
436,4.425,567.0
437,4.418,567.1
438,4.412,567.3
439,4.405,567.3
440,4.399,567.7
441,4.393,567.8
442,4.387,567.9
443,4.381,568.4
444,4.375,568.4
445,4.369,568.4
446,4.363,568.8
447,4.358,569.0
448,4.352,569.1
449,4.346,569.2
450,4.341,569.3
451,4.335,569.3
452,4.329,569.9
453,4.323,570.4
454,4.317,570.3
455,4.311,570.5
456,4.305,570.7
457,4.299,571.1
458,4.293,571.0
459,4.286,571.3
460,4.279,571.5
461,4.272,571.9
462,4.265,572.1
463,4.258,572.2
464,4.251,572.1
465,4.243,572.1
466,4.236,572.5
467,4.228,572.8
468,4.221,573.0
469,4.213,572.8
470,4.206,572.6
471,4.198,572.8
472,4.191,572.9
473,4.183,573.1
474,4.176,573.4
475,4.169,573.3
476,4.162,573.6
477,4.155,573.7
478,4.149,573.9
479,4.142,574.1
480,4.136,574.2
481,4.130,574.6
482,4.125,574.7
483,4.119,574.9
484,4.114,575.1
485,4.109,575.1
486,4.105,575.0
487,4.100,575.2
488,4.096,575.0
489,4.092,575.4
490,4.088,575.6
491,4.083,575.8
492,4.080,575.7
493,4.076,576.0
494,4.072,576.2
495,4.068,576.5
496,4.064,576.6
497,4.060,576.8
498,4.056,576.8
499,4.052,576.7
500,4.048,576.6
501,4.044,577.3
502,4.040,577.7
503,4.035,577.2
504,4.031,577.6
505,4.026,577.9
506,4.022,578.0
507,4.017,578.5
508,4.012,578.1
509,4.007,578.2
510,4.002,578.4
511,3.997,578.4
512,3.992,578.1
513,3.987,578.7
514,3.982,579.2
515,3.977,579.1
516,3.972,578.9
517,3.967,579.0
518,3.963,579.3
519,3.958,579.5
520,3.953,579.6
521,3.948,580.0
522,3.943,579.8
523,3.939,579.8
524,3.934,580.1
525,3.930,580.2
526,3.926,580.2
527,3.921,580.0
528,3.917,580.5
529,3.913,580.3
530,3.909,581.3
531,3.905,581.5
532,3.901,581.1
533,3.897,581.2
534,3.893,581.5
535,3.889,581.6
536,3.885,581.6
537,3.881,581.8
538,3.877,581.8
539,3.873,582.0
540,3.869,581.9
541,3.865,582.0
542,3.861,581.9
543,3.857,582.4
544,3.853,582.3
545,3.849,582.7
546,3.844,582.8
547,3.840,583.1
548,3.836,582.9
549,3.832,582.5
550,3.828,582.8
551,3.824,582.9
552,3.820,583.4
553,3.815,583.2
554,3.811,583.3
555,3.807,583.7
556,3.803,583.5
557,3.799,583.2
558,3.795,583.9
559,3.791,583.7
560,3.787,583.9
561,3.783,584.1
562,3.779,584.0
563,3.776,583.9
564,3.772,584.1
565,3.768,584.5
566,3.765,584.8
567,3.761,584.7
568,3.758,584.2
569,3.754,585.2
570,3.751,585.2
571,3.747,585.4
572,3.744,584.9
573,3.741,585.4
574,3.737,585.7
575,3.734,585.6
576,3.731,585.9
577,3.727,585.9
578,3.724,585.7
579,3.721,585.5
580,3.717,585.5
581,3.714,586.4
582,3.711,586.0
583,3.707,585.7
584,3.704,585.9
585,3.700,586.5
586,3.697,586.2
587,3.693,586.4
588,3.689,586.9
589,3.686,587.0
590,3.682,586.8
591,3.678,587.1
592,3.675,586.8
593,3.671,587.2
594,3.667,587.0
595,3.663,587.5
596,3.660,587.7
597,3.656,587.9
598,3.653,588.1
599,3.649,588.2
600,3.645,588.1
601,3.642,588.3
602,3.639,588.1
603,3.635,587.9
604,3.632,588.2
605,3.629,588.2
606,3.626,588.2
607,3.623,588.3
608,3.620,588.4
609,3.617,588.0
610,3.614,588.5
611,3.611,588.5
612,3.609,588.5
613,3.606,588.8
614,3.604,588.8
615,3.601,588.7
616,3.599,588.8
617,3.597,589.0
618,3.594,589.0
619,3.592,588.6
620,3.590,589.0
621,3.588,589.0
622,3.586,589.0
623,3.584,589.0
624,3.582,589.4
625,3.580,589.5
626,3.578,589.5
627,3.576,589.9
628,3.574,589.9
629,3.573,590.0
630,3.571,590.0
631,3.569,589.9
632,3.567,589.8
633,3.566,589.9
634,3.564,590.1
635,3.562,590.1
636,3.560,590.1
637,3.558,590.3
638,3.556,590.6
639,3.554,590.6
640,3.552,590.6
641,3.550,590.5
642,3.548,590.6
643,3.546,590.8
644,3.544,591.2
645,3.542,591.5
646,3.539,591.5
647,3.537,591.5
648,3.534,591.3
649,3.532,591.3
650,3.529,591.5
651,3.526,591.3
652,3.524,591.4
653,3.521,591.7
654,3.518,591.9
655,3.515,591.8
656,3.512,592.1
657,3.509,592.2
658,3.506,592.2
659,3.503,592.3
660,3.501,592.3
661,3.498,592.4
662,3.495,592.3
663,3.492,592.4
664,3.490,592.5
665,3.487,592.8
666,3.485,592.6
667,3.482,592.4
668,3.480,592.5
669,3.478,592.7
670,3.476,592.9
671,3.474,592.9
672,3.473,593.1
673,3.471,593.1
674,3.469,592.9
675,3.468,592.9
676,3.467,593.2
677,3.465,593.2
678,3.464,593.3
679,3.463,593.2
680,3.461,593.3
681,3.460,593.2
682,3.459,593.1
683,3.458,593.4
684,3.456,593.2
685,3.455,593.3
686,3.454,593.6
687,3.453,593.7
688,3.451,593.6
689,3.450,593.8
690,3.448,594.0
691,3.447,594.0
692,3.445,594.1
693,3.444,593.7
694,3.442,594.1
695,3.440,594.3
696,3.438,594.5
697,3.436,594.4
698,3.435,594.5
699,3.433,594.6
700,3.431,594.6
701,3.429,594.7
702,3.427,594.4
703,3.425,594.6
704,3.423,594.7
705,3.421,594.7
706,3.420,594.4
707,3.418,594.3
708,3.416,594.5
709,3.414,594.6
710,3.413,594.7
711,3.411,594.9
712,3.409,595.0
713,3.408,594.9
714,3.406,595.0
715,3.405,594.9
716,3.403,595.0
717,3.402,595.3
718,3.400,595.2
719,3.399,595.2
720,3.397,595.4
721,3.396,595.4
722,3.394,595.3
723,3.393,595.4
724,3.391,595.4
725,3.390,595.3
726,3.388,595.3
727,3.386,595.5
728,3.384,595.4
729,3.382,595.3
730,3.381,595.2
731,3.379,595.3
732,3.376,595.6
733,3.374,595.7
734,3.372,595.7
735,3.370,595.6
736,3.368,595.6
737,3.365,595.8
738,3.363,595.8
739,3.361,595.8
740,3.358,595.7
741,3.356,595.7
742,3.354,595.7
743,3.352,595.7
744,3.350,595.7
745,3.349,595.8
746,3.347,595.8
747,3.345,595.8
748,3.344,595.8
749,3.343,595.9
750,3.342,595.9
751,3.341,596.2
752,3.341,596.0
753,3.340,596.1
754,3.340,595.9
755,3.340,596.0
756,3.341,596.0
757,3.341,596.0
758,3.341,596.1
759,3.342,596.1
760,3.343,596.2
761,3.343,596.4
762,3.344,596.3
763,3.345,596.3
764,3.345,595.9
765,3.346,595.8
766,3.347,595.9
767,3.347,596.2
768,3.347,596.3
769,3.348,596.2
770,3.348,596.2
771,3.347,596.3
772,3.347,596.3
773,3.346,596.2
774,3.346,596.3
775,3.344,596.3
776,3.343,596.3
777,3.342,596.4
778,3.340,596.3
779,3.338,596.3
780,3.336,596.3
781,3.334,596.4
782,3.331,596.3
783,3.329,596.4
784,3.326,596.5
785,3.324,596.6
786,3.321,596.3
787,3.318,596.3
788,3.315,596.4
789,3.313,596.5
790,3.310,596.5
791,3.307,596.5
792,3.304,596.5
793,3.301,596.6
794,3.299,596.7
795,3.296,596.9
796,3.293,596.9
797,3.291,596.8
798,3.289,596.5
799,3.286,596.7
800,3.284,596.5
801,3.282,596.7
802,3.280,596.7
803,3.279,596.4
804,3.277,596.5
805,3.276,596.6
806,3.275,596.6
807,3.274,596.8
808,3.273,596.8
809,3.273,596.8
810,3.272,596.7
811,3.272,596.7
812,3.273,596.7
813,3.273,596.7
814,3.274,596.7
815,3.275,596.7
816,3.276,596.7
817,3.278,596.7
818,3.279,596.7
819,3.281,596.8
820,3.283,596.7
821,3.284,596.8
822,3.285,596.9
823,3.285,596.9
824,3.286,596.9
825,3.285,596.9
826,3.284,596.9
827,3.282,596.9
828,3.280,597.0
829,3.276,596.9
830,3.272,597.0
831,3.266,596.9
832,3.259,596.9
833,3.251,597.0
834,3.242,597.1
835,3.231,597.0
