Time (s),Mass (g),TC back 1 (K)
630,7.144,517.7
631,7.140,517.7
632,7.136,517.7
633,7.133,517.7
634,7.129,517.8
635,7.125,517.9
636,7.122,518.0
637,7.118,518.0
638,7.115,518.1
639,7.111,518.0
640,7.108,518.1
641,7.104,518.2
642,7.101,518.2
643,7.097,518.3
644,7.094,518.5
645,7.090,518.6
646,7.087,518.5
647,7.084,518.6
648,7.080,518.6
649,7.077,518.9
650,7.074,518.8
651,7.071,518.9
652,7.067,519.0
653,7.064,518.9
654,7.061,518.9
655,7.058,519.0
656,7.054,519.0
657,7.051,519.1
658,7.048,519.3
659,7.045,519.3
660,7.042,519.4
661,7.039,519.4
662,7.035,519.4
663,7.032,519.5
664,7.029,519.4
665,7.026,519.5
666,7.023,519.6
667,7.020,519.7
668,7.016,519.8
669,7.013,519.8
670,7.010,519.9
671,7.007,519.8
672,7.004,520.0
673,7.000,520.0
674,6.997,520.1
675,6.994,520.1
676,6.990,520.2
677,6.987,520.2
678,6.984,520.3
679,6.980,520.3
680,6.977,520.3
681,6.973,520.3
682,6.970,520.3
683,6.966,520.6
684,6.963,520.6
685,6.959,520.5
686,6.956,520.7
687,6.952,520.7
688,6.948,520.6
689,6.945,520.8
690,6.941,520.9
691,6.937,520.9
692,6.933,520.9
693,6.930,521.1
694,6.926,521.2
695,6.922,521.1
696,6.918,521.2
697,6.915,521.3
698,6.911,521.3
699,6.907,521.3
700,6.903,521.4
701,6.900,521.4
702,6.896,521.5
703,6.892,521.5
704,6.889,521.5
705,6.885,521.6
706,6.881,521.7
707,6.878,521.6
708,6.874,521.8
709,6.871,521.7
710,6.867,521.8
711,6.864,521.8
712,6.860,521.9
713,6.857,522.1
714,6.854,522.1
715,6.850,522.1
716,6.847,522.2
717,6.844,522.2
718,6.841,522.1
719,6.838,522.2
720,6.835,522.2
721,6.832,522.2
722,6.829,522.4
723,6.826,522.4
724,6.823,522.5
725,6.820,522.5
726,6.818,522.6
727,6.815,522.7
728,6.812,522.6
729,6.810,522.7
730,6.807,522.7
731,6.805,522.7
732,6.802,522.7
733,6.800,522.7
734,6.797,522.8
735,6.795,522.9
736,6.793,522.9
737,6.790,522.9
738,6.788,523.1
739,6.786,523.1
740,6.783,523.1
741,6.781,523.2
742,6.779,523.2
743,6.777,523.2
744,6.774,523.2
745,6.772,523.2
746,6.770,523.4
747,6.768,523.4
748,6.765,523.5
749,6.763,523.4
750,6.761,523.4
751,6.759,523.5
752,6.756,523.5
753,6.754,523.5
754,6.752,523.6
755,6.750,523.6
756,6.747,523.7
757,6.745,523.7
758,6.743,523.7
759,6.741,523.8
760,6.738,523.7
761,6.736,523.8
762,6.734,524.0
763,6.731,524.0
764,6.729,524.0
765,6.726,524.1
766,6.724,524.1
767,6.722,524.1
768,6.719,524.2
769,6.717,524.3
770,6.714,524.3
771,6.712,524.3
772,6.709,524.4
773,6.707,524.3
774,6.704,524.3
775,6.702,524.3
776,6.699,524.4
777,6.697,524.5
778,6.694,524.5
779,6.692,524.5
780,6.689,524.6
781,6.687,524.7
782,6.684,524.7
783,6.681,524.7
784,6.679,524.9
785,6.676,524.9
786,6.673,524.8
787,6.671,524.9
788,6.668,524.9
789,6.665,524.9
790,6.663,525.0
791,6.660,525.0
792,6.657,524.9
793,6.655,525.0
794,6.652,525.1
795,6.649,525.1
796,6.646,525.2
797,6.644,525.3
798,6.641,525.3
799,6.638,525.2
800,6.635,525.2
801,6.633,525.3
802,6.630,525.4
803,6.627,525.4
804,6.624,525.4
805,6.621,525.5
806,6.618,525.5
807,6.616,525.6
808,6.613,525.6
809,6.610,525.6
810,6.607,525.7
811,6.604,525.6
812,6.601,525.7
813,6.598,525.7
814,6.596,525.7
815,6.593,525.8
816,6.590,525.7
817,6.587,525.8
818,6.584,526.0
819,6.581,525.9
820,6.578,526.1
821,6.575,526.1
822,6.573,526.1
823,6.570,526.2
824,6.567,526.2
825,6.564,526.2
826,6.561,526.3
827,6.558,526.3
828,6.555,526.3
829,6.553,526.3
830,6.550,526.6
831,6.547,526.5
832,6.544,526.5
833,6.541,526.5
834,6.538,526.4
835,6.536,526.6
836,6.533,526.7
837,6.530,526.7
838,6.527,526.6
839,6.525,526.7
840,6.522,526.8
841,6.519,526.8
842,6.516,526.8
843,6.514,526.8
844,6.511,526.8
845,6.508,526.9
846,6.506,526.9
847,6.503,526.9
848,6.501,526.9
849,6.498,526.9
850,6.496,527.0
851,6.493,527.0
852,6.491,527.0
853,6.488,527.0
854,6.486,527.1
855,6.483,527.1
856,6.481,527.2
857,6.479,527.3
858,6.476,527.3
859,6.474,527.2
860,6.472,527.2
861,6.470,527.3
862,6.468,527.4
863,6.466,527.4
864,6.463,527.5
865,6.461,527.4
866,6.459,527.5
867,6.457,527.5
868,6.456,527.5
869,6.454,527.5
870,6.452,527.5
871,6.450,527.7
872,6.448,527.6
873,6.446,527.7
874,6.444,527.7
875,6.443,527.6
876,6.441,527.7
877,6.439,527.6
878,6.437,527.7
879,6.435,527.8
880,6.434,527.8
881,6.432,527.8
882,6.430,527.9
883,6.428,527.9
884,6.426,527.9
885,6.425,527.9
886,6.423,528.0
887,6.421,527.8
888,6.419,528.0
889,6.417,527.9
890,6.416,527.9
891,6.414,528.0
892,6.412,528.0
893,6.410,528.1
894,6.408,528.1
895,6.406,528.2
896,6.404,528.3
897,6.402,528.3
898,6.400,528.3
899,6.398,528.4
900,6.396,528.3
901,6.394,528.4
902,6.391,528.4
903,6.389,528.5
904,6.387,528.4
905,6.385,528.4
906,6.383,528.4
907,6.380,528.5
908,6.378,528.5
909,6.376,528.6
910,6.373,528.6
911,6.371,528.6
912,6.369,528.6
913,6.367,528.7
914,6.364,528.6
915,6.362,528.6
916,6.360,528.6
917,6.357,528.6
918,6.355,528.7
919,6.353,528.7
920,6.351,528.6
921,6.348,528.7
922,6.346,528.8
923,6.344,528.7
924,6.342,528.7
925,6.340,528.8
926,6.338,528.8
927,6.336,528.8
928,6.334,528.8
929,6.332,528.8
930,6.330,528.9
931,6.328,528.9
932,6.326,529.0
933,6.324,529.0
934,6.323,529.0
935,6.321,529.1
936,6.319,529.0
937,6.318,529.1
938,6.316,529.1
939,6.315,529.1
940,6.313,529.1
941,6.312,529.2
942,6.310,529.2
943,6.309,529.2
944,6.308,529.2
945,6.306,529.2
946,6.305,529.1
947,6.304,529.2
948,6.302,529.3
949,6.301,529.2
950,6.300,529.3
951,6.299,529.3
952,6.297,529.3
953,6.296,529.4
954,6.295,529.3
955,6.293,529.4
956,6.292,529.4
957,6.291,529.4
958,6.289,529.3
959,6.288,529.3
960,6.287,529.4
961,6.285,529.5
962,6.284,529.5
963,6.282,529.5
964,6.281,529.5
965,6.279,529.5
966,6.278,529.6
967,6.276,529.5
968,6.274,529.6
969,6.272,529.6
970,6.271,529.6
971,6.269,529.6
972,6.267,529.7
973,6.265,529.6
974,6.263,529.7
975,6.261,529.7
976,6.259,529.8
977,6.257,529.8
978,6.254,529.7
979,6.252,529.8
980,6.250,529.8
981,6.248,529.8
982,6.245,529.9
983,6.243,529.9
984,6.241,529.9
985,6.239,530.0
986,6.236,530.0
987,6.234,529.9
988,6.232,530.0
989,6.229,530.1
990,6.227,530.1
991,6.225,530.1
992,6.222,530.1
993,6.220,530.0
994,6.218,530.0
995,6.216,530.1
996,6.213,530.2
997,6.211,530.1
998,6.209,530.1
999,6.207,530.1
1000,6.205,530.1
1001,6.203,530.2
1002,6.201,530.3
1003,6.199,530.3
1004,6.197,530.3
1005,6.195,530.3
1006,6.193,530.2
1007,6.191,530.3
1008,6.190,530.4
1009,6.188,530.4
1010,6.186,530.3
1011,6.185,530.3
1012,6.183,530.3
1013,6.182,530.5
1014,6.180,530.5
1015,6.179,530.4
1016,6.178,530.5
1017,6.176,530.5
1018,6.175,530.5
1019,6.174,530.5
1020,6.172,530.5
1021,6.171,530.6
1022,6.170,530.6
1023,6.169,530.6
1024,6.167,530.6
1025,6.166,530.6
1026,6.165,530.7
1027,6.164,530.7
1028,6.163,530.7
1029,6.161,530.7
1030,6.160,530.7
1031,6.159,530.7
1032,6.158,530.8
1033,6.156,530.8
1034,6.155,530.8
1035,6.154,530.9
1036,6.153,530.9
1037,6.151,530.8
1038,6.150,530.7
1039,6.149,530.8
1040,6.147,530.7
1041,6.146,530.8
1042,6.144,530.8
1043,6.143,530.9
1044,6.141,530.9
1045,6.140,530.9
1046,6.138,531.0
1047,6.136,531.0
1048,6.135,531.0
1049,6.133,531.1
1050,6.131,531.0
1051,6.130,531.2
1052,6.128,531.1
1053,6.126,531.0
1054,6.124,531.2
1055,6.123,531.2
1056,6.121,531.3
1057,6.119,531.2
1058,6.117,531.2
1059,6.115,531.2
1060,6.114,531.3
1061,6.112,531.2
1062,6.110,531.3
1063,6.108,531.3
1064,6.107,531.3
1065,6.105,531.3
1066,6.103,531.3
1067,6.102,531.3
1068,6.100,531.3
1069,6.098,531.4
1070,6.097,531.4
1071,6.095,531.5
1072,6.094,531.4
1073,6.092,531.4
1074,6.091,531.4
1075,6.089,531.4
1076,6.088,531.4
1077,6.087,531.4
1078,6.086,531.5
1079,6.084,531.5
1080,6.083,531.5
1081,6.082,531.5
1082,6.081,531.5
1083,6.080,531.5
1084,6.079,531.5
1085,6.078,531.6
1086,6.077,531.6
1087,6.076,531.6
1088,6.075,531.6
1089,6.074,531.6
1090,6.073,531.6
1091,6.073,531.6
1092,6.072,531.6
1093,6.071,531.7
1094,6.070,531.6
1095,6.069,531.7
1096,6.069,531.8
1097,6.068,531.7
1098,6.067,531.7
1099,6.066,531.7
1100,6.065,531.7
1101,6.065,531.8
1102,6.064,531.8
1103,6.063,531.8
1104,6.062,531.8
1105,6.062,531.8
1106,6.061,531.8
1107,6.060,531.9
1108,6.059,531.9
1109,6.058,532.0
1110,6.057,532.0
1111,6.056,532.0
1112,6.055,531.9
1113,6.054,532.1
1114,6.053,532.0
1115,6.052,532.0
1116,6.051,532.0
1117,6.050,532.0
1118,6.049,532.2
1119,6.048,532.1
1120,6.046,532.1
1121,6.045,532.1
1122,6.044,532.1
1123,6.043,532.1
1124,6.041,532.2
1125,6.040,532.2
1126,6.039,532.3
1127,6.038,532.3
1128,6.036,532.2
1129,6.035,532.2
1130,6.034,532.3
1131,6.032,532.2
1132,6.031,532.1
1133,6.030,532.3
1134,6.028,532.3
1135,6.027,532.3
1136,6.026,532.4
1137,6.024,532.5
1138,6.023,532.4
1139,6.022,532.4
1140,6.021,532.5
1141,6.019,532.5
1142,6.018,532.5
1143,6.017,532.5
1144,6.016,532.5
1145,6.015,532.5
1146,6.014,532.5
1147,6.013,532.5
1148,6.012,532.6
1149,6.011,532.6
1150,6.010,532.6
1151,6.009,532.7
1152,6.008,532.6
1153,6.007,532.6
1154,6.006,532.6
1155,6.006,532.7
1156,6.005,532.7
1157,6.004,532.8
1158,6.003,532.7
1159,6.003,532.7
1160,6.002,532.7
1161,6.001,532.7
1162,6.000,532.8
1163,6.000,532.7
1164,5.999,532.7
1165,5.998,532.7
1166,5.998,532.7
1167,5.997,532.8
1168,5.996,532.9
1169,5.996,532.8
1170,5.995,532.9
1171,5.994,532.9
1172,5.993,532.9
1173,5.992,532.9
1174,5.992,532.9
1175,5.991,532.9
1176,5.990,532.9
1177,5.989,532.9
1178,5.988,532.9
1179,5.987,532.9
1180,5.986,532.9
1181,5.985,533.0
1182,5.984,533.0
1183,5.983,533.0
1184,5.982,532.9
1185,5.980,533.0
1186,5.979,533.1
1187,5.978,533.1
1188,5.976,533.1
1189,5.975,533.0
1190,5.973,533.1
1191,5.972,533.1
1192,5.970,533.1
1193,5.968,533.0
1194,5.967,533.0
1195,5.965,533.1
1196,5.963,533.0
1197,5.962,533.1
1198,5.960,533.1
1199,5.958,533.1
1200,5.956,533.1
1201,5.954,533.2
1202,5.953,533.1
1203,5.951,533.1
1204,5.949,533.3
1205,5.947,533.3
1206,5.945,533.3
1207,5.943,533.2
1208,5.941,533.3
1209,5.940,533.3
1210,5.938,533.3
1211,5.936,533.3
1212,5.934,533.4
1213,5.932,533.4
1214,5.930,533.4
1215,5.929,533.3
1216,5.927,533.3
1217,5.925,533.4
1218,5.924,533.4
1219,5.922,533.3
1220,5.920,533.4
1221,5.919,533.3
1222,5.917,533.4
1223,5.916,533.4
1224,5.914,533.4
1225,5.913,533.4
1226,5.911,533.4
1227,5.910,533.5
1228,5.909,533.4
1229,5.907,533.4
1230,5.906,533.4
1231,5.905,533.4
1232,5.904,533.4
1233,5.902,533.5
1234,5.901,533.5
1235,5.900,533.5
1236,5.899,533.4
1237,5.898,533.5
1238,5.897,533.5
1239,5.896,533.4
1240,5.895,533.4
1241,5.894,533.4
1242,5.893,533.5
1243,5.892,533.5
1244,5.891,533.5
1245,5.890,533.5
1246,5.889,533.5
1247,5.888,533.5
1248,5.887,533.5
1249,5.886,533.6
1250,5.885,533.5
1251,5.884,533.5
1252,5.883,533.5
1253,5.882,533.5
1254,5.882,533.5
1255,5.881,533.5
1256,5.880,533.5
1257,5.879,533.6
1258,5.878,533.6
1259,5.877,533.6
1260,5.876,533.6
1261,5.875,533.7
1262,5.874,533.6
1263,5.873,533.6
1264,5.872,533.7
1265,5.872,533.7
1266,5.871,533.6
1267,5.870,533.6
1268,5.869,533.6
1269,5.868,533.6
1270,5.867,533.7
1271,5.866,533.7
1272,5.865,533.7
1273,5.864,533.8
1274,5.863,533.8
1275,5.862,533.8
1276,5.861,533.9
1277,5.860,533.9
1278,5.859,533.8
1279,5.858,533.9
1280,5.857,533.9
1281,5.856,533.9
1282,5.855,533.9
1283,5.854,533.9
1284,5.853,533.9
1285,5.851,533.8
1286,5.850,533.8
1287,5.849,533.9
1288,5.848,533.9
1289,5.847,533.9
1290,5.846,534.0
1291,5.845,533.9
1292,5.844,534.0
1293,5.842,534.0
1294,5.841,534.0
1295,5.840,534.0
1296,5.839,534.0
1297,5.838,534.0
1298,5.836,534.0
1299,5.835,534.0
1300,5.834,534.1
1301,5.833,534.1
1302,5.832,534.2
1303,5.830,534.1
1304,5.829,534.1
1305,5.828,534.1
1306,5.827,534.1
1307,5.826,534.0
1308,5.825,534.0
1309,5.823,534.0
1310,5.822,534.0
1311,5.821,534.0
1312,5.820,534.1
1313,5.819,534.1
1314,5.818,534.1
1315,5.817,534.2
1316,5.816,534.1
1317,5.815,534.1
1318,5.814,534.1
1319,5.813,534.2
1320,5.812,534.2
1321,5.811,534.2
1322,5.811,534.2
1323,5.810,534.2
1324,5.809,534.2
1325,5.808,534.2
1326,5.808,534.3
1327,5.807,534.3
1328,5.807,534.3
1329,5.806,534.4
1330,5.806,534.3
1331,5.805,534.3
1332,5.805,534.3
1333,5.805,534.3
1334,5.804,534.4
1335,5.804,534.4
1336,5.804,534.5
1337,5.804,534.4
1338,5.803,534.5
1339,5.803,534.5
1340,5.803,534.5
1341,5.803,534.5
1342,5.803,534.5
1343,5.803,534.4
1344,5.803,534.4
1345,5.803,534.4
1346,5.803,534.5
1347,5.802,534.4
1348,5.802,534.6
1349,5.802,534.6
1350,5.802,534.6
1351,5.802,534.5
1352,5.802,534.6
1353,5.801,534.5
1354,5.801,534.5
1355,5.801,534.6
1356,5.801,534.6
1357,5.800,534.6
1358,5.800,534.6
