Time (s),Temperature (K),Mass (mg)
0.000,296.000,3.842
19.779,296.500,3.841
33.050,297.000,3.840
43.575,297.500,3.837
52.615,298.000,3.839
60.655,298.500,3.838
67.950,299.000,3.838
74.720,299.500,3.837
81.073,300.000,3.836
87.090,300.500,3.836
92.788,301.000,3.835
98.250,301.500,3.835
103.526,302.000,3.835
108.590,302.500,3.836
113.521,303.000,3.835
118.273,303.500,3.834
122.923,304.000,3.832
127.474,304.500,3.831
131.935,305.000,3.831
136.273,305.500,3.829
140.534,306.000,3.831
144.709,306.500,3.831
148.833,307.000,3.831
152.878,307.500,3.830
156.862,308.000,3.829
160.810,308.500,3.831
164.679,309.000,3.831
168.504,309.500,3.830
172.283,310.000,3.833
176.025,310.500,3.831
179.717,311.000,3.832
183.391,311.500,3.829
187.013,312.000,3.829
190.614,312.500,3.829
194.166,313.000,3.829
197.698,313.500,3.829
201.216,314.000,3.827
204.721,314.500,3.828
208.171,315.000,3.827
211.591,315.500,3.826
214.990,316.000,3.825
218.381,316.500,3.826
221.726,317.000,3.826
225.069,317.500,3.823
228.401,318.000,3.825
231.709,318.500,3.823
235.007,319.000,3.823
238.266,319.500,3.821
241.537,320.000,3.821
244.778,320.500,3.821
248.017,321.000,3.821
251.208,321.500,3.820
254.421,322.000,3.820
257.614,322.500,3.820
260.782,323.000,3.818
263.959,323.500,3.818
267.106,324.000,3.819
270.250,324.500,3.817
273.405,325.000,3.817
276.514,325.500,3.815
279.625,326.000,3.814
282.725,326.500,3.814
285.833,327.000,3.812
288.931,327.500,3.812
292.017,328.000,3.811
295.078,328.500,3.810
298.154,329.000,3.810
301.215,329.500,3.808
304.263,330.000,3.808
307.302,330.500,3.808
310.344,331.000,3.806
313.380,331.500,3.805
316.405,332.000,3.804
319.422,332.500,3.803
322.437,333.000,3.802
325.434,333.500,3.802
328.422,334.000,3.802
331.428,334.500,3.802
334.409,335.000,3.801
337.374,335.500,3.799
340.356,336.000,3.799
343.326,336.500,3.797
346.297,337.000,3.797
349.271,337.500,3.797
352.210,338.000,3.795
355.183,338.500,3.795
358.109,339.000,3.795
361.059,339.500,3.793
363.992,340.000,3.793
366.921,340.500,3.793
369.848,341.000,3.791
372.790,341.500,3.790
375.704,342.000,3.789
378.625,342.500,3.788
381.526,343.000,3.787
384.433,343.500,3.787
387.332,344.000,3.786
390.238,344.500,3.784
393.127,345.000,3.784
396.039,345.500,3.782
398.942,346.000,3.781
401.829,346.500,3.779
404.720,347.000,3.779
407.617,347.500,3.778
410.503,348.000,3.777
413.379,348.500,3.777
416.259,349.000,3.774
419.131,349.500,3.774
422.008,350.000,3.774
424.881,350.500,3.774
427.758,351.000,3.772
430.622,351.500,3.772
433.496,352.000,3.771
436.339,352.500,3.771
439.221,353.000,3.771
442.087,353.500,3.770
444.936,354.000,3.770
