Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0.0000,298.5000,1.8873,0.0079
16.8591,299.0000,1.8881,0.0086
29.0129,299.5000,1.8896,0.0090
39.0717,300.0000,1.8886,0.0108
47.7674,300.5000,1.8891,0.0121
55.4907,301.0000,1.8889,0.0126
62.6382,301.5000,1.8889,0.0135
69.2678,302.0000,1.8890,0.0135
75.4425,302.5000,1.8902,0.0145
81.3200,303.0000,1.8900,0.0154
86.9422,303.5000,1.8897,0.0161
92.3164,304.0000,1.8906,0.0174
97.4674,304.5000,1.8892,0.0179
102.4845,305.0000,1.8895,0.0179
107.3100,305.5000,1.8895,0.0184
112.0018,306.0000,1.8900,0.0195
116.5745,306.5000,1.8900,0.0208
121.0275,307.0000,1.8908,0.0221
125.4112,307.5000,1.8900,0.0218
129.6734,308.0000,1.8899,0.0233
133.8714,308.5000,1.8890,0.0242
137.9876,309.0000,1.8881,0.0251
142.0254,309.5000,1.8890,0.0258
146.0174,310.0000,1.8892,0.0271
149.9354,310.5000,1.8904,0.0285
153.8031,311.0000,1.8900,0.0294
157.6311,311.5000,1.8904,0.0312
161.3858,312.0000,1.8885,0.0317
165.0932,312.5000,1.8870,0.0329
168.7754,313.0000,1.8870,0.0337
172.4153,313.5000,1.8877,0.0350
176.0102,314.0000,1.8878,0.0364
179.5956,314.5000,1.8868,0.0384
183.1153,315.0000,1.8860,0.0394
186.6309,315.5000,1.8850,0.0410
190.1079,316.0000,1.8850,0.0419
193.5476,316.5000,1.8850,0.0431
196.9805,317.0000,1.8848,0.0443
200.3640,317.5000,1.8844,0.0456
203.7530,318.0000,1.8859,0.0476
207.0898,318.5000,1.8850,0.0488
210.4297,319.0000,1.8860,0.0497
213.7244,319.5000,1.8863,0.0507
217.0232,320.0000,1.8850,0.0527
220.2748,320.5000,1.8850,0.0527
223.5329,321.0000,1.8840,0.0540
226.7442,321.5000,1.8840,0.0557
229.9800,322.0000,1.8832,0.0567
233.1705,322.5000,1.8831,0.0580
236.3562,323.0000,1.8834,0.0586
239.5413,323.5000,1.8840,0.0592
242.6945,324.0000,1.8821,0.0602
245.8463,324.5000,1.8824,0.0613
248.9790,325.0000,1.8829,0.0616
252.1035,325.5000,1.8840,0.0621
255.2272,326.0000,1.8820,0.0627
258.3200,326.5000,1.8840,0.0635
261.3996,327.0000,1.8830,0.0638
264.4860,327.5000,1.8830,0.0638
267.5540,328.0000,1.8826,0.0641
270.6078,328.5000,1.8835,0.0640
273.6586,329.0000,1.8826,0.0645
276.7138,329.5000,1.8810,0.0640
279.7450,330.0000,1.8820,0.0639
282.7669,330.5000,1.8807,0.0636
285.7963,331.0000,1.8790,0.0636
288.7906,331.5000,1.8810,0.0625
291.8060,332.0000,1.8790,0.0618
294.8109,332.5000,1.8800,0.0613
297.7931,333.0000,1.8790,0.0604
300.7760,333.5000,1.8780,0.0597
303.7580,334.0000,1.8790,0.0587
306.7141,334.5000,1.8780,0.0571
309.6812,335.0000,1.8770,0.0565
312.6377,335.5000,1.8780,0.0550
315.5873,336.0000,1.8780,0.0529
318.5377,336.5000,1.8760,0.0516
321.4804,337.0000,1.8780,0.0503
324.4200,337.5000,1.8770,0.0484
327.3556,338.0000,1.8771,0.0463
330.2850,338.5000,1.8780,0.0437
333.2120,339.0000,1.8768,0.0429
336.1278,339.5000,1.8765,0.0404
339.0343,340.0000,1.8760,0.0380
341.9435,340.5000,1.8764,0.0361
344.8585,341.0000,1.8765,0.0341
347.7494,341.5000,1.8760,0.0309
350.6514,342.0000,1.8750,0.0281
353.5429,342.5000,1.8750,0.0269
356.4370,343.0000,1.8743,0.0233
359.3392,343.5000,1.8750,0.0206
362.2332,344.0000,1.8750,0.0185
365.1085,344.5000,1.8750,0.0150
367.9955,345.0000,1.8750,0.0117
370.8710,345.5000,1.8740,0.0097
373.7464,346.0000,1.8750,0.0068
376.6343,346.5000,1.8740,0.0039
379.5027,347.0000,1.8740,0.0004
382.3815,347.5000,1.8740,-0.0016
385.2400,348.0000,1.8740,-0.0057
388.1024,348.5000,1.8720,-0.0082
390.9549,349.0000,1.8720,-0.0106
393.8335,349.5000,1.8740,-0.0142
396.6943,350.0000,1.8720,-0.0167
399.5565,350.5000,1.8720,-0.0196
402.4153,351.0000,1.8700,-0.0232
405.2676,351.5000,1.8700,-0.0258
408.1257,352.0000,1.8710,-0.0290
410.9705,352.5000,1.8700,-0.0317
413.8249,353.0000,1.8690,-0.0347
416.6700,353.5000,1.8708,-0.0382
419.5181,354.0000,1.8700,-0.0407
422.3779,354.5000,1.8710,-0.0440
425.2229,355.0000,1.8700,-0.0468
428.0796,355.5000,1.8710,-0.0489
430.9237,356.0000,1.8710,-0.0520
433.7623,356.5000,1.8700,-0.0549
436.6114,357.0000,1.8700,-0.0573
439.4589,357.5000,1.8710,-0.0594
442.3103,358.0000,1.8690,-0.0632
445.1494,358.5000,1.8694,-0.0654
447.9929,359.0000,1.8700,-0.0677
450.8343,359.5000,1.8700,-0.0700
453.6719,360.0000,1.8700,-0.0726
456.5257,360.5000,1.8690,-0.0754
459.3709,361.0000,1.8690,-0.0775
462.1943,361.5000,1.8690,-0.0806
465.0426,362.0000,1.8700,-0.0827
467.8842,362.5000,1.8690,-0.0848
470.7200,363.0000,1.8690,-0.0873
473.5700,363.5000,1.8690,-0.0892
476.4060,364.0000,1.8680,-0.0908
479.2502,364.5000,1.8680,-0.0932
482.0863,365.0000,1.8680,-0.0943
484.9311,365.5000,1.8680,-0.0967
487.7714,366.0000,1.8660,-0.0980
490.6097,366.5000,1.8670,-0.0995
493.4351,367.0000,1.8660,-0.1015
496.2823,367.5000,1.8660,-0.1027
499.1275,368.0000,1.8650,-0.1050
501.9705,368.5000,1.8650,-0.1067
504.7989,369.0000,1.8670,-0.1082
507.6284,369.5000,1.8660,-0.1103
510.4658,370.0000,1.8660,-0.1114
513.2978,370.5000,1.8652,-0.1131
516.1354,371.0000,1.8650,-0.1143
518.9738,371.5000,1.8650,-0.1154
521.8153,372.0000,1.8643,-0.1174
524.6319,372.5000,1.8660,-0.1183
527.4812,373.0000,1.8660,-0.1199
530.3181,373.5000,1.8650,-0.1213
533.1585,374.0000,1.8651,-0.1218
535.9829,374.5000,1.8670,-0.1232
538.8228,375.0000,1.8670,-0.1244
541.6615,375.5000,1.8660,-0.1251
544.4863,376.0000,1.8660,-0.1267
547.3123,376.5000,1.8660,-0.1273
550.1486,377.0000,1.8660,-0.1280
552.9829,377.5000,1.8660,-0.1287
555.8219,378.0000,1.8660,-0.1301
558.6546,378.5000,1.8660,-0.1309
561.4882,379.0000,1.8660,-0.1322
564.3037,379.5000,1.8660,-0.1320
567.1486,380.0000,1.8667,-0.1342
569.9756,380.5000,1.8670,-0.1346
572.8041,381.0000,1.8650,-0.1358
575.6501,381.5000,1.8659,-0.1377
578.4677,382.0000,1.8660,-0.1377
581.2971,382.5000,1.8670,-0.1388
584.1257,383.0000,1.8670,-0.1395
586.9600,383.5000,1.8660,-0.1400
589.7948,384.0000,1.8665,-0.1423
592.6171,384.5000,1.8670,-0.1421
595.4457,385.0000,1.8670,-0.1427
598.2756,385.5000,1.8670,-0.1440
601.0994,386.0000,1.8660,-0.1456
603.9257,386.5000,1.8660,-0.1466
606.7589,387.0000,1.8660,-0.1471
609.5860,387.5000,1.8670,-0.1487
612.4049,388.0000,1.8660,-0.1489
615.2450,388.5000,1.8660,-0.1505
618.0677,389.0000,1.8670,-0.1515
620.9011,389.5000,1.8670,-0.1523
623.7422,390.0000,1.8680,-0.1532
626.5533,390.5000,1.8680,-0.1544
629.3835,391.0000,1.8680,-0.1560
632.2041,391.5000,1.8670,-0.1571
635.0359,392.0000,1.8670,-0.1581
637.8677,392.5000,1.8670,-0.1591
640.6961,393.0000,1.8690,-0.1598
643.5145,393.5000,1.8690,-0.1613
646.3445,394.0000,1.8684,-0.1623
649.1804,394.5000,1.8680,-0.1631
652.0049,395.0000,1.8680,-0.1643
654.8238,395.5000,1.8670,-0.1656
657.6540,396.0000,1.8670,-0.1669
660.4815,396.5000,1.8665,-0.1681
663.3144,397.0000,1.8680,-0.1688
666.1445,397.5000,1.8673,-0.1697
668.9700,398.0000,1.8670,-0.1709
671.8041,398.5000,1.8670,-0.1721
674.6295,399.0000,1.8660,-0.1730
677.4508,399.5000,1.8660,-0.1746
680.2842,400.0000,1.8680,-0.1762
683.1144,400.5000,1.8670,-0.1772
685.9422,401.0000,1.8670,-0.1781
688.7724,401.5000,1.8662,-0.1780
691.6041,402.0000,1.8650,-0.1797
694.4442,402.5000,1.8650,-0.1801
697.2565,403.0000,1.8650,-0.1811
700.0955,403.5000,1.8650,-0.1829
702.9257,404.0000,1.8650,-0.1826
705.7533,404.5000,1.8630,-0.1838
708.5917,405.0000,1.8650,-0.1844
711.4276,405.5000,1.8650,-0.1854
714.2691,406.0000,1.8650,-0.1865
717.0936,406.5000,1.8650,-0.1873
719.9257,407.0000,1.8650,-0.1877
722.7600,407.5000,1.8650,-0.1881
725.6057,408.0000,1.8650,-0.1889
728.4313,408.5000,1.8650,-0.1895
731.2686,409.0000,1.8650,-0.1900
734.1142,409.5000,1.8670,-0.1897
736.9486,410.0000,1.8670,-0.1904
739.7804,410.5000,1.8660,-0.1902
742.6286,411.0000,1.8660,-0.1900
745.4477,411.5000,1.8660,-0.1905
748.2971,412.0000,1.8670,-0.1906
751.1318,412.5000,1.8670,-0.1911
753.9756,413.0000,1.8670,-0.1908
756.8152,413.5000,1.8650,-0.1906
759.6509,414.0000,1.8660,-0.1901
762.4962,414.5000,1.8660,-0.1907
765.3370,415.0000,1.8660,-0.1902
768.1728,415.5000,1.8670,-0.1900
771.0171,416.0000,1.8670,-0.1891
773.8494,416.5000,1.8670,-0.1896
776.6857,417.0000,1.8680,-0.1895
779.5315,417.5000,1.8660,-0.1892
782.3657,418.0000,1.8660,-0.1890
785.2106,418.5000,1.8660,-0.1897
788.0681,419.0000,1.8660,-0.1891
790.8901,419.5000,1.8670,-0.1894
793.7297,420.0000,1.8650,-0.1890
796.5822,420.5000,1.8650,-0.1890
799.4238,421.0000,1.8650,-0.1886
802.2686,421.5000,1.8650,-0.1885
805.1104,422.0000,1.8640,-0.1876
807.9589,422.5000,1.8630,-0.1877
810.8068,423.0000,1.8630,-0.1875
813.6478,423.5000,1.8630,-0.1874
816.4995,424.0000,1.8630,-0.1870
819.3370,424.5000,1.8620,-0.1869
822.1672,425.0000,1.8620,-0.1861
825.0171,425.5000,1.8620,-0.1865
827.8642,426.0000,1.8620,-0.1857
830.7200,426.5000,1.8630,-0.1857
833.5543,427.0000,1.8623,-0.1854
836.4027,427.5000,1.8620,-0.1853
839.2502,428.0000,1.8620,-0.1863
842.0971,428.5000,1.8620,-0.1857
844.9394,429.0000,1.8630,-0.1861
847.7748,429.5000,1.8630,-0.1856
850.6181,430.0000,1.8630,-0.1858
853.4681,430.5000,1.8630,-0.1855
856.3143,431.0000,1.8630,-0.1855
859.1644,431.5000,1.8638,-0.1857
862.0106,432.0000,1.8650,-0.1857
864.8671,432.5000,1.8650,-0.1854
867.7049,433.0000,1.8650,-0.1850
870.5443,433.5000,1.8646,-0.1851
873.3943,434.0000,1.8640,-0.1849
876.2392,434.5000,1.8640,-0.1847
879.0845,435.0000,1.8630,-0.1841
881.9311,435.5000,1.8630,-0.1838
884.7719,436.0000,1.8630,-0.1844
887.6219,436.5000,1.8620,-0.1835
890.4662,437.0000,1.8620,-0.1832
893.3122,437.5000,1.8640,-0.1829
896.1596,438.0000,1.8640,-0.1823
899.0000,438.5000,1.8640,-0.1818
901.8462,439.0000,1.8640,-0.1822
904.6972,439.5000,1.8630,-0.1812
907.5375,440.0000,1.8630,-0.1812
910.4024,440.5000,1.8630,-0.1807
913.2400,441.0000,1.8620,-0.1810
916.0847,441.5000,1.8620,-0.1797
918.9315,442.0000,1.8620,-0.1796
921.7744,442.5000,1.8620,-0.1791
924.6229,443.0000,1.8609,-0.1785
927.4629,443.5000,1.8600,-0.1785
930.3034,444.0000,1.8600,-0.1786
933.1600,444.5000,1.8600,-0.1778
936.0060,445.0000,1.8600,-0.1769
938.8514,445.5000,1.8600,-0.1764
941.6973,446.0000,1.8600,-0.1767
944.5406,446.5000,1.8600,-0.1756
947.4004,447.0000,1.8600,-0.1753
950.2558,447.5000,1.8600,-0.1750
953.0915,448.0000,1.8580,-0.1744
955.9486,448.5000,1.8580,-0.1739
958.7917,449.0000,1.8580,-0.1731
961.6490,449.5000,1.8580,-0.1731
964.4967,450.0000,1.8561,-0.1716
967.3315,450.5000,1.8560,-0.1716
970.1948,451.0000,1.8560,-0.1706
973.0354,451.5000,1.8560,-0.1702
975.8867,452.0000,1.8560,-0.1695
978.7275,452.5000,1.8560,-0.1685
981.5772,453.0000,1.8560,-0.1679
984.4343,453.5000,1.8560,-0.1672
987.2800,454.0000,1.8560,-0.1662
990.1238,454.5000,1.8560,-0.1654
992.9780,455.0000,1.8540,-0.1640
995.8191,455.5000,1.8540,-0.1633
998.6800,456.0000,1.8540,-0.1625
1001.5336,456.5000,1.8540,-0.1615
1004.3854,457.0000,1.8540,-0.1608
