Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0.0000,296.5000,1.8980,0.0085
35.7927,297.0000,1.9010,0.0106
56.4200,297.5000,1.9012,0.0118
72.3300,298.0000,1.9005,0.0144
86.0200,298.5000,1.9010,0.0162
98.1422,299.0000,1.9012,0.0184
109.2089,299.5000,1.9010,0.0203
119.4772,300.0000,1.9011,0.0227
129.1200,300.5000,1.9020,0.0245
138.4013,301.0000,1.9003,0.0277
147.1762,301.5000,1.9003,0.0307
155.6867,302.0000,1.8987,0.0337
163.9038,302.5000,1.8991,0.0356
171.8224,303.0000,1.8992,0.0390
179.6011,303.5000,1.9000,0.0417
187.1836,304.0000,1.8978,0.0449
194.6250,304.5000,1.8979,0.0476
201.8738,305.0000,1.8960,0.0505
209.0200,305.5000,1.8950,0.0526
216.1200,306.0000,1.8950,0.0552
223.0343,306.5000,1.8960,0.0585
229.8450,307.0000,1.8960,0.0606
236.6456,307.5000,1.8960,0.0630
243.3115,308.0000,1.8960,0.0657
249.9626,308.5000,1.8951,0.0686
256.4987,309.0000,1.8920,0.0704
263.0133,309.5000,1.8930,0.0730
269.4921,310.0000,1.8930,0.0756
275.8450,310.5000,1.8950,0.0782
282.1479,311.0000,1.8950,0.0808
288.5118,311.5000,1.8948,0.0829
294.7825,312.0000,1.8950,0.0854
300.9939,312.5000,1.8950,0.0875
307.2287,313.0000,1.8940,0.0897
313.3920,313.5000,1.8920,0.0914
319.5575,314.0000,1.8922,0.0947
325.6751,314.5000,1.8910,0.0965
331.7671,315.0000,1.8910,0.0977
337.8377,315.5000,1.8910,0.0994
343.8960,316.0000,1.8920,0.1008
349.9450,316.5000,1.8910,0.1032
355.9575,317.0000,1.8890,0.1041
361.9711,317.5000,1.8890,0.1056
367.9950,318.0000,1.8870,0.1065
373.9328,318.5000,1.8870,0.1082
379.9200,319.0000,1.8870,0.1087
385.8612,319.5000,1.8870,0.1091
391.8120,320.0000,1.8870,0.1100
397.7671,320.5000,1.8870,0.1099
403.6965,321.0000,1.8860,0.1100
409.6080,321.5000,1.8840,0.1101
415.5464,322.0000,1.8850,0.1098
421.4280,322.5000,1.8840,0.1099
427.3318,323.0000,1.8840,0.1094
433.2220,323.5000,1.8840,0.1088
439.1082,324.0000,1.8820,0.1077
444.9906,324.5000,1.8820,0.1071
450.8558,325.0000,1.8817,0.1068
456.7200,325.5000,1.8810,0.1054
462.6024,326.0000,1.8800,0.1047
468.5123,326.5000,1.8800,0.1030
474.3623,327.0000,1.8790,0.1016
480.2238,327.5000,1.8800,0.1000
486.0408,328.0000,1.8790,0.0988
491.9731,328.5000,1.8783,0.0966
497.7978,329.0000,1.8797,0.0945
503.6672,329.5000,1.8785,0.0935
509.5084,330.0000,1.8790,0.0913
515.3533,330.5000,1.8790,0.0893
521.2259,331.0000,1.8770,0.0874
527.0815,331.5000,1.8790,0.0851
532.9313,332.0000,1.8790,0.0832
538.7671,332.5000,1.8780,0.0814
544.6384,333.0000,1.8780,0.0790
550.4785,333.5000,1.8770,0.0767
556.3089,334.0000,1.8770,0.0749
562.1815,334.5000,1.8770,0.0735
568.0259,335.0000,1.8750,0.0705
573.8612,335.5000,1.8750,0.0683
579.7431,336.0000,1.8730,0.0666
585.6046,336.5000,1.8740,0.0642
591.4440,337.0000,1.8730,0.0622
597.2880,337.5000,1.8730,0.0599
603.0986,338.0000,1.8730,0.0583
608.9760,338.5000,1.8720,0.0555
614.8200,339.0000,1.8720,0.0537
620.6670,339.5000,1.8720,0.0510
626.5318,340.0000,1.8730,0.0494
632.3615,340.5000,1.8720,0.0468
638.2370,341.0000,1.8730,0.0452
644.0575,341.5000,1.8716,0.0425
649.9200,342.0000,1.8720,0.0405
655.7931,342.5000,1.8720,0.0388
661.6200,343.0000,1.8720,0.0374
667.4559,343.5000,1.8700,0.0352
673.2847,344.0000,1.8700,0.0339
679.1575,344.5000,1.8700,0.0319
684.9788,345.0000,1.8700,0.0306
690.8332,345.5000,1.8700,0.0286
696.6960,346.0000,1.8700,0.0268
702.4964,346.5000,1.8680,0.0260
708.3317,347.0000,1.8680,0.0243
714.1978,347.5000,1.8700,0.0224
