Time (s),Mass (g),TC back 1 (K)
273,3.771,571.3
274,3.756,572.0
275,3.742,572.4
276,3.727,572.9
277,3.712,573.6
278,3.697,574.3
279,3.682,574.8
280,3.668,575.3
281,3.653,576.0
282,3.638,575.9
283,3.623,576.6
284,3.608,577.2
285,3.593,577.3
286,3.578,577.7
287,3.562,578.7
288,3.547,579.8
289,3.532,579.8
290,3.517,580.1
291,3.502,580.6
292,3.487,581.0
293,3.472,581.6
294,3.458,582.0
295,3.444,582.5
296,3.430,583.1
297,3.416,583.7
298,3.403,584.2
299,3.390,584.1
300,3.377,584.8
301,3.365,585.1
302,3.353,585.9
303,3.341,586.4
304,3.329,586.4
305,3.318,586.8
306,3.306,587.0
307,3.295,587.1
308,3.284,587.7
309,3.273,587.7
310,3.262,588.1
311,3.251,588.7
312,3.240,589.3
313,3.229,589.5
314,3.217,589.7
315,3.206,590.0
316,3.195,590.6
317,3.183,591.4
318,3.172,591.7
319,3.161,591.7
320,3.149,592.5
321,3.138,592.6
322,3.127,593.1
323,3.116,593.5
324,3.104,594.4
325,3.093,594.7
326,3.082,595.2
327,3.072,595.4
328,3.061,595.8
329,3.050,596.5
330,3.040,596.8
331,3.030,596.6
332,3.020,597.5
333,3.010,598.1
334,3.000,598.4
335,2.991,598.6
336,2.981,598.8
337,2.972,599.0
338,2.964,599.6
339,2.955,600.5
340,2.947,600.4
341,2.939,600.8
342,2.931,601.0
343,2.923,601.7
344,2.916,601.6
345,2.909,602.3
346,2.902,602.6
347,2.896,603.1
348,2.889,603.6
349,2.883,604.0
350,2.877,604.1
351,2.871,604.0
352,2.865,604.4
353,2.858,604.7
354,2.852,604.7
355,2.846,604.6
356,2.840,604.7
357,2.834,603.9
358,2.827,602.7
359,2.821,602.4
360,2.814,602.1
361,2.807,602.7
362,2.800,603.2
363,2.794,603.5
364,2.787,603.8
365,2.780,604.3
366,2.773,605.0
367,2.766,605.4
368,2.759,605.8
369,2.753,606.1
370,2.746,606.4
371,2.739,606.5
372,2.733,606.9
373,2.727,607.4
374,2.721,608.1
375,2.715,608.5
376,2.709,609.0
377,2.703,609.3
378,2.698,610.0
379,2.692,610.4
380,2.687,611.1
381,2.681,611.4
382,2.675,611.8
383,2.670,612.3
384,2.664,612.2
385,2.658,612.5
386,2.652,612.7
387,2.646,613.5
388,2.640,613.6
389,2.634,614.3
390,2.627,614.2
391,2.621,614.6
392,2.614,615.1
393,2.607,615.3
394,2.601,615.6
395,2.594,615.9
396,2.588,616.4
397,2.581,617.2
398,2.575,617.5
399,2.568,617.9
400,2.562,618.2
401,2.556,618.5
402,2.550,618.4
403,2.545,618.5
404,2.540,619.5
405,2.535,620.1
406,2.530,620.2
407,2.525,620.7
408,2.521,621.1
409,2.517,621.4
410,2.513,621.4
411,2.509,621.7
412,2.505,622.1
413,2.502,622.1
414,2.499,622.5
415,2.496,622.8
416,2.493,622.9
417,2.490,623.2
418,2.487,623.4
419,2.485,623.5
420,2.482,623.8
421,2.480,623.7
422,2.478,624.0
423,2.476,623.7
424,2.474,623.8
425,2.473,624.1
426,2.471,624.4
427,2.469,624.5
428,2.468,624.6
429,2.467,624.7
430,2.465,625.0
431,2.464,625.2
432,2.463,625.5
433,2.462,625.5
434,2.461,625.5
435,2.460,625.6
436,2.459,626.2
437,2.458,626.6
438,2.456,626.3
439,2.455,626.6
440,2.454,626.6
441,2.453,626.8
442,2.452,626.9
443,2.450,626.8
444,2.449,627.4
445,2.447,627.4
446,2.445,627.6
447,2.443,627.7
448,2.441,627.7
449,2.439,627.6
450,2.436,627.8
451,2.434,627.9
452,2.431,627.9
453,2.429,628.1
454,2.426,627.9
455,2.424,628.0
456,2.421,628.0
457,2.419,628.3
458,2.417,628.4
459,2.415,628.4
460,2.413,628.6
461,2.412,628.7
462,2.410,628.5
463,2.410,628.5
464,2.409,628.6
465,2.408,628.9
466,2.408,629.1
467,2.408,629.3
468,2.408,629.4
469,2.408,629.3
470,2.407,629.4
471,2.407,629.2
472,2.407,629.5
473,2.407,629.5
474,2.407,629.5
475,2.406,629.7
476,2.405,629.8
477,2.404,629.5
478,2.403,629.6
479,2.402,630.0
480,2.400,630.0
481,2.398,630.0
482,2.396,629.9
483,2.394,630.2
484,2.392,630.1
485,2.389,630.2
486,2.387,630.5
487,2.385,630.4
488,2.382,630.4
489,2.380,630.4
490,2.378,630.4
491,2.376,630.7
492,2.374,630.9
493,2.372,630.9
494,2.370,630.9
495,2.369,630.9
496,2.368,631.1
497,2.366,631.0
498,2.365,631.2
499,2.364,631.4
500,2.363,631.6
501,2.362,631.3
502,2.361,631.3
503,2.360,631.3
504,2.359,631.2
505,2.358,631.6
506,2.357,631.6
507,2.356,631.8
508,2.355,631.8
509,2.354,631.9
510,2.353,631.9
511,2.352,632.0
512,2.351,632.0
513,2.351,631.9
514,2.350,631.9
515,2.349,631.8
516,2.348,631.9
517,2.347,632.1
518,2.347,632.2
519,2.346,632.3
520,2.346,632.2
521,2.345,632.1
522,2.345,632.1
523,2.345,632.2
524,2.345,632.3
525,2.345,632.4
526,2.345,632.4
527,2.345,632.4
528,2.346,632.5
529,2.346,632.3
530,2.346,632.5
531,2.346,632.5
532,2.346,632.3
533,2.346,632.4
534,2.346,632.3
535,2.346,632.5
536,2.346,632.4
537,2.345,632.6
538,2.345,632.8
539,2.344,632.8
540,2.343,632.8
541,2.342,632.7
542,2.341,632.8
543,2.340,632.8
544,2.339,632.9
545,2.337,632.8
546,2.336,632.9
547,2.334,633.0
548,2.332,633.0
549,2.330,632.9
550,2.328,633.0
551,2.326,633.0
552,2.323,633.0
553,2.321,633.0
554,2.318,633.1
555,2.316,633.1
556,2.313,633.1
557,2.310,633.5
558,2.308,633.6
559,2.305,633.4
560,2.303,633.4
561,2.301,633.0
562,2.299,633.3
563,2.297,633.2
564,2.295,633.4
565,2.294,633.4
566,2.293,633.4
567,2.292,633.5
568,2.292,633.5
569,2.292,633.5
570,2.292,633.5
571,2.293,633.7
572,2.293,633.7
573,2.294,633.5
574,2.295,633.5
575,2.296,633.6
576,2.298,633.5
577,2.299,633.6
578,2.300,633.7
579,2.301,633.8
580,2.303,633.7
581,2.304,633.9
582,2.305,633.9
583,2.307,633.8
584,2.307,633.7
585,2.308,633.9
586,2.309,634.0
587,2.309,634.0
588,2.309,634.1
589,2.309,634.1
590,2.309,634.2
591,2.308,634.2
592,2.306,634.3
593,2.304,634.3
594,2.302,634.4
595,2.299,634.4
