Time (s),Mass (g),TC back 1 (K)
0,10.899,301.0
1,10.891,301.0
2,10.876,300.9
3,10.855,300.9
4,10.828,300.9
5,10.796,301.0
6,10.759,301.1
7,10.719,301.1
8,10.675,301.0
9,10.628,301.0
10,10.579,301.0
11,10.528,300.9
12,10.476,301.0
13,10.423,301.1
14,10.370,301.2
15,10.317,301.3
16,10.265,301.5
17,10.213,301.7
18,10.163,302.0
19,10.113,302.4
20,10.064,302.8
21,10.016,303.1
22,9.968,303.5
23,9.922,304.0
24,9.876,304.5
25,9.831,305.2
26,9.786,305.9
27,9.742,306.7
28,9.699,307.4
29,9.657,308.2
30,9.615,309.1
31,9.574,310.1
32,9.533,311.1
33,9.494,312.1
34,9.454,313.2
35,9.416,314.4
36,9.378,315.5
37,9.341,316.6
38,9.304,317.8
39,9.268,319.0
40,9.232,320.2
41,9.197,321.6
42,9.163,322.9
43,9.129,324.1
44,9.096,325.5
45,9.063,327.0
46,9.031,328.4
47,9.000,329.9
48,8.968,331.4
49,8.938,332.7
50,8.907,334.3
51,8.877,335.8
52,8.847,337.3
53,8.818,338.8
54,8.788,340.4
55,8.759,341.9
56,8.729,343.5
57,8.700,345.0
58,8.671,346.6
59,8.641,348.1
60,8.611,349.7
61,8.582,351.3
62,8.552,352.8
63,8.522,354.5
64,8.492,356.1
65,8.462,357.6
66,8.432,359.1
67,8.403,360.8
68,8.373,362.3
69,8.344,363.8
70,8.315,365.4
71,8.286,367.0
72,8.258,368.5
73,8.230,370.2
74,8.203,371.8
75,8.176,373.4
76,8.150,374.9
77,8.124,376.5
78,8.098,378.0
79,8.073,379.6
80,8.048,381.1
81,8.023,382.6
82,7.998,384.1
83,7.973,385.6
84,7.948,387.1
85,7.923,388.7
86,7.898,390.2
87,7.873,391.7
88,7.847,393.1
89,7.821,394.6
90,7.794,396.2
91,7.767,397.7
92,7.740,399.1
93,7.712,400.6
94,7.684,402.2
95,7.656,403.4
96,7.628,404.9
97,7.599,406.4
98,7.571,407.8
99,7.543,409.1
100,7.515,410.6
101,7.487,412.0
102,7.459,413.4
103,7.431,414.6
104,7.404,416.1
105,7.378,417.3
106,7.352,418.7
107,7.326,420.0
108,7.300,421.4
109,7.275,422.8
110,7.250,423.9
111,7.226,425.1
112,7.201,426.4
113,7.177,427.5
114,7.153,428.5
115,7.129,429.7
116,7.105,430.7
117,7.081,432.1
118,7.056,433.3
119,7.032,434.4
120,7.008,435.6
121,6.983,436.9
122,6.959,438.0
123,6.934,439.0
124,6.910,440.3
125,6.885,441.5
126,6.860,442.6
127,6.835,443.7
128,6.810,444.8
129,6.785,445.9
130,6.760,447.0
131,6.735,448.1
132,6.710,449.0
133,6.685,450.1
134,6.660,451.2
135,6.635,452.5
136,6.610,453.6
137,6.586,454.6
138,6.561,455.8
139,6.536,456.9
140,6.511,458.1
141,6.487,459.1
142,6.462,460.1
143,6.438,461.3
144,6.413,462.4
145,6.389,463.7
146,6.364,464.6
147,6.340,465.6
148,6.316,466.7
149,6.292,467.8
150,6.268,469.0
151,6.244,470.1
152,6.220,471.0
153,6.196,472.1
154,6.172,473.3
155,6.149,474.5
156,6.125,475.5
157,6.102,476.6
158,6.078,477.7
159,6.055,478.6
160,6.032,479.7
161,6.009,480.8
162,5.987,482.0
163,5.964,483.0
164,5.942,483.9
165,5.919,484.9
166,5.897,485.8
167,5.875,487.0
168,5.853,488.1
169,5.832,489.1
170,5.810,489.8
171,5.788,490.8
172,5.767,491.9
173,5.745,493.0
174,5.723,494.1
175,5.701,495.2
176,5.680,496.4
177,5.658,497.4
178,5.636,498.3
179,5.614,499.4
180,5.591,500.4
181,5.569,501.3
182,5.547,502.4
183,5.524,503.3
184,5.502,504.1
185,5.479,505.0
186,5.456,506.3
187,5.434,506.9
188,5.411,507.7
189,5.388,508.9
190,5.366,509.9
191,5.344,510.7
192,5.321,511.6
193,5.299,512.7
194,5.277,513.6
195,5.255,514.5
196,5.233,515.4
197,5.211,516.5
198,5.190,517.1
199,5.168,518.0
200,5.147,518.9
201,5.126,519.7
202,5.104,520.6
203,5.083,521.7
204,5.062,522.5
205,5.041,523.3
206,5.020,524.0
207,4.999,525.0
208,4.978,525.8
209,4.957,526.7
210,4.936,527.6
211,4.915,528.2
212,4.894,529.3
213,4.873,530.1
214,4.852,531.1
215,4.831,531.6
216,4.810,532.3
217,4.789,533.1
218,4.769,533.5
219,4.748,534.4
220,4.727,535.1
221,4.707,535.9
222,4.687,536.7
223,4.667,537.5
224,4.647,538.2
225,4.627,538.9
226,4.607,539.5
227,4.587,540.3
228,4.568,540.9
229,4.549,541.8
230,4.529,542.5
231,4.510,543.3
232,4.491,544.0
233,4.472,545.1
234,4.453,545.4
235,4.434,546.5
236,4.415,547.5
237,4.397,548.0
238,4.378,548.9
239,4.359,549.4
240,4.341,550.2
241,4.322,550.9
242,4.304,551.8
243,4.285,552.5
244,4.267,553.0
245,4.248,554.1
246,4.230,554.7
247,4.212,555.2
248,4.194,556.9
249,4.176,557.4
250,4.157,557.3
251,4.139,557.9
252,4.121,558.6
253,4.104,559.2
254,4.086,559.8
255,4.068,560.5
256,4.050,561.3
257,4.033,562.0
258,4.015,562.6
259,3.998,563.3
260,3.981,564.0
261,3.964,564.6
262,3.947,565.5
263,3.930,566.1
264,3.913,566.7
265,3.897,567.0
266,3.880,567.6
267,3.864,567.7
268,3.848,568.7
269,3.833,569.1
270,3.817,569.6
271,3.802,570.4
272,3.786,570.9
