Time (s),Mass (g),TC back 1 (K)
417,4.797,568.0
418,4.788,568.3
419,4.779,568.8
420,4.770,568.9
421,4.761,569.0
422,4.752,569.1
423,4.743,569.4
424,4.734,569.2
425,4.725,569.3
426,4.716,569.8
427,4.707,569.8
428,4.698,570.7
429,4.689,571.1
430,4.681,571.3
431,4.672,571.5
432,4.663,571.2
433,4.654,570.9
434,4.646,571.4
435,4.637,572.2
436,4.629,572.4
437,4.620,572.8
438,4.612,572.2
439,4.604,572.3
440,4.596,572.2
441,4.588,572.2
442,4.580,572.1
443,4.572,573.4
444,4.564,573.2
445,4.556,573.4
446,4.548,573.7
447,4.541,574.2
448,4.533,574.1
449,4.525,574.4
450,4.518,574.6
451,4.510,574.6
452,4.503,574.8
453,4.496,574.8
454,4.488,574.6
455,4.481,574.9
456,4.474,575.6
457,4.466,575.8
458,4.459,576.1
459,4.452,576.3
460,4.445,576.2
461,4.437,576.2
462,4.430,576.3
463,4.423,576.6
464,4.416,576.6
465,4.409,576.6
466,4.402,577.3
467,4.395,577.4
468,4.388,578.0
469,4.381,578.2
470,4.374,578.4
471,4.367,578.2
472,4.360,578.2
473,4.353,578.3
474,4.346,578.0
475,4.340,578.8
476,4.333,578.4
477,4.326,578.9
478,4.320,579.0
479,4.313,579.5
480,4.307,579.2
481,4.300,579.1
482,4.294,579.5
483,4.288,579.6
484,4.281,580.0
485,4.275,580.1
486,4.269,580.5
487,4.263,580.4
488,4.257,580.9
489,4.251,580.7
490,4.245,581.2
491,4.239,581.3
492,4.233,581.3
493,4.228,581.6
494,4.222,581.5
495,4.216,581.2
496,4.210,581.6
497,4.205,581.8
498,4.199,581.9
499,4.193,581.9
500,4.188,582.2
501,4.182,582.2
502,4.177,582.6
503,4.171,582.8
504,4.166,582.8
505,4.160,583.0
506,4.155,583.0
507,4.149,583.3
508,4.144,583.1
509,4.138,583.5
510,4.133,583.7
511,4.127,583.6
512,4.122,583.5
513,4.117,584.0
514,4.112,584.4
515,4.106,584.6
516,4.101,584.5
517,4.096,584.8
518,4.091,584.7
519,4.086,585.1
520,4.081,585.1
521,4.076,585.0
522,4.071,585.0
523,4.066,585.2
524,4.061,585.6
525,4.056,585.2
526,4.051,585.6
527,4.046,585.7
528,4.042,585.8
529,4.037,585.6
530,4.032,585.9
531,4.027,586.2
532,4.023,586.1
533,4.018,586.2
534,4.013,586.5
535,4.009,586.4
536,4.004,586.4
537,3.999,586.8
538,3.994,586.7
539,3.989,586.8
540,3.985,586.8
541,3.980,586.9
542,3.975,587.4
543,3.970,587.5
544,3.965,587.6
545,3.960,587.6
546,3.955,587.7
547,3.950,588.0
548,3.945,588.2
549,3.940,587.8
550,3.934,588.1
551,3.929,588.3
552,3.924,588.4
553,3.919,588.4
554,3.914,588.8
555,3.910,589.0
556,3.905,589.3
557,3.900,589.3
558,3.895,589.1
559,3.891,589.4
560,3.886,589.3
561,3.882,589.4
562,3.878,589.5
563,3.873,589.7
564,3.869,589.7
565,3.866,589.7
566,3.862,589.7
567,3.858,589.8
568,3.855,590.2
569,3.852,590.2
570,3.848,590.4
571,3.845,590.6
572,3.842,590.3
573,3.839,590.6
574,3.836,590.7
575,3.833,590.8
576,3.830,590.8
577,3.827,590.8
578,3.824,590.8
579,3.821,590.8
580,3.818,591.0
581,3.815,591.2
582,3.812,591.3
583,3.809,591.2
584,3.806,591.0
585,3.803,591.2
586,3.800,591.3
587,3.796,591.1
588,3.793,591.7
589,3.789,591.6
590,3.786,591.0
591,3.782,591.1
592,3.779,591.8
593,3.775,591.9
594,3.772,592.0
595,3.768,591.8
596,3.764,592.2
597,3.761,592.1
598,3.757,592.2
599,3.754,592.6
600,3.750,593.0
601,3.747,592.8
602,3.743,593.1
603,3.740,593.0
604,3.737,593.0
605,3.733,592.8
606,3.730,592.6
607,3.727,593.1
608,3.724,593.3
609,3.721,593.5
610,3.719,593.2
611,3.716,593.2
612,3.713,593.7
613,3.710,593.9
614,3.708,593.7
615,3.705,593.8
616,3.703,594.4
617,3.700,594.3
618,3.697,594.4
619,3.695,594.6
620,3.692,594.5
621,3.690,594.8
622,3.687,595.1
623,3.684,594.9
624,3.682,594.8
625,3.679,595.1
626,3.676,595.1
627,3.673,595.2
628,3.670,595.1
629,3.667,595.7
630,3.664,595.8
631,3.661,595.7
632,3.658,595.9
633,3.655,595.9
634,3.652,595.8
635,3.649,595.2
636,3.646,595.5
637,3.643,595.8
638,3.640,595.8
639,3.637,596.2
640,3.634,596.1
641,3.631,596.4
642,3.628,596.3
643,3.625,596.5
644,3.622,596.3
645,3.619,596.3
646,3.617,596.3
647,3.614,596.5
648,3.611,596.7
649,3.609,596.8
650,3.607,596.9
651,3.605,597.0
652,3.602,597.1
653,3.600,597.1
654,3.598,597.4
655,3.596,597.4
656,3.594,597.3
657,3.593,597.7
658,3.591,597.6
659,3.589,597.6
660,3.587,598.0
661,3.586,597.4
662,3.584,597.5
663,3.583,597.8
664,3.581,597.3
665,3.579,597.7
666,3.578,598.1
667,3.576,597.7
668,3.575,597.7
669,3.573,598.3
670,3.572,598.1
671,3.570,598.2
672,3.568,598.4
673,3.567,598.5
674,3.565,598.6
675,3.564,598.7
676,3.562,598.3
677,3.560,598.7
678,3.558,598.8
679,3.557,598.9
680,3.555,598.8
681,3.553,598.6
682,3.551,599.0
683,3.549,598.9
684,3.547,598.9
685,3.545,598.8
686,3.543,599.2
687,3.541,599.1
688,3.538,599.1
689,3.536,599.3
690,3.534,599.3
691,3.531,599.3
692,3.529,599.3
693,3.526,599.2
694,3.524,599.4
695,3.521,599.6
696,3.518,599.5
697,3.516,599.5
698,3.513,599.7
699,3.511,599.8
700,3.508,599.8
701,3.505,599.8
702,3.503,600.0
703,3.500,600.1
704,3.498,600.2
705,3.496,600.1
706,3.493,600.1
707,3.491,600.2
708,3.489,600.3
709,3.487,600.2
710,3.486,600.2
711,3.484,600.4
712,3.482,600.1
713,3.481,600.1
714,3.480,600.3
715,3.478,600.7
716,3.477,600.7
717,3.476,600.6
718,3.475,600.6
719,3.474,600.5
720,3.473,600.5
721,3.473,600.5
722,3.472,600.9
723,3.471,600.8
724,3.470,600.7
725,3.469,600.7
726,3.469,600.7
727,3.468,600.6
728,3.467,600.6
729,3.466,600.8
730,3.466,600.8
731,3.465,600.9
732,3.464,600.9
733,3.463,601.0
734,3.462,601.2
735,3.461,601.1
736,3.459,601.0
737,3.458,601.1
738,3.457,601.1
739,3.456,601.2
740,3.454,601.2
741,3.453,601.3
742,3.452,601.2
743,3.450,601.2
744,3.449,601.2
745,3.447,601.2
746,3.446,601.5
747,3.444,601.4
748,3.443,601.4
749,3.441,601.5
750,3.440,601.4
751,3.438,601.5
752,3.436,601.5
753,3.435,601.5
754,3.433,601.4
755,3.431,601.6
756,3.430,601.8
757,3.428,601.6
758,3.426,601.6
759,3.425,601.6
760,3.423,601.7
761,3.422,601.7
762,3.420,601.7
763,3.418,601.7
764,3.417,601.8
765,3.415,602.0
766,3.414,601.9
767,3.412,601.8
768,3.411,602.1
769,3.409,602.0
770,3.408,602.2
771,3.407,602.1
772,3.405,602.1
773,3.404,602.1
774,3.403,602.0
775,3.402,601.9
776,3.401,602.1
777,3.400,602.0
778,3.399,602.0
779,3.398,602.1
780,3.397,602.2
781,3.396,602.1
782,3.395,602.2
783,3.394,602.3
784,3.393,602.4
785,3.392,602.2
786,3.391,602.2
787,3.390,602.3
788,3.389,602.3
789,3.388,602.5
790,3.387,602.5
791,3.386,602.6
792,3.385,602.4
793,3.384,602.6
794,3.382,602.6
795,3.381,602.5
796,3.380,602.5
797,3.378,602.4
798,3.377,602.5
799,3.375,602.7
800,3.374,602.6
801,3.372,602.4
802,3.371,602.7
803,3.369,602.6
804,3.368,602.7
805,3.366,602.9
806,3.365,602.9
807,3.363,603.1
808,3.362,602.8
809,3.361,602.7
810,3.359,602.9
811,3.358,602.9
812,3.357,603.0
813,3.355,603.1
814,3.354,603.1
815,3.353,602.9
816,3.352,603.1
817,3.351,603.2
818,3.350,603.1
819,3.350,603.1
820,3.349,603.1
821,3.348,602.9
822,3.348,603.1
823,3.347,603.1
824,3.347,603.4
825,3.347,603.2
826,3.346,603.1
827,3.346,603.0
828,3.346,603.1
829,3.346,603.0
830,3.346,603.0
831,3.347,603.1
832,3.347,603.1
833,3.347,603.1
834,3.348,603.1
835,3.349,603.0
