Time (s),Mass (g),TC back 1 (K)
0,12.613,300.5
1,12.615,300.4
2,12.615,300.6
3,12.611,300.4
4,12.605,300.3
5,12.596,300.3
6,12.584,300.2
7,12.570,300.3
8,12.553,300.3
9,12.534,300.2
10,12.513,300.2
11,12.491,300.2
12,12.466,300.2
13,12.441,300.3
14,12.413,300.4
15,12.384,300.5
16,12.355,300.6
17,12.324,300.7
18,12.292,300.9
19,12.260,301.1
20,12.227,301.5
21,12.194,301.8
22,12.160,302.3
23,12.126,302.7
24,12.092,303.2
25,12.058,303.7
26,12.023,304.1
27,11.989,304.7
28,11.954,305.4
29,11.920,306.1
30,11.885,306.9
31,11.851,307.7
32,11.816,308.5
33,11.782,309.4
34,11.747,310.4
35,11.713,311.4
36,11.679,312.4
37,11.646,313.3
38,11.612,314.4
39,11.579,315.4
40,11.546,316.5
41,11.514,317.7
42,11.482,318.7
43,11.450,319.9
44,11.419,321.1
45,11.388,322.3
46,11.358,323.6
47,11.328,324.9
48,11.298,326.0
49,11.269,327.3
50,11.240,328.7
51,11.211,330.0
52,11.183,331.4
53,11.155,332.7
54,11.128,334.1
55,11.100,335.5
56,11.073,336.9
57,11.047,338.2
58,11.020,339.6
59,10.994,341.0
60,10.968,342.3
61,10.942,343.6
62,10.917,344.9
63,10.891,346.2
64,10.866,347.6
65,10.841,349.0
66,10.817,350.4
67,10.792,351.8
68,10.768,353.3
69,10.743,354.7
70,10.719,356.1
71,10.695,357.5
72,10.672,358.9
73,10.648,360.2
74,10.624,361.6
75,10.601,363.0
76,10.577,364.3
77,10.554,365.6
78,10.531,367.0
79,10.508,368.4
80,10.484,369.8
81,10.461,371.1
82,10.438,372.5
83,10.415,373.9
84,10.392,375.2
85,10.369,376.5
86,10.346,377.8
87,10.323,379.1
88,10.300,380.5
89,10.277,381.8
90,10.254,383.1
91,10.231,384.4
92,10.208,385.7
93,10.185,387.0
94,10.162,388.3
95,10.139,389.6
96,10.116,390.8
97,10.093,392.2
98,10.071,393.4
99,10.048,394.6
100,10.025,395.9
101,10.003,397.1
102,9.980,398.3
103,9.957,399.5
104,9.935,400.7
105,9.913,402.0
106,9.890,403.1
107,9.868,404.4
108,9.846,405.6
109,9.823,406.7
110,9.801,407.9
111,9.779,409.0
112,9.757,410.2
113,9.735,411.3
114,9.712,412.3
115,9.690,413.6
116,9.668,414.6
117,9.646,415.6
118,9.624,416.8
119,9.602,417.8
120,9.579,418.8
121,9.557,419.9
122,9.535,420.8
123,9.512,421.7
124,9.490,422.9
125,9.468,423.8
126,9.445,424.7
127,9.423,425.6
128,9.400,426.4
129,9.377,427.4
130,9.355,428.2
131,9.332,429.1
132,9.310,429.9
133,9.287,430.8
134,9.264,431.7
135,9.242,432.6
136,9.219,433.5
137,9.197,434.4
138,9.175,435.4
139,9.153,436.1
140,9.130,437.0
141,9.108,438.0
142,9.086,438.7
143,9.065,439.5
144,9.043,440.4
145,9.022,441.2
146,9.000,442.0
147,8.979,442.8
148,8.958,443.6
149,8.937,444.2
150,8.917,445.2
151,8.896,446.0
152,8.876,446.8
153,8.856,447.4
154,8.836,448.1
155,8.816,449.0
156,8.796,449.7
157,8.776,451.0
158,8.757,451.4
159,8.737,452.2
160,8.718,453.0
161,8.698,453.9
162,8.679,454.5
163,8.660,455.4
164,8.641,456.1
165,8.622,456.9
166,8.603,457.7
167,8.583,458.4
168,8.564,459.1
169,8.545,459.9
170,8.526,460.6
171,8.507,461.5
172,8.488,462.3
173,8.469,462.8
174,8.450,463.4
175,8.431,464.1
176,8.413,464.8
177,8.394,465.7
178,8.375,466.4
179,8.356,467.1
180,8.337,467.6
181,8.318,468.3
182,8.299,469.1
183,8.280,470.0
184,8.261,470.7
185,8.242,471.3
186,8.223,472.1
187,8.204,472.9
188,8.185,473.5
189,8.166,474.2
190,8.146,474.7
191,8.127,475.6
192,8.108,476.3
193,8.089,476.9
194,8.070,477.7
195,8.051,478.1
196,8.032,479.1
197,8.013,479.6
198,7.994,480.7
199,7.975,481.1
200,7.956,481.5
201,7.937,482.2
202,7.919,483.0
203,7.900,483.4
204,7.881,484.1
205,7.863,484.9
206,7.844,485.4
207,7.826,486.1
208,7.808,486.7
209,7.790,487.3
210,7.772,488.0
211,7.754,488.8
212,7.736,489.4
213,7.718,489.9
214,7.701,490.5
215,7.683,491.3
216,7.666,491.9
217,7.648,492.6
218,7.631,493.2
219,7.613,493.8
220,7.596,494.2
221,7.578,494.9
222,7.561,495.5
223,7.543,496.2
224,7.526,496.8
225,7.508,497.7
226,7.491,498.4
227,7.473,498.9
228,7.455,499.5
229,7.437,499.6
230,7.419,500.6
231,7.401,501.0
232,7.382,501.5
233,7.364,502.5
234,7.346,502.5
235,7.327,503.5
236,7.309,503.8
237,7.290,504.0
238,7.271,504.6
239,7.253,505.2
240,7.234,506.0
241,7.215,506.2
242,7.197,506.4
243,7.178,507.1
244,7.160,507.8
245,7.141,508.6
246,7.123,509.4
247,7.104,509.8
248,7.086,510.4
249,7.068,511.1
250,7.050,511.5
251,7.032,512.0
252,7.014,512.6
253,6.997,512.9
254,6.979,513.4
255,6.962,513.9
256,6.945,514.4
257,6.928,515.2
258,6.910,515.5
259,6.893,515.8
260,6.876,516.4
261,6.860,517.0
262,6.843,517.6
263,6.826,518.0
264,6.809,518.5
265,6.792,519.0
266,6.775,519.5
267,6.759,520.1
268,6.742,520.6
269,6.725,521.3
270,6.708,521.4
271,6.691,521.9
272,6.674,522.4
273,6.657,522.9
274,6.640,523.2
275,6.623,524.1
276,6.606,524.2
277,6.588,524.6
278,6.571,525.1
279,6.554,525.2
280,6.537,526.0
281,6.519,526.6
282,6.502,526.8
283,6.485,527.4
284,6.468,527.9
285,6.451,528.3
286,6.434,528.6
287,6.416,529.1
288,6.399,530.1
289,6.382,530.1
290,6.366,530.5
291,6.349,530.9
292,6.332,531.5
293,6.315,532.0
294,6.299,532.2
295,6.282,532.5
296,6.266,532.6
297,6.250,532.8
298,6.233,533.4
299,6.217,533.9
300,6.201,534.7
301,6.186,534.7
302,6.170,535.1
303,6.154,535.8
304,6.139,536.2
305,6.123,536.7
306,6.108,537.2
307,6.093,537.1
308,6.078,537.3
309,6.063,537.7
310,6.048,538.1
311,6.033,538.3
312,6.019,538.6
313,6.005,539.1
314,5.990,539.3
315,5.976,539.9
316,5.962,540.5
317,5.948,540.9
318,5.935,541.2
319,5.921,541.2
320,5.907,541.5
321,5.894,541.7
322,5.880,542.2
323,5.867,542.4
324,5.854,542.8
325,5.840,543.3
326,5.827,543.8
327,5.814,544.2
328,5.800,544.6
329,5.787,544.7
330,5.774,545.2
331,5.760,545.4
332,5.747,545.8
333,5.733,546.4
334,5.720,546.7
335,5.706,546.8
336,5.692,546.7
337,5.679,547.3
338,5.665,547.9
339,5.651,548.4
340,5.637,548.4
341,5.623,548.7
342,5.610,549.0
343,5.596,549.2
344,5.582,550.0
345,5.569,550.4
346,5.555,550.9
347,5.542,551.2
348,5.528,551.5
349,5.515,551.6
350,5.502,551.6
351,5.489,551.8
352,5.477,552.1
353,5.464,552.6
354,5.452,552.9
355,5.440,553.3
356,5.428,553.3
357,5.417,553.5
358,5.406,554.1
359,5.395,554.2
360,5.384,554.6
361,5.373,554.7
362,5.362,554.8
363,5.352,555.1
364,5.341,555.1
365,5.331,555.6
366,5.321,556.3
367,5.311,556.6
368,5.300,556.7
369,5.290,557.0
370,5.280,557.1
371,5.270,557.3
372,5.260,557.9
373,5.249,558.5
374,5.239,558.6
375,5.228,558.9
376,5.218,558.9
377,5.207,558.8
378,5.196,559.3
379,5.185,559.6
380,5.174,559.9
381,5.163,559.8
382,5.152,560.2
383,5.140,560.4
384,5.129,560.7
385,5.118,561.1
386,5.106,561.4
387,5.095,561.5
388,5.084,561.6
389,5.072,561.7
390,5.061,562.3
391,5.050,562.7
392,5.039,562.5
393,5.028,562.8
394,5.017,563.3
395,5.006,563.8
396,4.995,564.5
397,4.985,564.4
398,4.974,564.8
399,4.964,564.8
400,4.954,565.0
401,4.944,565.1
402,4.934,565.2
403,4.925,565.6
404,4.915,566.0
405,4.906,566.2
406,4.896,565.8
407,4.887,566.3
408,4.878,566.3
409,4.869,566.3
410,4.859,567.4
411,4.850,567.3
412,4.841,567.5
413,4.832,567.7
414,4.823,567.6
415,4.815,567.6
416,4.806,567.9
