Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0.0000,298.5000,1.9009,0.0053
16.8189,299.0000,1.9000,0.0085
29.1247,299.5000,1.9004,0.0106
39.1344,300.0000,1.9001,0.0132
47.8251,300.5000,1.8988,0.0161
55.5692,301.0000,1.8995,0.0187
62.6694,301.5000,1.8990,0.0209
69.2887,302.0000,1.8995,0.0232
75.5440,302.5000,1.8981,0.0263
81.4108,303.0000,1.8970,0.0289
87.0350,303.5000,1.8970,0.0315
92.3926,304.0000,1.8988,0.0336
97.5411,304.5000,1.8990,0.0372
102.5444,305.0000,1.8986,0.0402
107.3618,305.5000,1.8983,0.0424
112.0461,306.0000,1.8977,0.0460
116.6491,306.5000,1.8960,0.0483
121.1226,307.0000,1.8958,0.0519
125.4976,307.5000,1.8950,0.0541
129.7645,308.0000,1.8948,0.0576
133.9434,308.5000,1.8953,0.0598
138.0546,309.0000,1.8950,0.0634
142.1146,309.5000,1.8952,0.0658
146.0828,310.0000,1.8946,0.0687
149.9861,310.5000,1.8940,0.0718
153.8664,311.0000,1.8950,0.0749
157.6906,311.5000,1.8941,0.0779
161.4537,312.0000,1.8940,0.0813
165.1835,312.5000,1.8935,0.0844
168.8630,313.0000,1.8940,0.0879
172.4875,313.5000,1.8940,0.0898
176.0890,314.0000,1.8938,0.0936
179.6624,314.5000,1.8937,0.0968
183.1890,315.0000,1.8930,0.1001
186.7128,315.5000,1.8920,0.1016
190.1764,316.0000,1.8929,0.1052
193.6186,316.5000,1.8916,0.1086
197.0319,317.0000,1.8910,0.1108
200.4325,317.5000,1.8910,0.1143
203.7979,318.0000,1.8906,0.1160
207.1582,318.5000,1.8900,0.1191
210.4995,319.0000,1.8902,0.1218
213.7742,319.5000,1.8900,0.1246
217.0549,320.0000,1.8890,0.1266
220.3244,320.5000,1.8901,0.1300
223.5662,321.0000,1.8891,0.1319
226.8139,321.5000,1.8890,0.1347
230.0332,322.0000,1.8887,0.1363
233.2203,322.5000,1.8892,0.1391
236.4079,323.0000,1.8882,0.1404
239.5766,323.5000,1.8880,0.1420
242.7270,324.0000,1.8871,0.1436
245.8738,324.5000,1.8880,0.1460
249.0070,325.0000,1.8860,0.1470
252.1265,325.5000,1.8870,0.1478
255.2255,326.0000,1.8870,0.1485
258.3211,326.5000,1.8870,0.1503
261.4012,327.0000,1.8864,0.1510
264.4730,327.5000,1.8860,0.1515
267.5452,328.0000,1.8848,0.1518
270.5972,328.5000,1.8850,0.1517
273.6281,329.0000,1.8859,0.1522
276.6829,329.5000,1.8840,0.1518
279.6946,330.0000,1.8860,0.1524
282.7189,330.5000,1.8840,0.1517
285.7361,331.0000,1.8830,0.1510
288.7431,331.5000,1.8840,0.1497
291.7344,332.0000,1.8830,0.1496
294.7181,332.5000,1.8820,0.1487
297.7167,333.0000,1.8829,0.1466
300.6937,333.5000,1.8819,0.1466
303.6747,334.0000,1.8809,0.1437
306.6226,334.5000,1.8809,0.1426
309.5756,335.0000,1.8793,0.1401
312.5355,335.5000,1.8800,0.1383
315.4755,336.0000,1.8800,0.1360
318.4301,336.5000,1.8790,0.1337
321.3547,337.0000,1.8795,0.1312
324.2742,337.5000,1.8780,0.1294
327.2209,338.0000,1.8770,0.1262
330.1403,338.5000,1.8770,0.1243
333.0520,339.0000,1.8769,0.1209
335.9821,339.5000,1.8770,0.1181
338.8877,340.0000,1.8760,0.1141
341.7873,340.5000,1.8760,0.1113
344.6966,341.0000,1.8760,0.1080
347.5890,341.5000,1.8760,0.1049
350.4808,342.0000,1.8750,0.1019
353.3719,342.5000,1.8750,0.0976
356.2579,343.0000,1.8750,0.0940
359.1377,343.5000,1.8740,0.0908
362.0312,344.0000,1.8740,0.0868
364.9028,344.5000,1.8760,0.0830
367.7726,345.0000,1.8740,0.0793
370.6481,345.5000,1.8760,0.0749
373.5199,346.0000,1.8741,0.0715
376.3918,346.5000,1.8740,0.0680
379.2635,347.0000,1.8740,0.0644
382.1239,347.5000,1.8740,0.0604
384.9833,348.0000,1.8741,0.0567
387.8481,348.5000,1.8740,0.0523
390.7128,349.0000,1.8740,0.0486
393.5821,349.5000,1.8720,0.0444
396.4211,350.0000,1.8720,0.0403
399.2648,350.5000,1.8730,0.0365
402.1212,351.0000,1.8729,0.0332
404.9789,351.5000,1.8730,0.0281
407.8275,352.0000,1.8720,0.0250
410.6839,352.5000,1.8721,0.0210
413.5084,353.0000,1.8720,0.0168
416.3596,353.5000,1.8719,0.0135
419.2141,354.0000,1.8720,0.0101
422.0684,354.5000,1.8720,0.0066
424.8869,355.0000,1.8711,0.0032
427.7228,355.5000,1.8720,-0.0007
430.5755,356.0000,1.8701,-0.0039
433.4160,356.5000,1.8700,-0.0073
436.2462,357.0000,1.8700,-0.0110
439.0933,357.5000,1.8690,-0.0143
441.9433,358.0000,1.8695,-0.0178
444.7639,358.5000,1.8700,-0.0211
447.6118,359.0000,1.8700,-0.0236
450.4500,359.5000,1.8710,-0.0264
453.2782,360.0000,1.8700,-0.0300
456.1033,360.5000,1.8700,-0.0332
458.9452,361.0000,1.8710,-0.0351
461.7923,361.5000,1.8722,-0.0382
464.6290,362.0000,1.8730,-0.0408
467.4575,362.5000,1.8710,-0.0437
470.2904,363.0000,1.8710,-0.0464
473.1235,363.5000,1.8699,-0.0489
475.9583,364.0000,1.8700,-0.0513
478.7966,364.5000,1.8693,-0.0532
481.6295,365.0000,1.8690,-0.0552
484.4669,365.5000,1.8680,-0.0577
487.2976,366.0000,1.8680,-0.0593
490.1365,366.5000,1.8680,-0.0614
492.9658,367.0000,1.8670,-0.0639
495.7990,367.5000,1.8670,-0.0658
498.6350,368.0000,1.8690,-0.0674
501.4683,368.5000,1.8683,-0.0692
504.2919,369.0000,1.8680,-0.0705
507.1182,369.5000,1.8680,-0.0722
509.9564,370.0000,1.8690,-0.0737
512.7971,370.5000,1.8690,-0.0753
515.6209,371.0000,1.8680,-0.0769
518.4519,371.5000,1.8700,-0.0790
521.2861,372.0000,1.8699,-0.0802
524.1288,372.5000,1.8690,-0.0814
526.9593,373.0000,1.8690,-0.0828
529.7952,373.5000,1.8680,-0.0840
532.6254,374.0000,1.8680,-0.0850
535.4613,374.5000,1.8673,-0.0865
538.2753,375.0000,1.8670,-0.0878
541.1239,375.5000,1.8680,-0.0888
543.9547,376.0000,1.8680,-0.0903
546.7947,376.5000,1.8690,-0.0911
549.6233,377.0000,1.8700,-0.0922
552.4424,377.5000,1.8699,-0.0935
555.2839,378.0000,1.8680,-0.0941
558.1067,378.5000,1.8680,-0.0962
560.9284,379.0000,1.8680,-0.0965
563.7573,379.5000,1.8690,-0.0977
566.5933,380.0000,1.8690,-0.0986
569.4134,380.5000,1.8690,-0.1000
572.2555,381.0000,1.8700,-0.1002
575.0861,381.5000,1.8680,-0.1016
577.9134,382.0000,1.8681,-0.1026
580.7284,382.5000,1.8690,-0.1034
583.5782,383.0000,1.8690,-0.1039
586.3947,383.5000,1.8700,-0.1047
589.2293,384.0000,1.8700,-0.1055
592.0555,384.5000,1.8690,-0.1065
594.8906,385.0000,1.8690,-0.1074
597.7197,385.5000,1.8710,-0.1095
600.5360,386.0000,1.8710,-0.1092
