Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0.0000,298.5000,1.8490,0.0077
19.9849,299.0000,1.8470,0.0067
33.3515,299.5000,1.8480,0.0068
44.0182,300.0000,1.8480,0.0057
53.1241,300.5000,1.8470,0.0058
61.2133,301.0000,1.8475,0.0072
68.5782,301.5000,1.8490,0.0063
75.3649,302.0000,1.8495,0.0076
81.7358,302.5000,1.8499,0.0081
87.7389,303.0000,1.8460,0.0083
93.4753,303.5000,1.8451,0.0087
98.9289,304.0000,1.8450,0.0101
104.1952,304.5000,1.8448,0.0109
109.2546,305.0000,1.8458,0.0114
114.1682,305.5000,1.8465,0.0120
118.9229,306.0000,1.8469,0.0129
123.5909,306.5000,1.8470,0.0145
128.1241,307.0000,1.8460,0.0149
132.5137,307.5000,1.8470,0.0154
136.8443,308.0000,1.8457,0.0161
141.0914,308.5000,1.8470,0.0170
145.2468,309.0000,1.8464,0.0182
149.3302,309.5000,1.8470,0.0191
153.3490,310.0000,1.8468,0.0202
157.2935,310.5000,1.8462,0.0212
161.1966,311.0000,1.8458,0.0223
165.0532,311.5000,1.8450,0.0238
168.8407,312.0000,1.8450,0.0248
172.6011,312.5000,1.8460,0.0258
176.3112,313.0000,1.8463,0.0275
179.9589,313.5000,1.8450,0.0282
183.5869,314.0000,1.8452,0.0299
187.1825,314.5000,1.8437,0.0316
190.7620,315.0000,1.8436,0.0326
194.2803,315.5000,1.8430,0.0338
197.7768,316.0000,1.8440,0.0354
201.2586,316.5000,1.8440,0.0360
204.6872,317.0000,1.8446,0.0378
208.1049,317.5000,1.8440,0.0392
211.4932,318.0000,1.8431,0.0409
214.8649,318.5000,1.8433,0.0420
218.2160,319.0000,1.8430,0.0421
221.5249,319.5000,1.8437,0.0442
224.8424,320.0000,1.8440,0.0451
228.1306,320.5000,1.8412,0.0468
231.3982,321.0000,1.8437,0.0477
234.6395,321.5000,1.8430,0.0496
237.8763,322.0000,1.8430,0.0498
241.0827,322.5000,1.8430,0.0509
244.2856,323.0000,1.8446,0.0521
247.4948,323.5000,1.8440,0.0534
250.6607,324.0000,1.8445,0.0537
253.8182,324.5000,1.8430,0.0546
256.9619,325.0000,1.8430,0.0557
260.0986,325.5000,1.8427,0.0550
263.2246,326.0000,1.8410,0.0566
266.3366,326.5000,1.8410,0.0564
269.4395,327.0000,1.8410,0.0570
272.5192,327.5000,1.8410,0.0582
275.6004,328.0000,1.8410,0.0571
278.6849,328.5000,1.8402,0.0575
281.7622,329.0000,1.8400,0.0571
284.7947,329.5000,1.8400,0.0571
