Time (s),Mass (g),TC back 1 (K)
223,9.139,443.6
224,9.129,444.1
225,9.119,444.5
226,9.109,444.8
227,9.100,445.3
228,9.090,445.6
229,9.080,446.0
230,9.070,446.4
231,9.061,446.8
232,9.051,447.1
233,9.041,447.5
234,9.032,447.9
235,9.022,448.3
236,9.013,448.5
237,9.003,448.9
238,8.993,449.3
239,8.984,449.8
240,8.974,450.1
241,8.965,450.3
242,8.955,450.8
243,8.946,451.2
244,8.936,451.3
245,8.927,451.9
246,8.918,452.3
247,8.908,452.6
248,8.899,453.0
249,8.890,453.4
250,8.880,453.7
251,8.871,454.1
252,8.862,454.6
253,8.853,454.9
254,8.844,455.2
255,8.834,455.6
256,8.825,456.0
257,8.816,456.3
258,8.807,456.7
259,8.798,457.1
260,8.789,457.5
261,8.780,457.5
262,8.771,458.0
263,8.762,458.3
264,8.753,458.6
265,8.744,459.0
266,8.735,459.3
267,8.726,459.7
268,8.717,460.2
269,8.709,460.4
270,8.700,460.7
271,8.691,460.9
272,8.682,461.1
273,8.673,461.4
274,8.664,461.8
275,8.655,462.1
276,8.647,462.4
277,8.638,462.9
278,8.629,463.1
279,8.620,463.3
280,8.611,463.7
281,8.603,464.0
282,8.594,464.2
283,8.585,464.6
284,8.576,464.9
285,8.567,465.2
286,8.559,465.6
287,8.550,465.8
288,8.541,466.1
289,8.532,466.4
290,8.523,466.7
291,8.514,467.0
292,8.506,467.4
293,8.497,467.8
294,8.488,468.0
295,8.479,468.3
296,8.470,468.5
297,8.461,468.7
298,8.453,468.9
299,8.444,469.3
300,8.435,469.6
301,8.426,469.9
302,8.417,470.3
303,8.409,470.5
304,8.400,470.9
305,8.391,471.2
306,8.382,471.4
307,8.373,471.7
308,8.365,472.0
309,8.356,472.2
310,8.347,472.5
311,8.339,472.8
312,8.330,472.9
313,8.321,473.1
314,8.313,473.5
315,8.304,473.9
316,8.295,474.2
317,8.287,474.4
318,8.278,474.7
319,8.270,474.9
320,8.261,475.1
321,8.252,475.3
322,8.244,475.7
323,8.235,475.9
324,8.227,476.3
325,8.219,476.5
326,8.210,476.7
327,8.202,476.9
328,8.193,477.3
329,8.185,477.4
330,8.177,477.6
331,8.169,478.1
332,8.160,478.2
333,8.152,478.4
334,8.144,478.8
335,8.136,479.3
336,8.128,479.1
337,8.119,479.5
338,8.111,479.7
339,8.103,480.0
340,8.095,480.3
341,8.087,480.4
342,8.079,480.5
343,8.071,481.0
344,8.063,481.1
345,8.055,481.4
346,8.047,481.6
347,8.039,481.7
348,8.031,482.0
349,8.023,482.4
350,8.015,482.5
351,8.008,482.7
352,8.000,482.9
353,7.992,483.0
354,7.984,483.3
355,7.976,483.7
356,7.969,483.8
357,7.961,484.3
358,7.953,484.2
359,7.945,484.4
360,7.938,484.5
361,7.930,484.7
362,7.922,484.8
363,7.915,484.9
364,7.907,485.2
365,7.899,485.4
366,7.892,485.6
367,7.884,485.9
368,7.877,486.1
369,7.869,486.3
370,7.862,486.6
371,7.854,486.7
372,7.846,486.9
373,7.839,487.1
374,7.831,487.4
375,7.824,487.6
376,7.816,487.8
377,7.809,488.1
378,7.802,488.1
379,7.794,488.1
380,7.787,488.3
381,7.779,488.4
382,7.772,488.7
383,7.764,488.9
384,7.757,489.1
385,7.749,489.2
386,7.742,489.4
387,7.735,489.7
388,7.727,489.9
389,7.720,490.1
390,7.712,490.2
391,7.705,490.4
392,7.698,490.6
393,7.690,490.9
394,7.683,491.1
395,7.676,491.2
396,7.668,491.3
397,7.661,491.6
398,7.653,491.8
399,7.646,492.0
400,7.639,492.2
401,7.631,492.4
402,7.624,492.6
403,7.617,493.0
404,7.609,492.9
405,7.602,492.9
406,7.595,493.2
407,7.587,493.6
408,7.580,493.9
409,7.573,494.3
410,7.566,494.3
411,7.558,494.5
412,7.551,494.6
413,7.544,494.7
414,7.537,494.9
415,7.530,495.2
416,7.522,495.3
417,7.515,495.6
418,7.508,495.8
419,7.501,496.1
420,7.494,496.1
421,7.487,496.3
422,7.480,496.4
423,7.473,496.8
424,7.466,496.8
425,7.460,496.9
426,7.453,497.2
427,7.446,497.5
428,7.439,497.4
429,7.432,497.5
430,7.426,497.7
431,7.419,497.8
432,7.412,498.0
433,7.406,498.2
434,7.399,498.4
435,7.393,498.5
436,7.386,498.6
437,7.380,499.0
438,7.374,499.0
439,7.367,499.1
440,7.361,499.2
441,7.355,499.4
442,7.348,499.4
443,7.342,499.7
444,7.336,499.8
445,7.330,499.8
446,7.324,500.0
447,7.317,500.2
448,7.311,500.2
449,7.305,500.5
450,7.299,500.5
451,7.293,500.7
452,7.287,500.7
453,7.281,500.8
454,7.275,500.9
455,7.269,501.2
456,7.263,501.4
457,7.257,501.4
458,7.251,501.6
459,7.245,501.8
460,7.239,501.9
461,7.233,502.2
462,7.227,502.3
463,7.221,502.4
464,7.215,502.6
465,7.210,502.6
466,7.204,502.8
467,7.198,502.9
468,7.192,503.2
469,7.186,503.3
470,7.180,503.6
471,7.174,503.6
472,7.168,503.7
473,7.162,504.0
474,7.156,503.9
475,7.150,503.9
476,7.144,504.0
477,7.139,504.0
478,7.133,504.1
479,7.127,504.2
480,7.121,504.4
481,7.115,504.6
482,7.109,505.0
483,7.104,505.1
484,7.098,505.0
485,7.092,505.1
486,7.086,505.3
487,7.081,505.6
488,7.075,505.8
489,7.069,505.8
490,7.064,505.9
491,7.058,506.0
492,7.052,506.2
493,7.047,506.3
494,7.041,506.4
495,7.036,506.5
496,7.030,506.7
497,7.025,506.8
498,7.019,506.9
499,7.014,507.0
500,7.008,507.0
501,7.003,507.1
502,6.998,507.3
503,6.993,507.4
504,6.987,507.7
505,6.982,507.8
506,6.977,507.9
507,6.972,507.9
508,6.967,508.0
509,6.962,508.1
510,6.957,508.0
511,6.952,508.2
512,6.947,508.2
513,6.942,508.5
514,6.937,508.8
515,6.932,508.9
516,6.927,508.9
517,6.922,509.0
518,6.917,509.2
519,6.912,509.1
520,6.907,509.2
521,6.903,509.3
522,6.898,509.2
523,6.893,509.4
524,6.888,509.6
525,6.883,509.7
526,6.878,509.8
527,6.874,509.9
528,6.869,509.9
529,6.864,510.0
530,6.859,510.0
531,6.854,510.2
532,6.849,510.3
533,6.845,510.4
534,6.840,510.6
535,6.835,510.6
536,6.830,510.8
537,6.825,510.9
538,6.820,510.9
539,6.815,511.0
540,6.810,511.0
541,6.805,511.1
542,6.800,511.1
543,6.795,511.2
544,6.790,511.5
545,6.785,511.5
546,6.780,511.6
547,6.775,511.6
548,6.770,511.8
549,6.765,512.0
550,6.760,512.1
551,6.755,512.1
552,6.750,512.2
553,6.745,512.2
554,6.740,512.2
555,6.735,512.4
556,6.730,512.5
557,6.725,512.6
558,6.720,512.6
559,6.715,512.7
560,6.710,512.8
561,6.705,513.0
562,6.700,513.1
563,6.696,513.1
564,6.691,513.2
565,6.686,513.2
566,6.681,513.3
567,6.677,513.4
568,6.672,513.5
569,6.667,513.6
570,6.663,513.6
571,6.658,513.7
572,6.654,513.8
573,6.649,513.9
574,6.645,514.0
575,6.640,514.1
576,6.636,514.2
577,6.632,514.2
578,6.628,514.4
579,6.623,514.4
580,6.619,514.4
581,6.615,514.6
582,6.611,514.8
583,6.607,514.7
584,6.603,514.9
585,6.599,515.0
586,6.595,515.0
587,6.592,515.2
588,6.588,515.3
589,6.584,515.4
590,6.580,515.4
591,6.576,515.5
592,6.572,515.5
593,6.569,515.5
594,6.565,515.6
595,6.561,515.6
596,6.557,515.6
597,6.554,515.7
598,6.550,515.8
599,6.546,515.8
600,6.542,516.0
601,6.539,516.0
602,6.535,516.0
603,6.531,516.1
604,6.527,516.2
605,6.524,516.2
606,6.520,516.3
607,6.516,516.3
608,6.512,516.4
609,6.508,516.5
610,6.504,516.5
611,6.501,516.5
612,6.497,516.5
613,6.493,516.7
614,6.489,516.8
615,6.485,516.8
616,6.481,516.8
617,6.477,516.9
618,6.473,517.0
619,6.469,517.0
620,6.465,517.1
621,6.461,517.2
622,6.457,517.4
623,6.452,517.4
624,6.448,517.3
625,6.444,517.6
626,6.440,517.7
627,6.436,517.6
628,6.432,517.6
629,6.428,517.6
630,6.424,517.7
631,6.420,517.7
632,6.416,517.8
633,6.412,517.9
634,6.409,518.0
635,6.405,518.1
636,6.401,518.1
637,6.397,518.0
638,6.393,518.2
639,6.389,518.4
640,6.386,518.4
641,6.382,518.4
642,6.378,518.6
643,6.375,518.5
644,6.371,518.5
645,6.368,518.6
646,6.364,518.6
647,6.361,518.5
648,6.358,518.5
649,6.354,518.8
650,6.351,518.8
651,6.348,518.8
652,6.345,518.9
653,6.342,519.0
654,6.338,519.0
655,6.335,519.0
656,6.332,519.0
657,6.329,519.0
658,6.326,519.2
659,6.323,519.2
660,6.321,519.4
661,6.318,519.4
662,6.315,519.5
663,6.312,519.7
664,6.309,519.7
665,6.306,519.6
666,6.303,519.6
667,6.301,519.7
668,6.298,519.7
669,6.295,519.8
670,6.292,519.8
671,6.289,519.9
672,6.287,520.0
673,6.284,520.1
674,6.281,520.0
675,6.278,520.0
676,6.275,520.1
677,6.272,520.2
678,6.270,520.3
679,6.267,520.3
680,6.264,520.3
681,6.261,520.3
682,6.258,520.4
683,6.255,520.5
684,6.252,520.5
685,6.249,520.7
686,6.246,520.6
687,6.243,520.6
688,6.240,520.7
689,6.237,520.8
690,6.234,520.9
691,6.230,521.0
692,6.227,521.0
693,6.224,521.1
694,6.221,521.1
695,6.218,521.2
696,6.215,521.3
697,6.212,521.3
698,6.209,521.3
699,6.205,521.4
700,6.202,521.4
701,6.199,521.5
702,6.196,521.5
703,6.193,521.4
704,6.190,521.5
705,6.187,521.4
706,6.184,521.5
707,6.181,521.6
708,6.178,521.6
709,6.175,521.6
710,6.172,521.7
711,6.169,521.7
712,6.166,521.7
713,6.163,521.9
714,6.160,521.7
715,6.158,521.9
716,6.155,522.0
717,6.152,522.0
718,6.150,522.1
719,6.147,522.0
720,6.144,522.1
721,6.142,522.1
722,6.139,522.1
723,6.137,522.2
724,6.135,522.2
725,6.132,522.2
726,6.130,522.1
727,6.127,522.1
728,6.125,522.3
729,6.123,522.3
730,6.121,522.3
731,6.118,522.4
732,6.116,522.5
733,6.114,522.7
734,6.112,522.7
735,6.110,522.7
736,6.108,522.8
737,6.105,522.8
738,6.103,522.8
739,6.101,522.8
740,6.099,522.9
741,6.097,522.8
742,6.095,522.9
743,6.093,523.0
744,6.091,523.1
745,6.088,523.1
746,6.086,523.2
747,6.084,523.4
748,6.082,523.4
749,6.080,523.3
750,6.078,523.4
751,6.076,523.3
752,6.073,523.3
753,6.071,523.3
754,6.069,523.4
755,6.067,523.6
756,6.064,523.6
757,6.062,523.5
758,6.060,523.6
759,6.057,523.6
760,6.055,523.7
761,6.053,523.7
762,6.050,523.8
763,6.048,523.7
764,6.046,523.7
765,6.043,523.7
766,6.041,523.9
767,6.038,524.0
768,6.036,524.0
769,6.033,524.1
770,6.031,524.0
771,6.028,524.0
772,6.026,524.1
773,6.024,524.2
774,6.021,524.2
775,6.019,524.2
776,6.016,524.2
777,6.014,524.2
778,6.011,524.4
779,6.009,524.3
780,6.006,524.3
781,6.004,524.4
782,6.001,524.5
783,5.999,524.5
784,5.996,524.7
785,5.994,524.7
786,5.991,524.7
787,5.989,524.7
788,5.986,524.8
789,5.984,524.9
790,5.982,524.8
791,5.979,524.9
792,5.977,524.9
793,5.975,524.9
794,5.972,525.0
795,5.970,524.9
796,5.968,524.8
797,5.965,524.9
798,5.963,524.9
799,5.961,525.0
800,5.958,525.2
801,5.956,525.3
802,5.954,525.3
803,5.951,525.4
804,5.949,525.4
805,5.947,525.3
806,5.945,525.2
807,5.942,525.4
808,5.940,525.5
809,5.938,525.5
810,5.936,525.4
811,5.934,525.5
812,5.931,525.5
813,5.929,525.5
814,5.927,525.6
815,5.925,525.6
816,5.922,525.6
817,5.920,525.7
818,5.918,525.6
819,5.916,525.6
820,5.914,525.8
821,5.911,525.8
822,5.909,525.7
823,5.907,525.8
824,5.905,526.0
825,5.902,526.0
826,5.900,526.0
827,5.898,526.1
828,5.896,526.1
829,5.893,526.1
830,5.891,526.2
831,5.889,526.3
832,5.887,526.3
833,5.884,526.3
834,5.882,526.4
835,5.880,526.4
836,5.878,526.4
837,5.875,526.4
838,5.873,526.4
839,5.871,526.3
840,5.869,526.2
841,5.866,526.4
842,5.864,526.6
843,5.862,526.6
844,5.860,526.6
845,5.857,526.6
846,5.855,526.7
847,5.853,526.8
848,5.851,526.8
849,5.849,526.7
850,5.846,526.7
851,5.844,526.8
852,5.842,526.8
853,5.840,526.8
854,5.838,526.8
855,5.836,526.8
856,5.833,527.0
857,5.831,526.9
858,5.829,527.1
859,5.827,527.1
860,5.825,527.1
861,5.823,527.0
862,5.821,527.1
863,5.819,527.1
864,5.817,527.2
865,5.815,527.2
866,5.813,527.2
867,5.811,527.4
868,5.809,527.4
869,5.807,527.5
870,5.805,527.5
871,5.803,527.4
872,5.801,527.5
873,5.799,527.4
874,5.797,527.5
875,5.795,527.5
876,5.793,527.5
877,5.791,527.6
878,5.789,527.6
879,5.787,527.6
880,5.786,527.7
881,5.784,527.7
882,5.782,527.7
883,5.780,527.7
884,5.778,527.7
885,5.776,527.9
886,5.774,527.9
887,5.772,527.9
888,5.771,527.9
889,5.769,528.0
890,5.767,527.9
891,5.765,527.9
892,5.763,528.0
893,5.761,528.0
894,5.759,528.1
895,5.757,528.0
896,5.755,528.1
897,5.754,528.2
898,5.752,528.2
899,5.750,528.3
900,5.748,528.2
901,5.746,528.4
902,5.744,528.3
903,5.742,528.4
904,5.740,528.1
905,5.738,528.1
906,5.736,528.4
907,5.734,528.4
908,5.733,528.5
909,5.731,528.5
910,5.729,528.5
911,5.727,528.4
912,5.725,528.5
913,5.723,528.5
914,5.721,528.6
915,5.719,528.6
916,5.718,528.7
917,5.716,528.7
918,5.714,528.7
919,5.712,528.5
920,5.710,528.6
921,5.709,528.7
922,5.707,528.6
923,5.705,528.8
924,5.703,528.8
925,5.702,528.7
926,5.700,528.7
927,5.698,528.9
928,5.697,528.8
929,5.695,528.9
930,5.693,528.9
931,5.692,528.9
932,5.690,528.9
933,5.689,528.8
934,5.687,528.9
935,5.686,529.1
936,5.684,529.1
937,5.683,529.0
938,5.682,529.2
939,5.680,529.1
940,5.679,529.2
941,5.677,529.2
942,5.676,529.2
943,5.675,529.2
944,5.674,529.1
945,5.672,529.2
946,5.671,529.2
947,5.670,529.2
948,5.669,529.3
949,5.667,529.3
950,5.666,529.3
951,5.665,529.3
952,5.664,529.4
953,5.662,529.5
954,5.661,529.5
955,5.660,529.5
956,5.659,529.5
957,5.658,529.5
958,5.656,529.5
959,5.655,529.6
960,5.654,529.5
961,5.653,529.6
962,5.652,529.6
963,5.650,529.7
964,5.649,529.6
965,5.648,529.6
966,5.647,529.6
967,5.645,529.8
968,5.644,529.8
969,5.643,529.8
970,5.642,529.8
971,5.640,529.8
972,5.639,529.9
973,5.638,529.9
974,5.636,529.9
975,5.635,529.9
976,5.633,529.9
977,5.632,530.0
978,5.631,530.0
979,5.629,530.1
980,5.628,530.2
981,5.626,530.2
982,5.625,530.2
983,5.623,530.2
984,5.622,530.2
985,5.620,530.1
986,5.619,530.3
987,5.617,530.4
988,5.616,530.3
989,5.614,530.3
990,5.613,530.3
991,5.611,530.4
992,5.610,530.3
993,5.608,530.5
994,5.607,530.5
995,5.605,530.4
996,5.604,530.4
997,5.602,530.5
998,5.601,530.5
999,5.599,530.5
1000,5.598,530.5
1001,5.596,530.6
1002,5.595,530.6
1003,5.593,530.6
1004,5.592,530.6
1005,5.590,530.7
1006,5.588,530.6
1007,5.587,530.7
1008,5.585,530.7
1009,5.584,530.8
1010,5.583,530.8
1011,5.581,530.8
1012,5.580,530.7
1013,5.578,530.7
1014,5.577,530.7
1015,5.575,530.6
1016,5.574,530.7
1017,5.572,530.9
1018,5.571,530.9
1019,5.569,531.0
1020,5.568,531.0
1021,5.566,530.8
1022,5.565,530.8
1023,5.563,530.9
1024,5.562,530.9
1025,5.561,531.0
1026,5.559,530.9
1027,5.558,530.9
1028,5.556,530.9
1029,5.555,531.0
1030,5.554,531.1
1031,5.552,531.1
1032,5.551,531.1
1033,5.549,531.0
1034,5.548,531.2
1035,5.547,531.2
1036,5.545,531.2
1037,5.544,531.2
1038,5.543,531.2
1039,5.541,531.3
1040,5.540,531.2
1041,5.538,531.3
1042,5.537,531.3
1043,5.536,531.4
1044,5.534,531.3
1045,5.533,531.3
1046,5.532,531.4
1047,5.530,531.3
1048,5.529,531.4
1049,5.528,531.5
1050,5.526,531.5
1051,5.525,531.5
1052,5.524,531.5
1053,5.522,531.6
1054,5.521,531.5
1055,5.520,531.5
1056,5.518,531.6
1057,5.517,531.5
1058,5.516,531.5
1059,5.514,531.6
1060,5.513,531.4
1061,5.512,531.5
1062,5.510,531.5
1063,5.509,531.6
1064,5.507,531.6
1065,5.506,531.7
1066,5.505,531.6
1067,5.503,531.5
1068,5.502,531.7
1069,5.500,531.7
1070,5.499,531.6
1071,5.498,531.6
1072,5.496,531.7
1073,5.495,531.7
1074,5.493,531.8
1075,5.492,531.7
1076,5.490,531.7
1077,5.489,531.6
1078,5.487,531.7
1079,5.485,531.7
1080,5.484,531.7
1081,5.482,531.7
1082,5.481,531.8
1083,5.479,531.8
1084,5.477,531.8
1085,5.476,531.9
1086,5.474,531.8
1087,5.473,531.9
1088,5.471,532.0
1089,5.469,532.0
1090,5.468,532.0
1091,5.466,532.0
1092,5.464,532.0
1093,5.463,532.0
1094,5.461,532.0
1095,5.459,532.1
1096,5.458,532.1
1097,5.456,532.1
1098,5.454,532.1
1099,5.453,532.1
1100,5.451,532.1
1101,5.449,532.2
1102,5.448,532.1
1103,5.446,532.2
1104,5.444,532.1
1105,5.443,532.1
1106,5.441,532.2
1107,5.440,532.2
1108,5.438,532.1
1109,5.437,532.2
1110,5.435,532.2
1111,5.433,532.2
1112,5.432,532.3
1113,5.430,532.2
1114,5.429,532.2
1115,5.427,532.3
1116,5.426,532.2
1117,5.425,532.2
1118,5.423,532.3
1119,5.422,532.3
1120,5.420,532.4
1121,5.419,532.3
1122,5.417,532.3
1123,5.416,532.3
1124,5.415,532.3
1125,5.413,532.3
1126,5.412,532.4
1127,5.411,532.4
1128,5.410,532.4
1129,5.408,532.5
1130,5.407,532.5
1131,5.406,532.5
1132,5.405,532.5
1133,5.403,532.5
1134,5.402,532.6
1135,5.401,532.5
1136,5.400,532.5
1137,5.399,532.5
1138,5.397,532.6
1139,5.396,532.5
1140,5.395,532.5
1141,5.394,532.5
1142,5.393,532.6
1143,5.392,532.6
1144,5.391,532.7
1145,5.389,532.8
1146,5.388,532.7
1147,5.387,532.7
1148,5.386,532.7
1149,5.385,532.7
1150,5.384,532.8
1151,5.383,532.8
1152,5.382,532.8
1153,5.381,532.7
1154,5.380,532.7
1155,5.379,532.6
1156,5.378,532.7
1157,5.377,532.8
1158,5.376,532.7
1159,5.375,532.7
1160,5.374,532.8
1161,5.373,532.8
1162,5.372,532.8
1163,5.371,532.8
1164,5.370,532.8
1165,5.369,532.8
1166,5.368,532.8
1167,5.367,532.8
1168,5.366,532.9
1169,5.365,532.8
1170,5.364,532.8
1171,5.363,532.8
1172,5.362,532.9
1173,5.361,532.9
1174,5.360,532.9
1175,5.359,532.9
1176,5.358,532.8
1177,5.357,532.8
1178,5.356,532.9
1179,5.355,532.9
1180,5.354,532.9
1181,5.353,532.9
1182,5.352,532.9
1183,5.351,532.9
1184,5.350,532.9
1185,5.349,532.9
1186,5.348,532.9
1187,5.347,532.9
1188,5.346,532.9
1189,5.345,533.0
1190,5.344,533.0
1191,5.343,533.0
1192,5.342,533.0
1193,5.340,532.9
1194,5.339,533.0
1195,5.338,532.9
1196,5.337,532.9
1197,5.336,533.0
1198,5.335,533.0
1199,5.334,533.0
1200,5.333,533.0
1201,5.332,533.1
1202,5.330,533.0
1203,5.329,533.0
1204,5.328,532.9
1205,5.327,533.0
1206,5.326,533.0
1207,5.325,533.0
1208,5.324,533.0
1209,5.322,533.0
1210,5.321,533.0
1211,5.320,533.0
1212,5.319,533.0
1213,5.318,533.0
1214,5.317,533.0
1215,5.316,533.0
1216,5.315,533.1
1217,5.313,533.1
1218,5.312,533.1
1219,5.311,533.0
1220,5.310,533.0
1221,5.309,532.9
1222,5.308,533.0
1223,5.307,533.0
1224,5.306,533.1
1225,5.305,533.1
1226,5.304,533.1
1227,5.303,533.1
1228,5.301,533.1
1229,5.300,533.1
1230,5.299,533.2
1231,5.298,533.2
1232,5.297,533.2
1233,5.296,533.2
1234,5.295,533.2
1235,5.294,533.2
1236,5.293,533.2
1237,5.292,533.1
1238,5.291,533.2
1239,5.290,533.2
1240,5.289,533.2
1241,5.288,533.2
1242,5.287,533.2
1243,5.287,533.3
1244,5.286,533.3
1245,5.285,533.3
1246,5.284,533.3
1247,5.283,533.3
1248,5.282,533.3
1249,5.281,533.2
1250,5.280,533.2
1251,5.279,533.3
1252,5.279,533.3
1253,5.278,533.3
1254,5.277,533.3
1255,5.276,533.3
1256,5.276,533.4
1257,5.275,533.3
1258,5.274,533.3
1259,5.273,533.3
1260,5.273,533.3
1261,5.272,533.4
1262,5.271,533.4
1263,5.271,533.3
1264,5.270,533.3
1265,5.269,533.3
1266,5.269,533.4
1267,5.268,533.4
1268,5.267,533.4
1269,5.267,533.4
1270,5.266,533.4
1271,5.265,533.4
1272,5.265,533.4
1273,5.264,533.4
1274,5.264,533.4
1275,5.263,533.4
1276,5.262,533.5
1277,5.262,533.5
1278,5.261,533.5
1279,5.261,533.5
1280,5.260,533.4
1281,5.259,533.4
1282,5.259,533.5
1283,5.258,533.5
1284,5.257,533.4
1285,5.257,533.4
1286,5.256,533.4
1287,5.256,533.4
1288,5.255,533.5
1289,5.254,533.5
1290,5.254,533.5
1291,5.253,533.5
1292,5.252,533.5
1293,5.251,533.5
1294,5.251,533.5
1295,5.250,533.5
1296,5.249,533.4
1297,5.249,533.5
1298,5.248,533.5
1299,5.247,533.6
1300,5.246,533.5
1301,5.246,533.6
1302,5.245,533.6
1303,5.244,533.6
1304,5.243,533.6
1305,5.242,533.6
1306,5.241,533.6
1307,5.241,533.6
1308,5.240,533.7
1309,5.239,533.6
1310,5.238,533.6
1311,5.237,533.7
1312,5.236,533.7
1313,5.236,533.7
1314,5.235,533.7
1315,5.234,533.6
1316,5.233,533.7
1317,5.232,533.7
1318,5.231,533.6
1319,5.230,533.7
1320,5.229,533.6
1321,5.229,533.6
1322,5.228,533.6
1323,5.227,533.6
1324,5.226,533.7
1325,5.225,533.7
1326,5.224,533.7
1327,5.223,533.7
1328,5.222,533.7
1329,5.221,533.8
1330,5.221,533.8
1331,5.220,533.7
1332,5.219,533.7
1333,5.218,533.7
1334,5.217,533.7
1335,5.216,533.7
1336,5.215,533.7
1337,5.214,533.8
1338,5.213,533.8
1339,5.212,533.7
1340,5.212,533.8
1341,5.211,533.8
1342,5.210,533.8
1343,5.209,533.8
1344,5.208,533.9
1345,5.207,533.8
1346,5.206,533.7
1347,5.205,533.8
1348,5.204,533.8
1349,5.203,533.8
1350,5.202,533.8
1351,5.201,533.8
1352,5.200,533.8
1353,5.199,533.7
1354,5.198,533.8
1355,5.197,533.9
1356,5.196,533.9
1357,5.195,533.9
1358,5.194,533.9
