Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0.0000,298.5000,0.9290,-0.0068
15.8750,299.0000,0.9306,-0.0222
25.9689,299.5000,0.9321,-0.0324
33.8646,300.0000,0.9342,-0.0443
40.4745,300.5000,0.9339,-0.0532
46.2741,301.0000,0.9338,-0.0616
51.4983,301.5000,0.9339,-0.0686
56.2919,302.0000,0.9328,-0.0768
60.7441,302.5000,0.9337,-0.0830
64.9267,303.0000,0.9323,-0.0888
68.8604,303.5000,0.9320,-0.0952
72.6056,304.0000,0.9353,-0.1012
76.1919,304.5000,0.9367,-0.1049
79.6314,305.0000,0.9350,-0.1116
82.9403,305.5000,0.9346,-0.1145
86.1339,306.0000,0.9326,-0.1209
89.2300,306.5000,0.9332,-0.1232
92.2223,307.0000,0.9321,-0.1266
95.1471,307.5000,0.9309,-0.1315
97.9784,308.0000,0.9317,-0.1348
100.7661,308.5000,0.9323,-0.1387
103.4712,309.0000,0.9329,-0.1415
106.1367,309.5000,0.9323,-0.1447
108.7332,310.0000,0.9327,-0.1464
111.2859,310.5000,0.9336,-0.1511
113.7912,311.0000,0.9326,-0.1534
116.2598,311.5000,0.9333,-0.1557
118.6804,312.0000,0.9340,-0.1579
121.0686,312.5000,0.9339,-0.1609
123.4128,313.0000,0.9328,-0.1624
125.7285,313.5000,0.9310,-0.1666
128.0091,314.0000,0.9319,-0.1683
130.2773,314.5000,0.9320,-0.1699
132.4978,315.0000,0.9320,-0.1720
134.6978,315.5000,0.9310,-0.1746
136.8617,316.0000,0.9318,-0.1765
139.0097,316.5000,0.9309,-0.1780
141.1383,317.0000,0.9308,-0.1812
143.2403,317.5000,0.9315,-0.1821
145.3275,318.0000,0.9301,-0.1845
147.3801,318.5000,0.9306,-0.1864
149.4363,319.0000,0.9308,-0.1875
151.4459,319.5000,0.9318,-0.1882
153.4580,320.0000,0.9309,-0.1926
155.4420,320.5000,0.9295,-0.1935
157.4066,321.0000,0.9290,-0.1956
159.3692,321.5000,0.9289,-0.1961
161.3175,322.0000,0.9293,-0.2002
163.2385,322.5000,0.9292,-0.2033
165.1494,323.0000,0.9295,-0.2043
167.0462,323.5000,0.9309,-0.2064
168.9325,324.0000,0.9290,-0.2081
170.8075,324.5000,0.9289,-0.2138
172.6722,325.0000,0.9299,-0.2148
174.5167,325.5000,0.9293,-0.2164
176.3518,326.0000,0.9299,-0.2205
178.1841,326.5000,0.9290,-0.2224
179.9976,327.0000,0.9297,-0.2263
181.8042,327.5000,0.9293,-0.2299
183.5821,328.0000,0.9279,-0.2317
185.3750,328.5000,0.9288,-0.2365
187.1482,329.0000,0.9288,-0.2408
188.9163,329.5000,0.9264,-0.2449
190.6653,330.0000,0.9278,-0.2497
192.4214,330.5000,0.9281,-0.2530
194.1569,331.0000,0.9295,-0.2595
195.8877,331.5000,0.9279,-0.2642
197.5994,332.0000,0.9279,-0.2671
199.3224,332.5000,0.9294,-0.2721
201.0271,333.0000,0.9289,-0.2786
202.7197,333.5000,0.9279,-0.2828
204.4219,334.0000,0.9284,-0.2893
206.0941,334.5000,0.9287,-0.2946
207.7796,335.0000,0.9261,-0.3012
209.4500,335.5000,0.9279,-0.3089
211.1200,336.0000,0.9290,-0.3145
212.7733,336.5000,0.9289,-0.3202
214.4238,337.0000,0.9279,-0.3292
216.0716,337.5000,0.9279,-0.3369
217.7109,338.0000,0.9274,-0.3430
219.3532,338.5000,0.9259,-0.3512
220.9779,339.0000,0.9276,-0.3573
222.5970,339.5000,0.9259,-0.3678
224.2187,340.0000,0.9279,-0.3747
225.8370,340.5000,0.9259,-0.3816
227.4403,341.0000,0.9269,-0.3902
229.0446,341.5000,0.9269,-0.3999
230.6373,342.0000,0.9269,-0.4080
232.2246,342.5000,0.9265,-0.4169
233.8128,343.0000,0.9261,-0.4247
235.3984,343.5000,0.9259,-0.4343
236.9770,344.0000,0.9259,-0.4435
238.5531,344.5000,0.9243,-0.4532
240.1212,345.0000,0.9251,-0.4637
241.6863,345.5000,0.9245,-0.4726
243.2469,346.0000,0.9249,-0.4831
244.8038,346.5000,0.9243,-0.4925
246.3510,347.0000,0.9222,-0.5000
247.9046,347.5000,0.9239,-0.5121
249.4510,348.0000,0.9242,-0.5213
250.9940,348.5000,0.9239,-0.5310
252.5286,349.0000,0.9249,-0.5412
254.0653,349.5000,0.9239,-0.5516
255.5933,350.0000,0.9249,-0.5626
257.1261,350.5000,0.9239,-0.5715
258.6459,351.0000,0.9242,-0.5810
260.1694,351.5000,0.9239,-0.5941
261.6931,352.0000,0.9231,-0.6030
263.2060,352.5000,0.9226,-0.6124
264.7214,353.0000,0.9239,-0.6233
266.2245,353.5000,0.9219,-0.6330
267.7330,354.0000,0.9219,-0.6445
269.2300,354.5000,0.9239,-0.6534
270.7282,355.0000,0.9219,-0.6641
272.2294,355.5000,0.9225,-0.6753
273.7193,356.0000,0.9239,-0.6863
275.2082,356.5000,0.9229,-0.6959
276.7045,357.0000,0.9236,-0.7067
278.1796,357.5000,0.9239,-0.7177
279.6658,358.0000,0.9229,-0.7289
281.1520,358.5000,0.9229,-0.7393
282.6332,359.0000,0.9235,-0.7503
284.1053,359.5000,0.9229,-0.7596
285.5827,360.0000,0.9249,-0.7697
287.0529,360.5000,0.9239,-0.7787
288.5176,361.0000,0.9239,-0.7907
289.9856,361.5000,0.9247,-0.8005
