Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0.0000,297.5000,0.9488,-0.0016
16.1835,298.0000,0.9482,-0.0122
26.3893,298.5000,0.9485,-0.0203
34.2543,299.0000,0.9481,-0.0277
40.9268,299.5000,0.9462,-0.0304
46.7350,300.0000,0.9462,-0.0377
52.0005,300.5000,0.9463,-0.0435
56.8292,301.0000,0.9462,-0.0475
61.2499,301.5000,0.9475,-0.0494
65.4559,302.0000,0.9475,-0.0535
69.3920,302.5000,0.9483,-0.0570
73.1362,303.0000,0.9490,-0.0607
76.7357,303.5000,0.9479,-0.0638
80.1714,304.0000,0.9479,-0.0672
83.4994,304.5000,0.9489,-0.0716
86.7018,305.0000,0.9501,-0.0729
89.7875,305.5000,0.9486,-0.0747
92.7865,306.0000,0.9494,-0.0771
95.7052,306.5000,0.9493,-0.0812
98.5690,307.0000,0.9486,-0.0817
101.3595,307.5000,0.9493,-0.0860
104.0625,308.0000,0.9494,-0.0868
106.7406,308.5000,0.9485,-0.0887
109.3380,309.0000,0.9483,-0.0916
111.8843,309.5000,0.9472,-0.0907
114.4077,310.0000,0.9468,-0.0941
116.8591,310.5000,0.9482,-0.0954
119.2927,311.0000,0.9474,-0.0938
121.6783,311.5000,0.9472,-0.0956
124.0220,312.0000,0.9473,-0.0975
126.3461,312.5000,0.9471,-0.0982
128.6283,313.0000,0.9475,-0.0999
130.8952,313.5000,0.9474,-0.0997
133.1187,314.0000,0.9474,-0.1009
135.3262,314.5000,0.9482,-0.1018
137.4986,315.0000,0.9473,-0.1040
139.6430,315.5000,0.9468,-0.1046
141.7714,316.0000,0.9476,-0.1049
143.8786,316.5000,0.9479,-0.1058
145.9612,317.0000,0.9475,-0.1074
148.0291,317.5000,0.9468,-0.1076
150.0745,318.0000,0.9472,-0.1077
152.1011,318.5000,0.9462,-0.1095
154.1043,319.0000,0.9459,-0.1085
156.0865,319.5000,0.9453,-0.1094
158.0766,320.0000,0.9445,-0.1103
160.0260,320.5000,0.9452,-0.1120
161.9688,321.0000,0.9445,-0.1123
163.8989,321.5000,0.9445,-0.1130
165.8143,322.0000,0.9445,-0.1159
167.7130,322.5000,0.9427,-0.1156
169.5980,323.0000,0.9426,-0.1169
171.4709,323.5000,0.9424,-0.1177
173.3402,324.0000,0.9431,-0.1202
175.1883,324.5000,0.9415,-0.1213
177.0277,325.0000,0.9422,-0.1229
178.8464,325.5000,0.9422,-0.1236
180.6652,326.0000,0.9430,-0.1264
182.4761,326.5000,0.9435,-0.1282
184.2687,327.0000,0.9420,-0.1292
186.0529,327.5000,0.9420,-0.1322
187.8357,328.0000,0.9415,-0.1358
189.5967,328.5000,0.9419,-0.1383
191.3515,329.0000,0.9415,-0.1404
193.1021,329.5000,0.9415,-0.1438
194.8487,330.0000,0.9419,-0.1470
196.5738,330.5000,0.9412,-0.1498
198.3010,331.0000,0.9405,-0.1540
200.0143,331.5000,0.9405,-0.1587
201.7300,332.0000,0.9415,-0.1616
203.4346,332.5000,0.9405,-0.1650
205.1211,333.0000,0.9405,-0.1696
206.8065,333.5000,0.9405,-0.1743
208.4888,334.0000,0.9414,-0.1807
210.1665,334.5000,0.9405,-0.1848
211.8231,335.0000,0.9412,-0.1888
213.4882,335.5000,0.9405,-0.1946
215.1369,336.0000,0.9413,-0.2002
216.7851,336.5000,0.9386,-0.2045
218.4286,337.0000,0.9405,-0.2102
220.0634,337.5000,0.9395,-0.2159
221.6860,338.0000,0.9396,-0.2226
223.3132,338.5000,0.9403,-0.2286
224.9336,339.0000,0.9406,-0.2355
226.5433,339.5000,0.9405,-0.2420
228.1533,340.0000,0.9396,-0.2495
229.7576,340.5000,0.9404,-0.2551
231.3580,341.0000,0.9400,-0.2631
232.9508,341.5000,0.9397,-0.2710
234.5381,342.0000,0.9395,-0.2773
236.1196,342.5000,0.9397,-0.2866
237.7000,343.0000,0.9397,-0.2928
239.2742,343.5000,0.9401,-0.3014
240.8397,344.0000,0.9396,-0.3096
242.4143,344.5000,0.9395,-0.3179
243.9782,345.0000,0.9398,-0.3264
245.5361,345.5000,0.9405,-0.3331
247.0867,346.0000,0.9394,-0.3410
248.6452,346.5000,0.9395,-0.3489
250.1897,347.0000,0.9395,-0.3592
251.7355,347.5000,0.9395,-0.3683
253.2673,348.0000,0.9403,-0.3765
254.8092,348.5000,0.9385,-0.3858
256.3431,349.0000,0.9385,-0.3940
257.8697,349.5000,0.9379,-0.4038
259.3871,350.0000,0.9394,-0.4117
260.9219,350.5000,0.9390,-0.4209
262.4387,351.0000,0.9386,-0.4324
263.9589,351.5000,0.9385,-0.4410
265.4769,352.0000,0.9375,-0.4497
266.9749,352.5000,0.9387,-0.4606
268.4836,353.0000,0.9395,-0.4695
269.9881,353.5000,0.9375,-0.4796
271.4949,354.0000,0.9375,-0.4883
272.9923,354.5000,0.9395,-0.4992
274.4949,355.0000,0.9375,-0.5073
275.9814,355.5000,0.9369,-0.5163
277.4746,356.0000,0.9367,-0.5270
278.9660,356.5000,0.9379,-0.5383
280.4527,357.0000,0.9384,-0.5476
281.9335,357.5000,0.9375,-0.5581
283.4113,358.0000,0.9385,-0.5650
284.8859,358.5000,0.9375,-0.5750
286.3670,359.0000,0.9365,-0.5843
287.8426,359.5000,0.9368,-0.5938
289.3108,360.0000,0.9363,-0.6044
290.7782,360.5000,0.9365,-0.6142
292.2420,361.0000,0.9358,-0.6227
293.7063,361.5000,0.9355,-0.6322
295.1684,362.0000,0.9365,-0.6415
296.6400,362.5000,0.9346,-0.6501
298.0878,363.0000,0.9355,-0.6598
299.5447,363.5000,0.9373,-0.6700
301.0018,364.0000,0.9374,-0.6789
302.4520,364.5000,0.9355,-0.6894
303.9008,365.0000,0.9358,-0.6956
305.3431,365.5000,0.9370,-0.7047
306.7941,366.0000,0.9365,-0.7158
308.2389,366.5000,0.9355,-0.7231
309.6874,367.0000,0.9355,-0.7335
311.1286,367.5000,0.9365,-0.7407
312.5616,368.0000,0.9365,-0.7500
314.0057,368.5000,0.9365,-0.7588
315.4346,369.0000,0.9355,-0.7669
316.8692,369.5000,0.9355,-0.7739
318.3033,370.0000,0.9365,-0.7831
319.7272,370.5000,0.9365,-0.7927
321.1577,371.0000,0.9366,-0.8002
322.5857,371.5000,0.9365,-0.8098
324.0105,372.0000,0.9355,-0.8178
325.4342,372.5000,0.9365,-0.8236
326.8520,373.0000,0.9345,-0.8318
328.2756,373.5000,0.9353,-0.8413
329.6967,374.0000,0.9355,-0.8478
331.1100,374.5000,0.9355,-0.8565
332.5343,375.0000,0.9344,-0.8638
333.9473,375.5000,0.9345,-0.8703
335.3624,376.0000,0.9351,-0.8795
336.7800,376.5000,0.9355,-0.8876
338.1825,377.0000,0.9345,-0.8946
339.5935,377.5000,0.9345,-0.9014
341.0031,378.0000,0.9345,-0.9099
342.4105,378.5000,0.9348,-0.9181
343.8190,379.0000,0.9355,-0.9252
345.2253,379.5000,0.9355,-0.9325
346.6282,380.0000,0.9355,-0.9397
348.0275,380.5000,0.9355,-0.9442
349.4311,381.0000,0.9345,-0.9523
350.8319,381.5000,0.9345,-0.9594
352.2320,382.0000,0.9345,-0.9666
353.6255,382.5000,0.9335,-0.9728
355.0245,383.0000,0.9355,-0.9792
356.4208,383.5000,0.9355,-0.9875
357.8115,384.0000,0.9355,-0.9940
359.2049,384.5000,0.9345,-1.0003
360.6040,385.0000,0.9345,-1.0074
361.9893,385.5000,0.9345,-1.0134
363.3888,386.0000,0.9351,-1.0220
364.7765,386.5000,0.9355,-1.0284
366.1671,387.0000,0.9355,-1.0353
367.5476,387.5000,0.9353,-1.0418
368.9354,388.0000,0.9345,-1.0482
370.3226,388.5000,0.9345,-1.0548
371.7087,389.0000,0.9335,-1.0613
373.0878,389.5000,0.9344,-1.0678
374.4782,390.0000,0.9355,-1.0738
375.8557,390.5000,0.9335,-1.0809
377.2386,391.0000,0.9335,-1.0884
378.6217,391.5000,0.9335,-1.0928
380.0004,392.0000,0.9335,-1.1000
