Time (s),Mass (g),TC back 1 (K)
1379,5.565,524.2
1380,5.564,524.2
1381,5.563,524.2
1382,5.562,524.3
1383,5.561,524.3
1384,5.560,524.3
1385,5.559,524.3
1386,5.558,524.2
1387,5.557,524.3
1388,5.556,524.3
1389,5.555,524.3
1390,5.554,524.4
1391,5.552,524.4
1392,5.551,524.3
1393,5.550,524.3
1394,5.549,524.2
1395,5.548,524.4
1396,5.547,524.4
1397,5.546,524.4
1398,5.545,524.3
1399,5.544,524.4
1400,5.542,524.4
1401,5.541,524.4
1402,5.540,524.3
1403,5.539,524.3
1404,5.538,524.3
1405,5.537,524.4
1406,5.535,524.5
1407,5.534,524.4
1408,5.533,524.5
1409,5.532,524.5
1410,5.531,524.5
1411,5.530,524.5
1412,5.529,524.5
1413,5.529,524.4
1414,5.528,524.4
1415,5.527,524.5
1416,5.526,524.6
1417,5.526,524.6
1418,5.525,524.7
1419,5.525,524.6
1420,5.524,524.6
1421,5.524,524.6
1422,5.524,524.6
1423,5.524,524.6
1424,5.524,524.7
1425,5.524,524.6
1426,5.525,524.6
1427,5.525,524.6
1428,5.526,524.6
1429,5.527,524.6
1430,5.528,524.6
1431,5.529,524.6
1432,5.530,524.7
1433,5.531,524.6
1434,5.533,524.6
1435,5.534,524.6
