Time,Mass,HRR
[s],[g],[kW/m2]
0,154.4691382,-0.55203
1,154.4191119,0.141992
2,154.4729717,-0.501094
3,154.5632491,-0.541368
4,154.4660715,-0.314993
5,154.499614,-0.420336
6,154.6096336,0.109556
7,154.709878,0.271417
8,154.6562099,0.683722
9,154.6843856,0.980472
10,154.5992834,1.60338
11,154.6027335,1.7
12,154.8538235,1.048585
13,154.8806575,0.86808
14,154.6795938,0.664586
15,154.6422178,0.834373
16,154.7328786,0.677144
17,154.7112197,0.840116
18,154.9239753,0.510337
19,154.8921578,1.110207
20,154.7691046,-0.732462
21,154.8551652,-2.354841
22,154.887941,-0.951405
23,154.72387,-1.700415
24,154.6721186,-0.542516
25,154.7083446,-1.042086
26,154.6648351,-1.347004
27,154.7397788,-1.434644
28,154.698186,-1.246985
29,154.8195142,-1.168588
30,154.9519594,-0.333682
31,155.0083109,-0.316538
32,154.9205253,-0.064572
33,154.712178,-0.251793
34,154.8256477,-0.349665
35,154.9109417,0.914453
36,154.7798382,1.103895
37,154.7142864,-2.057985
38,154.6383844,-0.004563
39,154.9299172,-0.883153
40,154.6830439,-0.004733
41,154.6715436,-0.905469
42,154.6023501,-1.899572
43,154.7677628,-0.93208
44,154.948126,0.636076
45,155.0081193,1.03206
46,154.9552178,2.303847
47,154.8062889,1.964432
48,154.8777824,-2.640001
49,154.7963219,-1.177109
50,154.8614903,-2.248419
51,154.8198976,-0.068504
52,154.9026998,-0.873797
53,154.6797855,-0.510479
54,154.6703936,-0.234629
55,154.7894218,-0.536572
56,154.5889331,-2.182424
57,154.8710739,-1.146841
58,154.7622044,-1.788526
59,154.6780605,-0.781345
60,154.673652,-0.789248
61,154.8283311,0.441005
62,154.7179282,1.255568
63,154.9019331,-1.96342
64,154.8036055,-0.718569
65,154.8016888,-1.205999
66,154.7439955,-1.362888
67,154.8925412,1.613892
68,154.8687739,-1.43194
69,154.762396,-0.809146
70,154.8269894,-0.983251
71,154.6732687,-1.047602
72,154.7949802,-0.677217
73,154.886791,-0.976019
74,154.7062362,-0.810355
75,154.7761964,-0.670119
76,154.7324952,-1.213849
77,154.6261174,-1.027649
78,154.6299508,0.448648
79,154.8011137,-0.635233
80,154.6939692,-1.077616
81,154.7660378,-1.141037
82,154.6615767,-0.621183
83,154.8712656,-0.99785
84,155.0063942,-0.873577
85,154.772363,-1.940679
86,154.6253507,-1.4167
87,154.6167255,-0.780647
88,154.7886551,-2.065074
89,154.7984303,-2.264314
90,154.6715436,0.124806
91,154.8331229,-1.592106
92,154.736137,-3.148178
93,154.84884,-3.230504
94,154.5268314,-3.689855
95,154.6966526,-2.61486
96,154.8129974,-3.992947
97,154.8158725,-2.143231
98,154.7376704,-2.944072
99,154.6335926,-3.867577
100,154.8022638,-2.997813
101,154.8658988,-3.521853
102,154.5735993,-2.388224
103,154.7278951,-0.71547
104,154.9115167,-0.137286
105,154.7761964,-1.266243
106,154.7518541,-0.526178
107,154.685344,-2.016357
108,154.8068639,-0.142156
109,154.7629711,-1.076305
110,154.6644518,0.177708
111,154.5622907,1.941822
112,154.7924885,12.606316
113,154.7823299,15.696607
114,154.4929055,29.782466
115,154.5812662,42.93141
116,154.399178,71.601686
117,154.47163,99.125915
118,154.2985503,127.170339
119,154.1852723,148.11186
120,154.1800972,169.396232
121,153.9784585,194.49047
122,154.0229263,213.496893
123,153.7873617,232.661721
124,153.6516581,244.458303
125,153.5997151,263.98902
126,153.5268798,272.42384
127,153.3528418,288.861441
128,153.3058822,308.28068
129,152.9455393,316.667205
130,152.9441976,340.002302
131,152.9144885,356.391485
132,152.633306,366.232726
133,152.4811186,367.623842
134,152.434734,376.617851
135,152.2240867,380.511758
136,151.8691106,385.594188
137,151.8545436,393.250483
138,151.6680469,404.188434
139,151.5906115,398.525147
140,151.3353047,410.429263
141,151.2408105,407.751459
142,151.0077377,403.030445
143,150.9722784,416.896026
144,150.646053,417.52867
145,150.6025435,427.167737
146,150.34532,425.898602
147,150.2724847,417.950203
148,150.0399869,418.285473
149,149.8902912,422.079933
150,149.7971387,424.071137
151,149.4770469,421.019972
152,149.4584547,422.957616
153,149.0289183,422.477942
154,148.9591497,429.775409
155,148.8606305,431.543702
156,148.6306243,431.977218
157,148.3877762,431.539227
158,148.4146102,432.488713
159,148.2177633,436.07243
160,147.9080217,435.773404
161,147.71635,432.084228
162,147.4052667,430.457266
163,147.3586904,436.755589
164,147.0414736,434.125322
165,147.0863248,435.779238
166,146.8787443,429.694354
167,146.7761999,432.603901
168,146.4436494,436.479723
169,146.331138,434.884931
170,146.1411913,434.554577
171,145.9585281,432.413551
172,145.7212384,443.38509
173,145.4233805,435.168047
174,145.4672733,429.420989
175,145.2167583,436.9088
176,145.0264283,439.60873
177,144.7605795,435.19204
178,144.7937387,429.782542
179,144.5391986,441.805716
180,144.5376652,443.841591
181,144.2468992,442.042319
182,143.9026566,442.552161
183,143.6914343,449.159847
184,143.4903707,447.225979
185,143.516438,443.834338
186,143.3182494,445.566827
187,143.0004576,446.153229
188,143.0284417,447.331015
189,142.6949328,448.51789
190,142.4858189,451.625912
191,142.4126003,447.013697
192,142.1620852,450.447621
193,141.8383516,452.46501
194,141.8327931,448.582465
195,141.4408243,452.895747
196,141.4206988,464.038066
197,141.2215518,458.211819
198,140.9006933,458.321632
199,140.9593448,459.955034
200,140.7264636,459.294534
201,140.3341115,462.98641
202,140.1855659,459.9181
203,139.9392676,457.898466
204,139.9358176,465.177444
205,139.6113172,476.830364
206,139.3659774,473.855173
207,139.3295597,477.204876
208,139.0616026,478.542125
209,138.7700698,475.997665
210,138.7012596,474.902883
211,138.5567391,476.038545
212,138.3445585,478.619986
213,138.2619479,481.479409
214,137.9882406,489.946873
215,137.5738462,489.115084
216,137.4580765,488.283577
217,137.2437874,491.648454
218,137.1174757,497.258374
219,136.9725719,493.424145
220,136.6191291,489.60468
221,136.5206098,498.695776
222,136.3413967,499.794793
223,135.9894873,501.412815
224,135.8829178,502.312313
225,135.6302944,512.150311
226,135.5413587,505.939166
227,135.2728265,501.90895
228,135.040137,506.281007
229,134.8741492,513.378194
230,134.5473489,520.09362
231,134.2565828,514.000507
232,134.1981229,515.671641
233,133.9062067,521.489733
234,133.7003513,519.814813
235,133.4688117,524.929359
236,133.191846,510.663923
237,133.0087995,519.96274
238,132.9461228,530.965196
239,132.5978552,531.112863
240,132.40235,534.920648
241,132.2587878,528.666996
242,132.0791913,533.858949
243,131.7106065,539.994525
244,131.4309574,539.877519
245,131.2187767,544.302368
246,131.2956371,553.120344
247,130.9789953,548.522903
248,130.629386,544.32363
249,130.4026383,548.158163
250,129.9807687,560.573907
251,129.9326591,555.63877
252,129.5763412,557.945531
253,129.4506045,563.474768
254,129.2096731,572.830321
255,128.9378825,562.878229
256,128.7395022,563.024327
257,128.4550613,560.084111
258,128.266648,570.431175
259,128.0500588,580.251957
260,127.8213944,582.707978
261,127.5225781,584.120139
262,127.3552486,581.236014
263,127.1645352,585.095164
264,126.7733331,581.242003
265,126.5515689,580.359901
266,126.4129902,589.980355
267,125.9432026,588.044368
268,125.9083184,582.636545
269,125.734472,584.706566
270,125.3329197,594.240388
271,125.1103887,581.618044
272,124.8872828,605.831179
273,124.6277592,601.11338
274,124.5409319,590.888478
275,124.109862,606.841015
276,123.9231737,607.688989
277,123.7246017,593.730087
278,123.295832,609.774826
279,123.22338,609.172562
280,122.835628,605.49856
281,122.5987217,605.838465
282,122.4164418,609.168382
283,122.2209366,613.223732
284,121.8203426,619.488008
285,121.687514,603.44014
286,121.4931588,581.405525
287,121.0557638,625.545996
288,120.7557975,620.766872
289,120.7345219,617.359166
290,120.4610063,609.477819
291,120.3222359,622.305516
292,119.8921244,615.525276
293,119.6809021,610.306201
294,119.4349872,616.44574
295,119.1833221,618.314819
296,119.0117759,622.392413
297,118.5548304,624.611152
298,118.4319688,624.051647
299,118.0066491,626.604208
300,117.7894849,625.77109
301,117.6762069,625.588455
302,117.3336894,631.262443
303,117.079916,626.64529
304,116.7870415,617.666003
305,116.593453,633.351527
306,116.3450463,632.461776
307,116.1008565,633.415359
308,115.6684449,631.518553
309,115.5938846,643.399627
310,115.3090603,649.694155
311,114.9339587,655.57726
312,114.5762991,641.707855
313,114.5168808,651.30456
314,114.2098226,653.961495
315,113.9986003,651.401038
316,113.637874,644.635317
317,113.3168238,657.167492
318,113.1286021,656.254071
319,112.8200105,663.227305
320,112.7475586,657.75644
321,112.2492119,651.882681
322,112.2022523,657.813052
323,111.7706075,669.146574
324,111.5956111,664.026025
325,111.0723471,656.187658
326,111.0581634,649.075458
327,110.7396049,649.078677
328,110.6079264,653.171084
329,110.1525142,660.503877
330,109.7979214,652.951351
331,109.4843464,644.139317
332,109.2867328,649.880895
333,109.0810689,663.457989
334,108.8951473,662.545548
335,108.3456243,661.220842
336,108.1541442,665.955106
337,107.9693726,662.898715
338,107.6048128,672.081663
339,107.4194662,689.589594
340,107.2143774,689.602537
341,106.9912714,671.294012
342,106.7091305,680.508012
343,106.3129449,695.219847
344,105.9669774,695.123873
345,105.7421463,693.030446
346,105.5374409,675.250952
347,105.4005872,686.859695
348,104.9442167,694.736703
349,104.6628425,699.012544
350,104.1135111,679.615543
351,104.096644,685.898484
352,103.9134058,689.733936
353,103.4928779,709.125967
354,103.0190652,702.146063
355,102.9337713,692.432577
356,102.6050541,703.593688
357,102.3819482,695.620812
358,102.077765,699.613567
359,101.6501453,705.965307
360,101.4375812,705.842247
361,101.1780576,703.758134
362,100.8121562,705.659599
363,100.6739608,709.157662
364,100.3619191,705.45601
365,99.95595827,710.259733
366,99.85092213,705.66465
367,99.46777022,700.93941
368,99.0173415,704.039955
369,98.89984669,710.724654
370,98.69648292,713.856114
371,98.20043631,700.282574
372,98.09674187,700.346726
373,97.70151463,696.727308
374,97.38372279,687.064964
375,97.22271849,690.284804
376,96.89400136,682.900422
377,96.7897319,676.900373
378,96.34371163,671.325304
379,96.16679857,676.274545
380,95.86031536,669.800527
381,95.5936999,661.689496
382,95.20173107,653.474331
383,94.98380024,645.857888
384,94.69955097,654.712991
385,94.57573099,643.050568
386,94.26388097,643.066215
387,93.86865373,654.546516
388,93.70362431,653.812734
389,93.50486066,641.083969
390,93.32277245,633.522211
391,92.90051948,645.60637
392,92.62355373,634.810771
393,92.35502154,626.905056
394,92.16890823,613.520028
395,91.96171102,616.809659
396,91.54309981,603.177516
397,91.33091913,608.709622
398,91.16033123,612.225901
399,90.85614808,608.210268
400,90.71086086,610.396871
401,90.4522956,615.439789
402,90.09367767,616.007879
403,89.9018142,591.930976
404,89.71646757,579.316319
405,89.28233094,573.221686
406,89.15678591,556.332146
407,89.11979326,535.9727
408,88.79241782,518.729076
409,88.65479747,508.4729
410,88.39431549,498.882217
411,88.40964924,485.929207
412,87.96727072,484.672799
413,88.02879737,474.548973
414,87.68321312,439.843701
415,87.49192466,416.54338
416,87.4223478,397.159744
417,87.33762886,363.908512
418,87.16684929,340.194535
419,87.04973782,321.110836
420,86.76414683,302.084097
421,86.51823191,282.496697
422,86.68402802,279.168484
423,86.64301026,263.322276
424,86.55196615,231.994723
425,86.49235622,192.872951
426,86.24720799,165.574169
427,86.3545442,162.29402
428,86.34745234,139.500367
429,86.19123982,121.564237
430,86.04576092,104.766494
431,86.14562193,83.754607
432,85.94973335,71.412053
433,85.91983255,56.884481
434,86.07010324,52.728078
435,86.14140515,40.516409
436,86.1655558,31.835263
437,85.94244982,19.335107
438,85.9963096,9.965688
439,86.14868868,5.711761
440,86.04154414,3.699624
441,86.04211916,0.790968
442,86.01375173,-0.971303
443,85.96717548,-1.210303
444,85.98059251,-5.04446
445,85.95395013,-5.253143
446,85.96928387,-4.846137
447,86.16785586,-5.300482
448,86.30413451,-2.195305
449,86.01375173,-2.922659
450,85.96985889,-2.469567
451,86.0037848,-3.238519
452,85.93669967,-4.739671
453,85.91274069,-2.392389
454,85.96085032,-2.00674
455,86.09540392,-3.458538
456,85.93574131,-1.272422
457,86.12108794,-4.380332
458,86.01931021,-1.441449
459,85.97905914,-2.052912
460,86.1295215,-3.457509
461,85.9066072,-3.326325
462,86.14121348,-1.40023
463,86.09042045,-0.534151
464,86.16862255,-1.471367
465,85.89664026,-1.845134
466,85.93075784,-1.865624
467,86.11073767,-1.650554
468,86.07911182,-1.828704
469,86.0200769,-1.259602
470,86.15520552,-2.197636
471,85.98365926,-1.60485
472,86.01720183,-1.737737
473,85.92769109,-1.521173
474,85.92021589,-1.216724
475,86.09425389,-1.55157
476,86.0336856,-0.972191
477,86.10537085,-0.703771
478,85.95510016,-3.299332
479,86.0622447,-0.931242
480,86.00110139,-0.86343
481,85.9800175,-1.055613
482,85.94704995,-1.346202
483,85.98845105,-0.867209
484,86.10728757,-0.256113
485,86.12607141,-0.179527
486,85.87153126,-1.339412
487,86.13507998,0.229361
488,85.88264822,1.394672
489,85.84488888,1.723263
490,85.92481602,-0.418809
491,86.09578726,-1.691809
492,86.05802792,-0.640874
493,85.97005056,0.395721
494,86.00340146,-0.761313
495,85.99822632,0.240419
496,85.94819998,-1.027934
497,86.16804753,-0.246749
498,86.09540392,-0.640687
499,86.0547695,0.436592
500,85.99113446,-0.178443
501,86.00455149,-3.548235
502,85.98960109,-0.306467
503,85.95452515,-0.900683
504,86.06377807,-2.399661
505,85.9901761,3.1236
506,86.01586012,-1.411687
507,85.85408912,-13.633582
508,85.94283317,0.707062
509,86.06473643,-4.263301
510,86.05457783,-2.77527
511,86.1118877,-4.878481
512,86.06895321,-0.074731
513,85.98250923,0.068591
514,85.91523243,-1.673494
515,86.21673217,-0.573869
516,85.89472354,0.927051
517,85.96755883,-0.463134
518,86.07259498,0.064755
519,86.1655558,-0.390215
520,85.97350066,0.368518
521,86.1159128,-0.373177
522,86.02831879,-0.050669
523,86.06205303,-0.615515
524,86.09674562,-1.750209
525,85.8134547,-0.027387
526,86.0459526,-1.837779
527,86.05879461,-0.610169
528,86.02525204,-0.923104
529,86.11016265,-2.381458
530,86.0697199,-1.916151
531,86.01547678,-1.748386
532,85.90603218,-2.317406
533,85.99132613,-3.484552
534,86.13412163,-1.149104
535,86.11917122,-2.711085
536,85.774737,-1.240498
537,85.94455821,-2.487662
538,86.11361274,-2.205721
539,85.93612465,-1.944876
540,86.04211916,-4.077169
541,85.9901761,-4.341849
542,86.1132294,-1.720639
543,85.97024223,-3.969027
544,86.06665315,-1.846832
545,85.97675908,-1.644387
546,86.20925697,-1.409898
547,85.81594644,-1.137503
548,85.94800831,-2.156789
549,86.01547678,0.461826
550,86.15079707,0.510883
551,86.0214186,-1.108196
552,86.08313693,1.037942
553,86.04288585,-0.424457
554,85.95241676,-2.774428
555,86.11572113,-3.112369
556,86.00800158,-3.474332
557,86.01202669,-3.642688
558,85.75576149,-3.027231
559,85.98825938,-2.609935
560,86.13220491,-1.80199
561,86.0724033,-0.88142
562,86.086012,0.385596
563,85.99803465,-1.438047
564,86.06684482,-1.636193
565,86.06147801,-1.582364
566,86.02812712,-2.21001
567,86.06166968,-2.459656
568,85.93689134,0.017619
569,85.92884113,-0.725277
570,85.91044063,-0.070985
571,86.09655395,-0.518384
572,85.89721528,-0.116702
573,85.94800831,-0.449065
574,85.96372539,2.35394
575,86.06665315,-1.287169
576,86.00627653,-1.204197
577,86.02065192,-0.455769
578,85.94724162,0.268743
579,85.80923792,0.113938
580,86.00876827,-0.962514
581,85.79026241,-1.957563
582,86.06320306,0.373521
583,85.92711608,-0.354129
584,85.85370578,-0.965952
585,85.95030837,-0.593357
586,86.17418103,-0.426262
587,86.0350273,-0.96923
588,85.89031509,-2.393957
589,85.96794217,-0.649139
590,85.94379153,-2.23233
591,85.90449881,-0.416445
592,85.9528001,-0.154922
593,85.80770455,-0.544154
594,86.02103526,-0.271747
595,86.02525204,-1.417473
596,86.12702977,-0.307224
597,85.86808116,-0.186844
598,86.09272051,-1.293085
599,86.11993791,-1.398585
600,86.01106833,0.491866
