Time (s),Temperature (K),HRR (W/g)
45.84063047,397.5,0.21
46.29390018,398,0.13
46.753663,398.5,0.04
47.20848375,399,0.00
47.66298343,399.5,-0.01
48.12984496,400,-0.04
48.60498221,400.5,-0.10
49.05045045,401,-0.15
49.50098814,401.5,-0.16
49.99505929,402,-0.13
50.47504798,402.5,-0.04
50.91652021,403,0.07
51.35340314,403.5,0.13
51.80912477,404,0.13
52.2706422,404.5,0.14
52.72522523,405,0.14
53.17857143,405.5,0.13
53.64272031,406,0.11
54.11608775,406.5,0.04
54.57590133,407,-0.02
55.05009452,407.5,-0.07
55.52214022,408,-0.21
55.98339483,408.5,-0.34
56.41913043,409,-0.45
56.85890653,409.5,-0.49
57.30965392,410,-0.50
57.75304348,410.5,-0.51
58.19672131,411,-0.44
58.65814394,411.5,-0.28
59.13162879,412,-0.19
59.60054348,412.5,-0.18
60.05393053,413,-0.21
60.51149425,413.5,-0.32
60.99042146,414,-0.36
61.45202952,414.5,-0.37
61.92994242,415,-0.41
62.46413043,415.5,-0.41
62.9874739,416,-0.43
63.44363636,416.5,-0.41
63.92359768,417,-0.32
64.39126394,417.5,-0.28
64.85397412,418,-0.30
65.32082552,418.5,-0.26
65.79826255,419,-0.19
66.27661597,419.5,-0.12
66.76082677,420,0.00
67.2480695,420.5,0.23
67.72848948,421,0.51
68.19320215,421.5,0.70
68.64430147,422,0.77
69.10600375,422.5,0.72
69.5744879,423,0.66
70.03959484,423.5,0.65
70.5,424,0.58
70.99701789,424.5,0.47
71.45346715,425,0.37
71.93256262,425.5,0.36
72.39233577,426,0.38
72.85045872,426.5,0.39
73.31261596,427,0.40
73.78709056,427.5,0.37
74.2340604,428,0.33
74.65694683,428.5,0.32
75.09615385,429,0.34
75.57843137,429.5,0.35
76.06283662,430,0.38
76.51252408,430.5,0.40
76.99421965,431,0.38
77.46428571,431.5,0.38
77.9391635,432,0.37
78.4333996,432.5,0.30
78.92367906,433,0.19
79.39439252,433.5,0.12
79.86509434,434,0.10
80.33742911,434.5,0.09
80.81782946,435,0.13
81.29268293,435.5,0.21
81.76520913,436,0.31
82.253,436.5,0.45
82.72751799,437,0.58
83.17909091,437.5,0.68
83.64759036,438,0.75
84.14030132,438.5,0.75
84.61706349,439,0.72
85.11632653,439.5,0.73
85.6237525,440,0.72
86.11388889,440.5,0.66
86.57713755,441,0.60
87.04464286,441.5,0.58
87.53965184,442,0.66
88.02264151,442.5,0.65
88.49433962,443,0.61
88.9608209,443.5,0.69
89.43371212,444,0.82
89.90337711,444.5,1.04
90.37954111,445,1.24
90.86666667,445.5,1.40
91.33766234,446,1.53
91.80660377,446.5,1.67
92.31517094,447,1.78
92.84787234,447.5,1.82
93.34863281,448,1.85
93.82919847,448.5,1.92
94.31594488,449,1.92
94.80270793,449.5,1.90
95.28030303,450,1.96
95.77016129,450.5,2.04
96.25515947,451,2.08
96.71886447,451.5,2.14
97.1848659,452,2.27
97.67168675,452.5,2.42
98.17946058,453,2.48
98.66725044,453.5,2.58
99.1056338,454,2.71
99.54971319,454.5,2.80
100.0284314,455,2.82
100.5184109,455.5,2.83
101.0028571,456,2.97
101.4790476,456.5,3.03
101.9808853,457,3.01
102.474359,457.5,3.09
102.9488636,458,3.10
103.4231499,458.5,3.14
103.898289,459,3.24
104.375,459.5,3.36
104.8967742,460,3.48
105.3953033,460.5,3.52
105.8579235,461,3.64
106.3359375,461.5,3.84
106.8394683,462,4.09
107.3336576,462.5,4.31
107.8263889,463,4.36
108.3095238,463.5,4.47
108.7994012,464,4.66
109.28861,464.5,4.71
109.7873211,465,4.64
110.2780952,465.5,4.60
110.74631,466,4.67
111.1987633,466.5,4.75
111.645073,467,4.78
112.1079767,467.5,4.84
112.5989796,468,5.08
113.0992579,468.5,5.35
113.5667976,469,5.45
114.0637149,469.5,5.56
114.5963855,470,5.72
115.0945946,470.5,5.75
115.5788955,471,5.78
116.0727092,471.5,5.88
116.5803167,472,5.96
117.1338174,472.5,6.17
117.6496945,473,6.42
118.1569416,473.5,6.66
118.6480447,474,6.86
119.1182171,474.5,7.04
119.6113445,475,7.26
120.1318458,475.5,7.49
120.6247723,476,7.74
121.0852713,476.5,7.94
121.5761099,477,8.16
122.0993976,477.5,8.32
122.5973025,478,8.38
123.0745455,478.5,8.44
123.5290909,479,8.52
123.9836364,479.5,8.60
124.4679612,480,8.79
124.9516441,480.5,8.96
125.4563895,481,9.04
125.9239332,481.5,9.10
126.3928571,482,9.22
126.8814229,482.5,9.32
127.3473492,483,9.44
127.8290514,483.5,9.57
128.330303,484,9.65
128.8387755,484.5,9.82
129.375,485,10.01
129.9063158,485.5,10.19
130.4077381,486,10.40
130.8883588,486.5,10.56
131.3696911,487,10.75
131.8778468,487.5,10.92
132.4107527,488,11.03
132.9371069,488.5,11.13
133.3985507,489,11.25
133.8695238,489.5,11.41
134.3689024,490,11.53
134.871,490.5,11.62
135.3441558,491,11.71
135.8161905,491.5,11.80
136.3057769,492,11.90
136.7877358,492.5,11.96
137.2696078,493,12.04
137.7771967,493.5,12.15
138.2786408,494,12.21
138.7753036,494.5,12.19
139.2673077,495,12.13
139.7564612,495.5,12.05
140.2428571,496,11.96
140.7390852,496.5,11.87
141.2660256,497,11.74
141.8047722,497.5,11.69
142.3368421,498,11.72
142.831094,498.5,11.73
143.3133462,499,11.82
143.8088531,499.5,11.90
144.3276956,500,11.90
144.8532495,500.5,11.85
145.3454894,501,11.81
145.8247126,501.5,11.79
146.3358051,502,11.74
146.8549383,502.5,11.69
147.3670757,503,11.72
147.8648915,503.5,11.79
148.3457143,504,11.88
148.8194707,504.5,11.91
149.310241,505,11.85
149.8266807,505.5,11.76
150.3166352,506,11.57
150.7833333,506.5,11.39
151.2567568,507,11.21
151.7530612,507.5,11.02
152.2621951,508,10.90
152.7607843,508.5,10.76
153.2504892,509,10.56
153.7104811,509.5,10.36
154.1329527,510,10.17
154.5460405,510.5,10.03
155.0071575,511,9.93
155.5183673,511.5,9.82
156.0268199,512,9.80
156.50625,512.5,9.83
157.0252427,513,9.85
157.5101852,513.5,9.76
157.9731481,514,9.75
158.489605,514.5,9.67
159.012,515,9.56
159.5141176,515.5,9.55
160.0984163,516,9.51
160.6424361,516.5,9.49
161.1349206,517,9.56
161.6372141,517.5,9.65
162.1637744,518,9.77
162.7087912,518.5,9.95
163.2331349,519,10.07
163.7216891,519.5,10.21
164.1951673,520,10.36
164.6740891,520.5,10.48
165.1881607,521,10.70
165.7287946,521.5,11.05
166.2705263,522,11.38
166.769084,522.5,11.57
167.2524462,523,11.66
167.7520408,523.5,11.77
168.2529528,524,11.89
168.7582988,524.5,11.95
169.2592233,525,11.99
169.7550607,525.5,12.01
170.2665289,526,12.01
170.774,526.5,11.99
171.2691552,527,12.05
171.7444649,527.5,12.13
172.1883446,528,12.16
172.6145105,528.5,12.18
173.0553471,529,12.27
173.5278373,529.5,12.48
174.0592369,530,12.62
174.5585413,530.5,12.69
175.0382409,531,12.80
175.5172065,531.5,12.90
176.0229541,532,13.03
176.5218254,532.5,13.08
177.0189474,533,13.20
177.5450734,533.5,13.26
178.0656064,534,13.19
178.5690789,534.5,13.23
179.1112266,535,13.40
179.6267606,535.5,13.66
180.1308316,536,13.86
180.6368209,536.5,14.12
181.142418,537,14.44
181.6556701,537.5,14.71
182.1673387,538,14.98
182.6640927,538.5,15.18
183.1554192,539,15.41
183.6723044,539.5,15.75
184.2025586,540,16.00
184.7386609,540.5,16.18
185.2524462,541,16.45
185.7546392,541.5,16.69
186.2558594,542,16.83
186.7340824,542.5,16.94
187.2168675,543,17.03
187.7247423,543.5,17.19
188.2266537,544,17.36
188.7194389,544.5,17.57
189.2244898,545,17.87
189.7376033,545.5,18.07
190.212069,546,18.20
190.6431034,546.5,18.32
191.0861723,547,18.45
191.5904366,547.5,18.64
192.1007605,548,18.78
192.5782779,548.5,18.90
193.071875,549,19.10
193.5917526,549.5,19.34
194.1085595,550,19.48
194.6206564,550.5,19.59
195.1080808,551,19.76
195.6176471,551.5,20.00
196.1407867,552,20.34
196.6685022,552.5,20.68
197.1866792,553,20.99
197.6630648,553.5,21.25
198.1615226,554,21.51
198.6803797,554.5,21.83
199.2026749,555,22.16
199.7013359,555.5,22.43
200.1858847,556,22.63
200.6832669,556.5,22.81
201.1753372,557,23.00
201.6690871,557.5,23.23
202.1817269,558,23.46
202.6651625,558.5,23.64
203.1242775,559,23.79
203.6070039,559.5,23.97
204.0914286,560,24.20
204.5731959,560.5,24.45
205.0886598,561,24.76
205.6036961,561.5,25.11
206.1135458,562,25.44
206.6117764,562.5,25.72
207.1134969,563,25.92
207.6227364,563.5,26.18
208.1302083,564,26.41
208.6682135,564.5,26.66
209.2296137,565,26.93
209.747505,565.5,27.15
210.2312734,566,27.38
210.7169043,566.5,27.65
211.2269939,567,27.92
211.7447479,567.5,28.22
212.2549603,568,28.56
212.7608247,568.5,28.85
213.275154,569,29.21
213.7712355,569.5,29.54
214.2694672,570,29.81
214.7701375,570.5,30.09
215.2587549,571,30.37
215.7721382,571.5,30.70
216.2690875,572,30.94
216.7437137,572.5,31.09
217.2478903,573,31.29
217.7636364,573.5,31.50
218.2435897,574,31.69
218.730608,574.5,31.93
219.2658643,575,32.22
219.7760618,575.5,32.49
220.2562141,576,32.75
220.7369439,576.5,32.98
221.2222222,577,33.15
221.7176113,577.5,33.39
222.2183794,578,33.73
222.7124506,578.5,34.00
223.2181628,579,34.18
223.7405858,579.5,34.40
224.2658228,580,34.68
224.7920168,580.5,34.99
225.2903846,581,35.32
225.7895277,581.5,35.65
226.3066528,582,36.02
226.8223819,582.5,36.40
227.3523707,583,36.74
227.863,583.5,37.03
228.3637275,584,37.35
228.8632735,584.5,37.66
229.345057,585,37.98
229.840404,585.5,38.34
230.3577406,586,38.70
230.8632735,586.5,38.99
231.345057,587,39.28
231.8383534,587.5,39.60
232.3376494,588,39.99
232.833004,588.5,40.35
233.3176583,589,40.69
233.8118712,589.5,41.05
234.3206967,590,41.46
234.825,590.5,41.90
235.297619,591,42.25
235.7746063,591.5,42.54
236.2834728,592,42.83
236.8064854,592.5,43.21
237.3118812,593,43.54
237.8195876,593.5,43.83
238.3323108,594,44.15
238.8218391,594.5,44.40
239.2735192,595,44.67
239.7259887,595.5,45.02
240.2069307,596,45.41
240.6928166,596.5,45.74
241.1715686,597,46.09
241.6858108,597.5,46.54
242.210076,598,47.01
242.6919291,598.5,47.42
243.2010753,599,47.85
243.728866,599.5,48.34
244.2341897,600,48.78
244.7447034,600.5,49.26
245.3039906,601,49.79
245.877551,601.5,50.30
246.389662,602,50.72
246.8866799,602.5,51.17
247.394683,603,51.68
247.9205508,603.5,52.19
248.4372428,604,52.64
248.9740821,604.5,53.10
249.4685039,605,53.66
249.9552529,605.5,54.22
250.4503968,606,54.74
251.0126214,606.5,55.31
251.4980583,607,55.77
251.9249147,607.5,56.19
252.412,608,56.56
252.9291667,608.5,57.00
253.417795,609,57.53
253.9191919,609.5,58.12
254.4061896,610,58.64
254.9070707,610.5,59.26
255.4039604,611,59.88
255.8982213,611.5,60.39
256.3977956,612,60.87
256.9225053,612.5,61.39
257.4786996,613,61.92
258.0163265,613.5,62.35
258.5258964,614,62.75
259.0243902,614.5,63.26
259.5320641,615,63.80
260.0319767,615.5,64.33
260.517562,616,64.89
261.0322896,616.5,65.50
261.5205224,617,66.11
261.9869403,617.5,66.70
262.4792899,618,67.28
263.0010571,618.5,67.83
263.5271318,619,68.47
264.0114068,619.5,69.02
264.486692,620,69.48
264.9899194,620.5,69.99
265.5160643,621,70.55
266.0178218,621.5,71.03
266.5136268,622,71.46
267.0348162,622.5,72.04
267.5173358,623,72.59
267.9735401,623.5,72.99
268.4410112,624,73.37
268.9533195,624.5,73.81
269.4181985,625,74.17
269.8500852,625.5,74.45
270.2967033,626,74.78
270.772549,626.5,75.21
271.2780083,627,75.69
271.7979167,627.5,76.17
272.3326087,628,76.77
272.856701,628.5,77.32
273.3477842,629,77.78
273.8518519,629.5,78.24
274.3538767,630,78.70
274.8646694,630.5,79.16
275.4251152,631,79.59
276.0101124,631.5,80.08
276.5661157,632,80.58
277.0787402,632.5,81.03
277.5697674,633,81.43
278.0571429,633.5,81.91
278.5709677,634,82.25
279.1005976,634.5,82.73
279.5918367,635,83.18
280.0581395,635.5,83.49
280.5443548,636,83.90
281.0490798,636.5,84.39
281.5558712,637,84.79
282.0282332,637.5,85.13
282.4836066,638,85.51
282.9849095,638.5,85.93
283.4811508,639,86.48
283.9706458,639.5,87.00
284.5116279,640,87.56
285.0374016,640.5,88.11
285.5304878,641,88.70
286.0376984,641.5,89.35
286.5350515,642,89.90
287.0508299,642.5,90.52
287.5728261,643,91.11
288.1155508,643.5,91.72
288.6454545,644,92.37
289.1505051,644.5,92.95
289.6627907,645,93.48
290.1795635,645.5,94.08
290.6715116,646,94.69
291.1575342,646.5,95.30
291.6464844,647,95.98
292.1371769,647.5,96.71
292.6394628,648,97.46
293.1543967,648.5,98.30
293.6534091,649,99.16
294.1271347,649.5,99.97
294.6085193,650,100.67
295.1182573,650.5,101.38
295.6327968,651,102.27
296.130814,651.5,103.10
296.6214286,652,103.89
297.1321721,652.5,104.65
297.6435845,653,105.43
298.1450677,653.5,106.29
298.6371134,654,107.17
299.1525773,654.5,108.10
299.6659878,655,109.11
300.1762295,655.5,109.96
300.6821782,656,110.71
301.1880252,656.5,111.53
301.7092784,657,112.43
302.2197581,657.5,113.37
302.7151163,658,114.28
303.1992263,658.5,115.10
303.6948454,659,115.91
304.2052314,659.5,116.79
304.704142,660,117.63
305.2008032,660.5,118.45
305.7112971,661,119.25
306.2170543,661.5,119.99
306.7019417,662,120.68
307.194165,662.5,121.35
307.6929134,663,121.98
308.1891348,663.5,122.64
308.6977226,664,123.35
309.2047244,664.5,123.97
309.6980198,665,124.46
310.1953908,665.5,124.85
310.6956088,666,125.21
311.1904297,666.5,125.61
311.7010989,667,125.96
312.2446352,667.5,126.15
312.7635815,668,126.23
313.2737603,668.5,126.23
313.7832661,669,126.10
314.2750965,669.5,125.78
314.7730061,670,125.27
315.2730845,670.5,124.73
315.7744898,671,124.15
316.2864476,671.5,123.41
316.7991803,672,122.56
317.3003953,672.5,121.65
317.7933071,673,120.62
318.2575488,673.5,119.52
318.6930272,674,118.38
319.139,674.5,117.11
319.6427105,675,115.52
320.1529175,675.5,113.84
320.6531621,676,112.10
321.1478175,676.5,110.23
321.6507277,677,108.15
322.1583012,677.5,105.96
322.6431373,678,103.70
323.1362725,678.5,101.33
323.6415289,679,98.78
324.1648707,679.5,96.03
324.6964657,680,93.15
325.2007722,680.5,90.30
325.6870079,681,87.57
326.1773879,681.5,84.78
326.666996,682,81.82
327.1610672,682.5,78.75
327.6486742,683,75.84
328.1238004,683.5,73.15
328.6073559,684,70.20
329.1043738,684.5,67.00
329.6071429,685,64.06
330.1275304,685.5,61.04
330.636646,686,58.22
331.1446602,686.5,55.50
331.6295938,687,52.82
332.1151575,687.5,50.19
332.609879,688,47.63
333.1186975,688.5,45.07
333.6439076,689,42.53
334.1560078,689.5,40.12
334.6427165,690,37.96
335.1367265,690.5,35.94
335.6384929,691,33.98
336.1473577,691.5,32.00
336.6325823,692,30.20
337.0693431,692.5,28.60
337.5290456,693,27.05
338.0441459,693.5,25.61
338.5252525,694,24.28
339.0315789,694.5,23.10
339.5583864,695,21.95
340.0851927,695.5,20.85
340.5928571,696,20.02
341.1007984,696.5,19.24
341.5990099,697,18.44
342.1039387,697.5,17.68
342.6658654,698,17.05
343.2581395,698.5,16.35
343.7949495,699,15.71
344.2911765,699.5,15.19
344.8008386,700,14.77
345.3215768,700.5,14.41
345.8253968,701,14.05
346.3207921,701.5,13.68
346.8170974,702,13.35
347.3166333,702.5,13.07
347.8208502,703,12.83
348.3450855,703.5,12.61
348.8125,704,12.51
349.2452991,704.5,12.34
349.699211,705,12.12
350.188588,705.5,12.15
350.6838843,706,12.31
351.1987705,706.5,12.17
351.7035573,707,11.90
352.2016129,707.5,11.40
352.7090164,708,11.00
353.2117647,708.5,11.00
353.7027559,709,10.89
354.2058212,709.5,10.63
354.7241736,710,10.44
355.2293307,710.5,10.24
355.7218935,711,10.07
356.2252066,711.5,9.90
356.7397541,712,9.74
357.246988,712.5,9.72
357.7599581,713,9.73
358.2704591,713.5,9.63
358.7647059,714,9.54
359.2653061,714.5,9.48
359.77,715,9.32
360.2606178,715.5,9.07
360.7763158,716,8.76
361.3238512,716.5,8.64
361.8424242,717,8.79
362.3474747,717.5,8.86
362.8428291,718,8.83
363.3420523,718.5,8.52
363.8464646,719,8.26
364.3486974,719.5,8.48
364.8401559,720,8.58
365.333996,720.5,8.43
365.8404908,721,8.40
366.3460765,721.5,8.48
366.8898876,722,8.51
367.4610092,722.5,8.53
367.9854167,723,8.46
368.4783465,723.5,8.41
368.96139,724,8.46
369.4554455,724.5,8.30
369.9924242,725,7.89
370.5,725.5,7.82
370.9655493,726,7.85
371.4486434,726.5,7.74
371.965625,727,7.53
372.4578431,727.5,7.51
372.9506903,728,7.50
373.3826531,728.5,7.34
373.8169877,729,7.15
374.2993827,729.5,6.98
374.8099593,730,6.91
375.3105159,730.5,6.82
375.8114919,731,6.67
376.3080709,731.5,6.56
376.815735,732,6.48
377.3259109,732.5,6.34
377.8100189,733,6.04
378.3063525,733.5,5.83
378.8395197,734,5.89
379.3336484,734.5,5.65
379.7862191,735,5.41
380.2727273,735.5,5.43
380.805794,736,5.48
381.3139764,736.5,5.57
381.8206186,737,5.64
382.3590308,737.5,5.61
382.8899371,738,5.52
383.4030612,738.5,5.34
383.914959,739,5.22
384.4212121,739.5,5.13
384.9254032,740,5.11
385.4456067,740.5,4.99
385.9715789,741,4.94
386.479716,741.5,4.94
386.9958678,742,4.87
387.4787645,742.5,4.77
387.9704724,743,4.76
388.5031712,743.5,4.81
389.0290135,744,4.72
389.512476,744.5,4.60
389.9923225,745,4.51
390.4949698,745.5,4.47
391.0034803,746,4.37
391.5779221,746.5,4.36
392.1078431,747,4.35
392.5976563,747.5,4.26
393.0890688,748,4.15
393.5971074,748.5,4.00
394.105973,749,3.91
394.5922921,749.5,3.88
395.0976096,750,3.70
395.5935673,750.5,3.55
396.0831663,751,3.57
396.5851927,751.5,3.50
397.0876686,752,3.43
397.5638298,752.5,3.34
398.0073937,753,3.24
398.4695009,753.5,3.21
398.9874739,754,3.14
399.5147929,754.5,3.05
400.0079365,755,3.04
400.503937,755.5,3.00
400.996063,756,2.90
401.488189,756.5,2.86
401.9860558,757,2.71
402.4949084,757.5,2.65
403.0109562,758,2.61
403.5092975,758.5,2.49
404.0252016,759,2.43
404.528827,759.5,2.34
405.0272537,760,2.34
405.5521277,760.5,2.30
406.0786853,761,2.14
406.5753425,761.5,2.01
407.0691824,762,2.02
407.5925156,762.5,1.97
408.108871,763,1.81
408.6152263,763.5,1.66
409.1296296,764,1.52
409.6388889,764.5,1.55
410.1268657,765,1.88
410.6033058,765.5,2.01
411.110687,766,1.89
411.5938776,766.5,1.84
412.0998043,767,1.82
412.5856874,767.5,1.85
413.0634249,768,1.90
413.5941558,768.5,1.87
414.1157407,769,1.48
414.5879917,769.5,1.53
415.0994152,770,1.69
415.5923237,770.5,1.36
416.1196868,771,1.21
416.6553398,771.5,1.47
417.1427165,772,1.43
417.6372745,772.5,1.04
418.1360947,773,0.88
418.629703,773.5,0.83
419.1240157,774,0.81
419.6182365,774.5,0.82
420.1159844,775,0.82
420.6057884,775.5,0.84
421.109375,776,0.96
421.6376652,776.5,1.02
422.1970046,777,1.00
422.7265774,777.5,1.04
423.2003745,778,1.13
423.693133,778.5,1.16
424.223382,779,1.09
424.7322134,779.5,0.99
425.2258383,780,0.97
425.7298137,780.5,1.01
426.2453799,781,1.03
426.7535211,781.5,1.08
427.2466151,782,1.12
427.7258065,782.5,1.20
428.1776094,783,1.24
428.5979899,783.5,1.14
429.0202429,784,1.06
429.525641,784.5,1.13
430.0193878,785,0.86
430.5303347,785.5,0.56
431.0498047,786,0.54
431.5384615,786.5,0.55
432.0323232,787,0.53
432.5372233,787.5,0.34
433.0402414,788,0.34
433.5446985,788.5,0.44
434.0609037,789,0.28
434.5507663,789.5,0.12
435.0313765,790,0.05
435.5383023,790.5,0.10
436.0572034,791,0.07
436.5852391,791.5,0.05
437.0986328,792,0.06
437.5927083,792.5,0.03
438.110998,793,-0.09
