Time (s),Temperature (K),HRR (W/g)
75.82818533,416,0.05
76.30492424,416.5,-0.06
76.71940299,417,-0.15
77.09295352,417.5,-0.19
77.46776612,418,-0.19
77.94368932,418.5,-0.25
78.43762376,419,-0.29
78.94320487,419.5,-0.18
79.43873518,420,-0.16
79.92115385,420.5,-0.18
80.40980392,421,-0.20
80.93037975,421.5,-0.19
81.43927126,422,-0.16
81.92471042,422.5,-0.18
82.40970874,423,-0.11
82.93763441,423.5,0.02
83.50905433,424,0.21
84.01109057,424.5,0.27
84.47319778,425,0.30
84.96176471,425.5,0.34
85.47330595,426,0.42
85.96108949,426.5,0.47
86.45454545,427,0.43
86.96232179,427.5,0.51
87.45126706,428,0.66
87.9245283,428.5,0.69
88.39473684,429,0.68
88.86672968,429.5,0.73
89.31109185,430,0.78
89.7465035,430.5,0.72
90.2,431,0.58
90.68353175,431.5,0.55
91.181,432,0.64
91.67814961,432.5,0.70
92.17334669,433,0.74
92.6692607,433.5,0.83
93.15238095,434,0.92
93.63183594,434.5,0.97
94.11714286,435,0.94
94.6002045,435.5,0.90
95.12138085,436,1.03
95.66293279,436.5,1.08
96.16344294,437,1.14
96.65079365,437.5,1.34
97.14949495,438,1.36
97.65059055,438.5,1.27
98.14384921,439,1.29
98.63377609,439.5,1.40
99.11198428,440,1.47
99.60375494,440.5,1.36
100.0920074,441,1.31
100.5573308,441.5,1.40
101.0250865,442,1.52
101.4576125,442.5,1.49
101.9063063,443,1.37
102.3807692,443.5,1.29
102.8567362,444,1.27
103.3375242,444.5,1.32
103.8210832,445,1.43
104.3254132,445.5,1.59
104.8350202,446,1.70
105.3271845,446.5,1.72
105.8102119,447,1.73
106.292471,447.5,1.80
106.790224,448,1.95
107.3363844,448.5,2.08
107.8949115,449,2.19
108.4058116,449.5,2.36
108.913442,450,2.57
109.4141717,450.5,2.65
109.9035088,451,2.69
110.3954635,451.5,2.76
110.9138655,452,2.86
111.4122288,452.5,2.96
111.8826816,453,3.03
112.37251,453.5,3.14
112.8907563,454,3.24
113.3785851,454.5,3.26
113.8318505,455,3.26
114.2961905,455.5,3.32
114.7854291,456,3.45
115.2799607,456.5,3.60
115.7721893,457,3.67
116.2596525,457.5,3.72
116.7381404,458,3.81
117.2153846,458.5,3.81
117.6996086,459,3.69
118.1877432,459.5,3.60
118.6754902,460,3.60
119.1703629,460.5,3.64
119.6699411,461,3.66
120.1583012,461.5,3.68
120.6477733,462,3.76
121.1472868,462.5,3.86
121.6320388,463,4.02
122.1255187,463.5,4.27
122.6395582,464,4.45
123.1307978,464.5,4.56
123.5988372,465,4.75
124.0903361,465.5,4.96
124.610664,466,5.20
125.1236324,466.5,5.47
125.672949,467,5.73
126.2062374,467.5,5.97
126.7059406,468,6.19
127.2001972,468.5,6.33
127.6983806,469,6.41
128.199211,469.5,6.45
128.6926877,470,6.47
129.1956522,470.5,6.56
129.7031558,471,6.67
130.1993988,471.5,6.78
130.6930502,472,6.92
131.1746641,472.5,7.03
131.6414763,473,7.11
132.0791738,473.5,7.22
132.5110442,474,7.39
133.013,474.5,7.58
133.5128458,475,7.72
134.0070707,475.5,7.88
134.5119048,476,8.06
135.0077369,476.5,8.17
135.4912959,477,8.22
135.9959596,477.5,8.33
136.5088409,478,8.44
137,478.5,8.39
137.5048544,479,8.37
137.9902913,479.5,8.41
138.4503676,480,8.52
138.9597938,480.5,8.62
139.4555336,481,8.76
139.9478346,481.5,9.03
140.4249049,482,9.28
140.9151874,482.5,9.45
141.4019417,483,9.59
141.8950495,483.5,9.77
142.3885602,484,9.92
142.8831683,484.5,10.01
143.3987474,485,10.14
143.9569161,485.5,10.50
144.5010309,486,10.78
145.0159681,486.5,10.89
145.5151822,487,11.02
146.0212551,487.5,11.18
146.5269461,488,11.30
147.0258964,488.5,11.36
147.5233918,489,11.48
148.0112245,489.5,11.64
148.5214286,490,11.76
149.0300388,490.5,11.88
149.5155925,491,12.05
150.0323194,491.5,12.36
150.5071429,492,12.51
150.9535714,492.5,12.63
151.4418146,493,12.79
151.9445565,493.5,12.92
152.4379921,494,12.93
152.9061338,494.5,12.94
153.4096509,495,12.96
153.9411135,495.5,12.94
154.4467871,496,12.96
154.9339806,496.5,12.95
155.4137931,497,12.92
155.9418103,497.5,12.93
156.4305019,498,12.96
156.8869801,498.5,13.00
157.3826531,499,13.01
157.8745136,499.5,12.96
158.3739919,500,12.94
158.8881988,500.5,13.02
159.4083333,501,13.05
159.9392324,501.5,12.97
160.4548255,502,12.90
160.9410058,502.5,12.84
161.4425403,503,12.76
161.9692797,503.5,12.70
162.4968354,504,12.61
163.005988,504.5,12.61
163.5050201,505,12.64
164.0069034,505.5,12.58
164.5,506,12.57
164.9950495,506.5,12.57
165.4891304,507,12.54
166.0053079,507.5,12.39
166.5329457,508,12.22
167.0170455,508.5,12.20
167.4905303,509,12.12
167.9766537,509.5,11.99
168.4837398,510,11.89
168.9938776,510.5,11.84
169.4891089,511,11.83
170.0010417,511.5,11.77
170.5200382,512,11.68
170.9971374,512.5,11.58
171.4662289,513,11.50
171.9725051,513.5,11.47
172.469246,514,11.40
