Time (s),Mass (g),HRR (kW/m2),TC back 1 (K)
420,90.846,66.4,351.627
421,90.816,65.8,347.656
422,90.776,65.7,344.622
423,90.736,66.4,350.447
424,90.646,65.6,343.852
425,90.626,65.9,345.625
426,90.556,67.3,340.507
427,90.546,66.5,345.089
428,90.466,68.8,345.769
429,90.406,67.6,349.29
430,90.376,68.2,342.938
431,90.356,68.1,348.329
432,90.336,67.9,340.421
433,90.276,68.5,346.524
434,90.256,69,346.183
435,90.236,68.8,347.723
436,90.186,68.5,342.736
437,90.136,68.1,351.528
438,90.096,68.4,343.615
439,90.046,69.5,348.399
440,90.036,68.4,344.197
441,89.986,67.5,351.17
442,89.976,67.9,346.747
443,89.906,67.5,348.576
444,89.886,67.5,341.487
445,89.846,68.6,342.299
446,89.806,68.5,349.152
447,89.776,68.5,353.256
448,89.736,68.1,350.108
449,89.716,69.9,348.053
450,89.606,69.7,352.244
451,89.586,68.9,351.955
452,89.566,69.4,347.207
453,89.486,67.7,352.611
454,89.436,68.3,345.681
455,89.386,69.3,352.252
456,89.346,68.3,357.328
457,89.326,69.3,348.659
458,89.286,68.7,351.564
459,89.246,68.3,347.529
460,89.216,68.1,350.542
461,89.146,67.4,346.426
462,89.136,67.9,347.406
463,89.106,67.9,352.408
464,89.066,67.8,351.533
465,89.006,68.5,341.431
466,88.946,68.4,346.964
467,88.906,69.4,351.913
468,88.876,67.9,352.327
469,88.826,69.5,349.611
470,88.776,69.4,352.237
471,88.746,69.8,351.667
472,88.686,68.8,349.233
473,88.666,68.8,353.612
474,88.636,70,355.449
475,88.586,68.2,350.143
476,88.556,68.7,353.195
477,88.496,69,345.24
478,88.406,69.3,349.719
479,88.376,68.7,352.675
480,88.386,68.5,351.874
481,88.316,67.9,354.56
482,88.276,68.2,349.719
483,88.236,68,357.929
484,88.186,69.4,357.145
485,88.146,69.2,353.22
486,88.116,67.6,351.756
487,88.076,68.1,356.089
488,88.056,68,357.524
489,88.006,66.9,353.669
490,87.986,67.5,356.346
491,87.936,66.6,349.223
492,87.876,67.3,354.612
493,87.876,67.8,348.44
494,87.806,67.5,352.041
495,87.756,67.9,347.372
496,87.726,67,350.418
497,87.676,66.8,347.2
498,87.616,67.2,355.662
499,87.566,66.5,349.069
500,87.556,66.3,353.008
501,87.526,66.4,354.384
502,87.486,66.7,345.888
503,87.426,67.1,354.456
504,87.396,66,355.274
505,87.366,66,354.241
506,87.326,65.1,353.267
507,87.286,65.7,355.372
508,87.246,66,361.361
509,87.206,65.7,358.767
510,87.166,66.6,356.762
511,87.106,66.4,358.292
512,87.086,66.2,353.716
513,87.046,66.4,353.601
514,87.006,67.4,351.975
515,86.956,67,355.078
516,86.896,67.6,350.156
517,86.846,67.7,359.068
518,86.796,67.5,354.855
519,86.745,67.1,349.249
520,86.736,67.9,355.322
521,86.665,67.1,352.917
522,86.635,67.4,355.181
523,86.585,67.5,360.205
524,86.535,67,352.263
525,86.495,67,356.229
526,86.455,67.3,360.952
527,86.425,65.7,353.319
528,86.395,67.3,354.658
529,86.355,66.3,356.066
530,86.295,66.2,362.265
531,86.265,65.7,351.265
532,86.205,66.6,352.389
533,86.185,65.1,356.339
534,86.165,65.1,359.116
535,86.075,64.4,359.812
536,86.095,65.2,354.226
537,86.035,64.9,355.762
538,85.985,66,354.803
539,85.945,64.4,352.241
540,85.905,65.1,356.72
541,85.875,65,356.014
542,85.845,65.5,355.612
543,85.785,65.4,357.627
544,85.725,64.7,352.625
545,85.705,64.4,354.663
546,85.645,65.2,355.683
547,85.595,64.6,355.757
548,85.525,64.4,360.949
549,85.555,64.5,359.31
550,85.495,65.7,365.612
551,85.465,64.1,359.668
552,85.415,64.7,350.04
553,85.355,65.9,359.468
554,85.335,64.9,356.052
555,85.315,66.1,357.03
556,85.265,65.8,359.316
557,85.215,65.3,358.158
558,85.165,64.3,357.893
559,85.105,66.6,355.353
560,85.095,65.2,353.513
561,85.065,66,357.877
562,85.045,65.3,360.518
563,84.985,66.7,360.489
564,84.945,66.8,363.093
565,84.895,65.4,359.787
566,84.855,64.8,362.241
567,84.805,65.3,354.669
568,84.765,65.5,355.941
569,84.735,65.6,357.057
570,84.695,66.2,357.708
571,84.685,65.8,359.113
572,84.635,65.5,356.053
573,84.575,66.4,359.183
574,84.525,66.3,358.425
575,84.485,67,358.22
576,84.435,65.4,357.66
577,84.415,64.5,356.902
578,84.375,65.4,360.721
579,84.335,65,359.779
580,84.275,64.8,362.243
581,84.235,64.6,356.759
582,84.185,64.5,353.717
583,84.135,64.4,358.127
584,84.115,65.5,359.785
585,84.105,65.6,359.604
586,84.055,65.6,357.967
587,84.035,66,358.156
588,83.965,65,358.903
589,83.925,64.9,358.745
590,83.865,65.5,361.561
591,83.785,65.3,356.141
592,83.755,66.2,359.158
593,83.715,65.7,363.861
594,83.715,64.8,359.33
595,83.665,65.6,361.463
596,83.645,63.7,356.256
597,83.615,63.8,362.759
598,83.535,64.1,356.287
599,83.505,64.9,361.262
600,83.445,66.1,356.506
601,83.405,66,361.472
602,83.365,66.7,358.023
603,83.325,66.6,356.121
604,83.275,66.9,363.144
605,83.235,67.6,362.117
606,83.215,67.8,365.03
607,83.175,66.7,363.043
608,83.125,67.4,363.012
609,83.115,67.2,359.88
610,83.075,68.7,365.121
611,83.045,69.1,357.877
612,82.995,67.8,359.896
613,82.935,68.7,359.986
614,82.905,69.6,360.552
615,82.875,68.9,364.537
616,82.845,68,362.465
617,82.775,68,361.717
618,82.755,67.2,363.899
619,82.675,66.8,359.598
620,82.675,66.5,357.635
621,82.605,67.5,356.773
622,82.565,67.2,359.182
623,82.515,65.9,359.809
624,82.485,66.1,353.994
625,82.435,66.5,361.761
626,82.395,66.8,360.393
627,82.375,65.2,360.313
628,82.315,66.1,362.546
629,82.255,66.4,360.981
630,82.205,65.6,359.131
631,82.195,66,362.072
632,82.115,65.8,361.776
633,82.085,65.6,359.711
634,82.035,66.7,361.489
635,82.015,66.1,357.33
636,81.985,66.2,362.619
637,81.955,65.7,364.868
638,81.885,66.3,358.286
639,81.845,64.2,363.996
640,81.825,65.5,362.106
641,81.785,65.9,362.158
642,81.735,66,363.833
643,81.685,66,362.896
644,81.665,65.2,363.439
645,81.595,66.3,363.607
646,81.575,67.2,361.907
647,81.555,65.5,363.068
648,81.495,65.4,365.306
649,81.454,66.5,358.706
650,81.444,65.8,365.579
651,81.414,65.3,364.301
652,81.344,65.8,362.838
653,81.274,66.5,365.276
654,81.274,66.9,357.61
655,81.224,67,359.952
656,81.144,66.1,362.391
657,81.084,66.3,361.228
658,81.064,67.7,359.161
659,81.014,66.6,362.716
660,80.994,67,359.92
661,80.984,67.1,360.07
662,80.964,65.4,361.374
663,80.934,65.6,365.705
664,80.834,65.4,364.259
665,80.784,66.5,359.233
666,80.764,66.1,366.864
667,80.744,66.6,360.955
668,80.674,66.6,365.319
669,80.654,66.1,361.998
670,80.594,65.6,363.305
671,80.554,64.8,360.673
672,80.514,65.3,366.714
673,80.504,65.3,361.859
674,80.434,65.2,361.337
675,80.444,64.8,366.366
676,80.364,64.4,364.501
677,80.324,64.4,362.589
678,80.264,65.1,361.79
679,80.234,65.6,366.919
680,80.204,65.5,366.038
681,80.184,66.5,367.948
682,80.144,66.9,362.986
683,80.104,66.1,365.939
684,80.084,65.9,365.343
685,79.994,65.5,359.952
686,79.954,65.8,360.387
687,79.924,65.5,362.125
688,79.894,67.2,360.018
689,79.844,68.1,370.087
690,79.784,68.3,362.616
691,79.744,66.7,361.982
692,79.684,66.5,363.758
693,79.654,68.1,364.598
694,79.614,65.7,368.715
695,79.564,66.4,360.406
696,79.534,67.2,366.019
697,79.474,65.9,364.217
698,79.414,65.3,363.062
699,79.384,65.1,360.895
700,79.374,64.6,360.251
701,79.284,66.1,364.588
702,79.274,64.7,365.731
703,79.214,66.1,367.219
704,79.204,66.1,367.241
705,79.154,66.9,367.57
706,79.094,66.8,364.753
707,79.084,66,367.107
708,79.044,66.6,365.334
709,78.964,66.8,363.291
710,78.944,66.8,363.207
711,78.894,67.2,362.407
712,78.874,67.4,366.72
713,78.864,67.2,369.258
714,78.794,67.3,366.267
715,78.784,66.3,371.988
716,78.744,67.9,367.234
717,78.684,67.5,366.355
718,78.624,66.9,367.043
719,78.584,66.8,361.203
720,78.554,68.1,367.482
721,78.524,67.2,357.397
722,78.444,67.6,364.229
723,78.394,66.6,369.354
724,78.374,66.3,363.667
725,78.314,67.2,369.793
726,78.254,66.8,366.865
727,78.234,67,363.906
728,78.204,66.1,367.389
729,78.164,65.1,367.03
730,78.094,66.1,362.275
731,78.064,66.3,367.056
732,78.054,67.4,371.445
733,78.004,67.4,370.141
734,77.974,68,372.084
735,77.904,66.7,365.834
736,77.914,66.8,365.366
737,77.834,67,367.641
738,77.794,67.6,361.549
739,77.754,66.5,367.392
740,77.714,67.4,370.765
741,77.684,66.9,368.461
742,77.644,66.9,368.789
743,77.604,68.2,364.716
744,77.574,67.1,366.923
745,77.524,68.1,367.026
746,77.514,67.1,374.44
747,77.454,67.2,368.939
748,77.394,66.9,366.103
749,77.384,66.1,371.957
750,77.324,66.3,366.39
751,77.274,66.6,368.644
752,77.244,66.8,364.18
753,77.204,66.7,367.355
754,77.154,66,365.828
755,77.094,68,368.996
756,77.094,66.4,366.836
757,77.054,66.9,373.78
758,77.034,67.1,367.044
759,76.984,67,365.968
760,76.934,67.7,369.401
761,76.884,68.3,368.074
762,76.844,67.3,371.601
763,76.764,68.2,367.893
764,76.734,68.7,373.93
765,76.714,68.5,362.251
766,76.644,69.5,367.282
767,76.604,67.5,364.808
768,76.554,68.9,372.11
769,76.544,68.5,367.69
770,76.494,68.3,369.315
771,76.464,68.3,372.074
772,76.404,68.8,372.203
773,76.374,67.9,366.719
774,76.344,67,369.192
775,76.294,67.8,371.962
776,76.294,67.3,372.085
777,76.274,66.5,372.887
778,76.204,66,373.81
779,76.154,66.3,367.949
780,76.113,64,372.282
781,76.083,63.5,370.995
782,76.043,63.9,364.656
783,75.973,64.3,370.276
784,75.913,65.7,367.946
785,75.923,66,371.863
786,75.883,66,368.142
787,75.833,66.6,367.776
788,75.793,67.2,368.7
789,75.773,67.8,367.708
790,75.733,67.8,371.325
791,75.663,68,375.96
792,75.643,67.9,368.627
793,75.583,67.1,363.126
794,75.563,66,366.986
795,75.513,66.2,375.59
796,75.443,66.5,367.252
797,75.443,65.6,370.997
798,75.403,64.9,371.234
799,75.353,66.5,370.839
800,75.273,66.1,371.77
801,75.273,67.6,370.24
802,75.233,67.5,372.338
803,75.143,67.4,374.67
804,75.133,66,368.233
805,75.123,66,370.443
806,75.073,65.5,368.391
807,75.003,66,375.47
808,74.933,66.6,371.827
809,74.913,65.8,370.439
810,74.883,65.9,368.345
811,74.803,65.5,380.08
812,74.813,65.3,366.964
813,74.773,66,371.001
814,74.743,65.7,376.16
815,74.713,66,373.069
816,74.673,66.8,368.884
817,74.633,66,376.3
818,74.573,66.5,374.92
819,74.533,66.4,368.25
820,74.493,66.1,365.77
821,74.483,65.3,374.17
822,74.433,67.1,373.44
823,74.383,68.3,375.72
824,74.343,67.2,372.51
825,74.313,67.9,370.936
826,74.293,68.5,371.233
827,74.243,67.6,369.608
828,74.193,67.4,371.245
829,74.173,67,370.427
830,74.103,67.1,375.52
831,74.053,68.5,373.087
832,74.013,67.8,371.121
833,74.003,68.1,378.65
834,73.943,68.8,376.73
835,73.903,68.6,369.869
836,73.853,67.5,367.765
837,73.813,66.3,372.768
838,73.813,66.7,371.33
839,73.763,67.7,368.455
840,73.703,66.7,373.115
841,73.663,65.8,373.63
842,73.603,67.2,369.896
843,73.543,68,371.913
844,73.513,67.9,369.486
845,73.463,67.5,374.55
846,73.433,67.5,372.765
847,73.383,67.2,373.141
848,73.353,67.7,370.857
849,73.323,67,368.395
850,73.263,65.7,380.07
851,73.233,67.6,372.637
852,73.203,66.6,375.44
853,73.153,66.4,370.037
854,73.123,66.9,373.94
855,73.083,66.9,373.24
856,73.023,68,375.47
857,73.003,68.3,378.22
858,72.953,67.5,374.59
859,72.943,67.9,374.06
860,72.883,68.5,371.605
861,72.823,68.4,376.68
862,72.783,68.6,378.51
863,72.753,67.7,376.56
864,72.693,67.7,376.84
865,72.713,67.3,378.39
866,72.663,67.2,380.16
867,72.623,67.3,376.63
868,72.553,67.9,376.09
869,72.533,68.7,376.52
870,72.493,68.1,377.35
871,72.443,66.9,375.09
872,72.423,66.3,377.02
873,72.373,67.9,375.65
874,72.343,67.4,372.965
875,72.283,66.8,378.47
876,72.253,66.7,376.34
877,72.193,67.1,376.6
878,72.143,68,372.532
879,72.123,66.2,376.28
880,72.103,67.9,378.53
881,72.013,67.6,378.78
882,72.013,67.5,376.31
883,71.973,67,376.47
884,71.933,66.4,370.192
885,71.883,66.2,375.81
886,71.843,66.1,378.26
887,71.813,66.8,375.61
888,71.763,66.6,376.34
889,71.703,66.1,373.66
890,71.693,65.6,378.27
891,71.633,66,378.39
892,71.593,65.3,381.44
893,71.553,66.4,377.37
894,71.513,65.8,377.84
895,71.483,65.6,379.9
896,71.443,65.1,379.59
897,71.383,65.3,378.95
898,71.353,64.5,377.78
899,71.323,65.1,381.09
900,71.283,65.1,378.85
901,71.233,65.1,371.773
902,71.173,65.8,378.04
903,71.143,66.6,380.22
904,71.093,65.4,372.657
905,71.033,65.9,374.17
906,71.023,66.5,379.8
907,70.962,65.2,377.53
908,70.872,64.3,375.11
909,70.853,63.7,376.85
910,70.853,63.9,372.445
911,70.822,63.6,374.79
912,70.812,63.3,375.99
913,70.752,63.3,380.08
914,70.692,62.9,378.65
915,70.672,62.4,380.34
916,70.612,62,373.22
917,70.592,63.1,382.79
918,70.522,63.4,381.2
919,70.522,64.3,380.25
920,70.492,63.6,379.12
921,70.432,63.6,376.15
922,70.402,64.3,382.37
923,70.352,64.9,380.76
924,70.302,64.7,374.81
925,70.232,64.4,382.52
926,70.212,64,379.07
927,70.172,64.1,379.1
928,70.162,65.1,380.8
929,70.122,64.4,374.35
930,70.082,64.5,380.34
931,70.052,64,383.8
932,70.042,65.2,378.24
933,69.982,62.8,378.16
934,69.942,62.8,378.94
935,69.902,64.1,379.55
936,69.872,63.6,381.07
937,69.822,62.4,377.5
938,69.782,63.3,381.33
939,69.742,64.3,382.61
940,69.702,65,386.04
941,69.682,64.5,374.84
942,69.602,64.8,379.04
943,69.592,64.9,379.98
944,69.582,65.3,380.95
945,69.512,65.2,376.55
946,69.472,66.2,381.76
947,69.442,65.2,381.01
948,69.412,64.2,377.99
949,69.372,65.7,378.69
950,69.322,65.9,380.81
951,69.262,66.4,384.03
952,69.242,65.7,376.15
953,69.162,66.3,380.3
954,69.142,65.4,384.92
955,69.092,65.8,379.06
956,69.062,63.5,380.27
957,69.072,63.6,381.38
958,69.002,63.8,378.15
959,68.982,65.1,379.81
960,68.922,64.9,379.58
961,68.872,64.2,385.02
962,68.842,66.9,380.78
963,68.792,66.3,385.21
964,68.762,65.6,380.85
965,68.742,65.5,381.81
966,68.682,65.9,383.84
967,68.612,65.5,385.98
968,68.592,66,379.92
969,68.562,66.5,385.58
970,68.522,66.7,382.54
971,68.472,66.8,377.15
972,68.462,67.1,381.88
973,68.402,67,382.3
974,68.362,66.2,383.86
975,68.312,66,376.07
976,68.272,66.1,386.47
977,68.242,66.3,389.48
978,68.212,67.3,387.6
979,68.162,65.9,383.39
980,68.132,65.5,381.95
981,68.092,65,379.17
982,68.042,65.9,386.87
983,67.982,65.5,385.48
984,67.972,66,381.93
985,67.922,65.7,383.74
986,67.882,65.9,386.82
987,67.852,66.6,380.88
988,67.842,66.4,382.08
989,67.782,66.7,387.74
990,67.722,66.9,387.91
991,67.682,67.5,382.19
992,67.672,66.2,386.72
993,67.632,67.5,385.95
994,67.582,67.5,379.58
995,67.532,67.8,383.81
996,67.512,67.6,385.77
997,67.482,66.8,386.61
998,67.432,68.1,387.88
999,67.372,67.3,385.35
1000,67.332,68.1,388.06
1001,67.312,66.1,385.78
1002,67.282,67.8,386.29
1003,67.232,66.9,388.49
1004,67.222,67.2,387.93
1005,67.182,67.8,387.22
1006,67.152,66.5,381.4
1007,67.062,66.7,391.04
1008,67.022,67.3,389.23
