Time (s),Mass (g),HRR (kW/m2),TC back 1 (K)
0,106.04,-3.7,298.326
1,106.15,-2.9,300.675
2,106.09,-3.1,296.717
3,106.08,-3.3,294.464
4,106.07,-2.6,298.93
5,106.07,-2.8,298.088
6,106.05,-2.9,303.719
7,106.05,-3,304.012
8,106.05,-2.8,292.676
9,106.05,-1.7,290.883
10,106.05,-1.8,306.031
11,106.05,-2.6,298.056
12,106.03,-3,305.129
13,106,-3.1,291.903
14,106,-3.3,293.796
15,105.96,-2.8,294.751
16,105.99,-2.5,300.586
17,105.95,-2.5,302.473
18,105.95,-2.7,297.367
19,105.91,-2.5,293.392
20,105.87,-2.2,297.626
21,105.79,-1.8,292.798
22,105.86,-1.1,297.002
23,105.8,0.8,300.289
24,105.77,4,303.394
25,105.67,8.6,293.505
26,105.61,14,299.099
27,105.54,20.3,296.934
28,105.44,29,298.499
29,105.38,38.2,300.67
30,105.26,46.1,298.442
31,105.17,57,289.687
32,105.07,66.1,296.659
33,104.96,76.2,287.932
34,104.89,86.4,295.049
35,104.78,94.3,297.389
36,104.7,102.4,292.723
37,104.57,108.7,297.82
38,104.46,116.8,298.09
39,104.35,120.6,293.487
40,104.26,124.8,302.439
41,104.17,127.7,294.684
42,104.12,131,300.746
43,104.04,129.1,299.793
44,103.99,128.9,303.984
45,103.9,127.7,294.606
46,103.82,126.7,291.916
47,103.72,126.6,300.462
48,103.71,125.4,299.285
49,103.64,123.3,301.013
50,103.56,120.8,298.28
51,103.5,117.7,286.213
52,103.44,120.3,287.147
53,103.349,116.7,299.029
54,103.279,115,292.626
55,103.209,114,295.804
56,103.169,110.6,302.833
57,103.089,109.6,295.379
58,103.039,106.8,301.971
59,102.959,104.6,301.349
60,102.909,102.7,304.846
61,102.849,102.5,300.979
62,102.789,101.8,298.549
63,102.699,99.5,300.295
64,102.669,100.2,303.614
65,102.609,100.1,297.256
66,102.569,97.7,303.96
67,102.459,98.6,300.055
68,102.419,97.5,299.372
69,102.379,96.1,303.088
70,102.289,96.5,292.552
71,102.239,95.2,299.415
72,102.219,97.3,298.102
73,102.159,93.9,296.728
74,102.109,94.3,302.565
75,102.009,94,300.813
76,101.979,93.6,300.214
77,101.899,91.4,303.761
78,101.869,89.1,296.107
79,101.839,90,304.675
80,101.759,88.8,297.237
81,101.699,87.7,297.945
82,101.649,86.8,299.357
83,101.609,87,299.829
84,101.519,85.8,304.2
85,101.469,84.7,300.649
86,101.449,84.7,298.227
87,101.409,85.1,298.942
88,101.339,83.9,302.685
89,101.299,84.3,305.631
90,101.249,84.5,298.03
91,101.179,84.5,300.633
92,101.139,82.9,303.952
93,101.089,83.5,306.207
94,101.029,84.3,299.643
95,100.999,83.9,294.86
96,100.939,83.7,292.13
97,100.869,84,293.274
98,100.829,84.9,300.744
99,100.789,83.8,299.662
100,100.749,82.9,292.46
101,100.689,82,299.326
102,100.649,81.5,309.955
103,100.599,80.8,306.771
104,100.529,80.8,295.948
105,100.479,79.6,302.344
106,100.449,79.8,301.99
107,100.379,78.6,302.813
108,100.339,78.9,295.771
109,100.269,79.6,295.037
110,100.239,78.8,301.603
111,100.169,79,297.525
112,100.099,80.1,303.05
113,100.069,80,305.493
114,100.039,79.6,297.406
115,99.999,78.8,301.7
116,99.939,78.7,302.92
117,99.849,77.9,304.761
118,99.799,76.5,299.179
119,99.749,77,303.682
120,99.749,76.1,304.781
121,99.729,76.4,297.514
122,99.649,76.1,308.834
123,99.599,77.4,301.893
124,99.549,77.3,304.274
125,99.499,77,296.08
126,99.439,76.9,296.738
127,99.409,76.7,299.385
128,99.359,77.8,299.383
129,99.319,78.3,298.835
130,99.229,78.1,300.938
131,99.179,77.3,302.357
132,99.119,75.7,308.65
133,99.109,75.2,306.052
134,99.029,75.5,302.273
