Time (s),Mass (g),HRR (kW/m2),TC back 1 (K)
82,107.899,116.9,302.613
83,107.789,116.5,309.021
84,107.729,118.4,305.793
85,107.689,117.7,303.216
86,107.609,118.9,306.563
87,107.558,117.2,307.085
88,107.488,116,302.854
89,107.368,115.3,303.388
90,107.318,115.4,307.952
91,107.178,115.3,304.243
92,107.118,115.5,305.363
93,107.048,114.2,308.386
94,106.998,111,296.527
95,106.918,113.6,309.604
96,106.828,114.6,302.169
97,106.768,112.5,308.979
98,106.658,111.3,308.194
99,106.588,110.9,305.951
100,106.478,110,302.564
101,106.428,110.2,307.183
102,106.318,111.4,304.965
103,106.178,112.8,308.71
104,106.158,111,304.139
105,106.078,111.5,303.179
106,106.038,110.5,308.11
107,105.958,110.6,307.355
108,105.908,110.1,305.716
109,105.858,110.1,309.533
110,105.748,110.1,306.852
111,105.658,109,308.97
112,105.558,109.2,304.706
113,105.498,109.9,309.835
114,105.408,109.7,304.736
115,105.348,111.2,301.386
116,105.268,110.2,309.868
117,105.168,108.5,307.345
118,105.078,107.4,307.641
119,105.028,110.5,306.104
120,104.928,109,311.407
121,104.848,109.1,309.723
122,104.788,107.6,305.024
123,104.698,108,307.474
124,104.628,107.2,306.22
125,104.538,108.8,313.967
126,104.438,108.8,310.501
127,104.378,110,301.294
128,104.328,110.4,304.705
129,104.238,109.9,304.363
130,104.198,110.6,304.784
131,104.138,107.8,316.116
132,104.028,107.6,305.615
133,103.978,108.3,307.077
134,103.868,105.8,311.075
135,103.818,105.8,306.712
136,103.748,106.7,308.519
137,103.698,107.3,312.774
138,103.598,105.4,310.515
139,103.538,107.2,312.015
140,103.498,108.1,313.275
141,103.418,107,313.978
142,103.408,109.4,310.634
143,103.268,106.8,303.513
144,103.168,106.2,308.392
145,103.128,107.6,307.85
146,103.128,109.3,306.083
147,103.018,106.2,307.477
148,102.918,107.7,310.401
149,102.828,106.4,311.87
150,102.788,105.3,312.37
151,102.718,105.5,313.963
152,102.578,106.1,309.456
153,102.538,106,316.093
154,102.468,106.2,310.618
155,102.378,104.9,315.755
156,102.298,106.1,311.651
157,102.247,106.9,317.129
158,102.187,106.9,314.069
159,102.107,107.6,316.076
160,101.987,107,316.307
161,101.957,106,312.168
162,101.887,106.4,312.657
163,101.797,106.8,313.221
164,101.767,105.4,317.656
165,101.677,105.3,308.772
166,101.597,102.5,311.039
167,101.537,104.6,314.964
168,101.477,104.6,314.62
169,101.387,104.9,317.986
170,101.307,103.9,311.355
171,101.227,101.7,318.67
172,101.177,103.8,319.914
173,101.117,104.2,313.396
174,101.087,104.5,317.183
175,100.987,104.6,314.806
176,100.907,103,308.254
177,100.827,102.7,313.896
178,100.737,101.9,313.889
179,100.737,103.8,313.651
180,100.687,101.8,311.58
181,100.577,102.9,315.698
182,100.537,103.6,322.907
183,100.427,103.2,318.902
184,100.337,102.7,315.579
185,100.297,102.1,325.689
186,100.237,102.4,322.772
187,100.147,103.8,314.791
188,100.087,102.8,317.939
189,100.027,101.4,313.522
190,99.947,102.4,317.598
191,99.857,102.3,316.029
192,99.817,99.8,320.325
193,99.727,102.4,318.192
194,99.637,100.5,315.252
195,99.577,100.7,318.049
196,99.497,99.4,320.962
197,99.457,101,314.084
198,99.397,99.3,313.641
199,99.327,100.4,314.058
200,99.287,100.2,321.026
201,99.187,100,321.355
202,99.157,99,319.327
203,99.097,99.9,319.154
204,99.017,100.8,316.024
205,98.997,99.7,324.74
206,98.877,99,318.35
207,98.797,100.4,322.343
208,98.737,100.9,317.299
209,98.657,98.1,329.979
210,98.607,99.1,324.086
211,98.547,98.7,320.967
212,98.467,98.4,325.656
213,98.457,97.8,320.163
214,98.347,98.4,318.978
215,98.237,97.4,326.386
216,98.207,97.8,328.312
217,98.147,97,319.741
218,98.027,98,321.609
219,97.977,97.1,314.797
220,97.867,98.9,323.686
221,97.837,96.6,319.038
222,97.737,97.5,329.03
223,97.687,96.1,329.747
224,97.597,96.6,320.297
225,97.547,99.1,328.805
226,97.477,97.2,322.637
227,97.367,97.7,322.068
228,97.327,95.9,324.836
229,97.307,95.6,324.355
230,97.207,96.5,329.735
231,97.157,95,326.964
232,97.057,94.7,323.698
233,97.006,93.8,324.789
234,96.946,96.7,322.992
235,96.896,96.4,331.418
236,96.826,96.6,327.587
237,96.756,96.5,327.786
238,96.666,98,332.522
239,96.626,97,328.764
240,96.586,96.9,321.234
241,96.486,95.8,324.915
242,96.456,94.4,329.494
243,96.396,96,328.32
244,96.316,97.3,326.936
245,96.236,94.7,331.415
246,96.176,97.5,330.775
247,96.126,95.6,329.039
248,96.006,95.2,329.279
249,95.936,95.5,327.963
250,95.876,95.6,331.48
251,95.826,93.4,328.734
252,95.786,96.5,328.838
253,95.696,93.9,331.942
254,95.616,93.9,333.179
255,95.596,95.5,331.418
256,95.506,93.8,335.125
257,95.406,94.9,335.638
258,95.366,95.9,328.333
259,95.316,96.1,333.253
260,95.256,94.7,327.741
261,95.206,96.6,327.805
262,95.126,96.5,336.631
263,95.076,97.5,330.891
264,94.996,96.7,332.103
265,94.936,97,336.335
266,94.846,97.3,332.412
267,94.776,98.3,330.619
268,94.706,97.8,340.918
269,94.636,97.2,333.207
270,94.506,97.2,334.032
271,94.456,96.4,334.678
272,94.356,96,330.275
273,94.316,97.9,332.609
274,94.276,96.2,331.133
275,94.206,97.5,335.135
276,94.116,95.4,335.563
277,94.066,96.9,332.239
278,93.996,96.2,334.356
279,93.976,95.8,335.173
280,93.866,95.5,339.636
281,93.796,93.9,334.033
282,93.746,96.7,340.282
283,93.676,97.6,338.288
284,93.586,96.1,335.881
285,93.526,95.3,338.781
286,93.486,95.7,329.699
287,93.416,94,339.387
288,93.336,96.3,332.095
289,93.286,94.4,335.622
290,93.216,95.1,339.693
291,93.146,95.7,338.869
292,93.056,96.3,335.709
293,93.006,96.4,341.376
294,92.966,96.4,339.723
295,92.856,97,334.98
296,92.796,96.9,335.642
297,92.746,97.2,341.481
298,92.676,96.6,338.879
299,92.626,95.2,337.849
300,92.546,96.5,340.319
301,92.456,94,339.289
302,92.426,95.5,343.359
303,92.356,95.5,340.17
304,92.296,94.5,345.306
305,92.246,94.5,340.4
306,92.146,94.8,344.661
307,92.066,94.4,342.54
308,91.976,94.6,341.267
309,91.966,94.5,337.09
310,91.916,95.1,347.664
311,91.826,95.2,349.721
312,91.755,94.8,341.171
313,91.706,95.8,344.924
314,91.665,95.2,341.333
315,91.615,96.1,348.825
316,91.525,95.1,342.38
317,91.435,95.5,351.39
318,91.365,94.2,348.396
319,91.325,95.7,350.06
320,91.255,93.8,346.387
321,91.165,95.1,342.963
322,91.115,96.2,348.663
323,91.045,93.5,347.613
324,90.935,92.6,344.805
325,90.885,91.6,343.998
326,90.845,93,349.294
327,90.795,93.4,347.805
328,90.725,95.7,348.596
329,90.655,93,343.78
330,90.585,93.3,347.702
331,90.555,91.9,344.48
332,90.475,93,347.579
333,90.425,92.4,353.718
334,90.355,92.3,346.592
335,90.285,91.6,344.776
336,90.215,92.9,351.437
337,90.155,93,347.187
338,90.085,93.2,353.258
339,90.015,92,350.366
340,89.955,93.1,350.584
341,89.905,92.3,348.426
342,89.835,91.5,347.198
343,89.745,92.1,344.575
344,89.665,93,353.765
345,89.635,93.3,353.473
346,89.555,92.6,352.232
347,89.485,91.6,352.972
348,89.415,91.9,346.386
349,89.345,91.4,344.01
350,89.305,92.5,349.129
351,89.245,91,353.813
352,89.195,91.2,351.927
353,89.115,93.5,346.41
354,89.025,92.6,345.184
355,88.945,92.5,354.218
356,88.885,93.8,347.454
357,88.805,94.1,353.374
358,88.745,93.2,355.937
359,88.675,94.2,345.733
360,88.625,92.4,351.992
361,88.595,92.4,355.565
362,88.485,95,356.271
363,88.435,95.7,356.735
364,88.395,94.3,349.572
365,88.345,93,350.273
366,88.235,92.4,351.985
367,88.175,92.5,346.088
368,88.085,93.1,358.188
369,88.025,93.3,360.167
370,87.975,92.6,356.914
371,87.945,93,348.047
372,87.895,93.3,354.44
373,87.805,92.8,355.145
374,87.695,93.9,358.279
375,87.675,93.8,357.153
376,87.585,93.8,355.987
377,87.585,94.1,356.722
378,87.515,91.5,355.852
379,87.435,92.6,356.571
380,87.375,93.1,357.551
381,87.285,91.9,355.65
382,87.235,93.2,358.047
383,87.155,92.8,359.576
384,87.115,93.6,360.346
385,87.045,92.7,358.622
386,86.985,91.1,357.456
387,86.925,92,353.312
388,86.835,92.7,356.762
389,86.775,94,351.541
390,86.735,92.3,355.762
391,86.675,91.6,361.171
392,86.625,91.5,358.237
393,86.544,92.2,355.147
394,86.484,92.1,358.721
395,86.395,93.1,360.726
396,86.354,93.3,355.99
397,86.274,91.8,357.772
398,86.224,91.7,355.351
399,86.174,94.3,355.412
400,86.114,92.8,363.668
401,86.044,92.1,359.329
402,85.954,91.2,357.612
403,85.904,92.7,365.321
404,85.824,92.1,365.848
405,85.754,93.2,364.609
406,85.714,90.2,359.24
407,85.614,91.2,361.621
408,85.544,93.5,358.701
409,85.494,91.1,365.931
410,85.424,91,359.514
411,85.404,91.5,366.774
412,85.294,91.2,361.528
413,85.294,92.7,352.55
414,85.204,90.1,364.788
415,85.174,91.4,367.06
416,85.114,89.3,366.311
417,85.034,91.2,370.412
418,84.964,92.1,366.895
419,84.904,91.3,362.179
420,84.834,90.5,369.424
421,84.764,91.1,363.123
422,84.684,90.6,362.251
423,84.604,90.8,362.26
424,84.554,90.7,367.722
425,84.454,91.1,361.09
426,84.424,91.2,362.767
427,84.374,89.8,363.162
428,84.334,91.1,364.444
429,84.284,90.1,359.408
430,84.224,90.4,366.382
431,84.144,90.7,361.684
432,84.104,89.8,366.606
433,84.044,90.1,361.483
434,83.964,89.7,366.198
435,83.874,89.6,370.497
436,83.854,87.9,366.215
437,83.784,89.5,368.845
438,83.694,89.5,366.212
439,83.644,90,371.037
440,83.614,87.7,366.004
441,83.554,89.5,365.115
442,83.434,88.9,369.877
443,83.364,88.7,372.582
444,83.264,88,366.019
445,83.244,89.2,368.454
446,83.194,88.3,363.56
447,83.114,88.6,364.565
448,83.064,88.5,372.013
449,83.024,89.2,366.548
450,82.964,88.8,366.088
451,82.854,88.1,366.288
452,82.784,89.3,367.914
453,82.754,87.4,366.956
454,82.704,86.8,370.255
455,82.624,87.4,368.227
456,82.564,86.9,370.615
457,82.494,85.3,366.918
458,82.454,86.7,364.727
459,82.394,87.2,370.265
460,82.334,88.6,373.7
461,82.274,87.3,367.279
462,82.224,87.3,368.221
463,82.144,87.1,371.547
464,82.074,87,371.85
465,82.024,88.2,372.453
466,81.894,86.4,374.5
467,81.894,86.5,376.27
468,81.824,87.2,371.949
469,81.784,86.7,371.257
470,81.734,85.2,371.752
471,81.674,86,368.522
472,81.614,85.4,372.131
473,81.534,86.3,372.072
474,81.484,86.7,375.03
475,81.454,88.3,369.8
476,81.374,88.1,370.76
477,81.304,87.4,374.2
478,81.264,88.7,367.964
479,81.203,87.4,374.65
480,81.133,86.3,373.51
481,81.063,86.7,364.462
482,80.983,87.4,375.85
483,80.903,87.9,377.22
484,80.873,88.5,371.703
485,80.793,87.4,375.63
486,80.733,88.6,366.003
487,80.683,88,378.82
488,80.643,87.9,369.119
489,80.593,88.7,368.931
490,80.533,88.2,375.63
491,80.433,86.2,375.68
492,80.363,87.2,371.153
493,80.303,87.9,373.81
494,80.213,86.5,381.94
495,80.163,87.9,377.62
496,80.063,86.3,377.06
497,80.023,87.4,367.994
498,79.973,86,376.88
499,79.953,86.3,374.73
500,79.883,85.2,373.19
501,79.823,84.7,374.59
502,79.743,84.3,374.85
503,79.663,84.6,374.97
504,79.583,84.6,375.72
505,79.513,83.4,378.85
506,79.483,85.3,373.49
507,79.413,85.1,372.279
508,79.383,87.2,376.93
509,79.313,85.5,380.48
510,79.253,85,380.42
511,79.223,85.6,375.33
512,79.133,86.2,379.95
513,79.073,85.8,372.257
514,79.003,86.1,373.38
515,78.953,85.8,379.92
516,78.903,84.2,376.51
517,78.823,85.4,382.31
518,78.763,86.1,375.41
519,78.713,84.5,373.19
520,78.653,85.6,375.39
521,78.633,83.8,380.16
522,78.563,84.2,373.68
523,78.473,84.6,379.14
524,78.463,84.5,377.06
525,78.403,85.2,380.3
526,78.313,85,384.16
527,78.233,85.7,380.68
528,78.183,85.3,379.96
529,78.123,84.7,380.96
530,78.063,85.1,375.14
531,77.973,85.4,377.52
532,77.923,86.9,380.36
533,77.833,87.7,374.35
534,77.823,87.7,379.24
535,77.773,88.3,382.35
536,77.713,89.1,376.67
537,77.603,87,376.74
538,77.563,87,370.914
539,77.503,86,375.73
540,77.443,87.2,379.7
541,77.423,87.6,376.47
542,77.363,87.9,385.03
543,77.303,87.5,376.66
544,77.243,88.4,381.06
545,77.173,87.4,379.2
546,77.153,87.1,384.31
547,77.083,86.3,386.58
548,77.073,86.1,373.94
549,76.953,85.8,374.42
550,76.913,86,383.04
551,76.843,87.5,382.06
552,76.783,85.8,381.54
553,76.703,86,380.91
554,76.653,85.4,384.23
555,76.623,85.7,378.67
556,76.583,84.8,380.64
557,76.493,87.3,381.17
558,76.463,87.8,382.73
559,76.373,87.8,384.42
560,76.273,87.2,375.22
561,76.243,87.4,382
562,76.193,87.3,382.71
563,76.123,86.5,385.14
564,76.043,86.3,378.09
565,75.973,86.4,378.52
566,75.912,87.2,388.09
567,75.842,86,383.79
568,75.812,87.5,386.75
569,75.722,86.6,382.59
570,75.682,85.6,379.71
571,75.612,86.7,383.3
572,75.532,85.9,381.78
573,75.472,85.5,379.1
574,75.422,85.6,380.19
575,75.372,86.2,381.45
576,75.342,84,384.73
577,75.252,84.6,383.3
578,75.222,85.3,377.15
579,75.162,85.2,378.75
580,75.112,85.7,380.49
581,75.062,84.6,383.25
582,74.982,86.5,384.32
583,74.912,85.8,381.18
584,74.872,86.7,382.4
585,74.802,86.6,388.8
586,74.752,85.9,384.92
587,74.712,86.4,384.01
588,74.662,85,388.28
589,74.622,83.7,386.43
590,74.572,83.9,385.6
591,74.482,84.8,378.34
592,74.392,84.2,384.76
593,74.282,84.4,384.98
594,74.302,84.8,390.88
595,74.202,84.9,382.22
596,74.162,84.4,383.43
597,74.102,84.5,390.23
598,74.062,83.6,383.72
599,74.002,82.8,379.25
600,73.962,83,384.31
601,73.852,83.8,390.38
602,73.812,84.1,380.8
603,73.782,85.1,382.72
604,73.742,83.7,384.14
605,73.642,84.5,386.59
606,73.592,82,384.03
607,73.522,83.8,389.12
608,73.442,81.4,384.08
609,73.422,83.2,380.55
610,73.342,84.4,389.3
611,73.272,82.7,384.84
612,73.252,83.4,383.82
613,73.212,83.6,390.73
614,73.172,82.9,384.41
615,73.112,82.9,385.46
616,73.032,83.6,391.77
617,72.982,82.1,386.6
618,72.922,82.6,380.08
619,72.902,83.5,382.52
620,72.782,83.8,384.91
621,72.792,83.7,384.87
622,72.722,84.1,385.63
623,72.642,83.6,385.73
624,72.592,83.8,385.02
625,72.522,84.8,384.74
626,72.462,83.9,389.73
627,72.402,83,389.73
628,72.342,83.4,392.64
629,72.302,83.3,389.49
630,72.242,83.2,386.34
631,72.182,83.4,380.19
632,72.142,82.3,393.88
633,72.082,83.9,388.32
634,72.012,85.5,385.3
635,71.932,85.4,391.15
636,71.882,84.5,387.88
637,71.802,84.9,384.04
638,71.772,83.8,394.6
639,71.712,83,382.1
640,71.632,82.4,388.97
641,71.592,83.5,390.77
642,71.542,84.3,390.14
643,71.512,83.5,392.37
644,71.402,82.8,388.71
645,71.322,84.4,388.55
646,71.312,84.7,386.74
647,71.272,82.1,386.06
648,71.232,82.2,390.6
649,71.172,81.9,393.66
650,71.152,82.6,387.25
651,71.072,81.2,385.33
652,70.992,81.3,388.84
653,70.912,83.5,381.96
654,70.882,83.7,389.39
655,70.832,84.2,385.44
656,70.802,83.1,389.93
657,70.721,85,393.34
658,70.642,83.4,388.37
659,70.611,83.8,386.07
660,70.541,84.4,391
661,70.521,84.1,380.81
662,70.461,84.3,391.48
663,70.371,83.9,393.25
664,70.321,84.2,389.43
665,70.291,83,387.88
666,70.211,83.7,388.69
667,70.121,84,390.15
668,70.091,83.6,391.82
669,70.021,83.4,390.94
670,69.991,82.9,385.78
671,69.921,83.5,390.58
672,69.851,84.1,392.25
673,69.801,84.3,391.69
674,69.721,84.2,396.54
675,69.671,83.5,393.32
676,69.611,84.4,392.84
677,69.571,81.9,393.89
678,69.531,83.3,392.47
679,69.491,82.7,392.86
680,69.421,83,398
681,69.361,83.4,396.05
682,69.311,82.3,393.64
683,69.271,83.2,402.2
684,69.211,82.9,394.51
685,69.141,83.8,390.33
686,69.111,82.7,391.7
687,69.061,83.2,387.52
688,68.961,81.1,392.43
689,68.911,79.9,390.22
690,68.821,82.5,388.42
691,68.781,80,390.82
692,68.701,78.6,390.35
693,68.641,80.1,387.99
694,68.571,80.5,389.72
695,68.541,78.7,395.81
696,68.511,77.9,389.46
697,68.411,79.7,395.21
698,68.361,78.3,391.1
699,68.291,79.7,392.53
700,68.271,79.8,391.81
701,68.231,79.1,389.59
702,68.141,81.5,389.66
703,68.081,80.9,390.83
704,68.051,81.6,391.86
705,67.991,80.7,391.63
706,67.921,79.2,388.74
707,67.861,78.8,397.18
708,67.791,78.7,396.21
709,67.731,78.1,395.86
710,67.691,79.5,391.18
711,67.641,79,395.86
712,67.611,80.3,399.76
713,67.551,81.4,392.45
714,67.491,80.5,394.61
715,67.431,81.8,397.65
716,67.351,82,396.57
717,67.331,80.3,394.5
718,67.291,80.2,392.66
719,67.241,79.1,393.32
720,67.171,79.1,394.93
721,67.161,80.6,399.05
722,67.101,81.1,390.52
723,67.051,79.8,392.03
724,66.981,81,402.08
725,66.891,80.3,391.79
726,66.851,81,398.99
727,66.771,81.9,395.52
728,66.691,82.6,396.91
729,66.631,82.9,392.09
730,66.611,81.6,397.07
731,66.561,81.7,400.8
732,66.511,80.6,388.28
733,66.461,80.9,400.19
734,66.401,80.9,397.43
735,66.331,80.7,402.35
736,66.281,79.9,392.16
737,66.201,81,401.56
738,66.151,81.3,403.86
739,66.091,82.5,392.31
740,66.071,81.2,395.64
741,65.971,81.5,398.88
742,65.921,79.6,403.04
743,65.851,81.4,403.08
744,65.801,82.5,394.79
745,65.721,82.7,398.98
746,65.691,82.5,399.97
747,65.651,81.3,395.78
748,65.611,80.1,402.64
749,65.541,81.1,406.39
750,65.451,81.1,403.01
751,65.451,81.2,397.91
752,65.38,82.2,403.42
753,65.32,82.5,396.14
754,65.27,81.5,399.73
755,65.2,80.6,405.62
756,65.15,79.9,396.16
757,65.09,80,399
758,65.03,81.7,400.55
759,64.94,82,403.49
760,64.89,82.3,401.18
761,64.85,82.4,401.68
762,64.79,82.5,403.05
763,64.76,84.4,399.79
764,64.72,82.5,396.53
765,64.64,83.6,399.52
766,64.59,83.2,398.6
767,64.5,81.7,405.04
768,64.46,81.3,400.1
769,64.43,82.8,399.5
770,64.38,83,404.67
771,64.35,82.9,403.99
772,64.29,82.9,405.17
773,64.25,84,399.34
774,64.18,83.4,395.96
775,64.13,83.7,397.68
776,64.08,83.7,402.68
777,64.02,83.8,408.05
778,63.94,83.1,399.95
779,63.89,83.7,399.09
780,63.82,84,405.56
781,63.77,85.5,403.18
782,63.71,85.3,399.93
783,63.67,86.5,404.81
784,63.64,87.1,405.06
785,63.55,86.5,405.53
786,63.49,87,400.28
787,63.43,87,405.45
788,63.37,86.1,405.27
789,63.3,86.9,402.27
790,63.24,84.6,401.47
791,63.18,84.1,403.51
792,63.13,85.6,408.88
793,63.06,84.3,403.63
794,63.01,85.7,406.89
795,62.98,86.6,404.25
796,62.89,85.6,404.43
797,62.86,87.4,405.12
798,62.79,85,404.96
799,62.78,86,403.71
800,62.74,83.6,407.53
801,62.67,84.3,406.12
802,62.6,85.8,404.04
803,62.55,84.6,405.64
804,62.53,84.8,407.49
805,62.44,85.3,401.17
806,62.36,84.6,402.07
807,62.3,85.2,406.32
808,62.2,84.9,397.66
809,62.17,84.6,405.57
810,62.11,84.8,404.32
811,62.09,84.8,411.54
812,62.03,84.7,401.29
813,61.96,85.4,403.95
814,61.93,83.7,406.76
815,61.84,86,406.26
816,61.76,84.8,407.82
817,61.73,86.6,406.1
818,61.68,86.1,406.75
819,61.63,85.3,405.99
820,61.55,85.4,406.76
821,61.51,85.7,406.78
822,61.43,85.7,411.81
823,61.38,87.3,409.97
824,61.29,86.8,410.43
825,61.25,86.4,410.99
826,61.19,86.4,403.37
827,61.15,85.2,410.79
828,61.09,86.6,411.47
829,60.98,85,412.64
830,60.96,85.8,409.71
831,60.86,84.8,414.01
832,60.84,85.4,411.6
833,60.78,85,411.98
834,60.78,85.7,413.05
835,60.71,84.8,414.26
836,60.66,85.7,411.05
837,60.6,84.1,410.59
838,60.55,86.3,409.12
839,60.5,85.4,413.75
840,60.41,87,416.61
841,60.38,88.1,411.48
842,60.28,87.2,414.28
843,60.21,88.4,413.49
844,60.159,88,412.25
845,60.119,87,414.76
846,60.039,88.6,409.02
847,59.999,90.8,415.58
848,59.949,89.7,412.06
849,59.959,89.3,412.97
850,59.869,88.8,413.69
851,59.759,88.3,417.61
852,59.709,88.6,409.29
853,59.659,88.7,415.78
854,59.639,89.4,418.55
855,59.559,89.2,414.79
856,59.449,89.2,420.07
857,59.409,88.6,413.98
858,59.399,89.6,413.58
859,59.309,89.5,420.24
860,59.229,89.2,415.3
861,59.149,89.8,416.33
862,59.129,90.6,418.38
863,59.069,90.4,419.42
864,59.019,90.4,421.04
865,59.009,90.6,418.1
866,58.919,91.4,420.69
867,58.879,89.4,414.15
868,58.779,89.4,416.03
869,58.739,89.4,423.44
870,58.689,89.6,421.4
871,58.609,88.7,414.63
872,58.559,88.5,419.98
873,58.489,89.5,418.39
874,58.439,89.8,415.79
875,58.429,89.5,419.87
876,58.339,89.3,421.98
877,58.289,91.5,421.37
878,58.229,91.6,418.35
879,58.169,92.6,425.95
880,58.079,90.7,421.57
881,58.009,92.3,420.01
882,57.989,91.6,420.05
883,57.909,91.3,425.7
884,57.879,91.5,425.04
885,57.849,90.2,427.91
886,57.749,91.9,426.12
887,57.659,91.9,419.07
888,57.579,92.3,431.13
889,57.519,92,421.12
890,57.469,92.2,420.93
891,57.389,93.1,422.59
892,57.359,92,428.05
893,57.309,93,430.4
894,57.259,92.3,430.62
895,57.209,90.9,424.14
896,57.099,92.5,429.29
897,57.039,92.9,425.83
898,56.989,93.1,427
899,56.959,92.5,425.7
900,56.869,92.9,427.59
901,56.839,90.8,426.28
902,56.739,91.6,430.27
903,56.749,91.3,431.78
904,56.709,93.8,426.93
905,56.519,93.4,424.87
906,56.579,93.8,434.52
907,56.489,94.3,430.8
908,56.409,94.5,429.15
909,56.359,94.4,432.88
910,56.279,93.9,431.77
911,56.249,93.3,435.63
912,56.169,92.8,430.9
913,56.109,92.1,431.47
914,56.069,93.3,429.89
915,55.959,92.6,434.47
916,55.899,93.7,432.46
917,55.829,95.1,435.24
918,55.749,94.3,438.77
919,55.719,95.8,439.64
920,55.659,95.1,432.36
921,55.599,96.2,438.41
922,55.509,95.1,435.73
923,55.469,96.1,436.2
924,55.419,96.1,437.75
925,55.339,95.7,437.34
926,55.339,95.2,434.18
927,55.239,95,440.14
928,55.189,96.7,432.58
929,55.129,97.1,439.05
930,55.029,97.8,446.6
931,55.009,97.7,436.47
932,54.979,97.8,441.78
933,54.939,97.6,441.94
934,54.838,98.6,439.32
935,54.748,98.3,440.67
936,54.688,98.8,439.41
937,54.658,98.3,439.7
938,54.618,98.5,448.72
939,54.508,96,436.1
940,54.458,98.5,443.77
941,54.368,97.3,443.91
942,54.388,95.6,445.1
943,54.288,97.7,440.62
944,54.228,97.7,442.93
945,54.178,95.6,444.42
946,54.078,97.2,447.64
947,54.028,94.7,449.3
948,53.938,94.9,439.56
949,53.858,95.5,443.34
950,53.838,95.8,437.42
951,53.748,96.8,446.26
952,53.628,96.7,452.27
953,53.618,97.4,458.06
954,53.528,95.7,448.23
955,53.458,95.7,441.59
956,53.398,94.2,448.93
957,53.368,95.2,445.94
958,53.308,97.9,451.75
959,53.248,96.7,449.02
960,53.168,96.4,451.88
961,53.108,96.1,455.06
962,53.028,96,447.46
963,52.998,96.8,454
964,52.918,95.9,461.01
965,52.848,97,456.31
966,52.758,96.8,455.35
967,52.708,96.9,448.61
968,52.668,98.3,453.39
969,52.558,97.7,459.48
970,52.478,99.5,453.98
971,52.438,97.6,451.17
972,52.388,98.2,457.47
973,52.328,98.1,454.77
974,52.258,98.2,457.02
975,52.168,98.7,457.63
976,52.138,98.5,455.03
977,52.058,98,462.89
978,52.018,97.8,459
979,51.928,98.8,461.92
980,51.888,97.9,461.71
981,51.838,98.2,459.6
982,51.728,99.4,461.75
983,51.658,100.3,461.01
984,51.598,99.5,459.65
985,51.588,100.1,461.33
986,51.488,100.3,462.09
987,51.418,100.7,465.38
988,51.328,99.1,464.18
989,51.268,100.5,464.14
990,51.218,101,457.25
991,51.128,101.7,461.21
992,51.078,101.8,465.98
993,51.028,101.6,464.17
994,50.948,101.8,463.36
995,50.878,103.2,463.01
996,50.778,101.7,460.86
997,50.698,101.3,468.27
998,50.638,100.7,469.58
999,50.578,102,472.14
1000,50.518,103.8,465.39
1001,50.448,100.4,469.68
1002,50.348,101.8,468.78
1003,50.288,103,475.39
1004,50.208,102.5,478.57
1005,50.138,102.4,469.8
1006,50.098,104.1,469.13
1007,49.998,102.8,473.35
1008,49.958,103.2,465.13
1009,49.898,104.3,466.47
