Time (s),Mass (g),HRR (kW/m2),TC back 1 (K)
0,110.8,3.1,293.958
1,110.9,3.4,299.209
2,110.83,3.5,285.293
3,110.82,3.4,289.912
4,110.82,2.8,292.163
5,110.83,2.3,281.2228
6,110.79,1.9,298.088
7,110.79,1.7,305.8
8,110.8,2.2,299.794
9,110.76,2.1,295.248
10,110.74,2.9,293.483
11,110.74,3.1,304.109
12,110.74,3.6,291.558
13,110.73,4.1,293.04
14,110.74,4.5,297.596
15,110.74,4.1,291.717
16,110.71,4.2,287.92
17,110.69,4.2,296.19
18,110.71,3.9,294.957
19,110.72,3.5,289.369
20,110.68,4.4,295.915
21,110.67,5.4,289.595
22,110.67,6.5,295.248
23,110.67,8.2,291.649
24,110.63,9.3,291.268
25,110.68,9.3,290.683
26,110.63,9.1,293.216
27,110.65,8.5,288.115
28,110.62,9,293.649
29,110.56,9.1,295.943
30,110.6,8.2,296.315
31,110.6,7.9,301.476
32,110.61,7.7,289.157
33,110.55,7.1,290.702
34,110.56,7,291.226
35,110.54,6.7,298.422
36,110.5,6.4,304.385
37,110.56,5.8,295.954
38,110.52,4.9,292.51
39,110.53,5,296.516
40,110.55,5.2,297.489
41,110.47,5.2,296.071
42,110.51,5.4,292.162
43,110.43,4.8,291.902
44,110.45,4.3,295.553
45,110.48,4.7,290.5
46,110.42,5,298.559
47,110.38,5.6,293.394
48,110.36,5.6,303.483
49,110.3,5.8,294.377
50,110.28,5.9,292.688
51,110.3,6.1,287.846
52,110.27,5.6,297.972
53,110.21,5.1,294.49
54,110.1,4.9,298.619
55,109.99,5.8,289.392
56,109.82,9.8,292.361
57,109.63,19.8,308.503
58,109.5,38.3,295.416
59,109.34,63.7,300.628
60,109.24,91.3,287.173
61,109.12,115.3,303.113
62,109,134.2,285.755
63,108.87,149.2,295.915
64,108.77,160.4,293.967
65,108.71,160.6,290.962
66,108.62,165.8,296.48
67,108.5,165.8,296.717
68,108.43,162.6,289.64
69,108.35,162.6,294.75
70,108.28,157.5,292.651
71,108.2,155.9,288.9
72,108.12,150.9,296.913
73,108.029,147.3,293.117
74,107.959,146.1,296.803
75,107.869,141.2,299.887
76,107.799,139.3,288.425
77,107.739,135.5,299.999
78,107.719,131.3,296.567
79,107.609,127.6,296.833
80,107.539,124.9,295.651
81,107.459,122.3,296.773
82,107.419,118.7,291.679
83,107.329,119.1,304.312
84,107.269,115.2,290.798
85,107.199,113.6,300.329
86,107.139,113.7,293.538
87,107.079,110.9,295.419
88,107.019,111.3,299.221
89,106.939,109.8,295.626
90,106.929,110.1,302.295
91,106.879,107.8,295.828
92,106.789,107.5,292.467
93,106.749,104.7,288.297
94,106.669,102.3,297.151
95,106.639,101.5,299.492
96,106.559,100.7,292.473
97,106.509,98.7,293.891
98,106.439,97.5,297.528
99,106.389,97,299.874
100,106.309,96.1,297.054
101,106.259,95.8,305.862
102,106.199,94.9,295.862
103,106.129,95.1,300.37
104,106.079,95.6,287.802
105,106.039,94.1,301.084
106,105.989,93.7,300.917
107,105.909,92.5,303.058
108,105.879,92.3,291.709
109,105.869,92.8,300.301
110,105.789,91.7,293.658
111,105.729,90.9,288.856
112,105.669,90.4,300.365
113,105.619,90.7,299.751
114,105.559,90.1,298.68
115,105.479,90.1,289.316
116,105.439,89.5,293.789
117,105.409,88.8,297.494
118,105.399,87.9,293.688
119,105.299,87.3,300.688
120,105.259,87.9,289.789
121,105.219,87.2,293.96
122,105.169,87.3,297.212
123,105.139,86.5,301.499
124,105.089,87,290.412
125,105.019,87.3,298.208
126,104.979,84.9,298.055
127,104.949,84.6,306.744
128,104.849,84.6,298.374
129,104.829,84.1,304.76
130,104.769,84.6,297.928
131,104.709,84.3,299.652
132,104.639,83.9,305.989
133,104.589,83.5,295.496
134,104.559,82.6,299.635
135,104.509,82.4,293.836
136,104.439,82.8,288.771
137,104.399,82.2,290.882
138,104.329,83.4,297.71
139,104.289,83.5,302.314
140,104.239,82.9,301.791
141,104.179,82.7,290.301
142,104.109,81.2,298.838
143,104.039,81.4,299.739
144,104.029,81.6,301.943
145,103.979,82.5,301.534
146,103.929,84,294.161
147,103.889,84.1,300.677
148,103.829,82.5,299.913
149,103.809,82.7,310.859
150,103.749,83.2,298.545
151,103.689,83.7,301.736
152,103.659,83.4,299.548
153,103.589,83.3,297.187
154,103.529,83.4,301.668
155,103.469,83.9,301.348
156,103.419,83,299.546
157,103.389,82.7,295.896
158,103.329,83.4,286.831
159,103.259,81,294.349
160,103.269,82.7,295.81
161,103.209,82.5,301.935
162,103.169,82.1,294.126
163,103.089,82.4,300.521
164,103.019,82.6,292.124
165,102.989,83.3,291.405
166,102.969,83.3,293.327
167,102.879,81.9,299.554
168,102.809,81.6,298.293
169,102.758,81.3,300.194
170,102.738,80.4,298.344
171,102.698,79.1,302.553
