Time (s),Mass (g),HRR (kW/m2),TC back 1 (K)
0,111.47,0.2,294.903
1,111.52,0,295.022
2,111.47,0,297.118
3,111.39,0.4,299.638
4,111.36,1.4,297.296
5,111.27,4.5,299.245
6,111.21,9.1,303.062
7,110.99,18.6,295.304
8,110.86,32.4,295.52
9,110.69,51.5,298.623
10,110.6,70.8,295.119
11,110.45,90.5,297.597
12,110.3,119.7,306.938
13,110.13,144,305.533
14,109.96,167.8,305.146
15,109.83,188.7,290.584
16,109.68,209.9,289.141
17,109.54,222.9,294.201
18,109.39,240.8,293.504
19,109.25,247.4,294.09
20,109.11,255.3,300.661
21,108.93,269.2,297.657
22,108.739,273.4,302.254
23,108.579,282.3,302.385
24,108.419,281.6,299.332
25,108.289,285.6,308.076
26,108.109,288.8,300.377
27,107.959,294.6,302.42
28,107.839,300.4,297.595
29,107.659,297.7,296.09
30,107.509,297.4,299.755
31,107.369,305.9,293.783
32,107.219,299.1,297.042
33,107.049,296.8,293.479
34,106.939,295.9,293.284
35,106.779,298.8,300.465
36,106.659,299.5,292.082
37,106.509,298.6,299.196
38,106.359,288.7,301.879
39,106.229,299.6,297.676
40,106.119,290.9,304.95
41,105.989,286.3,298.193
42,105.849,283.9,292.536
43,105.749,280.1,298.544
44,105.549,287.2,300.12
45,105.459,290.2,301.133
46,105.349,285.9,296.783
47,105.169,277,294.853
48,105.069,275.7,297.062
49,104.969,273.3,286.259
50,104.829,266.3,293.79
51,104.689,266.1,296.381
52,104.549,262.4,299.084
53,104.469,263,299.446
54,104.339,262.7,287.212
55,104.199,259.8,288.12
56,104.099,258,301.133
57,103.919,257.9,297.825
58,103.829,255.2,284.35
59,103.759,255.9,297.965
60,103.618,255.4,291.241
61,103.488,255.2,295.925
62,103.368,251.8,299.305
63,103.258,256.3,297.149
64,103.128,249,301.266
65,102.978,246.5,307.225
66,102.888,247.2,297.519
67,102.788,245.9,284.635
68,102.708,241.7,293.018
69,102.598,236.4,302.726
70,102.448,231,298.186
71,102.358,235.3,289.319
72,102.248,231.3,299.459
73,102.148,236.5,293.581
74,102.038,231.6,303.139
75,101.928,231.8,300.034
76,101.858,230.3,298.71
77,101.708,231.6,302.653
78,101.578,225.8,289.533
79,101.458,220.5,300.571
80,101.388,222.7,301.421
81,101.278,221.3,302.716
82,101.168,223.7,295.939
83,100.998,218.3,300.825
84,100.938,217.5,297.896
85,100.798,215.8,306.87
86,100.738,217.7,296.597
87,100.618,217.8,299.968
88,100.508,215.9,304.669
89,100.418,215.2,302.743
90,100.318,213,304.536
91,100.188,216.3,299.746
92,100.068,210.5,291.267
93,99.958,214.3,302.355
94,99.848,212.6,299.176
95,99.728,206.6,310.222
96,99.568,209.7,299.357
97,99.508,207.7,294.803
98,99.378,207.7,294.522
99,99.308,208.2,298.086
100,99.278,205.5,306.746
101,99.138,202.8,298.735
102,99.058,206.8,303.623
103,98.878,202.4,303.981
104,98.788,201.5,299.996
105,98.738,197,301.57
106,98.638,201.2,299.13
107,98.518,199.3,305.134
108,98.418,195.2,309.421
109,98.338,195,296.981
110,98.268,195.6,296.921
111,98.167,196.4,305.087
112,98.027,195.3,297.711
113,97.947,195,298.36
114,97.867,194.3,300.084
115,97.797,193.7,303.385
116,97.657,191.2,306.398
117,97.577,190.3,306.317
118,97.407,196,306.287
119,97.387,193.2,301.178
120,97.277,197.4,309.209
121,97.167,196.9,301.523
122,97.087,190.8,304.232
123,96.997,189,304.708
124,96.867,188.7,307.201
125,96.797,191.3,300.614
126,96.697,189.4,307.582
127,96.587,187.5,303.939
128,96.477,189.7,307.389
129,96.367,189.6,306.411
130,96.287,188.5,308.309
131,96.187,188.7,303.838
132,96.127,187.6,306.284
133,96.017,182.5,301.093
134,95.957,183.3,307.931
135,95.857,186.9,309.475
136,95.777,184.1,307.092
137,95.647,179.3,308.424
138,95.577,181.5,305.824
139,95.477,184.3,306.514
140,95.357,181.3,308.714
141,95.297,182.3,307.672
142,95.187,183,307.777
143,95.077,183.5,306.923
144,95.007,184.3,307.972
145,94.947,179.2,306.234
146,94.847,178.8,307.127
147,94.707,181.6,307.536
148,94.617,180.7,307.902
149,94.547,179.2,306.288
150,94.467,180.2,306.966
151,94.327,178,307.499
152,94.237,179.5,311.493
153,94.137,179.5,312.564
154,94.057,180,308.876
155,93.967,178.9,301.312
156,93.867,175.8,309.658
157,93.797,178.2,305.978
158,93.717,176.1,309.965
159,93.657,173.5,301.216
160,93.517,177.1,305.098
161,93.437,176.4,305.021
162,93.337,179.3,307.16
163,93.247,178.6,307.032
164,93.157,176.6,300.471
165,93.067,177.2,313.196
166,92.986,175.2,310.486
167,92.896,176.8,305.923
168,92.816,177.4,305.061
169,92.716,176.6,317.524
170,92.606,175.2,308.588
171,92.476,175.5,308.719
172,92.456,171,313.315
173,92.406,174.9,316.848
174,92.286,171.6,310.028
175,92.196,170.3,308.736
176,92.096,168.4,312.952
177,92.006,170.3,319.457
178,91.916,170.3,306.782
179,91.866,171.4,307.08
180,91.746,169.5,306.953
181,91.656,165.5,315.607
182,91.566,166.9,312.288
183,91.526,163.8,315.908
184,91.436,165.6,315.477
185,91.326,168.1,312.341
186,91.236,166.5,313.097
187,91.136,165,310.845
188,91.076,166.9,303.754
189,91.006,167.2,308.789
190,90.946,167.5,315.772
191,90.786,165.2,314.241
192,90.706,166.8,317.848
193,90.636,167.9,313.449
194,90.536,168,317.3
