Time (s),Temperature (K),Mass (mg)
0.0,299.8,14.93
2.2,300.3,14.94
4.5,300.8,14.94
6.7,301.3,14.95
8.9,301.8,14.96
11.1,302.3,14.97
13.4,302.8,14.97
15.6,303.3,14.97
17.8,303.8,14.98
20.0,304.3,14.99
22.2,304.8,14.99
24.4,305.3,15.0
26.6,305.8,15.01
28.8,306.3,15.02
31.0,306.8,15.02
33.2,307.3,15.03
35.4,307.8,15.04
37.6,308.3,15.05
39.8,308.8,15.05
42.0,309.3,15.06
44.2,309.8,15.07
46.3,310.3,15.07
48.5,310.8,15.08
50.7,311.3,15.09
52.9,311.8,15.1
55.0,312.3,15.1
57.2,312.8,15.11
59.3,313.3,15.12
61.5,313.8,15.13
63.7,314.3,15.13
65.8,314.8,15.14
68.0,315.3,15.15
70.1,315.8,15.16
72.3,316.3,15.17
74.4,316.8,15.18
76.5,317.3,15.19
78.7,317.8,15.19
80.8,318.3,15.2
83.0,318.8,15.21
85.1,319.3,15.21
87.2,319.8,15.22
89.3,320.3,15.23
91.5,320.8,15.23
93.6,321.3,15.24
95.7,321.8,15.26
97.8,322.3,15.27
99.9,322.8,15.27
102.0,323.3,15.28
104.1,323.8,15.29
106.3,324.3,15.29
108.4,324.8,15.3
110.5,325.3,15.31
112.6,325.8,15.32
114.7,326.3,15.33
116.7,326.8,15.34
118.8,327.3,15.35
120.9,327.8,15.35
123.0,328.3,15.36
125.1,328.8,15.37
127.2,329.3,15.37
129.3,329.8,15.38
131.3,330.3,15.39
133.4,330.8,15.39
135.5,331.3,15.4
137.6,331.8,15.42
139.6,332.3,15.43
141.7,332.8,15.43
143.8,333.3,15.44
145.8,333.8,15.45
147.9,334.3,15.45
149.9,334.8,15.46
152.0,335.3,15.47
154.1,335.8,15.47
156.1,336.3,15.48
158.2,336.8,15.49
160.2,337.3,15.5
162.3,337.8,15.51
164.3,338.3,15.52
166.3,338.8,15.52
168.4,339.3,15.53
170.4,339.8,15.54
172.5,340.3,15.54
174.5,340.8,15.55
176.5,341.3,15.56
178.5,341.8,15.57
180.6,342.3,15.57
182.6,342.8,15.58
184.6,343.3,15.59
186.6,343.8,15.59
188.7,344.3,15.6
190.7,344.8,15.61
192.7,345.3,15.61
194.7,345.8,15.61
196.7,346.3,15.62
198.7,346.8,15.62
200.7,347.3,15.63
202.7,347.8,15.63
204.7,348.3,15.63
206.8,348.8,15.64
208.8,349.3,15.65
210.7,349.8,15.65
212.7,350.3,15.65
214.7,350.8,15.66
216.7,351.3,15.66
218.7,351.8,15.67
220.7,352.3,15.67
222.7,352.8,15.67
224.7,353.3,15.68
226.7,353.8,15.68
228.7,354.3,15.68
230.6,354.8,15.69
