Time (s),Temperature (K),Mass (mg)
0.0,300.5,14.95
2.2,301.0,14.95
4.5,301.5,14.95
6.7,302.0,14.96
8.9,302.5,14.96
11.1,303.0,14.97
13.3,303.5,14.97
15.6,304.0,14.97
17.8,304.5,14.98
20.0,305.0,14.99
22.2,305.5,14.99
24.4,306.0,14.99
26.6,306.5,15.0
28.8,307.0,15.01
31.0,307.5,15.01
33.2,308.0,15.01
35.4,308.5,15.02
37.5,309.0,15.03
39.7,309.5,15.03
41.9,310.0,15.03
44.1,310.5,15.04
46.3,311.0,15.04
48.4,311.5,15.05
50.6,312.0,15.05
52.8,312.5,15.06
54.9,313.0,15.06
57.1,313.5,15.07
59.2,314.0,15.08
61.4,314.5,15.08
63.6,315.0,15.09
65.7,315.5,15.09
67.8,316.0,15.1
70.0,316.5,15.1
72.1,317.0,15.11
74.3,317.5,15.12
76.4,318.0,15.12
78.5,318.5,15.12
80.7,319.0,15.13
82.8,319.5,15.14
84.9,320.0,15.14
87.1,320.5,15.15
89.2,321.0,15.16
91.3,321.5,15.16
93.4,322.0,15.16
95.5,322.5,15.17
97.6,323.0,15.18
99.8,323.5,15.18
101.9,324.0,15.19
104.0,324.5,15.2
106.1,325.0,15.2
108.2,325.5,15.2
110.3,326.0,15.21
112.4,326.5,15.21
114.5,327.0,15.22
116.6,327.5,15.23
118.6,328.0,15.24
120.7,328.5,15.24
122.8,329.0,15.24
124.9,329.5,15.25
127.0,330.0,15.25
129.1,330.5,15.26
131.1,331.0,15.27
133.2,331.5,15.27
135.3,332.0,15.28
137.3,332.5,15.28
139.4,333.0,15.28
141.5,333.5,15.29
143.5,334.0,15.3
145.6,334.5,15.31
147.7,335.0,15.31
149.7,335.5,15.31
151.8,336.0,15.32
153.8,336.5,15.32
155.9,337.0,15.33
157.9,337.5,15.33
160.0,338.0,15.33
162.0,338.5,15.34
164.0,339.0,15.35
166.1,339.5,15.35
168.1,340.0,15.36
170.1,340.5,15.36
172.2,341.0,15.36
174.2,341.5,15.37
176.2,342.0,15.38
178.3,342.5,15.38
180.3,343.0,15.38
182.3,343.5,15.39
184.3,344.0,15.39
186.4,344.5,15.39
188.4,345.0,15.4
190.4,345.5,15.4
192.4,346.0,15.4
194.4,346.5,15.41
196.4,347.0,15.41
198.4,347.5,15.41
200.4,348.0,15.41
202.4,348.5,15.41
204.4,349.0,15.42
206.4,349.5,15.42
208.4,350.0,15.42
210.4,350.5,15.42
212.4,351.0,15.43
214.4,351.5,15.43
216.4,352.0,15.43
218.4,352.5,15.43
220.4,353.0,15.43
222.4,353.5,15.44
224.3,354.0,15.44
226.3,354.5,15.44
228.3,355.0,15.44
230.3,355.5,15.44
232.3,356.0,15.44
234.2,356.5,15.44
236.2,357.0,15.44
238.2,357.5,15.44
240.1,358.0,15.45
242.1,358.5,15.45
244.1,359.0,15.45
246.0,359.5,15.45
248.0,360.0,15.45
250.0,360.5,15.45
251.9,361.0,15.45
253.9,361.5,15.45
255.8,362.0,15.45
257.8,362.5,15.45
259.7,363.0,15.45
261.7,363.5,15.45
263.6,364.0,15.45
265.6,364.5,15.45
267.5,365.0,15.45
269.5,365.5,15.45
271.4,366.0,15.45
273.4,366.5,15.45
275.3,367.0,15.45
277.2,367.5,15.45
279.2,368.0,15.45
281.1,368.5,15.45
283.0,369.0,15.45
285.0,369.5,15.45
286.9,370.0,15.45
288.8,370.5,15.45
290.7,371.0,15.45
292.7,371.5,15.45
294.6,372.0,15.45
296.5,372.5,15.45
298.4,373.0,15.45
300.3,373.5,15.45
302.3,374.0,15.45
304.2,374.5,15.45
306.1,375.0,15.45
308.0,375.5,15.45
309.9,376.0,15.45
311.8,376.5,15.45
313.7,377.0,15.45
315.6,377.5,15.45
317.5,378.0,15.45
319.4,378.5,15.45
321.3,379.0,15.44
323.2,379.5,15.44
325.1,380.0,15.44
