Time,Mass,HRR
s,g,kW
0,154.9929772,-0.00510215
1,155.2843183,0.0070071
2,155.2847016,-0.00317272
3,155.1189055,0.00907264
4,155.2676428,0.01367624
5,155.3567702,0.00382815
6,155.4566312,-0.00247574
7,155.1861823,0.0190015
8,155.2026661,0.01323508
9,155.4437892,0.00128808
10,155.2218333,0.00621484
11,155.386671,-0.00196371
12,155.3084689,-0.00031361
13,155.1677818,0.01025588
14,155.0905381,-0.00307586
15,155.5568755,-0.00666456
16,155.1976826,-0.00079745
17,155.3699956,-0.01209384
18,155.2281584,-0.01089795
19,155.3607953,0.00355417
20,155.1003134,-0.00777912
21,155.2540341,-0.00934505
22,155.3406698,-0.00766632
23,155.2977353,-0.00402518
24,155.2341003,-0.00279543
25,155.3642454,0.01038426
26,155.3724873,0.00518856
27,155.2894934,0.00410656
28,155.4591229,-0.00117023
29,155.0922632,-0.01288597
30,155.4432142,-0.00140611
31,155.275693,-0.00889117
32,155.2064995,-0.01153659
33,155.3592619,-0.005097
34,155.3057855,-0.00011742
35,155.2118663,-0.00319317
36,155.3366447,-0.00528455
37,155.3339613,-0.0024152
38,155.0270948,-0.00304104
39,155.3974046,-0.00993118
40,155.5306165,-0.0194805
41,155.3500617,0.00520739
42,155.3360697,-0.00383444
43,155.1961493,-0.00157631
44,155.1568565,0.00058838
45,155.4723483,0.00620615
46,155.2479006,-0.00722389
47,155.1842656,-0.00163332
48,155.2718596,0.01550968
49,155.2162748,0.00196973
50,155.2241333,-0.00444085
51,155.3862877,0.00922937
52,155.3368363,0.01176236
53,155.0836379,0.00580176
54,155.2306502,0.01166218
55,155.1984493,0.00890752
56,155.2425338,0.00447337
57,155.3519784,0.00130161
58,155.3201609,0.00389764
59,155.3491033,-0.01647992
60,155.2553758,0.00582064
61,155.1006967,-0.00709616
62,155.2084163,0.00498609
63,155.4527978,0.00274015
64,155.2362087,-0.0124723
65,155.2034328,0.00271674
66,155.2122497,0.01169108
67,155.1196722,0.00949836
68,155.0661958,0.01283861
69,155.098205,0.01604375
