Time,Temperature,Mass
[s],[K],[mg]
4.2,312.15,6.625
18,313.15,6.618
23.4,314.15,6.619
28.8,315.15,6.619
33.6,316.15,6.619
38.4,317.15,6.618
43.8,318.15,6.617
49.8,319.15,6.617
55.8,320.15,6.616
61.8,321.15,6.615
67.8,322.15,6.615
73.2,323.15,6.614
79.2,324.15,6.614
85.2,325.15,6.613
91.2,326.15,6.613
97.2,327.15,6.612
103.2,328.15,6.612
108.6,329.15,6.612
114.6,330.15,6.611
120.6,331.15,6.611
126.6,332.15,6.611
132.6,333.15,6.61
138.6,334.15,6.61
144.6,335.15,6.61
150.6,336.15,6.61
156.6,337.15,6.609
162.6,338.15,6.609
168.6,339.15,6.609
174.6,340.15,6.609
180.6,341.15,6.609
186.6,342.15,6.609
192.6,343.15,6.609
198.6,344.15,6.608
204.6,345.15,6.608
210.6,346.15,6.608
216.6,347.15,6.608
222.6,348.15,6.608
228.6,349.15,6.608
234.6,350.15,6.608
240.6,351.15,6.608
246.6,352.15,6.608
252.6,353.15,6.608
258.6,354.15,6.607
264.6,355.15,6.607
270.6,356.15,6.607
276.6,357.15,6.607
282.6,358.15,6.607
288.6,359.15,6.607
294.6,360.15,6.607
300.6,361.15,6.606
306.6,362.15,6.606
312.6,363.15,6.606
318.6,364.15,6.606
324.6,365.15,6.606
330.6,366.15,6.606
336.6,367.15,6.605
342.6,368.15,6.605
348.6,369.15,6.605
354.6,370.15,6.604
360.6,371.15,6.604
366.6,372.15,6.604
372.6,373.15,6.604
378.6,374.15,6.603
384.6,375.15,6.603
390.6,376.15,6.603
396.6,377.15,6.602
402.6,378.15,6.602
408.6,379.15,6.601
414.6,380.15,6.601
420.6,381.15,6.601
426.6,382.15,6.6
432.6,383.15,6.6
438.6,384.15,6.599
444.6,385.15,6.599
450.6,386.15,6.598
457.2,387.15,6.598
463.2,388.15,6.597
469.2,389.15,6.597
475.2,390.15,6.596
481.2,391.15,6.595
487.2,392.15,6.595
493.2,393.15,6.594
499.2,394.15,6.593
505.2,395.15,6.593
511.2,396.15,6.592
517.2,397.15,6.591
523.2,398.15,6.59
529.2,399.15,6.59
535.2,400.15,6.589
541.2,401.15,6.588
547.2,402.15,6.587
553.2,403.15,6.587
559.2,404.15,6.586
565.2,405.15,6.585
571.2,406.15,6.584
577.2,407.15,6.583
583.2,408.15,6.583
589.2,409.15,6.582
595.2,410.15,6.581
601.2,411.15,6.58
607.2,412.15,6.579
613.2,413.15,6.578
619.2,414.15,6.577
625.2,415.15,6.576
631.2,416.15,6.575
637.2,417.15,6.574
643.8,418.15,6.573
649.8,419.15,6.571
655.8,420.15,6.57
661.8,421.15,6.569
667.8,422.15,6.567
673.8,423.15,6.565
679.8,424.15,6.564
685.8,425.15,6.562
691.8,426.15,6.56
697.8,427.15,6.558
703.8,428.15,6.555
709.8,429.15,6.553
715.8,430.15,6.551
721.8,431.15,6.548
727.8,432.15,6.545
733.8,433.15,6.543
739.8,434.15,6.54
745.8,435.15,6.537
751.8,436.15,6.533
