Time (s),Mass (g),HRR (kW/m2),TC back 1 (K)
72,154.795,-0.677,329.88
73,154.887,-0.976,330.76
74,154.706,-0.81,331.56
75,154.776,-0.67,332.39
76,154.732,-1.214,333.3
77,154.626,-1.028,334.15
78,154.63,0.449,335
79,154.801,-0.635,335.65
80,154.694,-1.078,336.54
81,154.766,-1.141,337.42
82,154.662,-0.621,338.3
83,154.871,-0.998,339.12
84,155.006,-0.874,339.96
85,154.772,-1.941,340.74
86,154.625,-1.417,341.56
87,154.617,-0.781,342.42
88,154.789,-2.065,343.33
89,154.798,-2.264,344.18
90,154.672,0.125,344.99
91,154.833,-1.592,345.84
92,154.736,-3.148,346.69
93,154.849,-3.231,347.45
94,154.527,-3.69,348.29
95,154.697,-2.615,349.21
96,154.813,-3.993,350.02
97,154.816,-2.143,350.83
98,154.738,-2.944,351.64
99,154.634,-3.868,352.44
100,154.802,-2.998,353.26
101,154.866,-3.522,354.11
102,154.574,-2.388,354.99
103,154.728,-0.715,355.7
104,154.912,-0.137,356.38
105,154.776,-1.266,357.27
106,154.752,-0.526,358.08
107,154.685,-2.016,358.9
108,154.807,-0.142,359.75
109,154.763,-1.076,360.56
110,154.664,0.178,361.37
111,154.562,1.942,362.13
112,154.792,12.606,362.96
113,154.782,15.697,363.75
114,154.493,29.782,364.53
115,154.581,42.931,365.3
116,154.399,71.602,366.11
117,154.472,99.126,366.87
118,154.299,127.17,367.61
119,154.185,148.112,368.39
120,154.18,169.396,369.11
121,153.978,194.49,369.85
122,154.023,213.497,370.65
123,153.787,232.662,371.42
124,153.652,244.458,372.09
125,153.6,263.989,372.84
126,153.527,272.424,373.56
127,153.353,288.861,374.27
128,153.306,308.281,374.96
129,152.946,316.667,375.61
130,152.944,340.002,376.33
131,152.914,356.391,376.98
132,152.633,366.233,377.68
133,152.481,367.624,378.31
134,152.435,376.618,378.96
135,152.224,380.512,379.54
136,151.869,385.594,380.08
137,151.855,393.25,380.46
138,151.668,404.188,381.23
139,151.591,398.525,381.8
140,151.335,410.429,382.38
141,151.241,407.751,382.89
142,151.008,403.03,383.45
143,150.972,416.896,383.97
144,150.646,417.529,384.51
145,150.603,427.168,385.06
146,150.345,425.899,385.55
147,150.272,417.95,386.08
148,150.04,418.285,386.69
149,149.89,422.08,387.28
150,149.797,424.071,387.85
151,149.477,421.02,388.47
152,149.458,422.958,389.03
153,149.029,422.478,389.63
154,148.959,429.775,390.16
155,148.861,431.544,390.74
156,148.631,431.977,391.26
157,148.388,431.539,391.86
158,148.415,432.489,392.45
159,148.218,436.072,393.04
160,147.908,435.773,393.67
161,147.716,432.084,394.26
162,147.405,430.457,394.84
163,147.359,436.756,395.44
164,147.041,434.125,395.98
165,147.086,435.779,396.6
166,146.879,429.694,397.23
167,146.776,432.604,397.85
168,146.444,436.48,398.47
169,146.331,434.885,399.07
170,146.141,434.555,399.68
171,145.959,432.414,400.22
172,145.721,443.385,400.76
173,145.423,435.168,401.33
174,145.467,429.421,401.81
175,145.217,436.909,402.38
176,145.026,439.609,402.89
177,144.761,435.192,403.39
178,144.794,429.783,403.96
179,144.539,441.806,404.46
180,144.538,443.842,404.95
181,144.247,442.042,405.43
182,143.903,442.552,406.01
183,143.691,449.16,406.5
184,143.49,447.226,406.91
185,143.516,443.834,407.41
186,143.318,445.567,407.99
187,143,446.153,408.46
188,143.028,447.331,408.99
189,142.695,448.518,409.5
190,142.486,451.626,410.03
191,142.413,447.014,410.55
192,142.162,450.448,411.07
193,141.838,452.465,411.61
194,141.833,448.582,412.15
195,141.441,452.896,412.67
196,141.421,464.038,413.14
197,141.222,458.212,413.64
198,140.901,458.322,414.15
199,140.959,459.955,414.69
200,140.726,459.295,415.16
201,140.334,462.986,415.69
202,140.186,459.918,416.14
203,139.939,457.898,416.65
204,139.936,465.177,417.15
205,139.611,476.83,417.65
206,139.366,473.855,418.16
207,139.33,477.205,418.66
208,139.062,478.542,419.13
209,138.77,475.998,419.46
210,138.701,474.903,420
211,138.557,476.039,420.5
212,138.345,478.62,421.02
213,138.262,481.479,421.49
214,137.988,489.947,421.98
215,137.574,489.115,422.47
216,137.458,488.284,422.89
217,137.244,491.648,423.34
218,137.117,497.258,423.77
219,136.973,493.424,424.25
220,136.619,489.605,424.7
221,136.521,498.696,425.15
222,136.341,499.795,425.57
223,135.989,501.413,426.08
224,135.883,502.312,426.48
225,135.63,512.15,426.92
226,135.541,505.939,427.35
227,135.273,501.909,427.78
228,135.04,506.281,428.22
229,134.874,513.378,428.64
230,134.547,520.094,429.03
231,134.257,514.001,429.5
232,134.198,515.672,429.94
233,133.906,521.49,430.39
234,133.7,519.815,430.76
235,133.469,524.929,431.22
236,133.192,510.664,431.64
237,133.009,519.963,432.03
238,132.946,530.965,432.49
239,132.598,531.113,432.9
240,132.402,534.921,433.34
241,132.259,528.667,433.73
242,132.079,533.859,434.12
243,131.711,539.995,434.55
244,131.431,539.878,434.97
245,131.219,544.302,435.33
246,131.296,553.12,435.72
247,130.979,548.523,436.14
248,130.629,544.324,436.54
249,130.403,548.158,436.9
250,129.981,560.574,437.22
251,129.933,555.639,437.58
252,129.576,557.946,437.97
253,129.451,563.475,438.35
254,129.21,572.83,438.73
255,128.938,562.878,439.07
256,128.74,563.024,439.43
257,128.455,560.084,439.72
258,128.267,570.431,440.16
259,128.05,580.252,440.51
260,127.821,582.708,440.82
261,127.523,584.12,441.12
262,127.355,581.236,441.35
263,127.165,585.095,441.66
264,126.773,581.242,442.04
265,126.552,580.36,442.33
266,126.413,589.98,442.49
267,125.943,588.044,442.58
268,125.908,582.637,442.73
269,125.734,584.707,442.97
270,125.333,594.24,443.23
271,125.11,581.618,443.51
272,124.887,605.831,443.82
273,124.628,601.113,444.09
274,124.541,590.888,444.44
275,124.11,606.841,444.78
276,123.923,607.689,445.08
277,123.725,593.73,445.43
278,123.296,609.775,445.78
279,123.223,609.173,446.12
280,122.836,605.499,446.41
281,122.599,605.838,446.78
282,122.416,609.168,447.08
283,122.221,613.224,447.41
284,121.82,619.488,447.68
285,121.688,603.44,448.02
286,121.493,581.406,448.3
287,121.056,625.546,448.69
288,120.756,620.767,448.97
289,120.735,617.359,449.31
290,120.461,609.478,449.6
291,120.322,622.306,449.89
292,119.892,615.525,450.24
293,119.681,610.306,450.54
294,119.435,616.446,450.81
295,119.183,618.315,451.15
296,119.012,622.392,451.41
297,118.555,624.611,451.71
298,118.432,624.052,452.02
299,118.007,626.604,452.21
300,117.789,625.771,452.58
301,117.676,625.588,452.84
302,117.334,631.262,453.14
303,117.08,626.645,453.44
304,116.787,617.666,453.74
305,116.593,633.352,454.06
306,116.345,632.462,454.33
307,116.101,633.415,454.61
308,115.668,631.519,454.83
309,115.594,643.4,455.16
310,115.309,649.694,455.49
311,114.934,655.577,455.72
312,114.576,641.708,456.04
313,114.517,651.305,456.27
314,114.21,653.961,456.63
315,113.999,651.401,456.82
316,113.638,644.635,457.05
317,113.317,657.167,457.26
318,113.129,656.254,457.61
319,112.82,663.227,457.86
320,112.748,657.756,458.11
321,112.249,651.883,458.38
322,112.202,657.813,458.63
323,111.771,669.147,458.74
324,111.596,664.026,459.11
325,111.072,656.188,459.4
326,111.058,649.075,459.66
327,110.74,649.079,459.98
328,110.608,653.171,460.23
329,110.153,660.504,460.45
330,109.798,652.951,460.71
331,109.484,644.139,460.97
332,109.287,649.881,461.3
333,109.081,663.458,461.54
334,108.895,662.546,461.86
335,108.346,661.221,462.07
336,108.154,665.955,462.3
337,107.969,662.899,462.56
338,107.605,672.082,462.86
339,107.419,689.59,463.1
340,107.214,689.603,463.33
341,106.991,671.294,463.56
342,106.709,680.508,463.82
343,106.313,695.22,464.01
344,105.967,695.124,464.29
345,105.742,693.03,464.59
346,105.537,675.251,464.85
347,105.401,686.86,465
348,104.944,694.737,465.22
349,104.663,699.013,465.44
350,104.114,679.616,465.71
351,104.097,685.898,465.96
352,103.913,689.734,466.22
353,103.493,709.126,466.41
354,103.019,702.146,466.69
355,102.934,692.433,466.88
356,102.605,703.594,467.2
357,102.382,695.621,467.43
358,102.078,699.614,467.67
359,101.65,705.965,467.94
360,101.438,705.842,468.11
361,101.178,703.758,468.31
362,100.812,705.66,468.55
363,100.674,709.158,468.78
364,100.362,705.456,468.97
365,99.956,710.26,469.17
366,99.851,705.665,469.32
367,99.468,700.939,469.55
368,99.017,704.04,469.79
369,98.9,710.725,470.02
370,98.696,713.856,470.18
371,98.2,700.283,470.43
372,98.097,700.347,470.62
373,97.702,696.727,470.86
374,97.384,687.065,471.03
375,97.223,690.285,471.14
376,96.894,682.9,471.35
377,96.79,676.9,471.6
378,96.344,671.325,471.78
379,96.167,676.275,471.91
380,95.86,669.801,472.15
381,95.594,661.689,472.35
382,95.202,653.474,472.56
383,94.984,645.858,472.78
384,94.7,654.713,472.95
385,94.576,643.051,473.12
386,94.264,643.066,473.35
387,93.869,654.547,473.54
388,93.704,653.813,473.79
389,93.505,641.084,473.95
390,93.323,633.522,474.21
391,92.901,645.606,474.41
392,92.624,634.811,474.76
393,92.355,626.905,474.86
394,92.169,613.52,475.01
395,91.962,616.81,475.21
396,91.543,603.178,475.39
397,91.331,608.71,475.6
398,91.16,612.226,475.86
399,90.856,608.21,476.09
400,90.711,610.397,476.26
401,90.452,615.44,476.44
402,90.094,616.008,476.63
403,89.902,591.931,476.76
404,89.716,579.316,477.02
405,89.282,573.222,477.19
406,89.157,556.332,477.3
407,89.12,535.973,477.48
408,88.792,518.729,477.57
409,88.655,508.473,477.79
410,88.394,498.882,477.98
411,88.41,485.929,478.16
412,87.967,484.673,478.36
413,88.029,474.549,478.49
414,87.683,439.844,478.66
415,87.492,416.543,478.78
416,87.422,397.16,478.95
417,87.338,363.909,479
418,87.167,340.195,479.1
419,87.05,321.111,479.31
420,86.764,302.084,479.56
421,86.518,282.497,479.73
422,86.684,279.168,480.04
423,86.643,263.322,480.23
424,86.552,231.995,480.44
425,86.492,192.873,480.66
426,86.247,165.574,480.8
427,86.355,162.294,480.98
428,86.347,139.5,481.26
429,86.191,121.564,481.33
430,86.046,104.766,481.65
431,86.146,83.755,481.74
432,85.95,71.412,481.87
433,85.92,56.884,482.01
434,86.07,52.728,482.24
435,86.141,40.516,482.49
436,86.166,31.835,482.76
437,85.942,19.335,482.95
438,85.996,9.966,483.07
439,86.149,5.712,483.31
440,86.042,3.7,483.41
441,86.042,0.791,483.58
442,86.014,-0.971,483.65
443,85.967,-1.21,483.85
444,85.981,-5.044,483.95
445,85.954,-5.253,484.17
446,85.969,-4.846,484.3
447,86.168,-5.3,484.51
448,86.304,-2.195,484.65
449,86.014,-2.923,484.71
450,85.97,-2.47,485.08
451,86.004,-3.239,485.19
452,85.937,-4.74,485.42
453,85.913,-2.392,485.46
454,85.961,-2.007,485.64
455,86.095,-3.459,485.77
456,85.936,-1.272,485.97
457,86.121,-4.38,486.09
458,86.019,-1.441,486.25
459,85.979,-2.053,486.34
460,86.13,-3.458,486.41
461,85.907,-3.326,486.57
462,86.141,-1.4,486.71
463,86.09,-0.534,486.82
464,86.169,-1.471,486.8
465,85.897,-1.845,487.03
466,85.931,-1.866,487.18
467,86.111,-1.651,487.31
468,86.079,-1.829,487.5
469,86.02,-1.26,487.66
470,86.155,-2.198,487.81
471,85.984,-1.605,488.07
472,86.017,-1.738,488.05
473,85.928,-1.521,488.13
474,85.92,-1.217,488.32
475,86.094,-1.552,488.45
476,86.034,-0.972,488.6
477,86.105,-0.704,488.71
478,85.955,-3.299,488.95
479,86.062,-0.931,489.18
480,86.001,-0.863,489.34
481,85.98,-1.056,489.45
482,85.947,-1.346,489.5
483,85.988,-0.867,489.66
484,86.107,-0.256,489.75
485,86.126,-0.18,489.9
486,85.872,-1.339,490.14
487,86.135,0.229,490.22
488,85.883,1.395,490.29
489,85.845,1.723,490.48
490,85.925,-0.419,490.64
491,86.096,-1.692,490.74
492,86.058,-0.641,490.84
493,85.97,0.396,490.93
494,86.003,-0.761,491.14
495,85.998,0.24,491.2
496,85.948,-1.028,491.31
497,86.168,-0.247,491.42
498,86.095,-0.641,491.55
499,86.055,0.437,491.56
500,85.991,-0.178,491.67
501,86.005,-3.548,491.87
502,85.99,-0.306,491.97
503,85.955,-0.901,492.08
504,86.064,-2.4,492.21
505,85.99,3.124,492.25
506,86.016,-1.412,492.32
507,85.854,-13.634,492.44
508,85.943,0.707,492.53
509,86.065,-4.263,492.71
510,86.055,-2.775,492.96
511,86.112,-4.878,493.05
512,86.069,-0.075,493.1
513,85.983,0.069,493.25
514,85.915,-1.673,493.46
515,86.217,-0.574,493.68
516,85.895,0.927,493.76
517,85.968,-0.463,493.71
518,86.073,0.065,493.95
519,86.166,-0.39,494.14
520,85.974,0.369,494.23
521,86.116,-0.373,494.36
522,86.028,-0.051,494.48
523,86.062,-0.616,494.66
524,86.097,-1.75,494.82
525,85.813,-0.027,494.99
526,86.046,-1.838,495.01
527,86.059,-0.61,495.14
528,86.025,-0.923,495.34
529,86.11,-2.381,495.41
530,86.07,-1.916,495.63
531,86.015,-1.748,495.74
532,85.906,-2.317,495.84
533,85.991,-3.485,496
534,86.134,-1.149,496.15
535,86.119,-2.711,496.25
536,85.775,-1.24,496.4
537,85.945,-2.488,496.52
538,86.114,-2.206,496.59
539,85.936,-1.945,496.68
540,86.042,-4.077,496.88
541,85.99,-4.342,497.02
542,86.113,-1.721,497.02
543,85.97,-3.969,497.13
544,86.067,-1.847,497.29
545,85.977,-1.644,497.42
546,86.209,-1.41,497.64
547,85.816,-1.138,497.69
548,85.948,-2.157,497.83
549,86.015,0.462,497.96
550,86.151,0.511,498.1
551,86.021,-1.108,498.16
552,86.083,1.038,498.36
553,86.043,-0.424,498.46
554,85.952,-2.774,498.47
555,86.116,-3.112,498.74
556,86.008,-3.474,498.94
557,86.012,-3.643,498.98
558,85.756,-3.027,499.19
559,85.988,-2.61,499.29
560,86.132,-1.802,499.49
561,86.072,-0.881,499.64
562,86.086,0.386,499.83
563,85.998,-1.438,499.95
564,86.067,-1.636,499.97
565,86.061,-1.582,500.05
566,86.028,-2.21,500.2
567,86.062,-2.46,500.41
568,85.937,0.018,500.48
569,85.929,-0.725,500.61
570,85.91,-0.071,500.94
571,86.097,-0.518,501.05
572,85.897,-0.117,500.99
573,85.948,-0.449,501.04
574,85.964,2.354,501.14
575,86.067,-1.287,501.5
576,86.006,-1.204,501.65
577,86.021,-0.456,501.67
578,85.947,0.269,501.82
579,85.809,0.114,501.92
580,86.009,-0.963,502.08
581,85.79,-1.958,501.99
582,86.063,0.374,502.11
583,85.927,-0.354,502.24
584,85.854,-0.966,502.37
585,85.95,-0.593,502.49
586,86.174,-0.426,502.62
587,86.035,-0.969,502.64
588,85.89,-2.394,502.83
589,85.968,-0.649,503.07
590,85.944,-2.232,503.15
591,85.904,-0.416,503.22
592,85.953,-0.155,503.44
593,85.808,-0.544,503.62
594,86.021,-0.272,503.81
595,86.025,-1.417,504.01
596,86.127,-0.307,504.05
597,85.868,-0.187,504.25
598,86.093,-1.293,504.33
599,86.12,-1.399,504.44
600,86.011,0.492,504.53
