Time (s),Temperature (K),Mass (mg)
601.2,350.0,5.479
604.2,350.5,5.479
607.2,351.0,5.479
610.2,351.6,5.481
613.2,352.1,5.481
616.2,352.6,5.480
619.2,353.1,5.479
622.2,353.6,5.479
625.2,354.1,5.479
628.2,354.6,5.479
631.2,355.1,5.478
634.2,355.6,5.479
637.2,356.1,5.479
640.2,356.6,5.479
643.2,357.1,5.479
646.2,357.6,5.479
649.2,358.1,5.479
652.2,358.6,5.479
655.2,359.1,5.479
658.2,359.6,5.479
661.2,360.1,5.479
664.2,360.6,5.479
667.2,361.1,5.481
670.2,361.5,5.481
673.2,362.0,5.479
676.2,362.5,5.481
679.2,363.0,5.481
682.2,363.5,5.481
685.2,364.0,5.481
688.2,364.5,5.481
691.2,365.0,5.482
694.2,365.5,5.482
697.2,366.0,5.482
700.2,366.5,5.483
703.2,367.0,5.482
706.2,367.5,5.482
709.2,368.0,5.482
712.2,368.5,5.482
715.2,369.0,5.483
718.2,369.5,5.482
721.2,370.0,5.482
724.2,370.5,5.482
727.2,371.0,5.482
730.2,371.5,5.482
733.2,372.0,5.483
736.2,372.5,5.485
739.2,373.0,5.483
742.2,373.4,5.482
745.2,373.9,5.482
748.2,374.4,5.482
751.2,374.9,5.482
754.2,375.4,5.483
757.2,375.9,5.483
760.2,376.4,5.483
763.2,376.9,5.483
766.2,377.4,5.483
769.2,377.9,5.483
772.2,378.4,5.482
775.2,378.9,5.483
778.2,379.4,5.482
781.2,379.9,5.482
784.2,380.4,5.483
787.2,380.9,5.482
790.2,381.4,5.483
793.2,381.9,5.483
796.2,382.4,5.483
799.2,382.9,5.483
802.2,383.4,5.483
805.2,383.9,5.482
808.2,384.4,5.496
811.2,384.8,5.469
814.2,385.3,5.507
817.2,385.8,5.475
820.2,386.3,5.480
823.2,386.8,5.506
826.2,387.3,5.503
829.2,387.8,5.483
832.2,388.3,5.501
835.2,388.8,5.492
838.2,389.3,5.482
841.2,389.8,5.496
844.2,390.3,5.486
847.2,390.8,5.486
850.2,391.3,5.484
853.2,391.8,5.484
856.2,392.3,5.484
859.2,392.8,5.483
862.2,393.3,5.484
865.2,393.8,5.484
868.2,394.3,5.485
871.2,394.8,5.485
874.2,395.3,5.484
877.2,395.8,5.485
880.2,396.3,5.484
883.2,396.8,5.484
886.2,397.3,5.485
889.2,397.8,5.485
892.2,398.4,5.484
895.2,398.9,5.485
898.2,399.4,5.484
901.2,399.9,5.484
904.2,400.4,5.484
907.2,400.9,5.484
910.2,401.4,5.484
913.2,401.9,5.485
916.2,402.4,5.485
919.2,402.9,5.484
922.2,403.4,5.484
925.2,403.9,5.484
928.2,404.4,5.485
931.2,404.9,5.485
934.2,405.4,5.484
937.2,405.9,5.484
940.2,406.4,5.484
943.2,406.9,5.484
946.2,407.4,5.482
949.2,407.9,5.483
952.2,408.4,5.482
955.2,408.9,5.472
958.2,409.4,5.453
961.2,409.9,5.484
964.2,410.5,5.479
967.2,411.0,5.477
970.2,411.5,5.479
973.2,412.0,5.479
976.2,412.5,5.479
979.2,413.0,5.477
982.2,413.5,5.477
985.2,414.0,5.477
988.2,414.5,5.477
991.2,415.0,5.479
994.2,415.5,5.479
997.2,416.0,5.477
1000.2,416.5,5.479
1003.2,417.0,5.477
1006.2,417.5,5.477
1009.2,418.0,5.477
1012.2,418.5,5.476
1015.2,419.0,5.476
1018.2,419.5,5.476
1021.2,420.0,5.477
1024.2,420.5,5.477
1027.2,421.0,5.477
1030.2,421.5,5.476
1033.2,422.0,5.476
1036.2,422.5,5.476
1039.2,423.0,5.474
1042.2,423.5,5.473
1045.2,424.0,5.474
1048.2,424.5,5.474
1051.2,425.0,5.474
1054.2,425.5,5.474
1057.2,426.1,5.472
1060.2,426.6,5.472
1063.2,427.1,5.474
1066.2,427.6,5.474
1069.2,428.1,5.472
1072.2,428.6,5.471
1075.2,429.1,5.471
1078.2,429.6,5.471
1081.2,430.1,5.472
1084.2,430.6,5.469
1087.2,431.1,5.471
1090.2,431.6,5.472
1093.2,432.1,5.472
1096.2,432.6,5.471
1099.2,433.1,5.471
1102.2,433.6,5.469
1105.2,434.1,5.471
1108.2,434.6,5.469
1111.2,435.1,5.469
1114.2,435.6,5.471
1117.2,436.1,5.471
1120.2,436.6,5.469
1123.2,437.1,5.469
1126.2,437.6,5.469
1129.2,438.1,5.467
1132.2,438.6,5.467
1135.2,439.1,5.468
1138.2,439.6,5.468
1141.2,440.1,5.468
1144.2,440.6,5.468
1147.2,441.1,5.466
1150.2,441.6,5.467
1153.2,442.1,5.467
1156.2,442.6,5.466
1159.2,443.1,5.466
1162.2,443.6,5.466
1165.2,444.1,5.466
1168.2,444.6,5.466
1171.2,445.1,5.467
1174.2,445.6,5.467
1177.2,446.1,5.467
1180.2,446.6,5.467
1183.2,447.0,5.466
1186.2,447.6,5.466
1189.2,448.1,5.466
1192.2,448.5,5.465
1195.2,449.0,5.464
1198.2,449.5,5.464
1201.2,450.0,5.464
1204.2,450.5,5.463
1207.2,451.0,5.463
1210.2,451.5,5.462
1213.2,452.0,5.461
1216.2,452.5,5.460
1219.2,453.0,5.459
1222.2,453.5,5.460
1225.2,454.0,5.462
1228.2,454.5,5.464
1231.2,455.0,5.463
1234.2,455.5,5.466
1237.2,456.0,5.449
1240.2,456.5,5.464
1243.2,457.0,5.462
1246.2,457.5,5.461
1249.2,458.0,5.459
1252.2,458.5,5.457
1255.2,459.0,5.458
1258.2,459.5,5.456
1261.2,460.0,5.456
1264.2,460.5,5.456
1267.2,461.0,5.457
1270.2,461.5,5.457
1273.2,462.0,5.457
1276.2,462.5,5.457
1279.2,463.0,5.456
1282.2,463.5,5.456
1285.2,464.0,5.455
1288.2,464.5,5.455
1291.2,465.0,5.455
1294.2,465.5,5.456
1297.2,466.0,5.456
1300.2,466.5,5.455
1303.2,467.0,5.453
1306.2,467.5,5.453
1309.2,468.0,5.452
1312.2,468.5,5.453
1315.2,469.0,5.453
1318.2,469.5,5.455
1321.2,470.0,5.456
1324.2,470.5,5.454
1327.2,471.0,5.454
1330.2,471.5,5.453
1333.2,472.0,5.452
1336.2,472.5,5.452
1339.2,473.0,5.452
1342.2,473.5,5.452
1345.2,474.0,5.451
1348.2,474.5,5.450
1351.2,475.0,5.450
1354.2,475.5,5.452
1357.2,476.0,5.451
1360.2,476.5,5.450
1363.2,477.0,5.449
1366.2,477.5,5.449
1369.2,478.0,5.449
1372.2,478.5,5.450
1375.2,479.0,5.450
1378.2,479.5,5.450
1381.2,480.0,5.450
1384.2,480.5,5.450
1387.2,481.0,5.450
1390.2,481.5,5.450
1393.2,482.0,5.449
1396.2,482.5,5.448
1399.2,483.0,5.448
1402.2,483.5,5.449
1405.2,484.0,5.449
1408.2,484.5,5.449
1411.2,485.0,5.448
1414.2,485.5,5.449
1417.2,486.0,5.449
1420.2,486.5,5.448
1423.2,487.0,5.448
1426.2,487.5,5.446
1429.2,488.0,5.446
1432.2,488.5,5.446
1435.2,489.0,5.445
1438.2,489.5,5.443
1441.2,490.0,5.446
1444.2,490.5,5.447
1447.2,491.0,5.450
1450.2,491.5,5.450
1453.2,492.0,5.448
1456.2,492.5,5.448
1459.2,493.0,5.448
1462.2,493.5,5.451
1465.2,494.0,5.452
1468.2,494.5,5.451
1471.2,495.0,5.449
1474.2,495.5,5.449
1477.2,496.0,5.448
1480.2,496.5,5.447
1483.2,497.0,5.447
1486.2,497.5,5.446
1489.2,498.0,5.443
1492.2,498.5,5.443
1495.2,498.9,5.443
1498.2,499.4,5.442
1501.2,499.9,5.442
1504.2,500.4,5.442
1507.2,500.9,5.440
1510.2,501.4,5.439
1513.2,501.9,5.439
1516.2,502.4,5.440
1519.2,502.9,5.440
1522.2,503.4,5.442
1525.2,503.9,5.442
1528.2,504.4,5.442
1531.2,504.9,5.441
1534.2,505.4,5.441
1537.2,505.9,5.441
1540.2,506.4,5.441
1543.2,506.9,5.442
1546.2,507.4,5.443
1549.2,507.9,5.441
1552.2,508.4,5.440
1555.2,508.9,5.440
1558.2,509.4,5.440
1561.2,509.9,5.439
1564.2,510.4,5.440
1567.2,510.9,5.440
1570.2,511.4,5.440
1573.2,511.9,5.439
1576.2,512.4,5.440
1579.2,512.9,5.439
1582.2,513.4,5.439
1585.2,513.9,5.438
1588.2,514.4,5.438
1591.2,514.9,5.438
1594.2,515.4,5.438
1597.2,515.9,5.436
1600.2,516.4,5.437
1603.2,516.9,5.438
1606.2,517.4,5.438
1609.2,517.9,5.438
1612.2,518.4,5.438
1615.2,518.9,5.437
1618.2,519.4,5.436
1621.2,519.9,5.436
1624.2,520.4,5.436
1627.2,520.9,5.436
1630.2,521.4,5.435
1633.2,521.9,5.435
1636.2,522.4,5.436
1639.2,522.9,5.436
1642.2,523.4,5.435
1645.2,523.9,5.434
