time (s),Temperature (K),Mass (mg)
0,325,4.975
5.5,325.5,4.975
10.6,326,4.975
15.4,326.5,4.975
20,327,4.975
24.3,327.5,4.974
28.5,328,4.974
32.5,328.5,4.974
36.4,329,4.974
40.3,329.5,4.974
44,330,4.974
47.7,330.5,4.974
51.3,331,4.974
54.9,331.5,4.974
58.4,332,4.974
61.9,332.5,4.975
65.4,333,4.975
68.8,333.5,4.975
72.2,334,4.975
75.6,334.5,4.975
78.9,335,4.975
82.3,335.5,4.974
85.7,336,4.974
89,336.5,4.974
92.4,337,4.974
95.6,337.5,4.973
98.9,338,4.974
102.3,338.5,4.974
105.5,339,4.974
108.8,339.5,4.975
112,340,4.975
115.3,340.5,4.975
118.5,341,4.975
121.8,341.5,4.975
125,342,4.974
128.2,342.5,4.974
131.4,343,4.974
134.6,343.5,4.974
137.8,344,4.973
141,344.5,4.973
144.2,345,4.973
147.4,345.5,4.973
150.5,346,4.973
153.7,346.5,4.973
156.9,347,4.974
160,347.5,4.974
163.2,348,4.974
166.4,348.5,4.974
169.5,349,4.974
172.6,349.5,4.974
175.7,350,4.974
178.8,350.5,4.974
182,351,4.974
185.1,351.5,4.974
188.1,352,4.974
191.3,352.5,4.974
194.4,353,4.974
197.5,353.5,4.974
200.6,354,4.974
203.7,354.5,4.974
206.7,355,4.974
209.8,355.5,4.974
212.9,356,4.974
215.9,356.5,4.974
219,357,4.974
222.1,357.5,4.974
225.1,358,4.974
228.2,358.5,4.974
231.2,359,4.974
234.3,359.5,4.974
237.3,360,4.974
240.3,360.5,4.974
243.4,361,4.974
246.4,361.5,4.973
249.4,362,4.973
252.4,362.5,4.973
255.4,363,4.973
258.4,363.5,4.973
261.4,364,4.972
264.4,364.5,4.972
267.4,365,4.972
270.4,365.5,4.972
273.4,366,4.972
276.4,366.5,4.972
279.4,367,4.972
282.3,367.5,4.973
285.3,368,4.973
288.3,368.5,4.973
291.3,369,4.973
294.3,369.5,4.973
297.3,370,4.973
300.3,370.5,4.973
303.2,371,4.973
306.2,371.5,4.973
309.1,372,4.973
312.1,372.5,4.973
315.1,373,4.973
318,373.5,4.973
321,374,4.973
324,374.5,4.974
326.9,375,4.974
329.9,375.5,4.974
332.8,376,4.973
335.8,376.5,4.973
338.7,377,4.973
341.6,377.5,4.973
344.6,378,4.973
347.5,378.5,4.973
350.5,379,4.973
353.4,379.5,4.972
356.3,380,4.972
359.3,380.5,4.972
362.2,381,4.972
365.1,381.5,4.972
368.1,382,4.971
371,382.5,4.971
374,383,4.970
376.9,383.5,4.970
379.8,384,4.970
382.7,384.5,4.970
385.7,385,4.970
388.6,385.5,4.970
391.5,386,4.970
394.5,386.5,4.970
397.4,387,4.971
400.3,387.5,4.971
403.3,388,4.971
406.2,388.5,4.972
409.1,389,4.972
412,389.5,4.971
415,390,4.971
417.9,390.5,4.971
420.9,391,4.971
423.8,391.5,4.970
426.7,392,4.970
429.6,392.5,4.970
432.6,393,4.969
435.5,393.5,4.969
438.4,394,4.969
441.4,394.5,4.969
444.3,395,4.969
447.2,395.5,4.969
450.1,396,4.970
453,396.5,4.969
455.9,397,4.970
458.9,397.5,4.969
461.8,398,4.969
464.7,398.5,4.969
467.6,399,4.969
470.5,399.5,4.969
473.4,400,4.969
476.4,400.5,4.969
479.3,401,4.969
482.2,401.5,4.968
485.1,402,4.968
488,402.5,4.968
490.9,403,4.968
493.8,403.5,4.968
496.7,404,4.967
499.6,404.5,4.967
502.6,405,4.967
505.5,405.5,4.967
508.4,406,4.967
511.2,406.5,4.966
514.1,407,4.966
517.1,407.5,4.966
520,408,4.965
522.9,408.5,4.965
525.9,409,4.965
528.8,409.5,4.964
531.7,410,4.964
534.6,410.5,4.964
537.4,411,4.964
540.3,411.5,4.964
543.2,412,4.964
546.1,412.5,4.964
549.1,413,4.964
552,413.5,4.965
554.9,414,4.965
557.8,414.5,4.964
560.7,415,4.964
563.6,415.5,4.964
566.5,416,4.964
569.4,416.5,4.964
572.3,417,4.963
575.2,417.5,4.963
578.1,418,4.963
581,418.5,4.962
583.9,419,4.962
586.8,419.5,4.962
589.7,420,4.962
592.6,420.5,4.962
595.5,421,4.962
598.4,421.5,4.962
601.2,422,4.961
604.1,422.5,4.961
607,423,4.961
609.9,423.5,4.960
612.8,424,4.960
615.7,424.5,4.960
618.6,425,4.960
621.5,425.5,4.959
624.3,426,4.959
627.2,426.5,4.959
630.1,427,4.959
633,427.5,4.959
635.9,428,4.959
638.8,428.5,4.958
641.6,429,4.958
644.5,429.5,4.958
647.4,430,4.957
650.3,430.5,4.956
653.2,431,4.956
656,431.5,4.955
658.9,432,4.955
661.8,432.5,4.954
664.7,433,4.954
667.6,433.5,4.953
670.5,434,4.952
673.4,434.5,4.952
676.3,435,4.951
679.1,435.5,4.951
682,436,4.950
684.9,436.5,4.949
687.8,437,4.949
690.7,437.5,4.949
693.6,438,4.949
696.5,438.5,4.948
699.3,439,4.948
702.2,439.5,4.947
705.1,440,4.947
708,440.5,4.946
710.9,441,4.946
713.8,441.5,4.945
716.6,442,4.944
719.5,442.5,4.943
722.4,443,4.942
725.3,443.5,4.942
728.2,444,4.941
731,444.5,4.940
733.9,445,4.940
736.8,445.5,4.939
739.7,446,4.938
742.6,446.5,4.938
745.4,447,4.937
748.3,447.5,4.936
751.2,448,4.935
754.1,448.5,4.934
757,449,4.933
759.8,449.5,4.932
762.7,450,4.931
765.6,450.5,4.930
768.5,451,4.929
771.3,451.5,4.928
774.2,452,4.927
777.1,452.5,4.927
780,453,4.926
782.9,453.5,4.925
785.8,454,4.924
788.7,454.5,4.923
791.5,455,4.922
794.4,455.5,4.921
797.3,456,4.920
800.2,456.5,4.919
803,457,4.918
805.9,457.5,4.916
808.8,458,4.915
811.6,458.5,4.914
814.5,459,4.912
817.4,459.5,4.911
820.2,460,4.910
823.1,460.5,4.908
826,461,4.907
828.8,461.5,4.905
831.7,462,4.904
834.6,462.5,4.903
837.4,463,4.901
840.3,463.5,4.900
843.2,464,4.899
846,464.5,4.898
848.9,465,4.897
851.8,465.5,4.895
854.7,466,4.894
857.6,466.5,4.893
860.4,467,4.891
863.3,467.5,4.890
866.2,468,4.889
869,468.5,4.887
871.9,469,4.886
874.8,469.5,4.885
877.7,470,4.884
880.5,470.5,4.883
883.4,471,4.882
886.3,471.5,4.881
889.1,472,4.880
892,472.5,4.878
894.9,473,4.877
897.7,473.5,4.876
900.6,474,4.875
903.5,474.5,4.874
906.3,475,4.873
909.2,475.5,4.872
912.1,476,4.870
915,476.5,4.869
917.8,477,4.867
920.7,477.5,4.866
923.6,478,4.865
926.4,478.5,4.864
929.3,479,4.863
932.2,479.5,4.861
935,480,4.860
937.9,480.5,4.859
940.8,481,4.858
943.7,481.5,4.857
946.5,482,4.856
949.4,482.5,4.854
952.3,483,4.853
955.2,483.5,4.852
958,484,4.850
960.9,484.5,4.849
963.8,485,4.847
966.6,485.5,4.846
969.5,486,4.845
972.4,486.5,4.843
975.2,487,4.842
978.1,487.5,4.841
981,488,4.840
983.8,488.5,4.839
986.7,489,4.838
