time (s),Temperature (K),Mass (mg)
0,324,5.000
5.5,324.5,5.000
10.6,325,5.000
15.4,325.5,5.000
20,326,5.000
24.3,326.5,4.999
28.5,327,4.999
32.5,327.5,4.999
36.4,328,4.999
40.3,328.5,4.999
44,329,4.999
47.7,329.5,4.999
51.3,330,4.999
54.9,330.5,4.999
58.4,331,4.999
61.9,331.5,5.000
65.4,332,5.000
68.8,332.5,5.000
72.2,333,5.000
75.6,333.5,5.000
78.9,334,5.000
82.3,334.5,4.999
85.7,335,4.999
89,335.5,4.999
92.4,336,4.999
95.6,336.5,4.998
98.9,337,4.999
102.3,337.5,4.999
105.5,338,4.999
108.8,338.5,5.000
112,339,5.000
115.3,339.5,5.000
118.5,340,5.000
121.8,340.5,5.000
125,341,4.999
128.2,341.5,4.999
131.4,342,4.999
134.6,342.5,4.999
137.8,343,4.998
141,343.5,4.998
144.2,344,4.998
147.4,344.5,4.998
150.5,345,4.998
153.7,345.5,4.998
156.9,346,4.999
160,346.5,4.999
163.2,347,4.999
166.4,347.5,4.999
169.5,348,4.999
172.6,348.5,4.999
175.7,349,4.999
178.8,349.5,4.999
182,350,4.999
185.1,350.5,4.999
188.1,351,4.999
191.3,351.5,4.999
194.4,352,4.999
197.5,352.5,4.999
200.6,353,4.999
203.7,353.5,4.999
206.7,354,4.999
209.8,354.5,4.999
212.9,355,4.999
215.9,355.5,4.999
219,356,4.999
222.1,356.5,4.999
225.1,357,4.999
228.2,357.5,4.999
231.2,358,4.999
234.3,358.5,4.999
237.3,359,4.999
240.3,359.5,4.999
243.4,360,4.999
246.4,360.5,4.998
249.4,361,4.998
252.4,361.5,4.998
255.4,362,4.998
258.4,362.5,4.998
261.4,363,4.997
264.4,363.5,4.997
267.4,364,4.997
270.4,364.5,4.997
273.4,365,4.997
276.4,365.5,4.997
279.4,366,4.997
282.3,366.5,4.998
285.3,367,4.998
288.3,367.5,4.998
291.3,368,4.998
294.3,368.5,4.998
297.3,369,4.998
300.3,369.5,4.998
303.2,370,4.998
306.2,370.5,4.998
309.1,371,4.998
312.1,371.5,4.998
315.1,372,4.998
318,372.5,4.998
321,373,4.998
324,373.5,4.999
326.9,374,4.999
329.9,374.5,4.999
332.8,375,4.998
335.8,375.5,4.998
338.7,376,4.998
341.6,376.5,4.998
344.6,377,4.998
347.5,377.5,4.998
350.5,378,4.998
353.4,378.5,4.997
356.3,379,4.997
359.3,379.5,4.997
362.2,380,4.997
365.1,380.5,4.997
368.1,381,4.996
371,381.5,4.996
374,382,4.995
376.9,382.5,4.995
379.8,383,4.995
382.7,383.5,4.995
385.7,384,4.995
388.6,384.5,4.995
391.5,385,4.995
394.5,385.5,4.995
397.4,386,4.996
400.3,386.5,4.996
403.3,387,4.996
406.2,387.5,4.997
409.1,388,4.997
412,388.5,4.996
415,389,4.996
417.9,389.5,4.996
420.9,390,4.996
423.8,390.5,4.995
426.7,391,4.995
429.6,391.5,4.995
432.6,392,4.994
435.5,392.5,4.994
438.4,393,4.994
441.4,393.5,4.994
444.3,394,4.994
447.2,394.5,4.994
450.1,395,4.995
453,395.5,4.994
455.9,396,4.995
458.9,396.5,4.994
461.8,397,4.994
464.7,397.5,4.994
467.6,398,4.994
470.5,398.5,4.994
473.4,399,4.994
476.4,399.5,4.994
479.3,400,4.994
482.2,400.5,4.993
485.1,401,4.993
488,401.5,4.993
490.9,402,4.993
493.8,402.5,4.993
496.7,403,4.992
499.6,403.5,4.992
502.6,404,4.992
505.5,404.5,4.992
508.4,405,4.992
511.2,405.5,4.991
514.1,406,4.991
517.1,406.5,4.991
520,407,4.990
522.9,407.5,4.990
525.9,408,4.990
528.8,408.5,4.989
531.7,409,4.989
534.6,409.5,4.989
537.4,410,4.989
540.3,410.5,4.989
543.2,411,4.989
546.1,411.5,4.989
549.1,412,4.989
552,412.5,4.990
554.9,413,4.990
557.8,413.5,4.989
560.7,414,4.989
563.6,414.5,4.989
566.5,415,4.989
569.4,415.5,4.989
572.3,416,4.988
575.2,416.5,4.988
578.1,417,4.988
581,417.5,4.987
583.9,418,4.987
586.8,418.5,4.987
