Time (s),Mass (g),T Top (K),T Back (K)
134.6667,5.975375,944.9057,700.6332
136,5.80448,946.5258,708.1972
137.3333,5.645606,948.3891,717.688
138.6667,5.504903,950.6361,730.2441
140,5.393119,953.4932,747.7789
141.3333,5.32455,957.1947,771.6387
142.6667,5.292904,961.4386,796.2162
144,5.268145,965.6932,817.3818
145.3333,5.241276,969.9084,836.688
146.6667,5.21156,974.0117,854.7098
148,5.179073,977.9459,871.6832
149.3333,5.144117,981.6865,887.7086
150.6667,5.10714,985.2278,902.8138
152,5.06871,988.5707,916.985
153.3333,5.02948,991.7171,930.1856
154.6667,4.990151,994.6665,942.3704
156,4.951426,997.4164,953.4978
157.3333,4.913963,999.962,963.5388
158.6667,4.878331,1002.298,972.4847
160,4.84498,1004.4198,980.3502
161.3333,4.814218,1006.3254,987.1746
162.6667,4.786214,1008.0162,993.0189
164,4.761006,1009.4976,997.9613
165.3333,4.738522,1010.7791,1002.0908
166.6667,4.718611,1011.8738,1005.5016
168,4.701067,1012.7975,1008.2878
169.3333,4.685654,1013.5675,1010.5392
170.6667,4.672125,1014.2018,1012.3386
172,4.660241,1014.7184,1013.7603
173.3333,4.649774,1015.1342,1014.8696
174.6667,4.640518,1015.4647,1015.7228
176,4.63229,1015.724,1016.3678
177.3333,4.624929,1015.9243,1016.8447
178.6667,4.618296,1016.0764,1017.187
180,4.612276,1016.1893,1017.4221
181.3333,4.606768,1016.2706,1017.5726
182.6667,4.601692,1016.3266,1017.6562
184,4.596982,1016.3627,1017.6867
185.3333,4.592591,1016.3829,1017.6707
186.6667,4.588512,1016.3905,1017.5975
188,4.584644,1016.3879,1017.5254
189.3333,4.58091,1016.3783,1017.4502
190.6667,4.577277,1016.3645,1017.3731
192,4.573726,1016.3484,1017.2957
193.3333,4.57024,1016.331,1017.2194
194.6667,4.56681,1016.3131,1017.1453
196,4.563425,1016.2951,1017.0739
197.3333,4.560079,1016.2776,1017.0057
198.6667,4.556766,1016.2606,1016.9411
200,4.553482,1016.2443,1016.88
201.3333,4.550225,1016.2287,1016.8227
202.6667,4.54699,1016.2141,1016.769
204,4.543776,1016.2003,1016.7188
205.3333,4.540582,1016.1873,1016.672
206.6667,4.537405,1016.1752,1016.6284
208,4.534244,1016.1639,1016.588
209.3333,4.531099,1016.1533,1016.5504
210.6667,4.527968,1016.1435,1016.5157
212,4.524851,1016.1344,1016.4835
213.3333,4.521746,1016.126,1016.4537
214.6667,4.518654,1016.1182,1016.4262
216,4.515574,1016.111,1016.4008
217.3333,4.512506,1016.1043,1016.3774
218.6667,4.509449,1016.0981,1016.3557
220,4.506402,1016.0924,1016.3358
221.3333,4.503366,1016.0871,1016.3173
222.6667,4.50034,1016.0822,1016.3004
224,4.497324,1016.0777,1016.2847
225.3333,4.494317,1016.0736,1016.2702
226.6667,4.49132,1016.0698,1016.2569
228,4.488333,1016.0662,1016.2446
229.3333,4.485355,1016.0629,1016.2333
230.6667,4.482385,1016.0599,1016.2229
232,4.479425,1016.0571,1016.2132
233.3333,4.476473,1016.0546,1016.2043
234.6667,4.47353,1016.0522,1016.1961
236,4.470596,1016.05,1016.1885
237.3333,4.46767,1016.048,1016.1815
238.6667,4.464752,1016.0461,1016.175
240,4.461843,1016.0443,1016.169
241.3333,4.458941,1016.0427,1016.1634
242.6667,4.456048,1016.0412,1016.1583
244,4.453163,1016.0399,1016.1535
245.3333,4.450286,1016.0386,1016.1491
246.6667,4.447417,1016.0374,1016.145
248,4.444556,1016.0363,1016.1411
249.3333,4.441702,1016.0352,1016.1376
250.6667,4.438856,1016.0343,1016.1343
252,4.436018,1016.0334,1016.1312
253.3333,4.433188,1016.0325,1016.1283
254.6667,4.430365,1016.0318,1016.1257
256,4.427549,1016.031,1016.1231
257.3333,4.424742,1016.0304,1016.1208
258.6667,4.421941,1016.0297,1016.1186
260,4.419148,1016.0291,1016.1165
261.3333,4.416363,1016.0286,1016.1146
262.6667,4.413585,1016.028,1016.1128
264,4.410814,1016.0275,1016.1111
265.3333,4.40805,1016.0271,1016.1095
266.6667,4.405294,1016.0266,1016.1079
268,4.402545,1016.0262,1016.1065
269.3333,4.399803,1016.0258,1016.1051
270.6667,4.397068,1016.0254,1016.1038
272,4.39434,1016.0251,1016.1026
273.3333,4.39162,1016.0247,1016.1014
274.6667,4.388906,1016.0244,1016.1003
276,4.3862,1016.0241,1016.0993
277.3333,4.3835,1016.0238,1016.0982
278.6667,4.380808,1016.0235,1016.0973
280,4.378122,1016.0232,1016.0963
281.3333,4.375444,1016.023,1016.0954
282.6667,4.372772,1016.0227,1016.0946
284,4.370107,1016.0225,1016.0938
285.3333,4.367449,1016.0223,1016.093
286.6667,4.364798,1016.022,1016.0922
288,4.362154,1016.0218,1016.0915
289.3333,4.359516,1016.0216,1016.0908
290.6667,4.356886,1016.0214,1016.0901
292,4.354262,1016.0212,1016.0894
293.3333,4.351644,1016.0211,1016.0888
294.6667,4.349034,1016.0209,1016.0881
296,4.34643,1016.0207,1016.0875
297.3333,4.343833,1016.0205,1016.0869
298.6667,4.341242,1016.0204,1016.0864
300,4.338658,1016.0202,1016.0858
301.3333,4.336081,1016.02,1016.0853
302.6667,4.33351,1016.0199,1016.0847
304,4.330946,1016.0197,1016.0842
305.3333,4.328388,1016.0196,1016.0837
306.6667,4.325837,1016.0194,1016.0832
308,4.323292,1016.0193,1016.0827
309.3333,4.320754,1016.0192,1016.0822
310.6667,4.318222,1016.019,1016.0817
312,4.315697,1016.0189,1016.0813
313.3333,4.313178,1016.0188,1016.0808
314.6667,4.310665,1016.0186,1016.0804
316,4.308159,1016.0185,1016.08
317.3333,4.305659,1016.0184,1016.0795
318.6667,4.303166,1016.0183,1016.0791
320,4.300679,1016.0181,1016.0787
321.3333,4.298198,1016.018,1016.0783
322.6667,4.295724,1016.0179,1016.0779
324,4.293255,1016.0178,1016.0775
325.3333,4.290793,1016.0177,1016.0771
326.6667,4.288338,1016.0176,1016.0767
328,4.285888,1016.0174,1016.0763
329.3333,4.283445,1016.0173,1016.0759
330.6667,4.281008,1016.0172,1016.0756
332,4.278577,1016.0171,1016.0752
333.3333,4.276152,1016.017,1016.0748
334.6667,4.273733,1016.0169,1016.0745
336,4.271321,1016.0168,1016.0741
337.3333,4.268914,1016.0167,1016.0738
338.6667,4.266514,1016.0166,1016.0734
340,4.26412,1016.0165,1016.0731
341.3333,4.261732,1016.0164,1016.0727
342.6667,4.259349,1016.0163,1016.0724
344,4.256973,1016.0162,1016.0721
345.3333,4.254603,1016.0161,1016.0717
346.6667,4.252239,1016.016,1016.0714
348,4.249881,1016.0159,1016.0711
349.3333,4.247528,1016.0158,1016.0708
350.6667,4.245182,1016.0157,1016.0705
352,4.242842,1016.0157,1016.0701
353.3333,4.240507,1016.0156,1016.0698
354.6667,4.238178,1016.0155,1016.0695
356,4.235856,1016.0154,1016.0692
357.3333,4.233539,1016.0153,1016.0689
358.6667,4.231228,1016.0152,1016.0686
360,4.228923,1016.0151,1016.0683
361.3333,4.226623,1016.015,1016.068
362.6667,4.22433,1016.0149,1016.0677
364,4.222042,1016.0149,1016.0674
365.3333,4.21976,1016.0148,1016.0671
366.6667,4.217483,1016.0147,1016.0669
368,4.215213,1016.0146,1016.0666
369.3333,4.212948,1016.0145,1016.0663
370.6667,4.210689,1016.0144,1016.066
372,4.208435,1016.0144,1016.0657
373.3333,4.206188,1016.0143,1016.0655
374.6667,4.203946,1016.0142,1016.0652
376,4.201709,1016.0141,1016.0649
377.3333,4.199478,1016.014,1016.0646
378.6667,4.197253,1016.014,1016.0644
380,4.195034,1016.0139,1016.0641
381.3333,4.19282,1016.0138,1016.0638
382.6667,4.190611,1016.0137,1016.0636
384,4.188408,1016.0136,1016.0633
385.3333,4.186211,1016.0136,1016.063
386.6667,4.184019,1016.0135,1016.0628
388,4.181833,1016.0134,1016.0625
389.3333,4.179652,1016.0133,1016.0623
390.6667,4.177477,1016.0133,1016.062
392,4.175307,1016.0132,1016.0618
393.3333,4.173143,1016.0131,1016.0615
394.6667,4.170984,1016.013,1016.0613
396,4.16883,1016.013,1016.061
397.3333,4.166682,1016.0129,1016.0608
398.6667,4.16454,1016.0128,1016.0605
400,4.162402,1016.0127,1016.0603
401.3333,4.16027,1016.0127,1016.06
402.6667,4.158144,1016.0126,1016.0598
404,4.156023,1016.0125,1016.0595
405.3333,4.153907,1016.0125,1016.0593
406.6667,4.151796,1016.0124,1016.0591
408,4.149691,1016.0123,1016.0588
409.3333,4.147591,1016.0122,1016.0586
410.6667,4.145497,1016.0122,1016.0584
412,4.143407,1016.0121,1016.0581
413.3333,4.141323,1016.012,1016.0579
414.6667,4.139244,1016.012,1016.0577
416,4.137171,1016.0119,1016.0574
417.3333,4.135102,1016.0118,1016.0572
418.6667,4.133039,1016.0118,1016.057
420,4.130981,1016.0117,1016.0568
421.3333,4.128928,1016.0116,1016.0565
422.6667,4.12688,1016.0116,1016.0563
424,4.124838,1016.0115,1016.0561
425.3333,4.1228,1016.0114,1016.0559
426.6667,4.120768,1016.0114,1016.0556
428,4.118741,1016.0113,1016.0554
429.3333,4.116719,1016.0112,1016.0552
430.6667,4.114702,1016.0112,1016.055
432,4.11269,1016.0111,1016.0548
433.3333,4.110683,1016.011,1016.0546
434.6667,4.108681,1016.011,1016.0543
436,4.106684,1016.0109,1016.0541
437.3333,4.104692,1016.0108,1016.0539
438.6667,4.102705,1016.0108,1016.0537
440,4.100723,1016.0107,1016.0535
441.3333,4.098747,1016.0107,1016.0533
442.6667,4.096775,1016.0106,1016.0531
444,4.094808,1016.0105,1016.0529
445.3333,4.092846,1016.0105,1016.0527
446.6667,4.090889,1016.0104,1016.0525
448,4.088937,1016.0103,1016.0522
449.3333,4.086989,1016.0103,1016.052
450.6667,4.085047,1016.0102,1016.0518
452,4.083109,1016.0102,1016.0516
453.3333,4.081177,1016.0101,1016.0514
454.6667,4.079249,1016.01,1016.0512
456,4.077326,1016.01,1016.051
457.3333,4.075408,1016.0099,1016.0508
458.6667,4.073495,1016.0099,1016.0506
460,4.071586,1016.0098,1016.0504
461.3333,4.069683,1016.0097,1016.0502
462.6667,4.067784,1016.0097,1016.05
464,4.06589,1016.0096,1016.0499
465.3333,4.064,1016.0096,1016.0497
466.6667,4.062116,1016.0095,1016.0495
468,4.060236,1016.0094,1016.0493
469.3333,4.05836,1016.0094,1016.0491
470.6667,4.05649,1016.0093,1016.0489
472,4.054624,1016.0093,1016.0487
473.3333,4.052763,1016.0092,1016.0485
474.6667,4.050907,1016.0091,1016.0483
476,4.049055,1016.0091,1016.0481
477.3333,4.047208,1016.009,1016.048
478.6667,4.045365,1016.009,1016.0478
480,4.043527,1016.0089,1016.0476
481.3333,4.041694,1016.0089,1016.0474
482.6667,4.039866,1016.0088,1016.0472
484,4.038042,1016.0087,1016.047
485.3333,4.036222,1016.0087,1016.0468
486.6667,4.034407,1016.0086,1016.0467
488,4.032597,1016.0086,1016.0465
489.3333,4.030791,1016.0085,1016.0463
490.6667,4.02899,1016.0085,1016.0461
492,4.027193,1016.0084,1016.0459
493.3333,4.025401,1016.0084,1016.0458
494.6667,4.023613,1016.0083,1016.0456
496,4.02183,1016.0082,1016.0454
497.3333,4.020051,1016.0082,1016.0452
498.6667,4.018277,1016.0081,1016.0451
500,4.016507,1016.0081,1016.0449
501.3333,4.014741,1016.008,1016.0447
502.6667,4.01298,1016.008,1016.0445
504,4.011224,1016.0079,1016.0444
505.3333,4.009472,1016.0079,1016.0442
506.6667,4.007724,1016.0078,1016.044
508,4.00598,1016.0078,1016.0438
509.3333,4.004241,1016.0077,1016.0437
510.6667,4.002507,1016.0077,1016.0435
512,4.000776,1016.0076,1016.0433
513.3333,3.99905,1016.0075,1016.0432
514.6667,3.997329,1016.0075,1016.043
516,3.995611,1016.0074,1016.0428
517.3333,3.993898,1016.0074,1016.0427
518.6667,3.99219,1016.0073,1016.0425
520,3.990485,1016.0073,1016.0423
521.3333,3.988785,1016.0072,1016.0422
522.6667,3.987089,1016.0072,1016.042
524,3.985398,1016.0071,1016.0418
525.3333,3.98371,1016.0071,1016.0417
526.6667,3.982027,1016.007,1016.0415
528,3.980348,1016.007,1016.0414
529.3333,3.978674,1016.0069,1016.0412
530.6667,3.977003,1016.0069,1016.041
532,3.975337,1016.0068,1016.0409
533.3333,3.973675,1016.0068,1016.0407
534.6667,3.972017,1016.0067,1016.0406
536,3.970363,1016.0067,1016.0404
537.3333,3.968713,1016.0066,1016.0402
538.6667,3.967068,1016.0066,1016.0401
540,3.965426,1016.0065,1016.0399
541.3333,3.963789,1016.0065,1016.0398
542.6667,3.962156,1016.0064,1016.0396
544,3.960527,1016.0064,1016.0395
545.3333,3.958902,1016.0063,1016.0393
546.6667,3.957281,1016.0063,1016.0392
548,3.955664,1016.0062,1016.039
549.3333,3.954051,1016.0062,1016.0389
550.6667,3.952442,1016.0061,1016.0387
552,3.950838,1016.0061,1016.0386
553.3333,3.949237,1016.006,1016.0384
554.6667,3.94764,1016.006,1016.0382
556,3.946048,1016.0059,1016.0381
557.3333,3.944459,1016.0059,1016.0379
558.6667,3.942874,1016.0058,1016.0378
560,3.941293,1016.0058,1016.0377
561.3333,3.939717,1016.0058,1016.0375
562.6667,3.938144,1016.0057,1016.0374
564,3.936575,1016.0057,1016.0372
565.3333,3.93501,1016.0056,1016.0371
566.6667,3.933449,1016.0056,1016.0369
568,3.931892,1016.0055,1016.0368
569.3333,3.930339,1016.0055,1016.0366
570.6667,3.92879,1016.0054,1016.0365
572,3.927244,1016.0054,1016.0363
573.3333,3.925703,1016.0053,1016.0362
574.6667,3.924165,1016.0053,1016.0361
576,3.922631,1016.0052,1016.0359
577.3333,3.921101,1016.0052,1016.0358
578.6667,3.919575,1016.0052,1016.0356
580,3.918053,1016.0051,1016.0355
581.3333,3.916534,1016.0051,1016.0353
582.6667,3.91502,1016.005,1016.0352
584,3.913509,1016.005,1016.0351
585.3333,3.912002,1016.0049,1016.0349
586.6667,3.910498,1016.0049,1016.0348
588,3.908999,1016.0048,1016.0347
589.3333,3.907503,1016.0048,1016.0345
590.6667,3.906011,1016.0048,1016.0344
592,3.904523,1016.0047,1016.0342
593.3333,3.903038,1016.0047,1016.0341
594.6667,3.901557,1016.0046,1016.034
596,3.90008,1016.0046,1016.0338
597.3333,3.898607,1016.0045,1016.0337
598.6667,3.897137,1016.0045,1016.0336
600,3.895671,1016.0044,1016.0334
601.3333,3.894209,1016.0044,1016.0333
602.6667,3.89275,1016.0044,1016.0332
604,3.891295,1016.0043,1016.033
605.3333,3.889844,1016.0043,1016.0329
606.6667,3.888396,1016.0042,1016.0328
608,3.886952,1016.0042,1016.0326
609.3333,3.885511,1016.0041,1016.0325
610.6667,3.884074,1016.0041,1016.0324
612,3.882641,1016.0041,1016.0322
613.3333,3.881211,1016.004,1016.0321
614.6667,3.879785,1016.004,1016.032
616,3.878363,1016.0039,1016.0319
617.3333,3.876944,1016.0039,1016.0317
618.6667,3.875528,1016.0038,1016.0316
620,3.874116,1016.0038,1016.0315
621.3333,3.872708,1016.0038,1016.0314
622.6667,3.871303,1016.0037,1016.0312
624,3.869902,1016.0037,1016.0311
625.3333,3.868504,1016.0036,1016.031
626.6667,3.86711,1016.0036,1016.0309
628,3.865719,1016.0036,1016.0307
629.3333,3.864332,1016.0035,1016.0306
630.6667,3.862948,1016.0035,1016.0305
632,3.861568,1016.0034,1016.0304
633.3333,3.860191,1016.0034,1016.0302
634.6667,3.858818,1016.0034,1016.0301
636,3.857448,1016.0033,1016.03
637.3333,3.856081,1016.0033,1016.0299
638.6667,3.854718,1016.0032,1016.0297
640,3.853358,1016.0032,1016.0296
641.3333,3.852002,1016.0032,1016.0295
642.6667,3.850649,1016.0031,1016.0294
644,3.8493,1016.0031,1016.0293
645.3333,3.847954,1016.003,1016.0291
646.6667,3.846611,1016.003,1016.029
648,3.845272,1016.003,1016.0289
649.3333,3.843936,1016.0029,1016.0288
650.6667,3.842603,1016.0029,1016.0287
652,3.841274,1016.0028,1016.0285
653.3333,3.839948,1016.0028,1016.0284
654.6667,3.838625,1016.0028,1016.0283
656,3.837306,1016.0027,1016.0282
657.3333,3.835989,1016.0027,1016.0281
658.6667,3.834677,1016.0026,1016.028
660,3.833367,1016.0026,1016.0279
661.3333,3.832061,1016.0026,1016.0277
662.6667,3.830758,1016.0025,1016.0276
664,3.829459,1016.0025,1016.0275
665.3333,3.828162,1016.0025,1016.0274
666.6667,3.826869,1016.0024,1016.0273
668,3.825579,1016.0024,1016.0272
669.3333,3.824293,1016.0023,1016.0271
670.6667,3.823009,1016.0023,1016.0269
672,3.821729,1016.0023,1016.0268
673.3333,3.820452,1016.0022,1016.0267
674.6667,3.819178,1016.0022,1016.0266
676,3.817907,1016.0022,1016.0265
677.3333,3.81664,1016.0021,1016.0264
678.6667,3.815376,1016.0021,1016.0263
680,3.814115,1016.002,1016.0262
681.3333,3.812857,1016.002,1016.0261
682.6667,3.811602,1016.002,1016.0259
684,3.81035,1016.0019,1016.0258
685.3333,3.809102,1016.0019,1016.0257
686.6667,3.807857,1016.0019,1016.0256
688,3.806614,1016.0018,1016.0255
689.3333,3.805375,1016.0018,1016.0254
690.6667,3.804139,1016.0018,1016.0253
692,3.802906,1016.0017,1016.0252
693.3333,3.801677,1016.0017,1016.0251
694.6667,3.80045,1016.0017,1016.025
696,3.799226,1016.0016,1016.0249
697.3333,3.798005,1016.0016,1016.0248
698.6667,3.796788,1016.0015,1016.0247
700,3.795573,1016.0015,1016.0246
701.3333,3.794362,1016.0015,1016.0245
702.6667,3.793154,1016.0014,1016.0244
704,3.791948,1016.0014,1016.0242
705.3333,3.790746,1016.0014,1016.0241
706.6667,3.789547,1016.0013,1016.024
708,3.78835,1016.0013,1016.0239
709.3333,3.787157,1016.0013,1016.0238
710.6667,3.785966,1016.0012,1016.0237
712,3.784779,1016.0012,1016.0236
713.3333,3.783595,1016.0012,1016.0235
714.6667,3.782413,1016.0011,1016.0234
716,3.781235,1016.0011,1016.0233
717.3333,3.780059,1016.0011,1016.0232
718.6667,3.778887,1016.001,1016.0231
720,3.777717,1016.001,1016.023
721.3333,3.77655,1016.001,1016.0229
722.6667,3.775387,1016.0009,1016.0228
724,3.774226,1016.0009,1016.0227
725.3333,3.773068,1016.0009,1016.0226
726.6667,3.771913,1016.0008,1016.0225
728,3.770761,1016.0008,1016.0224
729.3333,3.769611,1016.0008,1016.0223
730.6667,3.768465,1016.0007,1016.0222
732,3.767321,1016.0007,1016.0221
733.3333,3.766181,1016.0007,1016.022
734.6667,3.765043,1016.0006,1016.0219
736,3.763908,1016.0006,1016.0219
737.3333,3.762776,1016.0006,1016.0218
738.6667,3.761647,1016.0005,1016.0217
740,3.76052,1016.0005,1016.0216
741.3333,3.759397,1016.0005,1016.0215
742.6667,3.758276,1016.0004,1016.0214
744,3.757158,1016.0004,1016.0213
745.3333,3.756043,1016.0004,1016.0212
746.6667,3.75493,1016.0003,1016.0211
748,3.753821,1016.0003,1016.021
749.3333,3.752714,1016.0003,1016.0209
750.6667,3.75161,1016.0002,1016.0208
752,3.750509,1016.0002,1016.0207
753.3333,3.74941,1016.0002,1016.0206
754.6667,3.748314,1016.0001,1016.0205
756,3.747221,1016.0001,1016.0204
757.3333,3.746131,1016.0001,1016.0204
758.6667,3.745044,1016,1016.0203
760,3.743959,1016,1016.0202
761.3333,3.742877,1016,1016.0201
762.6667,3.741797,1016,1016.02
764,3.740721,1015.9999,1016.0199
765.3333,3.739647,1015.9999,1016.0198
766.6667,3.738575,1015.9999,1016.0197
768,3.737507,1015.9998,1016.0196
769.3333,3.736441,1015.9998,1016.0195
770.6667,3.735378,1015.9998,1016.0195
772,3.734317,1015.9997,1016.0194
773.3333,3.733259,1015.9997,1016.0193
774.6667,3.732204,1015.9997,1016.0192
776,3.731151,1015.9996,1016.0191
777.3333,3.730101,1015.9996,1016.019
778.6667,3.729054,1015.9996,1016.0189
780,3.728009,1015.9996,1016.0188
781.3333,3.726967,1015.9995,1016.0188
782.6667,3.725927,1015.9995,1016.0187
784,3.72489,1015.9995,1016.0186
785.3333,3.723856,1015.9994,1016.0185
786.6667,3.722824,1015.9994,1016.0184
788,3.721795,1015.9994,1016.0183
789.3333,3.720769,1015.9993,1016.0182
790.6667,3.719745,1015.9993,1016.0182
792,3.718723,1015.9993,1016.0181
793.3333,3.717704,1015.9993,1016.018
794.6667,3.716688,1015.9992,1016.0179
796,3.715674,1015.9992,1016.0178
797.3333,3.714663,1015.9992,1016.0177
798.6667,3.713654,1015.9991,1016.0177
800,3.712648,1015.9991,1016.0176
