Time (s),Mass (g),T Top (K),T Back (K)
320,4.651169,858.9988,863.9804
322,4.644401,858.8109,863.4814
324,4.637928,858.6305,863.0051
326,4.631726,858.4579,862.5518
328,4.625774,858.2936,862.1217
330,4.620055,858.1374,861.7147
332,4.614549,857.9893,861.3304
334,4.609243,857.8494,860.9682
336,4.604119,857.7173,860.6275
338,4.599167,857.5929,860.3075
340,4.594373,857.4759,860.0072
342,4.589725,857.366,859.7259
344,4.585215,857.2629,859.4626
346,4.580832,857.1663,859.2164
348,4.576568,857.0758,858.9863
350,4.572414,856.9912,858.7714
352,4.568364,856.9121,858.5708
354,4.564411,856.8381,858.3837
356,4.560548,856.7691,858.2092
358,4.55677,856.7046,858.0464
360,4.553071,856.6444,857.8946
362,4.549448,856.5882,857.7531
364,4.545895,856.5358,857.6211
366,4.542409,856.4868,857.4979
368,4.538986,856.4411,857.3828
370,4.535624,856.3983,857.2751
372,4.532321,856.3583,857.1741
374,4.529075,856.3208,857.0789
376,4.525886,856.2856,856.9878
378,4.522765,856.2522,856.8935
380,4.519705,856.22,856.8088
382,4.516679,856.1899,856.7326
384,4.513683,856.1622,856.6633
386,4.510715,856.1368,856.6001
388,4.507774,856.1137,856.5426
390,4.504856,856.0926,856.49
392,4.501962,856.0733,856.4422
394,4.499088,856.0557,856.3985
396,4.496235,856.0396,856.3586
398,4.4934,856.0249,856.3223
400,4.490583,856.0115,856.2891
402,4.487783,855.9992,856.2589
404,4.484999,855.988,856.2312
406,4.48223,855.9778,856.206
408,4.479475,855.9684,856.1829
410,4.476734,855.9599,856.1618
412,4.474006,855.952,856.1425
414,4.47129,855.9448,856.1248
416,4.468587,855.9382,856.1086
418,4.465895,855.9322,856.0937
420,4.463215,855.9266,856.0801
422,4.460545,855.9215,856.0676
424,4.457886,855.9168,856.056
426,4.455236,855.9125,856.0454
428,4.452597,855.9085,856.0357
430,4.449967,855.9048,856.0266
432,4.447347,855.9014,856.0183
434,4.444735,855.8983,856.0106
436,4.442133,855.8954,856.0035
438,4.439539,855.8927,855.9969
440,4.436953,855.8902,855.9908
442,4.434376,855.8878,855.9851
444,4.431807,855.8857,855.9798
446,4.429246,855.8836,855.9749
448,4.426693,855.8818,855.9703
450,4.424147,855.88,855.966
452,4.421609,855.8783,855.9619
454,4.419079,855.8768,855.9582
456,4.416555,855.8754,855.9547
458,4.41404,855.874,855.9514
460,4.411531,855.8727,855.9482
462,4.409029,855.8715,855.9453
464,4.406534,855.8704,855.9426
466,4.404046,855.8693,855.94
468,4.401565,855.8683,855.9375
470,4.399091,855.8673,855.9352
472,4.396623,855.8664,855.933
474,4.394162,855.8656,855.9309
476,4.391708,855.8648,855.9289
478,4.38926,855.864,855.927
480,4.386818,855.8632,855.9252
482,4.384383,855.8625,855.9235
484,4.381954,855.8619,855.9219
486,4.379531,855.8612,855.9203
488,4.377115,855.8606,855.9188
490,4.374705,855.86,855.9174
492,4.3723,855.8595,855.916
494,4.369902,855.8589,855.9147
496,4.36751,855.8584,855.9135
498,4.365124,855.8579,855.9123
500,4.362744,855.8574,855.9111
502,4.36037,855.857,855.91
504,4.358001,855.8565,855.909
506,4.355639,855.8561,855.9079
508,4.353282,855.8557,855.9069
510,4.350931,855.8553,855.906
512,4.348586,855.8549,855.905
514,4.346247,855.8545,855.9041
516,4.343913,855.8542,855.9033
518,4.341585,855.8538,855.9024
520,4.339263,855.8535,855.9016
522,4.336946,855.8532,855.9009
524,4.334635,855.8529,855.9001
526,4.332329,855.8525,855.8993
528,4.330029,855.8522,855.8986
530,4.327734,855.852,855.8979
532,4.325445,855.8517,855.8973
534,4.323162,855.8514,855.8966
536,4.320883,855.8511,855.896
538,4.318611,855.8509,855.8953
540,4.316343,855.8506,855.8947
542,4.314081,855.8504,855.8941
544,4.311824,855.8501,855.8936
546,4.309573,855.8499,855.893
548,4.307327,855.8497,855.8924
550,4.305086,855.8495,855.8919
552,4.302851,855.8492,855.8914
554,4.30062,855.849,855.8909
556,4.298395,855.8488,855.8904
558,4.296175,855.8486,855.8899
560,4.293961,855.8484,855.8894
562,4.291751,855.8482,855.8889
564,4.289547,855.848,855.8885
566,4.287348,855.8478,855.888
568,4.285154,855.8477,855.8876
570,4.282965,855.8475,855.8871
572,4.280781,855.8473,855.8867
574,4.278602,855.8471,855.8863
576,4.276428,855.847,855.8859
578,4.27426,855.8468,855.8855
580,4.272096,855.8466,855.8851
582,4.269937,855.8465,855.8847
584,4.267784,855.8463,855.8843
586,4.265635,855.8461,855.884
588,4.263491,855.846,855.8836
590,4.261353,855.8458,855.8832
592,4.259219,855.8457,855.8829
594,4.25709,855.8456,855.8825
596,4.254966,855.8454,855.8822
598,4.252847,855.8453,855.8819
600,4.250733,855.8451,855.8815
602,4.248623,855.845,855.8812
604,4.246519,855.8449,855.8809
606,4.244419,855.8447,855.8806
608,4.242324,855.8446,855.8802
610,4.240234,855.8445,855.8799
612,4.238149,855.8443,855.8796
614,4.236068,855.8442,855.8793
616,4.233993,855.8441,855.879
618,4.231922,855.844,855.8787
620,4.229855,855.8438,855.8784
622,4.227794,855.8437,855.8782
624,4.225737,855.8436,855.8779
626,4.223685,855.8435,855.8776
628,4.221637,855.8434,855.8773
630,4.219595,855.8433,855.8771
632,4.217557,855.8432,855.8768
634,4.215523,855.843,855.8765
636,4.213494,855.8429,855.8763
638,4.21147,855.8428,855.876
640,4.209451,855.8427,855.8757
642,4.207436,855.8426,855.8755
644,4.205426,855.8425,855.8752
646,4.20342,855.8424,855.875
648,4.201419,855.8423,855.8748
650,4.199422,855.8422,855.8745
652,4.19743,855.8421,855.8743
654,4.195442,855.842,855.874
656,4.193459,855.8419,855.8738
658,4.191481,855.8418,855.8736
660,4.189507,855.8417,855.8733
662,4.187537,855.8416,855.8731
664,4.185572,855.8415,855.8729
666,4.183611,855.8414,855.8727
668,4.181655,855.8413,855.8724
670,4.179704,855.8412,855.8722
672,4.177756,855.8412,855.872
674,4.175813,855.8411,855.8718
676,4.173875,855.841,855.8716
678,4.171941,855.8409,855.8714
680,4.170011,855.8408,855.8712
682,4.168086,855.8407,855.871
684,4.166165,855.8406,855.8707
686,4.164248,855.8405,855.8705
688,4.162336,855.8405,855.8703
690,4.160428,855.8404,855.8701
692,4.158525,855.8403,855.8699
694,4.156625,855.8402,855.8697
696,4.15473,855.8401,855.8695
698,4.15284,855.84,855.8694
700,4.150953,855.84,855.8692
702,4.149071,855.8399,855.869
704,4.147193,855.8398,855.8688
706,4.14532,855.8397,855.8686
708,4.14345,855.8396,855.8684
710,4.141585,855.8396,855.8682
712,4.139724,855.8395,855.868
714,4.137867,855.8394,855.8679
716,4.136015,855.8393,855.8677
718,4.134166,855.8392,855.8675
720,4.132322,855.8392,855.8673
722,4.130482,855.8391,855.8671
724,4.128646,855.839,855.867
726,4.126815,855.839,855.8668
728,4.124987,855.8389,855.8666
730,4.123164,855.8388,855.8664
732,4.121344,855.8387,855.8663
734,4.119529,855.8387,855.8661
736,4.117718,855.8386,855.8659
738,4.115911,855.8385,855.8658
740,4.114108,855.8384,855.8656
742,4.112309,855.8384,855.8654
744,4.110514,855.8383,855.8653
746,4.108724,855.8382,855.8651
748,4.106937,855.8382,855.8649
750,4.105154,855.8381,855.8648
752,4.103375,855.838,855.8646
754,4.101601,855.838,855.8644
756,4.09983,855.8379,855.8643
758,4.098063,855.8378,855.8641
760,4.096301,855.8378,855.864
762,4.094542,855.8377,855.8638
764,4.092787,855.8376,855.8637
766,4.091037,855.8376,855.8635
768,4.08929,855.8375,855.8634
770,4.087547,855.8374,855.8632
772,4.085808,855.8374,855.863
774,4.084073,855.8373,855.8629
776,4.082342,855.8372,855.8627
778,4.080614,855.8372,855.8626
780,4.078891,855.8371,855.8624
782,4.077172,855.837,855.8623
784,4.075456,855.837,855.8622
786,4.073744,855.8369,855.862
788,4.072036,855.8369,855.8619
790,4.070332,855.8368,855.8617
792,4.068632,855.8367,855.8616
794,4.066936,855.8367,855.8614
796,4.065243,855.8366,855.8613
798,4.063554,855.8366,855.8611
800,4.06187,855.8365,855.861
802,4.060188,855.8364,855.8609
804,4.058511,855.8364,855.8607
806,4.056837,855.8363,855.8606
808,4.055168,855.8363,855.8604
810,4.053502,855.8362,855.8603
812,4.051839,855.8361,855.8602
814,4.050181,855.8361,855.86
816,4.048526,855.836,855.8599
818,4.046875,855.836,855.8598
820,4.045227,855.8359,855.8596
822,4.043584,855.8358,855.8595
824,4.041944,855.8358,855.8594
826,4.040308,855.8357,855.8592
828,4.038675,855.8357,855.8591
830,4.037046,855.8356,855.859
832,4.035421,855.8356,855.8588
834,4.033799,855.8355,855.8587
836,4.032181,855.8354,855.8586
838,4.030567,855.8354,855.8584
840,4.028956,855.8353,855.8583
842,4.027349,855.8353,855.8582
844,4.025746,855.8352,855.8581
846,4.024146,855.8352,855.8579
848,4.022549,855.8351,855.8578
850,4.020957,855.8351,855.8577
852,4.019368,855.835,855.8576
854,4.017782,855.835,855.8574
856,4.0162,855.8349,855.8573
858,4.014622,855.8348,855.8572
860,4.013047,855.8348,855.8571
862,4.011476,855.8347,855.8569
864,4.009908,855.8347,855.8568
866,4.008344,855.8346,855.8567
868,4.006783,855.8346,855.8566
870,4.005226,855.8345,855.8565
872,4.003672,855.8345,855.8563
874,4.002122,855.8344,855.8562
876,4.000575,855.8344,855.8561
878,3.999032,855.8343,855.856
880,3.997492,855.8343,855.8559
882,3.995956,855.8342,855.8557
884,3.994423,855.8342,855.8556
886,3.992893,855.8341,855.8555
888,3.991367,855.8341,855.8554
890,3.989845,855.834,855.8553
892,3.988326,855.834,855.8552
894,3.98681,855.8339,855.8551
896,3.985297,855.8339,855.8549
898,3.983789,855.8338,855.8548
900,3.982283,855.8338,855.8547
902,3.980781,855.8337,855.8546
904,3.979282,855.8337,855.8545
906,3.977787,855.8336,855.8544
908,3.976295,855.8336,855.8543
910,3.974806,855.8335,855.8542
912,3.97332,855.8335,855.854
914,3.971838,855.8334,855.8539
916,3.97036,855.8334,855.8538
918,3.968884,855.8333,855.8537
920,3.967412,855.8333,855.8536
922,3.965943,855.8332,855.8535
924,3.964478,855.8332,855.8534
926,3.963016,855.8331,855.8533
928,3.961557,855.8331,855.8532
930,3.960101,855.8331,855.8531
932,3.958649,855.833,855.853
934,3.9572,855.833,855.8529
936,3.955754,855.8329,855.8527
938,3.954312,855.8329,855.8526
940,3.952872,855.8328,855.8525
942,3.951436,855.8328,855.8524
944,3.950003,855.8327,855.8523
946,3.948574,855.8327,855.8522
948,3.947147,855.8326,855.8521
950,3.945724,855.8326,855.852
952,3.944304,855.8325,855.8519
954,3.942887,855.8325,855.8518
956,3.941473,855.8325,855.8517
958,3.940063,855.8324,855.8516
960,3.938655,855.8324,855.8515
962,3.937251,855.8323,855.8514
964,3.93585,855.8323,855.8513
966,3.934452,855.8322,855.8512
968,3.933057,855.8322,855.8511
970,3.931666,855.8321,855.851
972,3.930277,855.8321,855.8509
974,3.928892,855.8321,855.8508
976,3.92751,855.832,855.8507
978,3.92613,855.832,855.8506
980,3.924754,855.8319,855.8505
982,3.923381,855.8319,855.8504
984,3.922011,855.8318,855.8503
986,3.920645,855.8318,855.8502
988,3.919281,855.8318,855.8501
990,3.91792,855.8317,855.85
992,3.916563,855.8317,855.8499
994,3.915208,855.8316,855.8498
996,3.913856,855.8316,855.8497
998,3.912508,855.8315,855.8497
1000,3.911162,855.8315,855.8496
1002,3.90982,855.8315,855.8495
1004,3.90848,855.8314,855.8494
1006,3.907144,855.8314,855.8493
1008,3.90581,855.8313,855.8492
1010,3.90448,855.8313,855.8491
1012,3.903152,855.8312,855.849
1014,3.901828,855.8312,855.8489
1016,3.900506,855.8312,855.8488
1018,3.899188,855.8311,855.8487
1020,3.897872,855.8311,855.8486
1022,3.89656,855.831,855.8485
1024,3.89525,855.831,855.8484
1026,3.893943,855.831,855.8484
1028,3.892639,855.8309,855.8483
1030,3.891338,855.8309,855.8482
1032,3.89004,855.8308,855.8481
1034,3.888745,855.8308,855.848
1036,3.887453,855.8308,855.8479
1038,3.886164,855.8307,855.8478
1040,3.884877,855.8307,855.8477
1042,3.883594,855.8306,855.8476
1044,3.882313,855.8306,855.8476
1046,3.881035,855.8306,855.8475
1048,3.879761,855.8305,855.8474
1050,3.878489,855.8305,855.8473
1052,3.877219,855.8304,855.8472
1054,3.875953,855.8304,855.8471
1056,3.87469,855.8304,855.847
1058,3.873429,855.8303,855.847
1060,3.872171,855.8303,855.8469
1062,3.870916,855.8303,855.8468
1064,3.869664,855.8302,855.8467
1066,3.868415,855.8302,855.8466
1068,3.867168,855.8301,855.8465
1070,3.865924,855.8301,855.8464
1072,3.864683,855.8301,855.8464
1074,3.863445,855.83,855.8463
1076,3.86221,855.83,855.8462
1078,3.860977,855.83,855.8461
1080,3.859747,855.8299,855.846
1082,3.85852,855.8299,855.8459
1084,3.857296,855.8298,855.8459
1086,3.856074,855.8298,855.8458
1088,3.854855,855.8298,855.8457
1090,3.853639,855.8297,855.8456
1092,3.852425,855.8297,855.8455
1094,3.851215,855.8297,855.8454
1096,3.850007,855.8296,855.8454
1098,3.848801,855.8296,855.8453
1100,3.847599,855.8295,855.8452
1102,3.846399,855.8295,855.8451
1104,3.845202,855.8295,855.845
1106,3.844007,855.8294,855.845
1108,3.842815,855.8294,855.8449
1110,3.841626,855.8294,855.8448
1112,3.84044,855.8293,855.8447
1114,3.839256,855.8293,855.8447
1116,3.838075,855.8293,855.8446
1118,3.836896,855.8292,855.8445
1120,3.83572,855.8292,855.8444
1122,3.834547,855.8291,855.8443
1124,3.833376,855.8291,855.8443
1126,3.832209,855.8291,855.8442
1128,3.831043,855.829,855.8441
1130,3.82988,855.829,855.844
1132,3.82872,855.829,855.844
1134,3.827563,855.8289,855.8439
1136,3.826408,855.8289,855.8438
1138,3.825255,855.8289,855.8437
1140,3.824106,855.8288,855.8436
1142,3.822958,855.8288,855.8436
1144,3.821814,855.8288,855.8435
1146,3.820672,855.8287,855.8434
1148,3.819532,855.8287,855.8433
1150,3.818395,855.8287,855.8433
1152,3.817261,855.8286,855.8432
1154,3.816129,855.8286,855.8431
1156,3.815,855.8286,855.8431
1158,3.813873,855.8285,855.843
1160,3.812749,855.8285,855.8429
1162,3.811627,855.8285,855.8428
1164,3.810508,855.8284,855.8428
1166,3.809391,855.8284,855.8427
1168,3.808277,855.8284,855.8426
1170,3.807165,855.8283,855.8425
1172,3.806056,855.8283,855.8425
1174,3.804949,855.8283,855.8424
1176,3.803845,855.8282,855.8423
1178,3.802743,855.8282,855.8423
1180,3.801644,855.8282,855.8422
1182,3.800547,855.8281,855.8421
1184,3.799453,855.8281,855.842
1186,3.798361,855.8281,855.842
1188,3.797271,855.828,855.8419
1190,3.796184,855.828,855.8418
1192,3.7951,855.828,855.8418
1194,3.794017,855.8279,855.8417
1196,3.792938,855.8279,855.8416
1198,3.79186,855.8279,855.8415
1200,3.790785,855.8278,855.8415
