Time (s),Mass (g),T Top (K),T Back (K)
194,56.2,778.9,315.0
195,56.1,779.0,315.4
196,56.1,779.2,315.7
197,56.0,779.4,316.0
198,56.0,779.5,316.4
199,56.0,779.7,316.7
200,55.9,779.9,317.0
201,55.9,780.0,317.3
202,55.8,780.2,317.7
203,55.8,780.4,318.0
204,55.7,780.5,318.4
205,55.7,780.7,318.7
206,55.7,780.9,319.0
207,55.6,781.0,319.4
208,55.6,781.2,319.7
209,55.5,781.3,320.1
210,55.5,781.5,320.4
211,55.4,781.6,320.8
212,55.4,781.8,321.1
213,55.4,781.9,321.5
214,55.3,782.1,321.9
215,55.3,782.2,322.2
216,55.2,782.4,322.6
217,55.2,782.5,322.9
218,55.1,782.7,323.3
219,55.1,782.8,323.7
220,55.1,783.0,324.1
221,55.0,783.1,324.4
222,55.0,783.3,324.8
223,54.9,783.4,325.2
224,54.9,783.6,325.5
225,54.9,783.7,325.9
226,54.8,783.8,326.3
227,54.8,784.0,326.7
228,54.7,784.1,327.1
229,54.7,784.2,327.5
230,54.6,784.4,327.8
231,54.6,784.5,328.2
232,54.6,784.6,328.6
233,54.5,784.8,329.0
234,54.5,784.9,329.4
235,54.4,785.0,329.8
236,54.4,785.2,330.2
237,54.4,785.3,330.6
238,54.3,785.4,331.0
239,54.3,785.6,331.4
240,54.2,785.7,331.8
241,54.2,785.8,332.2
242,54.1,785.9,332.6
243,54.1,786.1,333.0
244,54.1,786.2,333.4
245,54.0,786.3,333.8
246,54.0,786.4,334.2
247,53.9,786.6,334.6
248,53.9,786.7,335.0
249,53.9,786.8,335.4
250,53.8,786.9,335.8
251,53.8,787.1,336.3
252,53.7,787.2,336.7
253,53.7,787.3,337.1
254,53.7,787.4,337.5
255,53.6,787.5,337.9
256,53.6,787.6,338.4
257,53.5,787.8,338.8
258,53.5,787.9,339.2
259,53.5,788.0,339.6
260,53.4,788.1,340.0
261,53.4,788.2,340.5
262,53.3,788.3,340.9
263,53.3,788.4,341.3
264,53.2,788.6,341.8
265,53.2,788.7,342.2
266,53.2,788.8,342.6
267,53.1,788.9,343.0
268,53.1,789.0,343.5
269,53.0,789.1,343.9
270,53.0,789.2,344.3
271,53.0,789.3,344.8
272,52.9,789.4,345.2
273,52.9,789.5,345.7
274,52.8,789.6,346.1
275,52.8,789.7,346.5
276,52.8,789.8,347.0
277,52.7,790.0,347.4
278,52.7,790.1,347.9
279,52.6,790.2,348.3
280,52.6,790.3,348.7
281,52.6,790.4,349.2
282,52.5,790.5,349.6
283,52.5,790.6,350.1
284,52.4,790.7,350.5
285,52.4,790.8,351.0
286,52.4,790.9,351.4
287,52.3,791.0,351.9
288,52.3,791.1,352.3
289,52.2,791.2,352.8
290,52.2,791.3,353.2
291,52.2,791.4,353.7
292,52.1,791.5,354.1
293,52.1,791.6,354.6
294,52.1,791.6,355.0
295,52.0,791.7,355.5
296,52.0,791.8,355.9
297,51.9,791.9,356.4
298,51.9,792.0,356.8
299,51.9,792.1,357.3
300,51.8,792.2,357.8
301,51.8,792.3,358.2
302,51.7,792.4,358.7
303,51.7,792.5,359.1
304,51.7,792.6,359.6
305,51.6,792.7,360.1
306,51.6,792.8,360.5
307,51.5,792.9,361.0
308,51.5,792.9,361.4
309,51.5,793.0,361.9
310,51.4,793.1,362.4
311,51.4,793.2,362.8
312,51.3,793.3,363.3
313,51.3,793.4,363.8
314,51.3,793.5,364.2
315,51.2,793.6,364.7
316,51.2,793.7,365.2
317,51.1,793.7,365.6
318,51.1,793.8,366.1
319,51.1,793.9,366.6
320,51.0,794.0,367.0
321,51.0,794.1,367.5
322,51.0,794.2,368.0
323,50.9,794.3,368.4
324,50.9,794.3,368.9
325,50.8,794.4,369.4
326,50.8,794.5,369.9
327,50.8,794.6,370.3
328,50.7,794.7,370.8
329,50.7,794.7,371.3
330,50.6,794.8,371.7
331,50.6,794.9,372.2
332,50.6,795.0,372.7
333,50.5,795.1,373.2
334,50.5,795.2,373.6
335,50.5,795.2,374.1
336,50.4,795.3,374.6
337,50.4,795.4,375.1
338,50.3,795.5,375.5
339,50.3,795.6,376.0
340,50.3,795.6,376.5
341,50.2,795.7,377.0
342,50.2,795.8,377.4
343,50.1,795.9,377.9
344,50.1,795.9,378.4
345,50.1,796.0,378.9
346,50.0,796.1,379.3
347,50.0,796.2,379.8
348,50.0,796.3,380.3
349,49.9,796.3,380.8
350,49.9,796.4,381.3
351,49.8,796.5,381.7
352,49.8,796.6,382.2
353,49.8,796.6,382.7
354,49.7,796.7,383.2
355,49.7,796.8,383.7
356,49.6,796.9,384.1
357,49.6,796.9,384.6
358,49.6,797.0,385.1
359,49.5,797.1,385.6
360,49.5,797.1,386.1
361,49.5,797.2,386.5
362,49.4,797.3,387.0
363,49.4,797.4,387.5
364,49.3,797.4,388.0
365,49.3,797.5,388.5
366,49.3,797.6,388.9
367,49.2,797.7,389.4
368,49.2,797.7,389.9
369,49.2,797.8,390.4
370,49.1,797.9,390.9
371,49.1,797.9,391.3
372,49.0,798.0,391.8
373,49.0,798.1,392.3
374,49.0,798.1,392.8
375,48.9,798.2,393.3
376,48.9,798.3,393.8
377,48.8,798.4,394.2
378,48.8,798.4,394.7
379,48.8,798.5,395.2
380,48.7,798.6,395.7
381,48.7,798.6,396.2
382,48.7,798.7,396.6
383,48.6,798.8,397.1
384,48.6,798.8,397.6
385,48.5,798.9,398.1
386,48.5,799.0,398.6
387,48.5,799.0,399.1
388,48.4,799.1,399.5
389,48.4,799.2,400.0
390,48.4,799.2,400.5
391,48.3,799.3,401.0
392,48.3,799.4,401.5
393,48.2,799.4,401.9
394,48.2,799.5,402.4
395,48.2,799.6,402.9
396,48.1,799.6,403.4
397,48.1,799.7,403.9
398,48.1,799.7,404.4
399,48.0,799.8,404.8
400,48.0,799.9,405.3
401,47.9,799.9,405.8
402,47.9,800.0,406.3
403,47.9,800.1,406.8
404,47.8,800.1,407.2
405,47.8,800.2,407.7
406,47.7,800.3,408.2
407,47.7,800.3,408.7
408,47.7,800.4,409.2
409,47.6,800.4,409.6
410,47.6,800.5,410.1
411,47.6,800.6,410.6
412,47.5,800.6,411.1
413,47.5,800.7,411.6
414,47.4,800.7,412.0
415,47.4,800.8,412.5
416,47.4,800.9,413.0
417,47.3,800.9,413.5
418,47.3,801.0,413.9
419,47.3,801.1,414.4
420,47.2,801.1,414.9
421,47.2,801.2,415.4
422,47.1,801.2,415.8
423,47.1,801.3,416.3
424,47.1,801.3,416.8
425,47.0,801.4,417.3
426,47.0,801.5,417.7
427,47.0,801.5,418.2
428,46.9,801.6,418.7
429,46.9,801.6,419.2
430,46.8,801.7,419.6
431,46.8,801.8,420.1
432,46.8,801.8,420.6
433,46.7,801.9,421.1
434,46.7,801.9,421.5
435,46.6,802.0,422.0
436,46.6,802.0,422.5
437,46.6,802.1,422.9
438,46.5,802.2,423.4
439,46.5,802.2,423.9
440,46.5,802.3,424.4
441,46.4,802.3,424.8
442,46.4,802.4,425.3
443,46.3,802.4,425.7
444,46.3,802.5,426.2
445,46.3,802.6,426.7
446,46.2,802.6,427.1
447,46.2,802.7,427.6
448,46.2,802.7,428.0
449,46.1,802.8,428.5
450,46.1,802.8,429.0
451,46.0,802.9,429.4
452,46.0,802.9,429.9
453,46.0,803.0,430.3
454,45.9,803.1,430.8
455,45.9,803.1,431.2
456,45.8,803.2,431.7
457,45.8,803.2,432.1
458,45.8,803.3,432.6
459,45.7,803.3,433.0
460,45.7,803.4,433.4
461,45.7,803.4,433.9
462,45.6,803.5,434.3
463,45.6,803.5,434.8
464,45.5,803.6,435.2
465,45.5,803.6,435.7
466,45.5,803.7,436.1
467,45.4,803.7,436.5
468,45.4,803.8,437.0
469,45.4,803.9,437.4
470,45.3,803.9,437.9
471,45.3,804.0,438.3
472,45.2,804.0,438.7
473,45.2,804.1,439.2
474,45.2,804.1,439.6
475,45.1,804.2,440.0
476,45.1,804.2,440.5
477,45.0,804.3,440.9
478,45.0,804.3,441.3
479,45.0,804.4,441.8
480,44.9,804.4,442.2
481,44.9,804.5,442.6
482,44.9,804.5,443.0
483,44.8,804.6,443.5
484,44.8,804.6,443.9
485,44.7,804.7,444.3
486,44.7,804.7,444.7
487,44.7,804.8,445.2
488,44.6,804.8,445.6
489,44.6,804.9,446.0
490,44.5,804.9,446.4
491,44.5,805.0,446.9
492,44.5,805.0,447.3
493,44.4,805.1,447.7
494,44.4,805.1,448.1
495,44.4,805.2,448.5
496,44.3,805.2,449.0
497,44.3,805.3,449.4
498,44.2,805.3,449.8
499,44.2,805.4,450.2
500,44.2,805.4,450.6
501,44.1,805.5,451.1
502,44.1,805.5,451.5
503,44.0,805.5,451.9
504,44.0,805.6,452.3
505,44.0,805.6,452.7
506,43.9,805.7,453.1
507,43.9,805.7,453.5
508,43.8,805.8,454.0
509,43.8,805.8,454.4
510,43.8,805.9,454.8
511,43.7,805.9,455.2
512,43.7,806.0,455.6
513,43.7,806.0,456.0
514,43.6,806.1,456.4
515,43.6,806.1,456.8
516,43.5,806.2,457.2
517,43.5,806.2,457.7
518,43.5,806.3,458.1
519,43.4,806.3,458.5
520,43.4,806.3,458.9
521,43.3,806.4,459.3
522,43.3,806.4,459.7
523,43.3,806.5,460.1
524,43.2,806.5,460.5
525,43.2,806.6,460.9
526,43.1,806.6,461.3
527,43.1,806.7,461.7
528,43.1,806.7,462.1
529,43.0,806.8,462.5
530,43.0,806.8,462.9
531,42.9,806.8,463.3
532,42.9,806.9,463.7
533,42.9,806.9,464.1
534,42.8,807.0,464.5
535,42.8,807.0,464.9
536,42.7,807.1,465.3
537,42.7,807.1,465.7
538,42.7,807.2,466.1
539,42.6,807.2,466.5
540,42.6,807.2,466.9
541,42.5,807.3,467.3
542,42.5,807.3,467.7
543,42.5,807.4,468.1
544,42.4,807.4,468.5
545,42.4,807.5,468.9
546,42.3,807.5,469.3
547,42.3,807.5,469.7
548,42.3,807.6,470.1
549,42.2,807.6,470.5
550,42.2,807.7,470.9
551,42.1,807.7,471.3
552,42.1,807.8,471.7
553,42.1,807.8,472.1
554,42.0,807.8,472.5
555,42.0,807.9,472.9
556,41.9,807.9,473.2
557,41.9,808.0,473.6
558,41.9,808.0,474.0
559,41.8,808.0,474.4
560,41.8,808.1,474.8
561,41.7,808.1,475.2
562,41.7,808.2,475.6
563,41.7,808.2,476.0
564,41.6,808.3,476.4
565,41.6,808.3,476.8
566,41.5,808.3,477.1
567,41.5,808.4,477.5
568,41.5,808.4,477.9
569,41.4,808.5,478.3
570,41.4,808.5,478.7
571,41.3,808.5,479.1
572,41.3,808.6,479.5
573,41.3,808.6,479.9
574,41.2,808.7,480.2
575,41.2,808.7,480.6
576,41.1,808.7,481.0
577,41.1,808.8,481.4
578,41.1,808.8,481.8
579,41.0,808.9,482.2
580,41.0,808.9,482.5
581,40.9,808.9,482.9
582,40.9,809.0,483.3
583,40.8,809.0,483.7
584,40.8,809.1,484.1
585,40.8,809.1,484.5
586,40.7,809.1,484.8
587,40.7,809.2,485.2
588,40.6,809.2,485.6
589,40.6,809.3,486.0
590,40.6,809.3,486.4
591,40.5,809.3,486.8
592,40.5,809.4,487.1
593,40.4,809.4,487.5
594,40.4,809.5,487.9
595,40.4,809.5,488.3
596,40.3,809.5,488.6
597,40.3,809.6,489.0
598,40.2,809.6,489.4
599,40.2,809.6,489.8
600,40.1,809.7,490.2
601,40.1,809.7,490.5
602,40.1,809.8,490.9
603,40.0,809.8,491.3
604,40.0,809.8,491.7
605,39.9,809.9,492.0
606,39.9,809.9,492.4
607,39.9,809.9,492.8
608,39.8,810.0,493.2
609,39.8,810.0,493.6
610,39.7,810.1,493.9
611,39.7,810.1,494.3
612,39.6,810.1,494.7
613,39.6,810.2,495.0
614,39.6,810.2,495.4
615,39.5,810.2,495.8
616,39.5,810.3,496.2
617,39.4,810.3,496.5
618,39.4,810.3,496.9
619,39.3,810.4,497.3
620,39.3,810.4,497.7
621,39.3,810.5,498.0
622,39.2,810.5,498.4
623,39.2,810.5,498.8
624,39.1,810.6,499.2
625,39.1,810.6,499.5
626,39.1,810.6,499.9
627,39.0,810.7,500.3
628,39.0,810.7,500.6
629,38.9,810.7,501.0
630,38.9,810.8,501.4
631,38.8,810.8,501.7
632,38.8,810.9,502.1
633,38.8,810.9,502.5
634,38.7,810.9,502.9
635,38.7,811.0,503.2
636,38.6,811.0,503.6
637,38.6,811.0,504.0
638,38.5,811.1,504.3
639,38.5,811.1,504.7
640,38.5,811.1,505.1
641,38.4,811.2,505.4
642,38.4,811.2,505.8
643,38.3,811.2,506.2
644,38.3,811.3,506.5
645,38.2,811.3,506.9
646,38.2,811.3,507.3
647,38.1,811.4,507.6
648,38.1,811.4,508.0
649,38.1,811.4,508.4
650,38.0,811.5,508.7
651,38.0,811.5,509.1
652,37.9,811.5,509.5
653,37.9,811.6,509.8
654,37.8,811.6,510.2
655,37.8,811.6,510.6
656,37.8,811.7,510.9
657,37.7,811.7,511.3
658,37.7,811.7,511.7
659,37.6,811.8,512.0
660,37.6,811.8,512.4
661,37.5,811.8,512.7
662,37.5,811.9,513.1
663,37.4,811.9,513.5
664,37.4,811.9,513.8
665,37.4,812.0,514.2
666,37.3,812.0,514.6
667,37.3,812.0,514.9
668,37.2,812.1,515.3
669,37.2,812.1,515.7
670,37.1,812.1,516.0
671,37.1,812.2,516.4
672,37.1,812.2,516.7
673,37.0,812.2,517.1
674,37.0,812.3,517.5
675,36.9,812.3,517.8
676,36.9,812.3,518.2
677,36.8,812.4,518.5
678,36.8,812.4,518.9
679,36.7,812.4,519.3
680,36.7,812.5,519.6
681,36.6,812.5,520.0
682,36.6,812.5,520.3
683,36.6,812.6,520.7
684,36.5,812.6,521.1
685,36.5,812.6,521.4
686,36.4,812.7,521.8
687,36.4,812.7,522.1
688,36.3,812.7,522.5
689,36.3,812.8,522.9
690,36.2,812.8,523.2
691,36.2,812.8,523.6
692,36.2,812.9,523.9
693,36.1,812.9,524.3
694,36.1,812.9,524.6
695,36.0,812.9,525.0
696,36.0,813.0,525.4
697,35.9,813.0,525.7
698,35.9,813.0,526.1
699,35.8,813.1,526.4
700,35.8,813.1,526.8
701,35.7,813.1,527.1
702,35.7,813.2,527.5
703,35.7,813.2,527.9
704,35.6,813.2,528.2
705,35.6,813.3,528.6
706,35.5,813.3,528.9
707,35.5,813.3,529.3
708,35.4,813.3,529.6
709,35.4,813.4,530.0
710,35.3,813.4,530.3
711,35.3,813.4,530.7
712,35.2,813.5,531.1
713,35.2,813.5,531.4
714,35.1,813.5,531.8
715,35.1,813.6,532.1
716,35.1,813.6,532.5
717,35.0,813.6,532.8
718,35.0,813.7,533.2
719,34.9,813.7,533.5
720,34.9,813.7,533.9
721,34.8,813.7,534.2
722,34.8,813.8,534.6
723,34.7,813.8,534.9
724,34.7,813.8,535.3
725,34.6,813.9,535.7
726,34.6,813.9,536.0
727,34.5,813.9,536.4
728,34.5,813.9,536.7
729,34.5,814.0,537.1
730,34.4,814.0,537.4
731,34.4,814.0,537.8
732,34.3,814.1,538.1
733,34.3,814.1,538.5
734,34.2,814.1,538.8
735,34.2,814.2,539.2
736,34.1,814.2,539.5
737,34.1,814.2,539.9
738,34.0,814.2,540.2
739,34.0,814.3,540.6
740,33.9,814.3,540.9
741,33.9,814.3,541.3
742,33.8,814.4,541.6
743,33.8,814.4,542.0
744,33.7,814.4,542.3
745,33.7,814.4,542.7
746,33.7,814.5,543.0
747,33.6,814.5,543.4
748,33.6,814.5,543.7
749,33.5,814.6,544.1
750,33.5,814.6,544.4
751,33.4,814.6,544.7
752,33.4,814.6,545.1
753,33.3,814.7,545.4
754,33.3,814.7,545.8
755,33.2,814.7,546.1
756,33.2,814.8,546.5
757,33.1,814.8,546.8
758,33.1,814.8,547.2
759,33.0,814.8,547.5
760,33.0,814.9,547.9
761,32.9,814.9,548.2
762,32.9,814.9,548.6
763,32.8,814.9,548.9
764,32.8,815.0,549.2
765,32.7,815.0,549.6
766,32.7,815.0,549.9
767,32.6,815.1,550.3
768,32.6,815.1,550.6
769,32.6,815.1,551.0
770,32.5,815.1,551.3
771,32.5,815.2,551.6
772,32.4,815.2,552.0
773,32.4,815.2,552.3
774,32.3,815.2,552.7
775,32.3,815.3,553.0
776,32.2,815.3,553.4
777,32.2,815.3,553.7
778,32.1,815.4,554.0
779,32.1,815.4,554.4
780,32.0,815.4,554.7
781,32.0,815.4,555.1
782,31.9,815.5,555.4
783,31.9,815.5,555.7
784,31.8,815.5,556.1
785,31.8,815.5,556.4
786,31.7,815.6,556.8
787,31.7,815.6,557.1
788,31.6,815.6,557.4
789,31.6,815.6,557.8
790,31.5,815.7,558.1
791,31.5,815.7,558.5
792,31.4,815.7,558.8
793,31.4,815.7,559.1
794,31.3,815.8,559.5
795,31.3,815.8,559.8
796,31.2,815.8,560.1
797,31.2,815.9,560.5
798,31.1,815.9,560.8
799,31.1,815.9,561.1
800,31.0,815.9,561.5
801,31.0,816.0,561.8
802,30.9,816.0,562.2
803,30.9,816.0,562.5
804,30.8,816.0,562.8
805,30.8,816.1,563.2
806,30.7,816.1,563.5
807,30.7,816.1,563.8
808,30.6,816.1,564.2
809,30.6,816.2,564.5
810,30.5,816.2,564.8
811,30.5,816.2,565.1
812,30.4,816.2,565.5
813,30.4,816.3,565.8
814,30.3,816.3,566.1
815,30.3,816.3,566.5
816,30.2,816.3,566.8
817,30.2,816.4,567.1
818,30.1,816.4,567.5
819,30.1,816.4,567.8
820,30.0,816.4,568.1
821,30.0,816.5,568.4
822,29.9,816.5,568.8
823,29.9,816.5,569.1
824,29.8,816.5,569.4
825,29.8,816.6,569.8
826,29.7,816.6,570.1
827,29.7,816.6,570.4
828,29.6,816.6,570.7
829,29.6,816.7,571.1
830,29.5,816.7,571.4
831,29.5,816.7,571.7
832,29.4,816.7,572.0
833,29.4,816.8,572.4
834,29.3,816.8,572.7
835,29.3,816.8,573.0
836,29.2,816.8,573.3
837,29.2,816.9,573.7
838,29.1,816.9,574.0
839,29.1,816.9,574.3
840,29.0,816.9,574.6
841,29.0,817.0,575.0
842,28.9,817.0,575.3
843,28.9,817.0,575.6
844,28.8,817.0,575.9
845,28.8,817.1,576.2
846,28.7,817.1,576.6
847,28.6,817.1,576.9
848,28.6,817.1,577.2
849,28.5,817.2,577.5
850,28.5,817.2,577.8
851,28.4,817.2,578.2
852,28.4,817.2,578.5
853,28.3,817.3,578.8
854,28.3,817.3,579.1
855,28.2,817.3,579.4
856,28.2,817.3,579.7
857,28.1,817.4,580.1
858,28.1,817.4,580.4
859,28.0,817.4,580.7
860,28.0,817.4,581.0
861,27.9,817.5,581.3
862,27.9,817.5,581.6
863,27.8,817.5,582.0
864,27.8,817.5,582.3
865,27.7,817.6,582.6
866,27.7,817.6,582.9
867,27.6,817.6,583.2
868,27.6,817.6,583.5
869,27.5,817.7,583.8
870,27.4,817.7,584.2
871,27.4,817.7,584.5
872,27.3,817.8,584.8
873,27.3,817.8,585.1
874,27.2,817.8,585.4
875,27.2,817.8,585.7
876,27.1,817.9,586.0
877,27.1,817.9,586.3
878,27.0,817.9,586.6
879,27.0,817.9,587.0
880,26.9,818.0,587.3
881,26.9,818.0,587.6
882,26.8,818.0,587.9
883,26.8,818.0,588.2
884,26.7,818.1,588.5
885,26.7,818.1,588.8
886,26.6,818.1,589.1
887,26.5,818.2,589.4
888,26.5,818.2,589.7
889,26.4,818.2,590.0
890,26.4,818.2,590.3
891,26.3,818.3,590.6
892,26.3,818.3,590.9
893,26.2,818.3,591.3
894,26.2,818.4,591.6
895,26.1,818.4,591.9
896,26.1,818.4,592.2
897,26.0,818.5,592.5
898,26.0,818.5,592.8
899,25.9,818.5,593.1
900,25.9,818.5,593.4
901,25.8,818.6,593.7
902,25.7,818.6,594.0
903,25.7,818.6,594.3
904,25.6,818.7,594.6
905,25.6,818.7,594.9
906,25.5,818.7,595.2
907,25.5,818.8,595.5
908,25.4,818.8,595.8
909,25.4,818.8,596.1
910,25.3,818.9,596.4
911,25.3,818.9,596.7
912,25.2,818.9,597.0
913,25.2,819.0,597.3
914,25.1,819.0,597.6
915,25.0,819.0,597.9
916,25.0,819.1,598.2
917,24.9,819.1,598.5
918,24.9,819.1,598.8
919,24.8,819.2,599.1
920,24.8,819.2,599.4
921,24.7,819.2,599.7
922,24.7,819.3,600.0
923,24.6,819.3,600.3
924,24.6,819.3,600.6
925,24.5,819.4,600.8
926,24.5,819.4,601.1
927,24.4,819.4,601.4
928,24.4,819.5,601.7
929,24.3,819.5,602.0
930,24.2,819.5,602.3
931,24.2,819.6,602.6
932,24.1,819.6,602.9
933,24.1,819.7,603.2
934,24.0,819.7,603.5
935,24.0,819.7,603.8
936,23.9,819.8,604.1
937,23.9,819.8,604.4
938,23.8,819.8,604.6
939,23.8,819.9,604.9
940,23.7,819.9,605.2
941,23.7,820.0,605.5
942,23.6,820.0,605.8
943,23.6,820.0,606.1
944,23.5,820.1,606.4
945,23.4,820.1,606.7
946,23.4,820.2,607.0
947,23.3,820.2,607.2
948,23.3,820.2,607.5
949,23.2,820.3,607.8
950,23.2,820.3,608.1
951,23.1,820.4,608.4
952,23.1,820.4,608.7
953,23.0,820.4,609.0
954,23.0,820.5,609.2
955,22.9,820.5,609.5
956,22.9,820.6,609.8
957,22.8,820.6,610.1
958,22.8,820.6,610.4
959,22.7,820.7,610.7
960,22.7,820.7,610.9
961,22.6,820.8,611.2
962,22.5,820.8,611.5
963,22.5,820.9,611.8
964,22.4,820.9,612.1
965,22.4,820.9,612.4
966,22.3,821.0,612.6
967,22.3,821.0,612.9
968,22.2,821.1,613.2
969,22.2,821.1,613.5
970,22.1,821.2,613.8
971,22.1,821.2,614.0
972,22.0,821.2,614.3
973,22.0,821.3,614.6
974,21.9,821.3,614.9
975,21.9,821.4,615.2
976,21.8,821.4,615.4
977,21.8,821.5,615.7
978,21.7,821.5,616.0
979,21.7,821.6,616.3
980,21.6,821.6,616.6
981,21.6,821.6,616.9
982,21.5,821.7,617.1
983,21.5,821.7,617.4
984,21.4,821.8,617.7
985,21.4,821.8,618.0
986,21.3,821.9,618.3
987,21.2,821.9,618.5
988,21.2,822.0,618.8
989,21.1,822.0,619.1
990,21.1,822.0,619.4
991,21.0,822.1,619.7
992,21.0,822.1,619.9
993,20.9,822.2,620.2
994,20.9,822.2,620.5
995,20.8,822.3,620.8
