Time,Mass (g),T Back (K),T Top (K)
154,51.3,301.4,975.6
155,51.2,301.6,975.7
156,51.2,301.9,975.9
157,51.1,302.1,976.0
158,51.1,302.4,976.2
159,51.0,302.6,976.3
160,50.9,302.9,976.4
161,50.9,303.1,976.6
162,50.8,303.4,976.7
163,50.8,303.7,976.8
164,50.7,303.9,977.0
165,50.7,304.2,977.1
166,50.6,304.5,977.2
167,50.5,304.7,977.4
168,50.5,305.0,977.5
169,50.4,305.3,977.6
170,50.4,305.6,977.7
171,50.3,305.9,977.9
172,50.2,306.2,978.0
173,50.2,306.5,978.1
174,50.1,306.8,978.2
175,50.1,307.1,978.4
176,50.0,307.4,978.5
177,50.0,307.7,978.6
178,49.9,308.0,978.7
179,49.8,308.3,978.8
180,49.8,308.6,978.9
181,49.7,309.0,979.0
182,49.7,309.3,979.2
183,49.6,309.6,979.3
184,49.6,309.9,979.4
185,49.5,310.3,979.5
186,49.5,310.6,979.6
187,49.4,310.9,979.7
188,49.3,311.3,979.8
189,49.3,311.6,979.9
190,49.2,312.0,980.0
191,49.2,312.3,980.1
192,49.1,312.7,980.2
193,49.1,313.0,980.3
194,49.0,313.4,980.4
195,49.0,313.7,980.5
196,48.9,314.1,980.6
197,48.9,314.5,980.7
198,48.8,314.8,980.8
199,48.7,315.2,980.9
200,48.7,315.6,981.0
201,48.6,316.0,981.1
202,48.6,316.3,981.2
203,48.5,316.7,981.3
204,48.5,317.1,981.4
205,48.4,317.5,981.5
206,48.4,317.9,981.6
207,48.3,318.3,981.7
208,48.3,318.6,981.8
209,48.2,319.0,981.8
210,48.2,319.4,981.9
211,48.1,319.8,982.0
212,48.1,320.2,982.1
213,48.0,320.6,982.2
214,48.0,321.0,982.3
215,47.9,321.5,982.4
216,47.8,321.9,982.5
217,47.8,322.3,982.5
218,47.7,322.7,982.6
219,47.7,323.1,982.7
220,47.6,323.5,982.8
221,47.6,324.0,982.9
222,47.5,324.4,983.0
223,47.5,324.8,983.0
224,47.4,325.2,983.1
225,47.4,325.7,983.2
226,47.3,326.1,983.3
227,47.3,326.5,983.4
228,47.2,327.0,983.4
229,47.2,327.4,983.5
230,47.1,327.8,983.6
231,47.1,328.3,983.7
232,47.0,328.7,983.7
233,47.0,329.2,983.8
234,46.9,329.6,983.9
235,46.9,330.1,984.0
236,46.8,330.5,984.0
237,46.8,331.0,984.1
238,46.7,331.4,984.2
239,46.7,331.9,984.3
240,46.6,332.3,984.3
241,46.6,332.8,984.4
242,46.5,333.2,984.5
243,46.5,333.7,984.5
244,46.4,334.2,984.6
245,46.4,334.6,984.7
246,46.3,335.1,984.7
247,46.3,335.6,984.8
248,46.2,336.0,984.9
249,46.2,336.5,985.0
250,46.1,337.0,985.0
251,46.1,337.5,985.1
252,46.0,337.9,985.2
253,46.0,338.4,985.2
254,45.9,338.9,985.3
255,45.9,339.4,985.4
256,45.8,339.9,985.4
257,45.8,340.3,985.5
258,45.7,340.8,985.5
259,45.7,341.3,985.6
260,45.7,341.8,985.7
261,45.6,342.3,985.7
262,45.6,342.8,985.8
263,45.5,343.3,985.9
264,45.5,343.8,985.9
265,45.4,344.2,986.0
266,45.4,344.7,986.0
267,45.3,345.2,986.1
268,45.3,345.7,986.2
269,45.2,346.2,986.2
270,45.2,346.7,986.3
271,45.1,347.2,986.3
272,45.1,347.7,986.4
273,45.0,348.2,986.5
274,45.0,348.7,986.5
275,44.9,349.2,986.6
276,44.9,349.7,986.6
277,44.8,350.2,986.7
278,44.8,350.8,986.8
279,44.7,351.3,986.8
280,44.7,351.8,986.9
281,44.7,352.3,986.9
282,44.6,352.8,987.0
283,44.6,353.3,987.0
284,44.5,353.8,987.1
285,44.5,354.3,987.2
286,44.4,354.8,987.2
287,44.4,355.3,987.3
288,44.3,355.9,987.3
289,44.3,356.4,987.4
290,44.2,356.9,987.4
291,44.2,357.4,987.5
292,44.1,357.9,987.5
293,44.1,358.4,987.6
294,44.0,359.0,987.6
295,44.0,359.5,987.7
296,44.0,360.0,987.7
297,43.9,360.5,987.8
298,43.9,361.1,987.8
299,43.8,361.6,987.9
300,43.8,362.1,987.9
301,43.7,362.6,988.0
302,43.7,363.2,988.0
303,43.6,363.7,988.1
304,43.6,364.2,988.2
305,43.5,364.7,988.2
306,43.5,365.3,988.3
307,43.4,365.8,988.3
308,43.4,366.3,988.3
309,43.4,366.9,988.4
310,43.3,367.4,988.4
311,43.3,367.9,988.5
312,43.2,368.5,988.5
313,43.2,369.0,988.6
314,43.1,369.5,988.6
315,43.1,370.1,988.7
316,43.0,370.6,988.7
317,43.0,371.1,988.8
318,42.9,371.7,988.8
319,42.9,372.2,988.9
320,42.9,372.7,988.9
321,42.8,373.3,989.0
322,42.8,373.8,989.0
323,42.7,374.4,989.1
324,42.7,374.9,989.1
325,42.6,375.4,989.2
326,42.6,376.0,989.2
327,42.5,376.5,989.2
328,42.5,377.1,989.3
329,42.5,377.6,989.3
330,42.4,378.2,989.4
331,42.4,378.7,989.4
332,42.3,379.2,989.5
333,42.3,379.8,989.5
334,42.2,380.3,989.6
335,42.2,380.9,989.6
336,42.1,381.4,989.6
337,42.1,382.0,989.7
338,42.0,382.5,989.7
339,42.0,383.1,989.8
340,42.0,383.6,989.8
341,41.9,384.2,989.9
342,41.9,384.7,989.9
343,41.8,385.3,989.9
344,41.8,385.8,990.0
345,41.7,386.4,990.0
346,41.7,386.9,990.1
347,41.6,387.5,990.1
348,41.6,388.0,990.2
349,41.6,388.6,990.2
350,41.5,389.1,990.2
351,41.5,389.7,990.3
352,41.4,390.2,990.3
353,41.4,390.8,990.4
354,41.3,391.3,990.4
355,41.3,391.9,990.4
356,41.2,392.4,990.5
357,41.2,393.0,990.5
358,41.2,393.5,990.6
359,41.1,394.1,990.6
360,41.1,394.6,990.6
361,41.0,395.2,990.7
362,41.0,395.7,990.7
363,40.9,396.3,990.8
364,40.9,396.8,990.8
365,40.8,397.4,990.8
366,40.8,397.9,990.9
367,40.8,398.5,990.9
368,40.7,399.0,991.0
369,40.7,399.6,991.0
370,40.6,400.1,991.0
371,40.6,400.7,991.1
372,40.5,401.2,991.1
373,40.5,401.8,991.2
374,40.4,402.4,991.2
375,40.4,402.9,991.2
376,40.4,403.5,991.3
377,40.3,404.0,991.3
378,40.3,404.6,991.3
379,40.2,405.1,991.4
380,40.2,405.7,991.4
381,40.1,406.2,991.5
382,40.1,406.8,991.5
383,40.0,407.3,991.5
384,40.0,407.9,991.6
385,40.0,408.4,991.6
386,39.9,409.0,991.6
387,39.9,409.5,991.7
388,39.8,410.1,991.7
389,39.8,410.6,991.7
390,39.7,411.2,991.8
391,39.7,411.7,991.8
392,39.6,412.3,991.9
393,39.6,412.8,991.9
394,39.6,413.4,991.9
395,39.5,413.9,992.0
396,39.5,414.5,992.0
397,39.4,415.0,992.0
398,39.4,415.6,992.1
399,39.3,416.1,992.1
400,39.3,416.7,992.1
401,39.2,417.2,992.2
402,39.2,417.8,992.2
403,39.2,418.3,992.2
404,39.1,418.9,992.3
405,39.1,419.4,992.3
406,39.0,419.9,992.3
407,39.0,420.5,992.4
408,38.9,421.0,992.4
409,38.9,421.6,992.4
410,38.8,422.1,992.5
411,38.8,422.6,992.5
412,38.8,423.2,992.5
413,38.7,423.7,992.6
414,38.7,424.3,992.6
415,38.6,424.8,992.6
416,38.6,425.3,992.7
417,38.5,425.9,992.7
418,38.5,426.4,992.7
419,38.4,426.9,992.8
420,38.4,427.4,992.8
421,38.4,428.0,992.8
422,38.3,428.5,992.9
423,38.3,429.0,992.9
424,38.2,429.5,992.9
425,38.2,430.0,993.0
426,38.1,430.6,993.0
427,38.1,431.1,993.0
428,38.0,431.6,993.1
429,38.0,432.1,993.1
430,38.0,432.6,993.1
431,37.9,433.1,993.2
432,37.9,433.6,993.2
433,37.8,434.2,993.2
434,37.8,434.7,993.3
435,37.7,435.2,993.3
436,37.7,435.7,993.3
437,37.6,436.2,993.4
438,37.6,436.7,993.4
439,37.5,437.2,993.4
440,37.5,437.7,993.5
441,37.5,438.2,993.5
442,37.4,438.7,993.5
443,37.4,439.2,993.5
444,37.3,439.7,993.6
445,37.3,440.2,993.6
446,37.2,440.7,993.6
447,37.2,441.2,993.7
448,37.1,441.7,993.7
449,37.1,442.2,993.7
450,37.1,442.7,993.8
451,37.0,443.2,993.8
452,37.0,443.7,993.8
453,36.9,444.2,993.9
454,36.9,444.7,993.9
455,36.8,445.2,993.9
456,36.8,445.7,993.9
457,36.7,446.2,994.0
458,36.7,446.7,994.0
459,36.6,447.2,994.0
460,36.6,447.7,994.1
461,36.5,448.2,994.1
462,36.5,448.7,994.1
463,36.5,449.1,994.1
464,36.4,449.6,994.2
465,36.4,450.1,994.2
466,36.3,450.6,994.2
467,36.3,451.1,994.3
468,36.2,451.6,994.3
469,36.2,452.1,994.3
470,36.1,452.6,994.4
471,36.1,453.1,994.4
472,36.0,453.6,994.4
473,36.0,454.1,994.4
474,35.9,454.6,994.5
475,35.9,455.0,994.5
476,35.9,455.5,994.5
477,35.8,456.0,994.6
478,35.8,456.5,994.6
479,35.7,457.0,994.6
480,35.7,457.5,994.6
481,35.6,458.0,994.7
482,35.6,458.5,994.7
483,35.5,459.0,994.7
484,35.5,459.5,994.8
485,35.4,460.0,994.8
486,35.4,460.4,994.8
487,35.3,460.9,994.8
488,35.3,461.4,994.9
489,35.2,461.9,994.9
490,35.2,462.4,994.9
491,35.2,462.9,994.9
492,35.1,463.4,995.0
493,35.1,463.9,995.0
494,35.0,464.4,995.0
495,35.0,464.9,995.1
496,34.9,465.4,995.1
497,34.9,465.9,995.1
498,34.8,466.4,995.1
499,34.8,466.9,995.2
500,34.7,467.5,995.2
501,34.7,468.0,995.2
502,34.6,468.5,995.2
503,34.6,469.0,995.3
504,34.5,469.5,995.3
505,34.5,470.0,995.3
506,34.4,470.5,995.4
507,34.4,471.0,995.4
508,34.3,471.5,995.4
509,34.3,472.0,995.4
510,34.3,472.6,995.5
511,34.2,473.1,995.5
512,34.2,473.6,995.5
513,34.1,474.1,995.5
514,34.1,474.6,995.6
515,34.0,475.1,995.6
516,34.0,475.7,995.6
517,33.9,476.2,995.6
518,33.9,476.7,995.7
519,33.8,477.2,995.7
520,33.8,477.7,995.7
521,33.7,478.2,995.8
522,33.7,478.8,995.8
523,33.6,479.3,995.8
524,33.6,479.8,995.8
525,33.5,480.3,995.9
526,33.5,480.9,995.9
527,33.4,481.4,995.9
528,33.4,481.9,995.9
529,33.3,482.4,996.0
530,33.3,483.0,996.0
531,33.2,483.5,996.0
532,33.2,484.0,996.0
533,33.1,484.5,996.1
534,33.1,485.1,996.1
535,33.0,485.6,996.1
536,33.0,486.1,996.1
537,32.9,486.7,996.2
538,32.9,487.2,996.2
539,32.8,487.7,996.2
540,32.8,488.3,996.2
541,32.7,488.8,996.3
542,32.7,489.3,996.3
543,32.6,489.9,996.3
544,32.6,490.4,996.3
545,32.5,490.9,996.4
546,32.5,491.5,996.4
547,32.4,492.0,996.4
548,32.4,492.6,996.4
549,32.3,493.1,996.5
550,32.3,493.6,996.5
551,32.2,494.2,996.5
552,32.2,494.7,996.5
553,32.1,495.3,996.6
554,32.1,495.8,996.6
555,32.0,496.4,996.6
556,32.0,496.9,996.6
557,31.9,497.5,996.7
558,31.9,498.0,996.7
559,31.8,498.5,996.7
560,31.8,499.1,996.7
561,31.7,499.6,996.8
562,31.7,500.2,996.8
563,31.6,500.7,996.8
564,31.6,501.3,996.8
565,31.5,501.9,996.8
566,31.5,502.4,996.9
567,31.4,503.0,996.9
568,31.4,503.5,996.9
569,31.3,504.1,996.9
570,31.3,504.6,997.0
571,31.2,505.2,997.0
572,31.1,505.8,997.0
573,31.1,506.3,997.0
574,31.0,506.9,997.1
575,31.0,507.4,997.1
576,30.9,508.0,997.1
577,30.9,508.6,997.1
578,30.8,509.1,997.2
579,30.8,509.7,997.2
580,30.7,510.3,997.2
581,30.7,510.8,997.2
582,30.6,511.4,997.2
583,30.6,512.0,997.3
584,30.5,512.5,997.3
585,30.5,513.1,997.3
586,30.4,513.7,997.3
587,30.4,514.3,997.4
588,30.3,514.8,997.4
589,30.2,515.4,997.4
590,30.2,516.0,997.4
591,30.1,516.6,997.5
592,30.1,517.2,997.5
593,30.0,517.7,997.5
594,30.0,518.3,997.5
595,29.9,518.9,997.5
596,29.9,519.5,997.6
597,29.8,520.1,997.6
598,29.8,520.7,997.6
599,29.7,521.3,997.6
600,29.6,521.9,997.7
601,29.6,522.4,997.7
602,29.5,523.0,997.7
603,29.5,523.6,997.7
604,29.4,524.2,997.8
605,29.4,524.8,997.8
606,29.3,525.4,997.8
607,29.3,526.1,997.8
608,29.2,526.7,997.8
609,29.1,527.3,997.9
610,29.1,527.9,997.9
611,29.0,528.5,997.9
612,29.0,529.1,997.9
613,28.9,529.7,998.0
614,28.9,530.3,998.0
615,28.8,530.9,998.0
616,28.7,531.6,998.0
617,28.7,532.2,998.0
618,28.6,532.8,998.1
619,28.6,533.4,998.1
620,28.5,534.0,998.1
621,28.5,534.7,998.1
622,28.4,535.3,998.2
623,28.3,535.9,998.2
624,28.3,536.5,998.2
625,28.2,537.2,998.2
626,28.2,537.8,998.2
627,28.1,538.4,998.3
628,28.1,539.0,998.3
629,28.0,539.7,998.3
630,27.9,540.3,998.3
631,27.9,540.9,998.4
632,27.8,541.6,998.4
633,27.8,542.2,998.4
634,27.7,542.8,998.4
635,27.6,543.5,998.4
636,27.6,544.1,998.5
637,27.5,544.8,998.5
638,27.5,545.4,998.5
639,27.4,546.0,998.5
640,27.3,546.7,998.6
641,27.3,547.3,998.6
642,27.2,548.0,998.6
643,27.2,548.6,998.6
644,27.1,549.3,998.6
645,27.0,549.9,998.7
646,27.0,550.5,998.7
647,26.9,551.2,998.7
648,26.9,551.8,998.7
649,26.8,552.5,998.7
650,26.7,553.1,998.8
651,26.7,553.8,998.8
652,26.6,554.4,998.8
653,26.6,555.1,998.8
654,26.5,555.7,998.9
655,26.4,556.4,998.9
656,26.4,557.1,998.9
657,26.3,557.7,998.9
658,26.2,558.4,998.9
659,26.2,559.0,999.0
660,26.1,559.7,999.0
661,26.1,560.3,999.0
662,26.0,561.0,999.0
663,25.9,561.7,999.0
664,25.9,562.3,999.1
665,25.8,563.0,999.1
666,25.7,563.6,999.1
667,25.7,564.3,999.1
668,25.6,565.0,999.1
669,25.5,565.6,999.2
670,25.5,566.3,999.2
671,25.4,567.0,999.2
672,25.4,567.6,999.2
673,25.3,568.3,999.3
674,25.2,568.9,999.3
675,25.2,569.6,999.3
676,25.1,570.3,999.3
677,25.0,570.9,999.3
678,25.0,571.6,999.4
679,24.9,572.3,999.4
680,24.8,572.9,999.4
681,24.8,573.6,999.4
682,24.7,574.3,999.4
683,24.6,574.9,999.5
684,24.6,575.6,999.5
685,24.5,576.3,999.5
686,24.4,576.9,999.5
687,24.4,577.6,999.6
688,24.3,578.3,999.6
689,24.2,578.9,999.6
690,24.2,579.6,999.6
691,24.1,580.3,999.6
692,24.0,580.9,999.7
693,23.9,581.6,999.7
694,23.9,582.3,999.7
695,23.8,582.9,999.7
696,23.7,583.6,999.7
697,23.7,584.3,999.8
698,23.6,584.9,999.8
699,23.5,585.6,999.8
700,23.5,586.3,999.8
701,23.4,587.0,999.8
702,23.3,587.6,999.9
703,23.3,588.3,999.9
704,23.2,589.0,999.9
705,23.1,589.6,999.9
706,23.0,590.3,999.9
707,23.0,591.0,1000.0
708,22.9,591.6,1000.0
709,22.8,592.3,1000.0
710,22.8,593.0,1000.0
711,22.7,593.6,1000.1
712,22.6,594.3,1000.1
713,22.5,595.0,1000.1
714,22.5,595.6,1000.1
715,22.4,596.3,1000.1
716,22.3,597.0,1000.2
717,22.2,597.6,1000.2
718,22.2,598.3,1000.2
719,22.1,599.0,1000.2
720,22.0,599.6,1000.2
721,21.9,600.3,1000.3
722,21.9,600.9,1000.3
723,21.8,601.6,1000.3
724,21.7,602.3,1000.3
725,21.7,602.9,1000.3
726,21.6,603.6,1000.4
727,21.5,604.2,1000.4
728,21.4,604.9,1000.4
729,21.4,605.5,1000.4
730,21.3,606.2,1000.4
731,21.2,606.8,1000.5
732,21.1,607.5,1000.5
733,21.1,608.1,1000.5
734,21.0,608.8,1000.5
735,20.9,609.4,1000.6
736,20.8,610.0,1000.6
737,20.8,610.7,1000.6
738,20.7,611.3,1000.6
739,20.6,611.9,1000.6
740,20.5,612.6,1000.7
741,20.5,613.2,1000.7
742,20.4,613.8,1000.7
743,20.3,614.4,1000.7
744,20.2,615.1,1000.7
745,20.2,615.7,1000.8
746,20.1,616.3,1000.8
747,20.0,616.9,1000.8
748,19.9,617.5,1000.8
749,19.9,618.1,1000.8
750,19.8,618.7,1000.9
751,19.7,619.3,1000.9
752,19.6,619.9,1000.9
753,19.6,620.5,1000.9
754,19.5,621.1,1000.9
755,19.4,621.6,1001.0
756,19.3,622.2,1001.0
757,19.3,622.8,1001.0
758,19.2,623.4,1001.0
759,19.1,623.9,1001.1
760,19.1,624.5,1001.1
761,19.0,625.1,1001.1
762,18.9,625.6,1001.1
763,18.8,626.2,1001.1
764,18.8,626.7,1001.2
765,18.7,627.3,1001.2
766,18.6,627.8,1001.2
767,18.5,628.4,1001.2
768,18.5,628.9,1001.2
769,18.4,629.5,1001.3
770,18.3,630.0,1001.3
771,18.3,630.6,1001.3
772,18.2,631.1,1001.3
773,18.1,631.7,1001.3
774,18.1,632.2,1001.4
775,18.0,632.8,1001.4
776,17.9,633.3,1001.4
777,17.9,633.9,1001.4
778,17.8,634.4,1001.5
779,17.7,635.0,1001.5
780,17.6,635.5,1001.5
781,17.6,636.1,1001.5
782,17.5,636.6,1001.5
783,17.4,637.2,1001.6
784,17.4,637.8,1001.6
785,17.3,638.3,1001.6
786,17.2,638.9,1001.6
787,17.2,639.5,1001.6
788,17.1,640.1,1001.7
789,17.0,640.7,1001.7
790,17.0,641.3,1001.7
791,16.9,641.9,1001.7
792,16.8,642.5,1001.7
793,16.8,643.1,1001.8
794,16.7,643.8,1001.8
795,16.7,644.4,1001.8
796,16.6,645.1,1001.8
797,16.5,645.8,1001.9
798,16.5,646.4,1001.9
799,16.4,647.1,1001.9
800,16.3,647.8,1001.9
801,16.3,648.5,1001.9
802,16.2,649.3,1002.0
803,16.1,650.0,1002.0
804,16.1,650.8,1002.0
805,16.0,651.5,1002.0
806,16.0,652.3,1002.0
807,15.9,653.1,1002.1
808,15.8,653.9,1002.1
809,15.8,654.8,1002.1
810,15.7,655.6,1002.1
811,15.7,656.5,1002.2
812,15.6,657.4,1002.2
813,15.5,658.4,1002.2
814,15.5,659.3,1002.2
815,15.4,660.3,1002.2
816,15.4,661.3,1002.3
817,15.3,662.3,1002.3
818,15.2,663.4,1002.3
819,15.2,664.5,1002.3
820,15.1,665.6,1002.3
821,15.1,666.8,1002.4
822,15.0,668.0,1002.4
823,14.9,669.3,1002.4
824,14.9,670.6,1002.4
825,14.8,671.9,1002.5
826,14.8,673.3,1002.5
827,14.7,674.8,1002.5
828,14.7,676.3,1002.5
829,14.6,677.9,1002.6
830,14.6,679.6,1002.6
831,14.5,681.4,1002.6
832,14.5,683.2,1002.6
833,14.4,685.1,1002.7
834,14.4,687.1,1002.7
835,14.3,689.3,1002.7
836,14.3,691.6,1002.7
837,14.2,694.0,1002.7
838,14.2,696.6,1002.8
839,14.1,699.3,1002.8
840,14.1,702.2,1002.8
841,14.1,705.4,1002.9
842,14.0,708.8,1002.9
843,14.0,712.4,1002.9
844,14.0,716.3,1002.9
845,13.9,720.5,1003.0
846,13.9,724.9,1003.0
847,13.9,729.6,1003.0
848,13.9,734.3,1003.0
849,13.8,739.2,1003.1
850,13.8,744.0,1003.1
851,13.8,748.6,1003.1
852,13.8,753.1,1003.2
853,13.8,757.4,1003.2
854,13.8,761.5,1003.2
855,13.8,765.5,1003.3
856,13.8,769.5,1003.3
857,13.7,773.3,1003.4
858,13.7,777.0,1003.4
859,13.7,780.7,1003.4
860,13.7,784.4,1003.5
861,13.7,788.0,1003.5
862,13.7,791.5,1003.6
863,13.7,795.0,1003.6
864,13.6,798.5,1003.7
865,13.6,801.9,1003.7
866,13.6,805.3,1003.8
867,13.6,808.7,1003.8
868,13.6,812.0,1003.9
869,13.6,815.3,1004.0
870,13.5,818.5,1004.0
871,13.5,821.7,1004.1
872,13.5,824.9,1004.2
873,13.5,828.1,1004.2
874,13.5,831.2,1004.3
875,13.5,834.2,1004.4
876,13.4,837.3,1004.4
877,13.4,840.3,1004.5
878,13.4,843.2,1004.6
879,13.4,846.1,1004.7
880,13.4,849.0,1004.7
881,13.4,851.8,1004.8
882,13.3,854.5,1004.9
883,13.3,857.3,1005.0
884,13.3,859.9,1005.1
885,13.3,862.5,1005.2
886,13.3,865.1,1005.3
887,13.3,867.6,1005.3
888,13.2,870.1,1005.4
889,13.2,872.5,1005.5
890,13.2,874.8,1005.6
891,13.2,877.1,1005.7
892,13.2,879.3,1005.8
893,13.2,881.5,1005.9
894,13.1,883.6,1006.0
895,13.1,885.6,1006.1
896,13.1,887.6,1006.2
897,13.1,889.6,1006.3
898,13.1,891.4,1006.4
899,13.1,893.3,1006.5
900,13.1,895.0,1006.5
901,13.0,896.7,1006.6
902,13.0,898.4,1006.7
903,13.0,900.0,1006.8
904,13.0,901.6,1006.9
905,13.0,903.1,1007.0
906,13.0,904.5,1007.1
907,13.0,906.0,1007.2
908,13.0,907.3,1007.3
909,12.9,908.7,1007.4
910,12.9,910.0,1007.5
911,12.9,911.2,1007.6
912,12.9,912.4,1007.7
913,12.9,913.6,1007.7
914,12.9,914.8,1007.8
915,12.9,915.9,1007.9
916,12.9,917.0,1008.0
917,12.9,918.0,1008.1
918,12.9,919.1,1008.2
919,12.9,920.1,1008.3
920,12.8,921.1,1008.3
921,12.8,922.0,1008.4
922,12.8,923.0,1008.5
923,12.8,923.9,1008.6
924,12.8,924.8,1008.6
925,12.8,925.6,1008.7
926,12.8,926.5,1008.8
927,12.8,927.3,1008.9
928,12.8,928.1,1008.9
929,12.8,929.0,1009.0
930,12.8,929.8,1009.1
931,12.8,930.5,1009.1
932,12.8,931.3,1009.2
933,12.8,932.1,1009.3
934,12.8,932.8,1009.3
935,12.7,933.5,1009.4
936,12.7,934.3,1009.5
937,12.7,935.0,1009.5
938,12.7,935.7,1009.6
939,12.7,936.4,1009.7
940,12.7,937.1,1009.7
941,12.7,937.8,1009.8
942,12.7,938.4,1009.8
943,12.7,939.1,1009.9
944,12.7,939.8,1009.9
945,12.7,940.4,1010.0
946,12.7,941.1,1010.0
947,12.7,941.7,1010.1
948,12.7,942.4,1010.1
949,12.7,943.0,1010.2
950,12.7,943.6,1010.2
951,12.7,944.2,1010.3
952,12.7,944.9,1010.3
953,12.7,945.5,1010.4
954,12.6,946.1,1010.4
955,12.6,946.7,1010.5
956,12.6,947.3,1010.5
957,12.6,947.9,1010.5
958,12.6,948.5,1010.6
959,12.6,949.1,1010.6
960,12.6,949.6,1010.7
961,12.6,950.2,1010.7
962,12.6,950.8,1010.8
963,12.6,951.4,1010.8
964,12.6,951.9,1010.8
965,12.6,952.5,1010.9
966,12.6,953.1,1010.9
967,12.6,953.6,1010.9
968,12.6,954.2,1011.0
969,12.6,954.7,1011.0
970,12.6,955.2,1011.0
971,12.6,955.8,1011.1
972,12.6,956.3,1011.1
973,12.6,956.8,1011.1
974,12.6,957.4,1011.2
975,12.6,957.9,1011.2
976,12.6,958.4,1011.2
