Time (s),Mass (g),T Top (K),T Back (K)
113,21.4,557.6,427.6
114,21.4,558.2,428.8
115,21.4,558.8,430.0
116,21.4,559.4,431.2
117,21.4,560.0,432.3
118,21.4,560.6,433.5
119,21.4,561.2,434.7
120,21.3,561.7,435.8
121,21.3,562.3,436.9
122,21.3,562.9,438.1
123,21.3,563.5,439.2
124,21.3,564.0,440.3
125,21.3,564.6,441.4
126,21.3,565.1,442.4
127,21.3,565.7,443.5
128,21.3,566.2,444.6
129,21.3,566.8,445.6
130,21.3,567.3,446.7
131,21.3,567.8,447.7
132,21.3,568.3,448.8
133,21.3,568.9,449.8
134,21.3,569.4,450.8
135,21.3,569.9,451.8
136,21.3,570.4,452.8
137,21.3,570.9,453.8
138,21.3,571.4,454.8
139,21.3,571.9,455.8
140,21.3,572.4,456.7
141,21.3,572.9,457.7
142,21.3,573.4,458.6
143,21.3,573.9,459.6
144,21.3,574.3,460.5
145,21.2,574.8,461.5
146,21.2,575.3,462.4
147,21.2,575.7,463.3
148,21.2,576.2,464.2
149,21.2,576.7,465.1
150,21.2,577.1,466.0
151,21.2,577.6,466.9
152,21.2,578.0,467.8
153,21.2,578.4,468.7
154,21.2,578.9,469.6
155,21.2,579.3,470.5
156,21.2,579.8,471.3
157,21.2,580.2,472.2
158,21.2,580.6,473.0
159,21.2,581.0,473.9
160,21.2,581.4,474.7
161,21.2,581.9,475.6
162,21.1,582.3,476.4
163,21.1,582.7,477.2
164,21.1,583.1,478.1
165,21.1,583.5,478.9
166,21.1,583.9,479.7
167,21.1,584.3,480.5
168,21.1,584.7,481.3
169,21.1,585.1,482.1
170,21.1,585.5,482.9
171,21.1,585.8,483.7
172,21.1,586.2,484.5
173,21.1,586.6,485.3
174,21.1,587.0,486.0
175,21.0,587.3,486.8
176,21.0,587.7,487.6
177,21.0,588.1,488.3
178,21.0,588.4,489.1
179,21.0,588.8,489.8
180,21.0,589.2,490.6
181,21.0,589.5,491.3
182,21.0,589.9,492.0
183,21.0,590.2,492.8
184,21.0,590.6,493.5
185,21.0,590.9,494.2
186,20.9,591.2,495.0
187,20.9,591.6,495.7
188,20.9,591.9,496.4
189,20.9,592.3,497.1
190,20.9,592.6,497.8
191,20.9,592.9,498.5
192,20.9,593.2,499.2
193,20.9,593.6,499.9
194,20.9,593.9,500.6
195,20.9,594.2,501.3
196,20.8,594.5,502.0
197,20.8,594.8,502.6
198,20.8,595.2,503.3
199,20.8,595.5,504.0
200,20.8,595.8,504.6
201,20.8,596.1,505.3
202,20.8,596.4,506.0
203,20.8,596.7,506.6
204,20.8,597.0,507.3
205,20.7,597.3,507.9
206,20.7,597.6,508.6
207,20.7,597.9,509.2
208,20.7,598.2,509.8
209,20.7,598.4,510.5
210,20.7,598.7,511.1
211,20.7,599.0,511.7
212,20.7,599.3,512.4
213,20.6,599.6,513.0
214,20.6,599.9,513.6
215,20.6,600.1,514.2
216,20.6,600.4,514.8
217,20.6,600.7,515.5
218,20.6,600.9,516.1
219,20.6,601.2,516.7
220,20.6,601.5,517.3
221,20.5,601.7,517.9
222,20.5,602.0,518.5
223,20.5,602.3,519.0
224,20.5,602.5,519.6
225,20.5,602.8,520.2
226,20.5,603.0,520.8
227,20.5,603.3,521.4
228,20.4,603.5,522.0
229,20.4,603.8,522.5
230,20.4,604.0,523.1
231,20.4,604.3,523.7
232,20.4,604.5,524.2
233,20.4,604.8,524.8
234,20.3,605.0,525.4
235,20.3,605.2,525.9
236,20.3,605.5,526.5
237,20.3,605.7,527.0
238,20.3,606.0,527.6
239,20.3,606.2,528.1
240,20.3,606.4,528.7
241,20.2,606.6,529.2
242,20.2,606.9,529.7
243,20.2,607.1,530.3
244,20.2,607.3,530.8
245,20.2,607.5,531.3
246,20.2,607.8,531.9
247,20.1,608.0,532.4
248,20.1,608.2,532.9
249,20.1,608.4,533.4
250,20.1,608.6,533.9
251,20.1,608.8,534.4
252,20.0,609.0,535.0
253,20.0,609.3,535.5
254,20.0,609.5,536.0
255,20.0,609.7,536.5
256,20.0,609.9,537.0
257,20.0,610.1,537.5
258,19.9,610.3,538.0
259,19.9,610.5,538.5
260,19.9,610.7,539.0
261,19.9,610.9,539.5
262,19.9,611.1,539.9
263,19.8,611.3,540.4
264,19.8,611.5,540.9
265,19.8,611.6,541.4
266,19.8,611.8,541.9
267,19.8,612.0,542.3
268,19.8,612.2,542.8
269,19.7,612.4,543.3
270,19.7,612.6,543.8
271,19.7,612.8,544.2
272,19.7,613.0,544.7
273,19.7,613.1,545.2
274,19.6,613.3,545.6
275,19.6,613.5,546.1
276,19.6,613.7,546.5
277,19.6,613.8,547.0
278,19.6,614.0,547.4
279,19.5,614.2,547.9
280,19.5,614.4,548.3
281,19.5,614.5,548.8
282,19.5,614.7,549.2
283,19.5,614.9,549.7
284,19.4,615.0,550.1
285,19.4,615.2,550.5
286,19.4,615.4,551.0
287,19.4,615.5,551.4
288,19.3,615.7,551.8
289,19.3,615.8,552.2
290,19.3,616.0,552.7
291,19.3,616.2,553.1
292,19.3,616.3,553.5
293,19.2,616.5,553.9
294,19.2,616.6,554.4
295,19.2,616.8,554.8
296,19.2,616.9,555.2
297,19.2,617.1,555.6
298,19.1,617.2,556.0
299,19.1,617.4,556.4
300,19.1,617.5,556.8
301,19.1,617.7,557.2
302,19.0,617.8,557.6
303,19.0,618.0,558.0
304,19.0,618.1,558.4
305,19.0,618.2,558.8
306,19.0,618.4,559.2
307,18.9,618.5,559.6
308,18.9,618.7,560.0
309,18.9,618.8,560.4
310,18.9,618.9,560.7
311,18.8,619.1,561.1
312,18.8,619.2,561.5
313,18.8,619.3,561.9
314,18.8,619.5,562.3
315,18.7,619.6,562.6
316,18.7,619.7,563.0
317,18.7,619.8,563.4
318,18.7,620.0,563.7
319,18.6,620.1,564.1
320,18.6,620.2,564.5
321,18.6,620.4,564.8
322,18.6,620.5,565.2
323,18.6,620.6,565.6
324,18.5,620.7,565.9
325,18.5,620.8,566.3
326,18.5,621.0,566.6
327,18.5,621.1,567.0
328,18.4,621.2,567.3
329,18.4,621.3,567.7
330,18.4,621.4,568.0
331,18.4,621.6,568.4
332,18.3,621.7,568.7
333,18.3,621.8,569.0
334,18.3,621.9,569.4
335,18.3,622.0,569.7
336,18.2,622.1,570.0
337,18.2,622.2,570.4
338,18.2,622.3,570.7
339,18.2,622.5,571.0
340,18.1,622.6,571.4
341,18.1,622.7,571.7
342,18.1,622.8,572.0
343,18.1,622.9,572.3
344,18.0,623.0,572.7
345,18.0,623.1,573.0
346,18.0,623.2,573.3
347,18.0,623.3,573.6
348,17.9,623.4,573.9
349,17.9,623.5,574.2
350,17.9,623.6,574.5
351,17.9,623.7,574.8
352,17.8,623.8,575.1
353,17.8,623.9,575.5
354,17.8,624.0,575.8
355,17.8,624.1,576.1
356,17.7,624.2,576.4
357,17.7,624.3,576.7
358,17.7,624.4,576.9
359,17.6,624.5,577.2
360,17.6,624.6,577.5
361,17.6,624.7,577.8
362,17.6,624.8,578.1
363,17.5,624.9,578.4
364,17.5,625.0,578.7
365,17.5,625.1,579.0
366,17.5,625.1,579.2
367,17.4,625.2,579.5
368,17.4,625.3,579.8
369,17.4,625.4,580.1
370,17.4,625.5,580.4
371,17.3,625.6,580.6
372,17.3,625.7,580.9
373,17.3,625.8,581.2
374,17.2,625.8,581.4
375,17.2,625.9,581.7
376,17.2,626.0,582.0
377,17.2,626.1,582.2
378,17.1,626.2,582.5
379,17.1,626.3,582.8
380,17.1,626.4,583.0
381,17.1,626.4,583.3
382,17.0,626.5,583.5
383,17.0,626.6,583.8
384,17.0,626.7,584.1
385,17.0,626.8,584.3
386,16.9,626.8,584.6
387,16.9,626.9,584.8
388,16.9,627.0,585.1
389,16.8,627.1,585.3
390,16.8,627.2,585.6
391,16.8,627.2,585.8
392,16.8,627.3,586.0
393,16.7,627.4,586.3
394,16.7,627.5,586.5
395,16.7,627.5,586.8
396,16.6,627.6,587.0
397,16.6,627.7,587.2
398,16.6,627.8,587.5
399,16.6,627.8,587.7
400,16.5,627.9,587.9
401,16.5,628.0,588.2
402,16.5,628.1,588.4
403,16.5,628.1,588.6
404,16.4,628.2,588.8
405,16.4,628.3,589.1
406,16.4,628.4,589.3
407,16.3,628.4,589.5
408,16.3,628.5,589.7
409,16.3,628.6,589.9
410,16.3,628.6,590.2
411,16.2,628.7,590.4
412,16.2,628.8,590.6
413,16.2,628.9,590.8
414,16.2,628.9,591.0
415,16.1,629.0,591.2
416,16.1,629.1,591.4
417,16.1,629.1,591.7
418,16.0,629.2,591.9
419,16.0,629.3,592.1
420,16.0,629.3,592.3
421,16.0,629.4,592.5
422,15.9,629.5,592.7
423,15.9,629.5,592.9
424,15.9,629.6,593.1
425,15.9,629.7,593.3
426,15.8,629.7,593.5
427,15.8,629.8,593.7
428,15.8,629.8,593.9
429,15.7,629.9,594.1
430,15.7,630.0,594.3
431,15.7,630.0,594.4
432,15.7,630.1,594.6
433,15.6,630.2,594.8
434,15.6,630.2,595.0
435,15.6,630.3,595.2
436,15.6,630.3,595.4
437,15.5,630.4,595.6
438,15.5,630.5,595.7
439,15.5,630.5,595.9
440,15.4,630.6,596.1
441,15.4,630.6,596.3
442,15.4,630.7,596.5
443,15.4,630.8,596.6
444,15.3,630.8,596.8
445,15.3,630.9,597.0
446,15.3,630.9,597.2
447,15.3,631.0,597.3
448,15.2,631.1,597.5
449,15.2,631.1,597.7
450,15.2,631.2,597.9
451,15.1,631.2,598.0
452,15.1,631.3,598.2
453,15.1,631.3,598.4
454,15.1,631.4,598.5
455,15.0,631.4,598.7
456,15.0,631.5,598.8
457,15.0,631.6,599.0
458,15.0,631.6,599.2
459,14.9,631.7,599.3
460,14.9,631.7,599.5
461,14.9,631.8,599.6
462,14.9,631.8,599.8
463,14.8,631.9,600.0
464,14.8,631.9,600.1
465,14.8,632.0,600.3
466,14.7,632.0,600.4
467,14.7,632.1,600.6
468,14.7,632.1,600.7
469,14.7,632.2,600.9
470,14.6,632.2,601.0
471,14.6,632.3,601.2
472,14.6,632.3,601.3
473,14.6,632.4,601.4
474,14.5,632.4,601.6
475,14.5,632.5,601.7
476,14.5,632.5,601.9
477,14.5,632.6,602.0
478,14.4,632.6,602.2
479,14.4,632.7,602.3
480,14.4,632.7,602.4
481,14.4,632.8,602.6
482,14.3,632.8,602.7
483,14.3,632.9,602.8
484,14.3,632.9,603.0
485,14.3,633.0,603.1
486,14.2,633.0,603.2
487,14.2,633.1,603.4
488,14.2,633.1,603.5
489,14.2,633.2,603.6
490,14.1,633.2,603.8
491,14.1,633.3,603.9
492,14.1,633.3,604.0
493,14.1,633.3,604.1
494,14.0,633.4,604.3
495,14.0,633.4,604.4
496,14.0,633.5,604.5
497,14.0,633.5,604.6
498,13.9,633.6,604.8
499,13.9,633.6,604.9
500,13.9,633.7,605.0
501,13.9,633.7,605.1
502,13.8,633.7,605.2
503,13.8,633.8,605.4
504,13.8,633.8,605.5
505,13.8,633.9,605.6
506,13.7,633.9,605.7
507,13.7,633.9,605.8
508,13.7,634.0,605.9
509,13.7,634.0,606.0
510,13.6,634.1,606.2
511,13.6,634.1,606.3
512,13.6,634.2,606.4
513,13.6,634.2,606.5
514,13.6,634.2,606.6
515,13.5,634.3,606.7
516,13.5,634.3,606.8
517,13.5,634.4,606.9
518,13.5,634.4,607.0
519,13.4,634.4,607.1
520,13.4,634.5,607.2
521,13.4,634.5,607.3
522,13.4,634.5,607.5
523,13.3,634.6,607.6
524,13.3,634.6,607.7
525,13.3,634.7,607.8
526,13.3,634.7,607.9
527,13.2,634.7,608.0
528,13.2,634.8,608.1
529,13.2,634.8,608.2
530,13.2,634.8,608.3
531,13.2,634.9,608.4
532,13.1,634.9,608.5
533,13.1,635.0,608.6
534,13.1,635.0,608.7
535,13.1,635.0,608.8
536,13.0,635.1,608.9
537,13.0,635.1,608.9
538,13.0,635.1,609.0
539,13.0,635.2,609.1
540,12.9,635.2,609.2
541,12.9,635.2,609.3
542,12.9,635.3,609.4
543,12.9,635.3,609.5
544,12.9,635.3,609.6
545,12.8,635.4,609.7
546,12.8,635.4,609.8
547,12.8,635.4,609.9
548,12.8,635.5,610.0
549,12.7,635.5,610.1
550,12.7,635.5,610.1
551,12.7,635.6,610.2
552,12.7,635.6,610.3
553,12.7,635.6,610.4
554,12.6,635.7,610.5
555,12.6,635.7,610.6
556,12.6,635.7,610.7
557,12.6,635.8,610.8
558,12.5,635.8,610.8
559,12.5,635.8,610.9
560,12.5,635.9,611.0
561,12.5,635.9,611.1
562,12.5,635.9,611.2
563,12.4,636.0,611.3
564,12.4,636.0,611.4
565,12.4,636.0,611.4
566,12.4,636.1,611.5
567,12.3,636.1,611.6
568,12.3,636.1,611.7
569,12.3,636.2,611.8
570,12.3,636.2,611.9
571,12.3,636.2,611.9
572,12.2,636.3,612.0
573,12.2,636.3,612.1
574,12.2,636.3,612.2
575,12.2,636.4,612.3
576,12.2,636.4,612.3
577,12.1,636.4,612.4
578,12.1,636.4,612.5
579,12.1,636.5,612.6
580,12.1,636.5,612.7
581,12.0,636.5,612.7
582,12.0,636.6,612.8
583,12.0,636.6,612.9
584,12.0,636.6,613.0
585,12.0,636.7,613.1
586,11.9,636.7,613.1
587,11.9,636.7,613.2
588,11.9,636.8,613.3
589,11.9,636.8,613.4
590,11.9,636.8,613.5
591,11.8,636.8,613.5
592,11.8,636.9,613.6
593,11.8,636.9,613.7
594,11.8,636.9,613.8
595,11.8,637.0,613.8
596,11.7,637.0,613.9
597,11.7,637.0,614.0
598,11.7,637.0,614.1
599,11.7,637.1,614.2
600,11.6,637.1,614.2
601,11.6,637.1,614.3
602,11.6,637.2,614.4
603,11.6,637.2,614.5
604,11.6,637.2,614.5
605,11.5,637.3,614.6
606,11.5,637.3,614.7
607,11.5,637.3,614.8
608,11.5,637.3,614.8
609,11.5,637.4,614.9
610,11.4,637.4,615.0
611,11.4,637.4,615.1
612,11.4,637.5,615.1
613,11.4,637.5,615.2
614,11.4,637.5,615.3
615,11.3,637.5,615.4
616,11.3,637.6,615.4
617,11.3,637.6,615.5
618,11.3,637.6,615.6
619,11.3,637.7,615.7
620,11.2,637.7,615.7
621,11.2,637.7,615.8
622,11.2,637.8,615.9
623,11.2,637.8,616.0
624,11.2,637.8,616.0
625,11.1,637.8,616.1
626,11.1,637.9,616.2
627,11.1,637.9,616.3
628,11.1,637.9,616.3
629,11.1,638.0,616.4
630,11.0,638.0,616.5
631,11.0,638.0,616.6
632,11.0,638.0,616.6
633,11.0,638.1,616.7
634,11.0,638.1,616.8
635,10.9,638.1,616.9
636,10.9,638.2,616.9
637,10.9,638.2,617.0
638,10.9,638.2,617.1
639,10.9,638.2,617.2
640,10.8,638.3,617.2
641,10.8,638.3,617.3
642,10.8,638.3,617.4
643,10.8,638.4,617.5
644,10.8,638.4,617.5
645,10.7,638.4,617.6
646,10.7,638.5,617.7
647,10.7,638.5,617.8
648,10.7,638.5,617.8
649,10.7,638.5,617.9
650,10.6,638.6,618.0
651,10.6,638.6,618.1
652,10.6,638.6,618.1
653,10.6,638.7,618.2
654,10.6,638.7,618.3
655,10.5,638.7,618.4
656,10.5,638.7,618.4
657,10.5,638.8,618.5
658,10.5,638.8,618.6
659,10.5,638.8,618.7
660,10.4,638.9,618.7
661,10.4,638.9,618.8
662,10.4,638.9,618.9
663,10.4,639.0,619.0
664,10.4,639.0,619.0
665,10.3,639.0,619.1
666,10.3,639.0,619.2
667,10.3,639.1,619.3
668,10.3,639.1,619.3
669,10.3,639.1,619.4
670,10.2,639.2,619.5
671,10.2,639.2,619.6
672,10.2,639.2,619.6
673,10.2,639.3,619.7
674,10.2,639.3,619.8
675,10.2,639.3,619.9
676,10.1,639.3,620.0
677,10.1,639.4,620.0
678,10.1,639.4,620.1
679,10.1,639.4,620.2
680,10.1,639.5,620.3
681,10.0,639.5,620.3
682,10.0,639.5,620.4
683,10.0,639.6,620.5
684,10.0,639.6,620.6
685,10.0,639.6,620.6
686,9.9,639.7,620.7
687,9.9,639.7,620.8
688,9.9,639.7,620.9
689,9.9,639.7,621.0
690,9.9,639.8,621.0
691,9.8,639.8,621.1
692,9.8,639.8,621.2
693,9.8,639.9,621.3
694,9.8,639.9,621.3
695,9.8,639.9,621.4
696,9.8,640.0,621.5
697,9.7,640.0,621.6
698,9.7,640.0,621.7
699,9.7,640.1,621.7
700,9.7,640.1,621.8
701,9.7,640.1,621.9
702,9.6,640.2,622.0
703,9.6,640.2,622.1
704,9.6,640.2,622.1
705,9.6,640.3,622.2
706,9.6,640.3,622.3
707,9.6,640.3,622.4
708,9.5,640.3,622.5
709,9.5,640.4,622.5
710,9.5,640.4,622.6
711,9.5,640.4,622.7
712,9.5,640.5,622.8
713,9.4,640.5,622.9
714,9.4,640.5,622.9
715,9.4,640.6,623.0
716,9.4,640.6,623.1
717,9.4,640.6,623.2
718,9.4,640.7,623.3
719,9.3,640.7,623.3
720,9.3,640.7,623.4
721,9.3,640.8,623.5
722,9.3,640.8,623.6
723,9.3,640.8,623.7
724,9.2,640.9,623.7
725,9.2,640.9,623.8
726,9.2,640.9,623.9
727,9.2,641.0,624.0
728,9.2,641.0,624.1
729,9.2,641.0,624.2
730,9.1,641.1,624.2
731,9.1,641.1,624.3
732,9.1,641.1,624.4
733,9.1,641.2,624.5
734,9.1,641.2,624.6
735,9.0,641.2,624.6
736,9.0,641.3,624.7
737,9.0,641.3,624.8
738,9.0,641.3,624.9
739,9.0,641.4,625.0
740,9.0,641.4,625.1
741,8.9,641.4,625.1
742,8.9,641.5,625.2
743,8.9,641.5,625.3
744,8.9,641.6,625.4
745,8.9,641.6,625.5
746,8.9,641.6,625.6
747,8.8,641.7,625.6
748,8.8,641.7,625.7
749,8.8,641.7,625.8
750,8.8,641.8,625.9
751,8.8,641.8,626.0
752,8.8,641.8,626.1
753,8.7,641.9,626.2
754,8.7,641.9,626.2
755,8.7,641.9,626.3
756,8.7,642.0,626.4
757,8.7,642.0,626.5
758,8.7,642.0,626.6
759,8.6,642.1,626.7
760,8.6,642.1,626.8
761,8.6,642.2,626.8
762,8.6,642.2,626.9
763,8.6,642.2,627.0
764,8.6,642.3,627.1
765,8.5,642.3,627.2
766,8.5,642.3,627.3
767,8.5,642.4,627.4
768,8.5,642.4,627.4
769,8.5,642.4,627.5
770,8.5,642.5,627.6
771,8.4,642.5,627.7
772,8.4,642.6,627.8
773,8.4,642.6,627.9
774,8.4,642.6,628.0
775,8.4,642.7,628.1
776,8.4,642.7,628.2
777,8.3,642.7,628.2
778,8.3,642.8,628.3
779,8.3,642.8,628.4
780,8.3,642.9,628.5
781,8.3,642.9,628.6
782,8.3,642.9,628.7
783,8.2,643.0,628.8
784,8.2,643.0,628.9
785,8.2,643.0,629.0
786,8.2,643.1,629.0
787,8.2,643.1,629.1
788,8.2,643.2,629.2
789,8.1,643.2,629.3
790,8.1,643.2,629.4
791,8.1,643.3,629.5
792,8.1,643.3,629.6
793,8.1,643.4,629.7
794,8.1,643.4,629.8
795,8.0,643.4,629.9
796,8.0,643.5,629.9
797,8.0,643.5,630.0
798,8.0,643.6,630.1
799,8.0,643.6,630.2
800,8.0,643.6,630.3
801,8.0,643.7,630.4
802,7.9,643.7,630.5
803,7.9,643.8,630.6
804,7.9,643.8,630.7
805,7.9,643.8,630.8
806,7.9,643.9,630.9
807,7.9,643.9,631.0
808,7.8,644.0,631.1
809,7.8,644.0,631.1
810,7.8,644.0,631.2
811,7.8,644.1,631.3
812,7.8,644.1,631.4
813,7.8,644.2,631.5
814,7.8,644.2,631.6
815,7.7,644.2,631.7
816,7.7,644.3,631.8
817,7.7,644.3,631.9
818,7.7,644.4,632.0
819,7.7,644.4,632.1
820,7.7,644.4,632.2
821,7.7,644.5,632.3
822,7.6,644.5,632.4
823,7.6,644.6,632.5
824,7.6,644.6,632.6
825,7.6,644.7,632.7
826,7.6,644.7,632.8
827,7.6,644.7,632.9
828,7.6,644.8,632.9
829,7.5,644.8,633.0
830,7.5,644.9,633.1
831,7.5,644.9,633.2
832,7.5,644.9,633.3
833,7.5,645.0,633.4
834,7.5,645.0,633.5
835,7.5,645.1,633.6
836,7.4,645.1,633.7
837,7.4,645.2,633.8
838,7.4,645.2,633.9
839,7.4,645.2,634.0
840,7.4,645.3,634.1
841,7.4,645.3,634.2
842,7.4,645.4,634.3
843,7.3,645.4,634.4
844,7.3,645.5,634.5
845,7.3,645.5,634.6
846,7.3,645.6,634.7
847,7.3,645.6,634.8
848,7.3,645.6,634.9
849,7.3,645.7,635.0
850,7.2,645.7,635.1
851,7.2,645.8,635.2
852,7.2,645.8,635.3
853,7.2,645.9,635.4
854,7.2,645.9,635.5
855,7.2,646.0,635.6
856,7.2,646.0,635.7
857,7.2,646.0,635.8
858,7.1,646.1,635.9
859,7.1,646.1,636.0
860,7.1,646.2,636.1
861,7.1,646.2,636.2
862,7.1,646.3,636.3
863,7.1,646.3,636.4
864,7.1,646.4,636.5
865,7.0,646.4,636.6
866,7.0,646.5,636.7
867,7.0,646.5,636.8
868,7.0,646.5,636.9
869,7.0,646.6,637.0
870,7.0,646.6,637.1
871,7.0,646.7,637.2
872,7.0,646.7,637.3
873,6.9,646.8,637.4
874,6.9,646.8,637.5
875,6.9,646.9,637.6
876,6.9,646.9,637.7
877,6.9,647.0,637.8
878,6.9,647.0,637.9
879,6.9,647.1,638.0
880,6.9,647.1,638.2
881,6.8,647.1,638.3
882,6.8,647.2,638.4
883,6.8,647.2,638.5
884,6.8,647.3,638.6
885,6.8,647.3,638.7
886,6.8,647.4,638.8
887,6.8,647.4,638.9
888,6.8,647.5,639.0
889,6.8,647.5,639.1
890,6.7,647.6,639.2
891,6.7,647.6,639.3
892,6.7,647.7,639.4
893,6.7,647.7,639.5
894,6.7,647.8,639.6
895,6.7,647.8,639.7
896,6.7,647.9,639.8
897,6.7,647.9,639.9
898,6.7,648.0,640.0
899,6.6,648.0,640.1
900,6.6,648.1,640.2
901,6.6,648.1,640.4
902,6.6,648.2,640.5
903,6.6,648.2,640.6
904,6.6,648.3,640.7
905,6.6,648.3,640.8
906,6.6,648.3,640.9
907,6.6,648.4,641.0
908,6.5,648.4,641.1
909,6.5,648.5,641.2
910,6.5,648.5,641.3
911,6.5,648.6,641.4
912,6.5,648.6,641.5
913,6.5,648.7,641.6
914,6.5,648.7,641.7
915,6.5,648.8,641.8
916,6.5,648.8,641.9
917,6.4,648.9,642.1
918,6.4,648.9,642.2
919,6.4,649.0,642.3
920,6.4,649.0,642.4
921,6.4,649.1,642.5
922,6.4,649.1,642.6
923,6.4,649.2,642.7
924,6.4,649.2,642.8
925,6.4,649.3,642.9
926,6.4,649.3,643.0
927,6.3,649.4,643.1
928,6.3,649.4,643.2
929,6.3,649.5,643.3
930,6.3,649.5,643.4
931,6.3,649.6,643.6
932,6.3,649.6,643.7
933,6.3,649.7,643.8
934,6.3,649.7,643.9
935,6.3,649.8,644.0
936,6.3,649.8,644.1
937,6.3,649.9,644.2
938,6.2,649.9,644.3
939,6.2,650.0,644.4
940,6.2,650.0,644.5
941,6.2,650.1,644.6
942,6.2,650.1,644.7
943,6.2,650.2,644.8
944,6.2,650.2,644.9
945,6.2,650.3,645.1
946,6.2,650.3,645.2
947,6.2,650.4,645.3
948,6.2,650.4,645.4
949,6.1,650.5,645.5
950,6.1,650.5,645.6
951,6.1,650.6,645.7
952,6.1,650.6,645.8
953,6.1,650.7,645.9
954,6.1,650.7,646.0
955,6.1,650.8,646.1
956,6.1,650.8,646.2
957,6.1,650.9,646.3
958,6.1,650.9,646.4
959,6.1,651.0,646.5
960,6.1,651.0,646.6
961,6.0,651.1,646.7
962,6.0,651.1,646.9
963,6.0,651.2,647.0
964,6.0,651.2,647.1
965,6.0,651.3,647.2
966,6.0,651.3,647.3
967,6.0,651.4,647.4
968,6.0,651.4,647.5
969,6.0,651.5,647.6
970,6.0,651.5,647.7
971,6.0,651.6,647.8
972,6.0,651.6,647.9
973,6.0,651.7,648.0
974,6.0,651.7,648.1
975,5.9,651.8,648.2
976,5.9,651.8,648.3
977,5.9,651.9,648.4
978,5.9,651.9,648.5
979,5.9,652.0,648.6
980,5.9,652.0,648.7
981,5.9,652.1,648.8
982,5.9,652.1,648.9
983,5.9,652.2,649.0
984,5.9,652.2,649.1
985,5.9,652.3,649.2
986,5.9,652.3,649.3
987,5.9,652.4,649.4
988,5.9,652.4,649.5
989,5.9,652.4,649.6
990,5.8,652.5,649.7
991,5.8,652.5,649.8
992,5.8,652.6,649.9
993,5.8,652.6,650.0
994,5.8,652.7,650.1
995,5.8,652.7,650.2
