Time,Mass (g),T Back (K),T Top (K)
0.0,64.8,293.0,293.0
1.0,64.799998704,293.0,408.7496
2.0,64.799907336,293.0,533.97987
3.01,64.7986554,293.0,619.32026
4.01,64.79131032,293.0,684.9558999999999
5.01,64.75876128,293.0,729.07808
6.01,64.667236464,293.0,748.82065
7.01,64.5293952,293.0,756.13597
8.01,64.37831918399999,293.0,762.8076599999999
9.01,64.226324304,293.0,771.02685
10.01,64.076186592,293.0,780.3537
11.01,63.927949463999994,293.0,789.88707
12.01,63.78116904,293.0,799.07897
13.01,63.63568591199999,293.0,807.74754
14.01,63.491527944,293.0,815.86195
15.01,63.34876188,293.0,823.44965
16.01,63.207420119999995,293.0,830.54136
17.01,63.067509791999996,293.0,837.17873
18.0,62.929717776,293.0,843.38677
19.0,62.793319608,293.0,849.22195
20.0,62.657608319999994,293.0,854.73962
21.0,62.523244224,293.0,859.93672
22.0,62.390200752,293.0,864.83344
23.0,62.258460408,293.0,869.45983
24.0,62.12799792,293.0,873.84202
25.0,61.998784128,293.0,877.99628
26.0,61.870802831999995,293.0,881.93748
27.0,61.744042368,293.0,885.67739
28.0,61.618502088,293.0,889.23901
29.0,61.494156072,293.000001,892.61956
30.0,61.37098812,293.000001,895.82314
31.0,61.248996936,293.000002,898.86773
32.0,61.12817928,293.000003,901.76489
33.0,61.00850988,293.000004,904.51292
34.0,60.889979663999995,293.000007,907.12099
35.0,60.772593168,293.000012,909.60593
36.0,60.656321231999996,293.000018,911.96421
37.0,60.541148304,293.000029,914.20367
38.0,60.427083456,293.000043,916.3399
39.0,60.31409169599999,293.000065,918.36706
40.0,60.20216265599999,293.000095,920.29727
41.0,60.091300872,293.000136,922.13912
42.0,59.981464872,293.00019199999997,923.88788
43.0,59.872658544,293.000267,925.55979
44.01,59.764329143999994,293.000366,927.16025
45.01,59.656987296,293.000496,928.68527
46.01,59.55117408,293.000661,930.13863
47.01,59.44630823999999,293.000872,931.52176
48.01,59.342390424,293.00113699999997,932.84916
49.01,59.23940054399999,293.001466,934.11589
50.01,59.137310735999996,293.001872,935.32962
51.01,59.03612748,293.002369,936.49378
52.01,58.935804768,293.002971,937.60716
53.01,58.83635556,293.003694,938.67928
54.01,58.737735792,293.004558,939.70456
55.01,58.639952592,293.005583,940.69417
56.01,58.542972911999996,293.00679,941.64157
57.01,58.44678768,293.008203,942.55746
58.01,58.351383287999994,293.009847,943.43572
59.01,58.256733816,293.011751,944.28546
60.01,58.16283926399999,293.013942,945.10232
61.01,58.069665287999996,293.016453,945.89324
62.01,57.977218368,293.019316,946.65498
63.01,57.885460271999996,293.022566,947.39329
64.01,57.79440072,293.026239,948.10549
65.01,57.704000832,293.030374,948.79665
66.01,57.614271624,293.035011,949.4642
67.01,57.525174215999996,293.040192,950.11319
68.01,57.43672092,293.045959,950.74048
69.01,57.3488748,293.052359,951.35156
70.01,57.26164427999999,293.059436,951.94244
71.01,57.174998904,293.06724,952.51921
72.01,57.088940616,293.07582,953.07711
73.0,57.003874416,293.085176,953.62005
74.0,56.91936096,293.095401,954.14553
75.0,56.834972568,293.106606,954.66258
76.0,56.751112944,293.118795,955.16392
77.0,56.667789864,293.132022,955.65448
78.0,56.58496898399999,293.146345,956.13171
79.0,56.502669096,293.161819,956.59771
80.0,56.42084808,293.178502,957.05303
81.0,56.339529264,293.196452,957.4967
82.0,56.258674416,293.215727,957.93193
83.0,56.178296495999994,293.236387,958.35495
84.0,56.098375416,293.258491,958.77073
85.0,56.018900808,293.282098,959.17569
86.0,55.939879151999996,293.307268,959.5733
87.0,55.861278696,293.334062,959.96192
88.0,55.783120176,293.362539,960.34206
89.0,55.705367304,293.39276,960.71578
90.0,55.62803563199999,293.424784,961.08005
91.0,55.551105719999995,293.458673,961.43911
92.0,55.474569792,293.494484,961.78951
93.0,55.398434976,293.532277,962.13399
94.0,55.322670167999995,293.572112,962.4721
95.0,55.2472974,293.614047,962.80291
96.0,55.17228686399999,293.65814,963.12928
97.0,55.097644392,293.704448,963.44798
98.0,55.023367392,293.753029,963.76217
99.0,54.949432535999996,293.803938,964.07054
100.0,54.875858615999995,293.857231,964.3728
101.0,54.80261712,293.912964,964.67145
102.0,54.72971712,293.971189,964.96325
103.0,54.65715408,294.03196,965.25119
104.0,54.584906616,294.09533,965.53434
105.0,54.512993519999995,294.16134999999997,965.81192
106.0,54.441388872,294.230071,966.08656
107.0,54.370097855999994,294.30154,966.35542
108.0,54.299123712000004,294.375809,966.62049
109.0,54.228439224,294.452923,966.88205
110.0,54.158065128,294.532929,967.13826
111.0,54.087981336,294.615873,967.3919
112.0,54.01818396,294.701798,967.64093
113.0,53.948684664,294.790748,967.88593
114.0,53.879456232,294.882765,968.12856
115.0,53.810511624,294.977889,968.36625
116.0,53.741846951999996,295.07616,968.60116
117.0,53.673442128,295.177618,968.83306
118.0,53.60531529599999,295.28229699999997,969.06054
119.0,53.537449607999996,295.390236,969.28601
120.0,53.46983988,295.501469,969.5078
121.0,53.402497128,295.616029,969.72604
122.0,53.33539932,295.73395,969.94243
123.0,53.268553584,295.855262,970.15492
124.0,53.20196316,295.979995,970.36466
125.0,53.135606016,296.10818,970.57238
126.0,53.06949640799999,296.239842,970.77635
127.0,53.003629152,296.37501,970.97813
128.0,52.93798675199999,296.513708,971.17763
129.0,52.872586056,296.655959,971.37373
130.0,52.807414103999996,296.80179,971.56806
131.0,52.74246247199999,296.951219,971.75985
132.0,52.677744768,297.104268,971.94856
133.0,52.613244791999996,297.260958,972.13596
134.0,52.548959952000004,297.421306,972.32043
135.0,52.484901264,297.585329,972.5023
136.0,52.421049935999996,297.753046,972.683
137.0,52.357409856,297.92447,972.8607
138.0,52.293987504,298.099615,973.03616
139.0,52.23076344,298.278497,973.2105
140.0,52.16774544,298.461125,973.38186
141.0,52.10493804,298.647513,973.55127
142.0,52.0423218,298.837608,973.71959
143.0,51.979905792000004,299.030948,973.885
144.0,51.91769325599999,299.227946,974.0487
145.0,51.8556654,299.428728,974.21133
146.0,51.793831944,299.633302,974.37116
147.0,51.73219548,299.841592,974.52942
148.0,51.670738512,300.052974,974.68667
149.0,51.609468815999996,300.267969,974.84127
150.0,51.548390927999996,300.48674,974.99434
151.0,51.487486704,300.709301,975.14648
152.0,51.426764567999996,300.93528200000003,975.29617
153.0,51.36622776,301.164388,975.44428
154.0,51.305860079999995,301.397231,975.59156
155.0,51.24566736,301.633817,975.73666
156.0,51.18565608,301.873961,975.88002
157.0,51.125809392,302.117092,976.02264
158.0,51.066131184,302.363884,976.16346
159.0,51.006629231999995,302.61442,976.30234
160.01,50.946993144000004,302.869818,976.44137
161.01,50.88751970399999,303.128114,976.57872
162.01,50.828514119999994,303.388707,976.7134
163.01,50.769668591999995,303.652995,976.84744
164.01,50.710977287999995,303.920653,976.98014
165.01,50.65245187199999,304.191146,977.11093
166.01,50.594085864,304.465234,977.24076
167.01,50.535866952,304.742963,977.36962
168.01,50.477808743999994,305.02362,977.49683
169.01,50.419907351999996,305.307347,977.62278
170.01,50.362149167999995,305.594629,977.74821
171.01,50.30454456,305.88522,977.87179
172.01,50.247094824,306.178458,977.99408
173.01,50.189785056,306.475158,978.1159
174.01,50.132622384,306.77536299999997,978.23612
175.01,50.075611344,307.078195,978.355
176.01,50.018740271999995,307.384107,978.47343
177.01,49.962007871999994,307.693481,978.59061
178.01,49.905422568,308.00566200000003,978.70625
179.01,49.848979176,308.320539,978.82114
180.01,49.792666032,308.63879099999997,978.93525
181.01,49.73649544799999,308.95993599999997,979.04793
182.01,49.680466128,309.283607,979.15958
183.01,49.624564464,309.610632,979.2709
184.01,49.568798232,309.94061,979.38071
185.01,49.513170672,310.272919,979.4893
186.01,49.457671416,310.608466,979.5976
187.01,49.402299168,310.946867,979.70478
188.01,49.347061704,311.287508,979.81065
189.01,49.291955136,311.631306,979.91587
190.01,49.236967152,311.977782,980.02046
191.01,49.182110064,312.326578,980.12379
192.01,49.127383224,312.67854,980.22613
193.01,49.07277432,313.032929,980.32831
194.01,49.018287887999996,313.389669,980.42919
195.01,48.96392975999999,313.749478,980.52899
196.01,48.909691512,314.111375,980.62836
197.01,48.85556796,314.475822,980.72709
198.01,48.801567528,314.843147,980.82453
199.01,48.74768956799999,315.212327,980.92116
200.01,48.693922416,315.584253,981.01768
201.01,48.640271256,315.95867,981.11297
202.01,48.586741272,316.335068,981.20724
203.01,48.53332404,316.714429,981.30117
204.01,48.480014376,317.095819,981.39449
205.01,48.426821352,317.479556,981.48667
206.01,48.37374431999999,317.866068,981.57807
207.01,48.320770968,318.254392,981.66937
