Time,Mass (g),T Back (K),T Top (K)
0.0,21.6,293.0,293.0
1.0,21.6,293.0,315.240089
2.0,21.6,293.0,337.958306
3.01,21.6,293.0,352.611488
4.01,21.599999784,293.000001,364.269406
5.01,21.599999568,293.00002,374.13402
6.01,21.59999892,293.000227,382.80752
7.01,21.599998272,293.001348,390.59104
8.01,21.599996760000003,293.005253,397.67431999999997
9.01,21.599994816000002,293.015353,404.18663000000004
10.01,21.599992008,293.036603,410.22102
11.01,21.599987904,293.075138,415.84695
12.01,21.599982504000003,293.13775,421.11824
13.01,21.59997516,293.23136,426.08346
14.01,21.599965872000002,293.362583,430.78711
15.01,21.599953992,293.537423,435.25061
16.01,21.599939088000003,293.761081,439.49544000000003
17.01,21.599920512000004,294.037869,443.54084
18.0,21.599898264,294.369335,447.38464999999997
19.0,21.599871696,294.759374,451.06138
20.0,21.599839728000003,295.211969,454.60119
21.0,21.599802144,295.726372,457.99664
22.0,21.599758296,296.302959,461.25808
23.0,21.59970732,296.941551,464.39976
24.0,21.599648784000003,297.641503,467.4318
25.0,21.599581824,298.401781,470.36073
26.0,21.599506008000002,299.219694,473.19232
27.0,21.599420040000002,300.092001,475.93171
28.0,21.599323488000003,301.015774,478.58455000000004
29.0,21.599215704,301.988271,481.15396999999996
30.0,21.599095608000002,303.007032,483.64540999999997
31.0,21.598962336,304.069247,486.0614
32.0,21.59881524,305.172004,488.40702999999996
33.0,21.59865324,306.31236,490.68453999999997
34.0,21.598475904,307.487756,492.89746
35.0,21.598281936000003,308.69527800000003,495.04832999999996
36.0,21.598070688000004,309.932485,497.14033
37.0,21.597841296000002,311.19701,499.17615
38.0,21.597592896000002,312.486237,501.15813
39.0,21.597324408000002,313.798114,503.08837
40.0,21.597035184,315.130423,504.96889
41.0,21.596724360000003,316.481107,506.80203
42.0,21.596390856,317.849025,508.58996
43.0,21.59603424,319.234995,510.33415
44.01,21.595651272,320.647193,512.04562
45.01,21.595242816000003,322.074616,513.71603
46.01,21.5948106,323.50642700000003,515.33988
47.01,21.594351384000003,324.946255,516.92724
48.01,21.593864736,326.395143,518.4781
49.01,21.593349576,327.852909,519.9961000000001
50.01,21.592805040000002,329.318724,521.4799399999999
51.01,21.59223048,330.791654,522.9341
52.01,21.591625248000003,332.27071,524.35501
53.01,21.590988048,333.754938,525.7431300000001
54.01,21.590318448,335.243368,527.0986
55.01,21.5896158,336.735079,528.42246
56.01,21.588879024,338.229156,529.71721
57.01,21.588107688,339.724692,530.9835499999999
58.01,21.587300712,341.22087999999997,532.22262
59.01,21.586457448,342.716849,533.43568
60.01,21.585577464,344.211792,534.62428
61.01,21.58465968,345.704813,535.7889700000001
62.01,21.583703448,347.195018,536.93061
63.01,21.582708336000003,348.681109,538.0504000000001
64.01,21.581673264,350.16243,539.14904
