Time,Mass (g),T Back (K),T Top (K)
0.0,21.6,293.0,293.0
1.0,21.59999892,293.0,408.7496
2.0,21.599907336,293.0,533.97987
3.01,21.598655832,293.0,619.32026
4.01,21.591310104,293.000003,684.9558999999999
5.01,21.558761064000002,293.000111,729.07808
6.01,21.46723668,293.001247,748.82065
7.01,21.329395416,293.007288,756.1359199999999
8.01,21.178318536,293.027824,762.8094699999999
9.01,21.026320848,293.079536,771.03031
10.01,20.876176872000002,293.185225,780.36267
11.01,20.727936504000002,293.371209,789.89962
12.01,20.581156944000004,293.664271,799.09391
13.01,20.435678568,294.089057,807.76554
14.01,20.291528376000002,294.66634,815.88394
15.01,20.14877268,295.412196,823.47333
16.01,20.007446472,296.33790799999997,830.57023
17.01,19.867553856,297.450374,837.21047
18.0,19.729777176000002,298.745172,843.41712
19.0,19.593398016000002,300.222527,849.25455
20.0,19.457710488000004,301.882031,854.77512
21.0,19.323371016,303.709198,859.97485
22.0,19.190351088,305.694612,864.87587
23.0,19.058628024,307.828108,869.50165
24.0,18.928183032,310.099082,873.88315
25.0,18.79898652,312.49742200000003,878.04072
26.0,18.671012784000002,315.013261,881.98839
27.0,18.544239360000002,317.63764,885.73314
28.0,18.418655664000003,320.372408,889.29268
29.0,18.294246576000003,323.213201,892.67851
30.0,18.170983368,326.140283,895.89271
31.0,18.048844008,329.15282,898.94165
32.0,17.927816616,332.248022,901.84366
33.0,17.807873760000003,335.420135,904.6044
34.0,17.688981096000003,338.662845,907.22481
35.0,17.571113784,341.969448,909.7178
36.0,17.45425476,345.332682,912.09323
37.0,17.338357152,348.743535,914.35096
38.0,17.223388992,352.195042,916.50065
39.0,17.109333432,355.68931,918.55325
40.0,16.9961382,359.225328,920.50663
41.0,16.883764848000002,362.800643,922.3703
42.0,16.772192424,366.412436,924.15275
43.0,16.661363904,370.057654,925.85248
44.01,16.55069328,373.75173,927.48679
45.01,16.440707376000002,377.47332,929.05198
46.01,16.33189068,381.20064,930.53981
47.01,16.223660424000002,384.94896,931.96942
48.01,16.115982264,388.71503,933.33941
49.01,16.008796152000002,392.49561,934.65392
50.01,15.902079624,396.28722,935.91968
51.01,15.795779760000002,400.0863,937.13479
52.01,15.689850336000001,403.88917000000004,938.30652
53.01,15.584267808000002,407.69151,939.43554
54.01,15.478969320000001,411.48878,940.5233
55.01,15.373928520000002,415.27544,941.57596
56.01,15.269101560000001,419.04409,942.59067
57.01,15.164437248,422.78378,943.57416
58.01,15.059915064000002,426.47168,944.52566
59.01,14.95547604,430.08639,945.4468
60.01,14.851092096000002,433.64331000000004,946.34234
61.01,14.746725216,437.15632,947.20913
62.01,14.642327016,440.63442,948.05331
63.01,14.537878272,444.08463,948.87307
64.01,14.433327792,447.51351999999997,949.67031
65.01,14.328649656000001,450.92656999999997,950.44844
66.01,14.223813408000002,454.32987,951.20404
67.01,14.118776064,457.73062,951.94297
68.01,14.013522936000001,461.14315999999997,952.66308
69.01,13.90800888,464.59618,953.36577
70.01,13.802208624,468.08956,954.05352
71.01,13.696096464,471.61696,954.72396
72.01,13.589629632000001,475.17555,955.38142
73.0,13.483325664,478.7459,956.02065
74.0,13.376606976,482.34499,956.64652
75.0,13.268902464,485.99069,957.26414
76.0,13.160715624000002,489.66485,957.86799
77.0,13.051994616000002,493.36854,958.46146
78.0,12.942707040000002,497.10228,959.04354
79.0,12.83280408,500.86717999999996,959.61473
80.0,12.722233896,504.66541,960.17716
81.0,12.610957392000001,508.49874,960.72906
82.0,12.498911928,512.37003,961.27226
83.0,12.386045448,516.28393,961.80754
84.0,12.272307624000002,520.24614,962.33365
85.0,12.157628687999999,524.26951,962.85264
86.0,12.041950968000002,528.35846,963.3644
87.0,11.925210744,532.49395,963.86852
88.0,11.807329608000002,536.66797,964.3666
89.0,11.688238656000001,540.87631,964.85822
90.0,11.567856888000001,545.11553,965.34343
91.0,11.446092720000001,549.38341,965.82346
92.0,11.322856944,553.6777,966.29816
93.0,11.198051928,557.99594,966.76736
94.0,11.071566648000001,562.3361,967.2322
95.0,10.943289216000002,566.69542,967.69283
96.0,10.813104936,571.06961,968.14883
97.0,10.680882480000001,575.4505300000001,968.60121
98.0,10.54648836,579.84166,969.05013
99.0,10.409783256,584.25464,969.49585
100.0,10.270621584,588.69413,969.93823
101.0,10.128846096,593.16326,970.37789
102.0,9.984295224,597.6647399999999,970.81493
103.0,9.836799408,602.2003,971.2495
104.0,9.686181096,606.7718,971.68184
105.0,9.53225712,611.38059,972.11223
106.0,9.374839344000002,616.0275300000001,972.54055
107.0,9.213740712000002,620.7138199999999,972.96716
108.0,9.048784968,625.4417000000001,973.39231
109.0,8.879817888,630.20351,973.81607
110.0,8.706726504,634.9810600000001,974.23859
111.0,8.529462216,639.7570900000001,974.66028
112.0,8.348078808,644.5102099999999,975.08116
113.0,8.162772192,649.21299,975.50139
114.0,7.973924256,653.8322900000001,975.92119
115.0,7.78214412,658.33056,976.34104
116.0,7.588299672,662.67115,976.76057
117.0,7.393506552000001,666.8265200000001,977.18036
118.0,7.199094240000001,670.79153,977.60012
119.0,7.006505616,674.59923,978.02011
120.0,6.817165848000001,678.30921,978.44037
121.0,6.632343720000001,682.01188,978.86094
122.0,6.453049680000001,685.84402,979.28213
123.0,6.280010568000001,689.9640999999999,979.70448
124.0,6.113729664000001,694.54166,980.12937
125.0,5.95464912,699.76124,980.55878
126.0,5.803398576,705.84703,980.996
127.0,5.6611548,713.11661,981.4455
128.0,5.530189896,722.0765200000001,981.9145
129.0,5.414813280000001,733.6135400000001,982.41319
130.0,5.322840696,749.23182,982.95747
131.0,5.264973,770.38762,983.5729
132.0,5.23927116,793.73185,984.30056
133.0,5.222918664,813.40054,985.19909
134.0,5.205588984,830.15792,986.31245
135.0,5.186613168000001,845.32662,987.62692
136.0,5.166016056,859.41736,989.08739
137.0,5.14388772,872.66925,990.63641
138.0,5.120360568,885.20064,992.22986
139.0,5.095605456,897.1324,993.8367
140.0,5.069826504,908.56419,995.43528
141.0,5.04325548,919.54256,997.01043
142.0,5.0161522320000005,930.03292,998.55151
143.0,4.9888001520000005,939.99567,1000.05047
144.0,4.961495376,949.39019,1001.50013
145.0,4.934535768,958.17778,1002.8936
146.0,4.908206232,966.32519,1004.22407
147.0,4.882767696,973.80768,1005.48502
148.0,4.8584448,980.61146,1006.67043
149.0,4.835417688,986.73498,1007.77518
150.0,4.8138181200000005,992.18924,1008.79528
151.0,4.793727528000001,996.99692,1009.72819
152.0,4.775179824,1001.19082,1010.57293
153.0,4.758167016,1004.81164,1011.33015
154.0,4.742645256,1007.90555,1012.00203
155.0,4.728544128,1010.52178,1012.59212
156.0,4.715773128,1012.7105,1013.10507
157.0,4.704230088,1014.52101,1013.54638
158.0,4.693806144000001,1016.00042,1013.92208
159.0,4.684392000000001,1017.19273,1014.23849
160.01,4.675841208,1018.14223,1014.50308
161.01,4.668097824,1018.87968,1014.72051
162.01,4.661101584000001,1019.43499,1014.89583
163.01,4.654725048,1019.84096,1015.03574
164.01,4.648890024,1020.12241,1015.14523
165.01,4.643526528,1020.30082,1015.22882
166.01,4.638572784,1020.39468,1015.29051
167.01,4.633974144000001,1020.41977,1015.33385
168.01,4.629682872,1020.38949,1015.36193
169.01,4.6256574960000005,1020.31521,1015.37743
170.01,4.621861512,1020.20646,1015.38267
171.01,4.618264032,1020.07125,1015.37961
172.01,4.614837408,1019.91624,1015.36992
173.01,4.61155896,1019.74697,1015.35503
174.01,4.608407952,1019.56799,1015.33612
175.01,4.605367536,1019.38304,1015.31419
176.01,4.602422592000001,1019.19517,1015.29007
177.01,4.5995605920000004,1019.00684,1015.26443
178.01,4.5967703040000005,1018.82002,1015.23785
179.01,4.59404244,1018.63626,1015.21078
180.01,4.591368792,1018.45676,1015.18358
181.01,4.5887424480000005,1018.28246,1015.15657
182.01,4.586157576000001,1018.11403,1015.12996
183.01,4.583608992,1017.95197,1015.10395
184.01,4.58109216,1017.79659,1015.07868
185.01,4.578603408,1017.64809,1015.05424
186.01,4.576139496000001,1017.50656,1015.03071
187.01,4.5736974,1017.37199,1015.00815
188.01,4.57127496,1017.24432,1014.98659
189.01,4.568870232,1017.12343,1014.96603
190.01,4.5664808400000005,1017.00914,1014.94648
191.01,4.56410592,1016.90125,1014.92793
192.01,4.561743744,1016.79956,1014.91036
193.01,4.559393232000001,1016.70382,1014.89376
194.01,4.557053304,1016.61377,1014.87808
195.01,4.554723312,1016.52918,1014.86331
196.01,4.552402392,1016.44977,1014.84939
197.01,4.550089896,1016.37529,1014.83631
198.01,4.5477851760000005,1016.30548,1014.82402
199.01,4.545488016,1016.24011,1014.81249
200.01,4.543197984000001,1016.17891,1014.80167
201.01,4.540914432,1016.12167,1014.79153
202.01,4.538637144000001,1016.06815,1014.78203
203.01,4.536365904,1016.01813,1014.77314
204.01,4.534100496000001,1015.97141,1014.76483
205.01,4.531840704,1015.92778,1014.75706
206.01,4.529586312,1015.88705,1014.74979
207.01,4.52733732,1015.84905,1014.74301
208.01,4.5250932960000005,1015.8136,1014.73667
209.01,4.52285424,1015.78054,1014.73075
210.01,4.520620152,1015.74971,1014.72523
211.01,4.518390816,1015.72098,1014.72008
212.01,4.516166232000001,1015.6942,1014.71528
213.01,4.5139464,1015.66925,1014.7108
214.01,4.511730888000001,1015.646,1014.70663
215.01,4.509520128,1015.62435,1014.70273
216.01,4.507313688,1015.60418,1014.69911
217.01,4.505111568,1015.5854,1014.69573
218.01,4.502913984,1015.56792,1014.69258
219.01,4.50072072,1015.55163,1014.68964
220.01,4.498531776,1015.53648,1014.68691
221.01,4.496347152,1015.52236,1014.68436
222.01,4.494166848,1015.50922,1014.68199
223.01,4.491990648000001,1015.497,1014.67978
224.01,4.489818552,1015.48561,1014.67773
225.01,4.487650776000001,1015.47501,1014.67581
226.01,4.485487104000001,1015.46515,1014.67403
227.01,4.483327752,1015.45596,1014.67236
228.01,4.481172288000001,1015.44741,1014.67081
229.01,4.479021144,1015.43945,1014.66937
230.01,4.476873888,1015.43204,1014.66803
231.01,4.474730952,1015.42514,1014.66677
232.01,4.472591904,1015.41872,1014.6656
233.01,4.47045696,1015.41273,1014.66452
234.01,4.46832612,1015.40716,1014.6635
235.01,4.466199168,1015.40196,1014.66255
236.01,4.46407632,1015.39713,1014.66167
237.01,4.4619575760000005,1015.39262,1014.66085
238.01,4.45984272,1015.38841,1014.66008
239.01,4.457731968,1015.38449,1014.65936
240.01,4.455625104,1015.38084,1014.65869
241.01,4.453522128,1015.37743,1014.65807
242.01,4.451423256,1015.37425,1014.65748
243.01,4.449328488,1015.37128,1014.65694
244.01,4.447237392,1015.36851,1014.65642
245.01,4.4451504,1015.36592,1014.65595
246.01,4.443067296000001,1015.3635,1014.6555
247.01,4.44098808,1015.36124,1014.65508
248.01,4.438912752,1015.35913,1014.65469
249.01,4.436841312,1015.35715,1014.65432
250.01,4.434773760000001,1015.3553,1014.65397
251.01,4.432710096,1015.35356,1014.65365
252.01,4.430650536000001,1015.35194,1014.65334
253.01,4.428594648000001,1015.35041,1014.65306
254.01,4.426542648000001,1015.34898,1014.65279
255.01,4.424494536,1015.34764,1014.65253
256.01,4.4224503120000005,1015.34638,1014.65229
257.01,4.420409760000001,1015.34519,1014.65207
258.01,4.418373096,1015.34407,1014.65185
259.01,4.416340320000001,1015.34302,1014.65165
260.01,4.414311432,1015.34203,1014.65146
261.01,4.412286216,1015.34109,1014.65128
262.01,4.410264888,1015.34021,1014.65111
263.01,4.408247448,1015.33937,1014.65095
264.01,4.40623368,1015.33858,1014.65079
265.01,4.404223584,1015.33783,1014.65064
266.01,4.402217376,1015.33712,1014.6505
267.01,4.400215056,1015.33645,1014.65037
268.01,4.3982161920000005,1015.33581,1014.65024
269.01,4.396221432,1015.3352,1014.65012
270.01,4.394230128,1015.33461,1014.65
271.01,4.392242712000001,1015.33406,1014.64989
272.01,4.390258968,1015.33353,1014.64978
273.01,4.388279112,1015.33302,1014.64968
274.01,4.386302712,1015.33253,1014.64958
275.01,4.3843302,1015.33207,1014.64948
276.01,4.38236136,1015.33162,1014.64939
277.01,4.380396192,1015.33119,1014.6493
278.01,4.378434696,1015.33077,1014.64921
279.01,4.3764768720000005,1015.33037,1014.64913
280.01,4.37452272,1015.32998,1014.64905
281.01,4.372572456,1015.32961,1014.64897
