Time,Mass (g),T Back (K),T Top (K)
0.0,64.8,293.0,293.0
1.0,64.8,293.0,354.068663
2.0,64.799998704,293.0,418.03629
3.01,64.799988336,293.0,459.80996
4.01,64.79994168,293.0,493.18608
5.01,64.79979588,293.0,522.02193
6.01,64.799437536,293.0,547.1392900000001
7.01,64.79869427999999,293.0,568.7403899999999
8.01,64.7973432,293.0,587.66798
9.01,64.795113432,293.0,604.62725
10.01,64.79167968,293.0,619.89816
11.01,64.78663823999999,293.0,633.6056100000001
12.01,64.779470064,293.0,645.77835
13.01,64.769523912,293.0,656.47333
14.01,64.756051992,293.0,665.69029
15.01,64.738354464,293.0,673.39624
16.01,64.7159868,293.0,679.55477
17.01,64.68892372799999,293.0,684.2722
18.0,64.657726416,293.0,687.79735
19.0,64.62290159999999,293.0,690.44746
20.0,64.584957312,293.0,692.50756
21.0,64.544678928,293.0,694.18532
22.0,64.502546616,293.0,695.64258
23.0,64.45890252,293.0,696.98663
24.0,64.413977328,293.0,698.28144
25.0,64.367928504,293.0,699.56557
26.0,64.320877224,293.0,700.68635
27.0,64.272866904,293.0,702.02716
28.0,64.22395586399999,293.0,703.38805
29.0,64.174240008,293.0,704.7600199999999
30.0,64.123817832,293.000001,705.99522
31.0,64.072740528,293.000001,707.41608
32.0,64.021067712,293.000002,708.85096
33.0,63.968902416,293.000003,710.20937
34.0,63.91632888,293.000004,711.59802
35.0,63.863396351999995,293.000007,713.06003
36.0,63.810192312,293.000011,714.47362
37.0,63.756792575999995,293.000017,715.84193
38.0,63.70323732,293.000026,717.29683
39.0,63.649591343999994,293.00004,718.7153000000001
40.0,63.595901952,293.000058,720.05083
41.0,63.54219636,293.000084,721.46667
42.0,63.488513448,293.000119,722.85328
43.0,63.434879136,293.000166,724.13613
44.01,63.381037463999995,293.000229,725.49236
45.01,63.327281975999995,293.000311,726.82412
46.01,63.273890016,293.000416,728.0483300000001
47.01,63.220596551999996,293.000551,729.31138
48.01,63.167420375999995,293.000721,730.55919
49.01,63.11436732,293.00093400000003,731.72974
50.01,63.061432847999995,293.001197,732.8978099999999
51.01,63.008634455999996,293.00152,734.0681099999999
52.01,62.955978624,293.001912,735.18473
53.01,62.903454984,293.002386,736.26217
54.01,62.851079735999996,293.002953,737.3579500000001
55.01,62.798860656,293.003627,738.42193
56.01,62.74678608,293.004424,739.41995
57.01,62.69486508,293.005358,740.44427
58.01,62.64310932,293.006449,741.45099
59.01,62.591510376,293.007713,742.39441
60.01,62.54006500799999,293.009172,743.34322
61.01,62.488788768,293.010847,744.28916
62.01,62.437680359999995,293.012759,745.19708
63.01,62.386725528,293.014933,746.07106
64.01,62.335938528,293.017394,746.95967
65.01,62.285323248,293.020167,747.83091
66.01,62.234867376,293.02328,748.6465000000001
67.01,62.184572855999996,293.026761,749.47654
68.01,62.134450703999995,293.030639,750.2993799999999
69.01,62.084496384,293.034945,751.08887
70.01,62.034695639999995,293.03971,751.85394
71.01,61.985064023999996,293.044966,752.6290799999999
72.01,61.935602832,293.050745,753.39125
73.0,61.88654404799999,293.057049,754.10451
74.0,61.837643376,293.063939,754.82555
75.0,61.788663647999996,293.071489,755.54721
76.0,61.739849807999995,293.0797,756.24728
77.0,61.691185008,293.08861,756.9166399999999
78.0,61.64268155999999,293.098254,757.59638
79.0,61.594343352,293.10867,758.26905
80.0,61.54616066399999,293.119894,758.91164
81.0,61.498126368,293.131964,759.54285
82.0,61.450252127999995,293.144918,760.17957
83.0,61.402537943999995,293.158793,760.8067699999999
84.0,61.354970208,293.173628,761.39993
85.0,61.307551511999996,293.189459,761.99721
86.0,61.260288984,293.206324,762.5933299999999
87.0,61.213181328,293.224262,763.1766
88.0,61.166213639999995,293.24331,763.73236
89.0,61.119393695999996,293.263504,764.2941000000001
90.0,61.072726032,293.284883,764.85288
91.0,61.026206112,293.307482,765.39755
92.0,60.97982097599999,293.331339,765.9201499999999
93.0,60.933582288000004,293.356488,766.4487799999999
94.0,60.887490048,293.382966,766.97426
95.0,60.841540368,293.410809,767.4836700000001
96.0,60.795721584,293.44005,767.9769200000001
97.0,60.750045359999994,293.470724,768.47396
98.0,60.704511696,293.502865,768.96839
99.0,60.659114759999994,293.536505,769.44822
100.0,60.613846128,293.571678,769.9127100000001
101.0,60.568714871999994,293.608415,770.38138
102.0,60.52372164,293.646746,770.84701
103.0,60.478861248,293.686705,771.30054
104.0,60.43412462399999,293.728319,771.73838
105.0,60.38952084,293.771619,772.18101
106.0,60.345050543999996,293.816632,772.62009
107.0,60.300709848,293.863387,773.05029
108.0,60.256489032,293.911911,773.46375
109.0,60.212395871999995,293.962231,773.8819
110.0,60.168432312,294.014371,774.29594
111.0,60.124595112,294.068358,774.7054
112.0,60.08087390399999,294.124215,775.09589
113.0,60.037275816,294.181966,775.49082
114.0,59.993802792,294.241633,775.88171
115.0,59.950453536,294.303239,776.27045
116.0,59.907217032,294.366806,776.64364
117.0,59.864097816,294.432352,777.01371
118.0,59.821100424,294.49989800000003,777.3858399999999
119.0,59.77822356,294.569462,777.7535399999999
120.0,59.735458799999996,294.641066,778.11073
121.0,59.692804847999994,294.714723,778.46095
122.0,59.650267536,294.790452,778.8125600000001
123.0,59.607846863999995,294.868268,779.16086
124.0,59.565538944,294.948188,779.5061499999999
125.0,59.523336,295.03022599999997,779.83547
126.0,59.48124516,295.114395,780.16957
127.0,59.43926707199999,295.200708,780.50115
128.0,59.397401087999995,295.289179,780.82891
129.0,59.355637488,295.379821,781.14697
130.0,59.313979511999996,295.472641,781.46185
131.0,59.272431047999994,295.567652,781.7760900000001
132.0,59.230992095999994,295.664864,782.08878
133.0,59.189656176,295.764287,782.39738
134.0,59.148419399999995,295.865928,782.6929
135.0,59.107288247999996,295.969795,782.99343
136.0,59.066262071999994,296.075895,783.29074
137.0,59.025340871999994,296.184236,783.58609
138.0,58.984514927999996,296.294826,783.87165
139.0,58.943788127999994,296.407666,784.15536
140.0,58.903163711999994,296.522763,784.43919
141.0,58.862641032,296.640121,784.7197699999999
142.0,58.822216848,296.759746,784.99833
143.0,58.781884032,296.88164,785.26867
144.0,58.74165036,297.005804,785.53662
145.0,58.701514536,297.132242,785.80465
146.0,58.661477856,297.260955,786.07281
147.0,58.621532544,297.391948,786.33422
148.0,58.581677952,297.525217,786.58864
149.0,58.54191926399999,297.660764,786.84382
150.0,58.502255831999996,297.798588,787.10026
151.0,58.46268636,297.93869,787.35272
152.0,58.423204368,298.081071,787.59808
153.0,58.3838118,298.225726,787.8413
154.0,58.344511896,298.372654,788.08495
155.0,58.305304008,298.521852,788.32731
156.0,58.266186839999996,298.673321,788.56614
157.0,58.227152616,298.827025,788.80039
158.0,58.188207168,298.982573,789.03139
