Time (s),Mass (g),T Top (K),T Back (K)
1106.6667,15.412795,828.5228,669.8222
1110,15.277306,828.8568,673.0146
1113.3333,15.146833,829.2178,676.5306
1116.6667,15.022319,829.6103,680.4328
1120,14.904915,830.0395,684.797
1123.3333,14.795988,830.5114,689.7111
1126.6667,14.697108,831.032,695.2682
1130,14.609894,831.607,701.5432
1133.3333,14.535648,832.2394,708.5431
1136.6667,14.474652,832.9269,716.1312
1140,14.425416,833.6598,724.0246
1143.3333,14.384571,834.4223,731.7014
1146.6667,14.346576,835.1957,738.8751
1150,14.308449,835.9802,745.6829
1153.3333,14.269291,836.7781,752.2113
1156.6667,14.228865,837.5876,758.5092
1160,14.187159,838.4046,764.6042
1163.3333,14.144245,839.2243,770.5111
1166.6667,14.100247,840.0423,776.2366
1170,14.055316,840.8549,781.782
1173.3333,14.009628,841.659,787.1446
1176.6667,13.963375,842.452,792.3192
1180,13.916765,843.2318,797.2989
1183.3333,13.870012,843.9964,802.0759
1186.6667,13.823334,844.744,806.6423
1190,13.776949,845.4732,810.9903
1193.3333,13.731068,846.1823,815.1133
1196.6667,13.685894,846.8698,819.0058
1200,13.641612,847.5343,822.6641
1203.3333,13.598389,848.1744,826.0865
1206.6667,13.55637,848.7889,829.2733
1210,13.515676,849.3766,832.2268
1213.3333,13.476404,849.9365,834.9517
1216.6667,13.438623,850.4678,837.4543
1220,13.402379,850.97,839.7427
1223.3333,13.367694,851.4426,841.8262
1226.6667,13.334568,851.8856,843.7157
1230,13.302982,852.2991,845.4223
1233.3333,13.272902,852.6835,846.9581
1236.6667,13.244281,853.0393,848.3351
1240,13.217059,853.3674,849.5656
1243.3333,13.191171,853.6686,850.6614
1246.6667,13.166545,853.9442,851.6341
1250,13.143106,854.1953,852.4946
1253.3333,13.120778,854.4233,853.2536
1256.6667,13.099484,854.6296,853.9206
1260,13.079151,854.8155,854.505
1263.3333,13.059705,854.9825,855.015
1266.6667,13.041077,855.132,855.4584
1270,13.023201,855.2654,855.8423
1273.3333,13.006016,855.384,856.1732
1276.6667,12.989462,855.489,856.4567
1280,12.973488,855.5817,856.6983
1283.3333,12.958042,855.6633,856.9026
1286.6667,12.943079,855.7347,857.0738
1290,12.928558,855.7969,857.2158
1293.3333,12.914439,855.851,857.3319
1296.6667,12.900689,855.8976,857.4252
1300,12.887277,855.9377,857.4982
1303.3333,12.874174,855.9718,857.5533
1306.6667,12.861357,856.0007,857.5924
1310,12.848804,856.0249,857.6169
1313.3333,12.836499,856.0449,857.6276
1316.6667,12.824432,856.0612,857.6221
1320,12.812617,856.0742,857.5908
1323.3333,12.801007,856.0843,857.5649
1326.6667,12.789544,856.0916,857.5389
1330,12.778205,856.0966,857.512
1333.3333,12.766979,856.0996,857.4839
1336.6667,12.755855,856.101,857.4549
1340,12.744824,856.1011,857.4251
1343.3333,12.73388,856.1001,857.3946
1346.6667,12.723017,856.0982,857.3637
1350,12.71223,856.0957,857.3324
1353.3333,12.701514,856.0926,857.301
1356.6667,12.690865,856.0891,857.2696
1360,12.680281,856.0853,857.2383
1363.3333,12.669758,856.0811,857.2071
1366.6667,12.659294,856.0768,857.1762
1370,12.648886,856.0723,857.1457
1373.3333,12.638533,856.0677,857.1155
1376.6667,12.628233,856.0631,857.0858
1380,12.617985,856.0584,857.0566
1383.3333,12.607787,856.0537,857.0279
1386.6667,12.597637,856.0489,856.9997
1390,12.587536,856.0443,856.9722
1393.3333,12.577481,856.0396,856.9452
1396.6667,12.567473,856.035,856.9188
1400,12.55751,856.0305,856.8931
1403.3333,12.547591,856.026,856.868
1406.6667,12.537716,856.0216,856.8435
1410,12.527883,856.0173,856.8197
1413.3333,12.518094,856.0131,856.7965
1416.6667,12.508346,856.0089,856.7739
1420,12.49864,856.0049,856.7519
1423.3333,12.488975,856.001,856.7305
1426.6667,12.47935,855.9971,856.7098
1430,12.469765,855.9933,856.6896
1433.3333,12.460221,855.9897,856.6701
1436.6667,12.450715,855.9861,856.6511
1440,12.441248,855.9826,856.6326
1443.3333,12.43182,855.9792,856.6148
1446.6667,12.42243,855.976,856.5974
1450,12.413079,855.9728,856.5806
1453.3333,12.403764,855.9697,856.5643
1456.6667,12.394488,855.9666,856.5486
1460,12.385248,855.9637,856.5333
1463.3333,12.376045,855.9609,856.5184
1466.6667,12.366879,855.9581,856.5041
1470,12.357749,855.9554,856.4902
1473.3333,12.348656,855.9528,856.4767
1476.6667,12.339598,855.9503,856.4637
1480,12.330576,855.9479,856.451
1483.3333,12.321589,855.9455,856.4388
1486.6667,12.312637,855.9432,856.427
1490,12.303721,855.941,856.4155
1493.3333,12.294839,855.9388,856.4044
1496.6667,12.285992,855.9367,856.3937
1500,12.277179,855.9347,856.3833
1503.3333,12.268401,855.9327,856.3732
1506.6667,12.259657,855.9308,856.3634
1510,12.250946,855.9289,856.354
1513.3333,12.242269,855.9271,856.3449
1516.6667,12.233626,855.9254,856.336
1520,12.225016,855.9237,856.3274
1523.3333,12.21644,855.9221,856.3191
1526.6667,12.207896,855.9205,856.3111
1530,12.199385,855.919,856.3033
1533.3333,12.190907,855.9175,856.2958
1536.6667,12.182461,855.916,856.2885
1540,12.174048,855.9146,856.2814
1543.3333,12.165667,855.9133,856.2745
1546.6667,12.157318,855.912,856.2679
1550,12.149001,855.9107,856.2614
1553.3333,12.140716,855.9094,856.2551
1556.6667,12.132463,855.9082,856.2491
1560,12.124241,855.9071,856.2432
1563.3333,12.11605,855.9059,856.2375
1566.6667,12.10789,855.9048,856.232
1570,12.099762,855.9038,856.2266
1573.3333,12.091665,855.9027,856.2214
1576.6667,12.083598,855.9017,856.2163
1580,12.075562,855.9008,856.2114
1583.3333,12.067557,855.8998,856.2066
1586.6667,12.059582,855.8989,856.202
1590,12.051637,855.898,856.1975
1593.3333,12.043722,855.8971,856.1931
1596.6667,12.035838,855.8963,856.1889
1600,12.027983,855.8954,856.1847
1603.3333,12.020158,855.8946,856.1807
1606.6667,12.012363,855.8939,856.1768
1610,12.004597,855.8931,856.173
1613.3333,11.996861,855.8923,856.1693
1616.6667,11.989154,855.8916,856.1657
1620,11.981476,855.8909,856.1621
1623.3333,11.973827,855.8902,856.1587
1626.6667,11.966207,855.8896,856.1554
1630,11.958616,855.8889,856.1521
1633.3333,11.951053,855.8883,856.1489
1636.6667,11.943519,855.8877,856.1458
1640,11.936014,855.887,856.1428
1643.3333,11.928537,855.8865,856.1399
1646.6667,11.921088,855.8859,856.137
1650,11.913667,855.8853,856.1342
1653.3333,11.906274,855.8848,856.1314
1656.6667,11.898909,855.8842,856.1288
1660,11.891572,855.8837,856.1261
1663.3333,11.884262,855.8832,856.1236
1666.6667,11.87698,855.8827,856.1211
1670,11.869726,855.8822,856.1186
1673.3333,11.862498,855.8817,856.1162
1676.6667,11.855298,855.8812,856.1138
1680,11.848126,855.8808,856.1115
1683.3333,11.84098,855.8803,856.1093
1686.6667,11.833861,855.8799,856.1071
1690,11.826768,855.8794,856.1049
1693.3333,11.819703,855.879,856.1028
1696.6667,11.812664,855.8786,856.1007
1700,11.805651,855.8782,856.0986
1703.3333,11.798665,855.8777,856.0966
1706.6667,11.791706,855.8773,856.0947
1710,11.784772,855.877,856.0927
1713.3333,11.777864,855.8766,856.0908
1716.6667,11.770983,855.8762,856.089
1720,11.764127,855.8758,856.0871
1723.3333,11.757297,855.8755,856.0853
1726.6667,11.750493,855.8751,856.0835
1730,11.743714,855.8747,856.0818
1733.3333,11.73696,855.8744,856.0801
1736.6667,11.730233,855.874,856.0784
1740,11.72353,855.8737,856.0767
1743.3333,11.716852,855.8734,856.0751
1746.6667,11.7102,855.873,856.0734
1750,11.703572,855.8727,856.0718
1753.3333,11.69697,855.8724,856.0703
1756.6667,11.690392,855.8721,856.0687
1760,11.683839,855.8718,856.0672
1763.3333,11.67731,855.8715,856.0657
1766.6667,11.670806,855.8712,856.0642
1770,11.664327,855.8709,856.0627
1773.3333,11.657872,855.8706,856.0613
1776.6667,11.65144,855.8703,856.0599
1780,11.645033,855.87,856.0585
1783.3333,11.638651,855.8697,856.0571
1786.6667,11.632292,855.8694,856.0557
1790,11.625956,855.8692,856.0543
1793.3333,11.619645,855.8689,856.053
1796.6667,11.613357,855.8686,856.0517
1800,11.607093,855.8683,856.0504
1803.3333,11.600853,855.8681,856.0491
1806.6667,11.594635,855.8678,856.0478
1810,11.588441,855.8675,856.0465
1813.3333,11.582271,855.8673,856.0453
1816.6667,11.576123,855.867,856.044
1820,11.569999,855.8668,856.0428
1823.3333,11.563897,855.8665,856.0416
1826.6667,11.557818,855.8663,856.0404
1830,11.551762,855.866,856.0392
1833.3333,11.545729,855.8658,856.038
1836.6667,11.539718,855.8656,856.0368
1840,11.53373,855.8653,856.0357
1843.3333,11.527764,855.8651,856.0345
1846.6667,11.521821,855.8648,856.0334
1850,11.5159,855.8646,856.0323
1853.3333,11.510001,855.8644,856.0311
1856.6667,11.504124,855.8641,856.03
1860,11.49827,855.8639,856.0289
1863.3333,11.492437,855.8637,856.0279
1866.6667,11.486626,855.8635,856.0268
1870,11.480836,855.8632,856.0257
1873.3333,11.475069,855.863,856.0247
1876.6667,11.469323,855.8628,856.0236
1880,11.463598,855.8626,856.0226
1883.3333,11.457895,855.8624,856.0215
1886.6667,11.452214,855.8622,856.0205
1890,11.446553,855.862,856.0195
1893.3333,11.440914,855.8617,856.0185
1896.6667,11.435296,855.8615,856.0175
1900,11.429699,855.8613,856.0165
1903.3333,11.424123,855.8611,856.0155
1906.6667,11.418568,855.8609,856.0145
1910,11.413033,855.8607,856.0136
1913.3333,11.407519,855.8605,856.0126
1916.6667,11.402026,855.8603,856.0116
1920,11.396554,855.8601,856.0107
1923.3333,11.391102,855.8599,856.0097
1926.6667,11.38567,855.8597,856.0088
1930,11.380259,855.8595,856.0079
1933.3333,11.374868,855.8593,856.007
1936.6667,11.369497,855.8591,856.006
1940,11.364146,855.8589,856.0051
1943.3333,11.358815,855.8587,856.0042
1946.6667,11.353504,855.8586,856.0033
1950,11.348213,855.8584,856.0024
1953.3333,11.342942,855.8582,856.0016
1956.6667,11.337691,855.858,856.0007
1960,11.332459,855.8578,855.9998
1963.3333,11.327247,855.8576,855.9989
1966.6667,11.322054,855.8574,855.9981
1970,11.316881,855.8573,855.9972
1973.3333,11.311727,855.8571,855.9964
1976.6667,11.306592,855.8569,855.9955
1980,11.301477,855.8567,855.9947
1983.3333,11.296381,855.8565,855.9938
1986.6667,11.291303,855.8564,855.993
1990,11.286245,855.8562,855.9922
1993.3333,11.281206,855.856,855.9914
1996.6667,11.276185,855.8558,855.9906
2000,11.271183,855.8557,855.9897
