Time (s),Mass (g),T Top (K),T Back (K)
155,12.8,780.7,596.0
156,12.7,781.0,597.5
157,12.7,781.3,598.9
158,12.6,781.6,600.3
159,12.5,781.9,601.7
160,12.4,782.2,603.1
161,12.3,782.5,604.4
162,12.2,782.8,605.8
163,12.1,783.1,607.2
164,12.0,783.4,608.5
165,11.9,783.7,609.9
166,11.8,784.0,611.2
167,11.7,784.3,612.5
168,11.6,784.5,613.9
169,11.5,784.8,615.2
170,11.4,785.1,616.5
171,11.3,785.4,617.8
172,11.2,785.7,619.1
173,11.1,786.0,620.3
174,11.0,786.3,621.6
175,10.9,786.6,622.8
176,10.8,786.9,624.1
177,10.7,787.2,625.3
178,10.6,787.5,626.5
179,10.5,787.8,627.7
180,10.4,788.1,628.9
181,10.3,788.5,630.1
182,10.2,788.8,631.3
183,10.1,789.1,632.4
184,10.0,789.4,633.6
185,9.9,789.8,634.7
186,9.8,790.1,635.9
187,9.7,790.5,637.0
188,9.6,790.8,638.1
189,9.5,791.1,639.2
190,9.4,791.5,640.3
191,9.3,791.9,641.3
192,9.2,792.2,642.4
193,9.1,792.6,643.5
194,9.0,793.0,644.5
195,8.9,793.3,645.6
196,8.8,793.7,646.6
197,8.7,794.1,647.6
198,8.6,794.5,648.7
199,8.5,794.9,649.7
200,8.4,795.3,650.8
201,8.3,795.7,651.8
202,8.2,796.1,652.9
203,8.1,796.5,654.0
204,8.0,796.9,655.0
205,7.9,797.3,656.2
206,7.8,797.7,657.3
207,7.7,798.1,658.4
208,7.6,798.5,659.6
209,7.6,798.9,660.8
210,7.5,799.3,662.0
211,7.4,799.8,663.3
212,7.3,800.2,664.6
213,7.2,800.6,665.9
214,7.1,801.1,667.3
215,7.0,801.5,668.7
216,6.9,802.0,670.2
217,6.8,802.5,671.8
218,6.8,802.9,673.4
219,6.7,803.4,675.1
220,6.6,803.9,676.8
221,6.5,804.5,678.7
222,6.4,805.0,680.6
223,6.4,805.6,682.7
224,6.3,806.1,684.8
225,6.2,806.8,687.2
226,6.1,807.4,689.6
227,6.1,808.1,692.4
228,6.0,808.8,695.1
229,5.9,809.6,698.3
230,5.9,810.3,701.6
231,5.8,811.2,705.4
232,5.7,812.1,709.3
233,5.7,813.2,713.9
234,5.6,814.2,718.6
235,5.6,815.5,724.4
236,5.6,816.7,730.1
237,5.5,818.1,736.8
238,5.5,819.6,743.5
239,5.5,821.2,750.4
240,5.5,822.8,757.3
241,5.5,824.5,763.5
242,5.4,826.2,769.6
243,5.4,827.9,775.0
244,5.4,829.6,780.5
245,5.4,831.2,785.5
246,5.4,832.9,790.5
247,5.4,834.4,795.2
248,5.4,835.9,799.8
249,5.4,837.4,804.1
250,5.3,838.8,808.3
251,5.3,840.1,812.3
252,5.3,841.5,816.3
253,5.3,842.7,819.9
254,5.3,843.9,823.5
255,5.3,845.1,826.9
256,5.2,846.2,830.2
257,5.2,847.3,833.3
258,5.2,848.3,836.3
259,5.2,849.3,839.1
260,5.2,850.2,841.8
261,5.2,851.1,844.3
262,5.2,852.0,846.8
263,5.1,852.7,849.0
264,5.1,853.5,851.2
265,5.1,854.2,853.2
266,5.1,854.9,855.1
267,5.1,855.6,856.8
268,5.1,856.2,858.5
269,5.0,856.7,860.0
270,5.0,857.3,861.5
271,5.0,857.7,862.7
272,5.0,858.2,863.9
273,5.0,858.6,865.0
274,5.0,859.0,866.0
275,5.0,859.4,866.8
276,5.0,859.7,867.7
277,4.9,860.0,868.4
278,4.9,860.2,869.0
279,4.9,860.5,869.5
280,4.9,860.7,870.0
281,4.9,860.9,870.4
282,4.9,861.0,870.8
283,4.9,861.1,871.0
284,4.9,861.3,871.3
285,4.9,861.3,871.4
286,4.8,861.4,871.5
287,4.8,861.5,871.6
288,4.8,861.5,871.6
289,4.8,861.5,871.6
290,4.8,861.5,871.5
291,4.8,861.5,871.4
292,4.8,861.5,871.3
293,4.8,861.5,871.2
294,4.8,861.4,871.0
295,4.8,861.4,870.8
296,4.8,861.3,870.6
297,4.8,861.3,870.4
298,4.8,861.2,870.2
299,4.7,861.1,869.9
300,4.7,861.0,869.7
301,4.7,860.9,869.4
302,4.7,860.8,869.1
303,4.7,860.7,868.8
304,4.7,860.7,868.5
305,4.7,860.5,868.2
306,4.7,860.4,868.0
307,4.7,860.3,867.7
308,4.7,860.2,867.4
309,4.7,860.1,867.1
310,4.7,860.0,866.8
311,4.7,859.9,866.5
312,4.7,859.8,866.2
313,4.7,859.7,865.9
314,4.7,859.6,865.6
315,4.7,859.5,865.3
316,4.7,859.4,865.0
317,4.7,859.3,864.8
318,4.7,859.2,864.5
319,4.7,859.1,864.2
320,4.7,859.0,864.0
321,4.6,858.9,863.7
322,4.6,858.8,863.5
323,4.6,858.7,863.2
324,4.6,858.6,863.0
325,4.6,858.5,862.8
326,4.6,858.5,862.6
327,4.6,858.4,862.3
328,4.6,858.3,862.1
329,4.6,858.2,861.9
330,4.6,858.1,861.7
331,4.6,858.1,861.5
332,4.6,858.0,861.3
333,4.6,857.9,861.1
334,4.6,857.8,861.0
335,4.6,857.8,860.8
336,4.6,857.7,860.6
337,4.6,857.7,860.5
338,4.6,857.6,860.3
339,4.6,857.5,860.2
340,4.6,857.5,860.0
341,4.6,857.4,859.9
342,4.6,857.4,859.7
343,4.6,857.3,859.6
344,4.6,857.3,859.5
345,4.6,857.2,859.3
346,4.6,857.2,859.2
347,4.6,857.1,859.1
348,4.6,857.1,859.0
349,4.6,857.0,858.9
350,4.6,857.0,858.8
351,4.6,857.0,858.7
352,4.6,856.9,858.6
353,4.6,856.9,858.5
354,4.6,856.8,858.4
355,4.6,856.8,858.3
356,4.6,856.8,858.2
357,4.6,856.7,858.1
358,4.6,856.7,858.0
359,4.6,856.7,858.0
360,4.6,856.6,857.9
361,4.6,856.6,857.8
362,4.5,856.6,857.8
363,4.5,856.6,857.7
364,4.5,856.5,857.6
365,4.5,856.5,857.6
366,4.5,856.5,857.5
367,4.5,856.5,857.4
368,4.5,856.4,857.4
369,4.5,856.4,857.3
370,4.5,856.4,857.3
371,4.5,856.4,857.2
372,4.5,856.4,857.2
373,4.5,856.3,857.1
374,4.5,856.3,857.1
375,4.5,856.3,857.0
376,4.5,856.3,857.0
377,4.5,856.3,856.9
378,4.5,856.3,856.9
379,4.5,856.2,856.9
380,4.5,856.2,856.8
381,4.5,856.2,856.8
382,4.5,856.2,856.7
383,4.5,856.2,856.7
384,4.5,856.2,856.7
385,4.5,856.1,856.6
386,4.5,856.1,856.6
387,4.5,856.1,856.6
388,4.5,856.1,856.5
389,4.5,856.1,856.5
390,4.5,856.1,856.5
391,4.5,856.1,856.5
392,4.5,856.1,856.4
393,4.5,856.1,856.4
394,4.5,856.1,856.4
395,4.5,856.0,856.4
396,4.5,856.0,856.4
397,4.5,856.0,856.3
398,4.5,856.0,856.3
399,4.5,856.0,856.3
400,4.5,856.0,856.3
401,4.5,856.0,856.3
402,4.5,856.0,856.3
403,4.5,856.0,856.2
404,4.5,856.0,856.2
405,4.5,856.0,856.2
406,4.5,856.0,856.2
407,4.5,856.0,856.2
408,4.5,856.0,856.2
409,4.5,856.0,856.2
410,4.5,856.0,856.2
411,4.5,856.0,856.2
412,4.5,856.0,856.1
413,4.5,855.9,856.1
414,4.5,855.9,856.1
415,4.5,855.9,856.1
416,4.5,855.9,856.1
417,4.5,855.9,856.1
418,4.5,855.9,856.1
419,4.5,855.9,856.1
420,4.5,855.9,856.1
421,4.5,855.9,856.1
422,4.5,855.9,856.1
423,4.5,855.9,856.1
424,4.5,855.9,856.1
425,4.5,855.9,856.1
426,4.5,855.9,856.0
427,4.5,855.9,856.0
428,4.5,855.9,856.0
429,4.5,855.9,856.0
430,4.4,855.9,856.0
431,4.4,855.9,856.0
432,4.4,855.9,856.0
433,4.4,855.9,856.0
434,4.4,855.9,856.0
435,4.4,855.9,856.0
436,4.4,855.9,856.0
437,4.4,855.9,856.0
438,4.4,855.9,856.0
439,4.4,855.9,856.0
440,4.4,855.9,856.0
441,4.4,855.9,856.0
442,4.4,855.9,856.0
443,4.4,855.9,856.0
444,4.4,855.9,856.0
445,4.4,855.9,856.0
446,4.4,855.9,856.0
447,4.4,855.9,856.0
448,4.4,855.9,856.0
449,4.4,855.9,856.0
450,4.4,855.9,856.0
451,4.4,855.9,856.0
452,4.4,855.9,856.0
453,4.4,855.9,856.0
454,4.4,855.9,856.0
455,4.4,855.9,856.0
456,4.4,855.9,856.0
457,4.4,855.9,856.0
458,4.4,855.9,856.0
459,4.4,855.9,855.9
460,4.4,855.9,855.9
461,4.4,855.9,855.9
462,4.4,855.9,855.9
463,4.4,855.9,855.9
464,4.4,855.9,855.9
465,4.4,855.9,855.9
466,4.4,855.9,855.9
467,4.4,855.9,855.9
468,4.4,855.9,855.9
469,4.4,855.9,855.9
470,4.4,855.9,855.9
471,4.4,855.9,855.9
472,4.4,855.9,855.9
473,4.4,855.9,855.9
474,4.4,855.9,855.9
475,4.4,855.9,855.9
476,4.4,855.9,855.9
477,4.4,855.9,855.9
478,4.4,855.9,855.9
479,4.4,855.9,855.9
480,4.4,855.9,855.9
481,4.4,855.9,855.9
482,4.4,855.9,855.9
483,4.4,855.9,855.9
484,4.4,855.9,855.9
485,4.4,855.9,855.9
486,4.4,855.9,855.9
487,4.4,855.9,855.9
488,4.4,855.9,855.9
489,4.4,855.9,855.9
490,4.4,855.9,855.9
491,4.4,855.9,855.9
492,4.4,855.9,855.9
493,4.4,855.9,855.9
494,4.4,855.9,855.9
495,4.4,855.9,855.9
496,4.4,855.9,855.9
497,4.4,855.9,855.9
498,4.4,855.9,855.9
499,4.4,855.9,855.9
500,4.4,855.9,855.9
501,4.4,855.9,855.9
502,4.4,855.9,855.9
503,4.4,855.9,855.9
504,4.4,855.9,855.9
505,4.4,855.9,855.9
506,4.4,855.9,855.9
507,4.4,855.9,855.9
508,4.4,855.9,855.9
509,4.4,855.9,855.9
510,4.4,855.9,855.9
511,4.3,855.9,855.9
512,4.3,855.9,855.9
513,4.3,855.9,855.9
514,4.3,855.9,855.9
515,4.3,855.9,855.9
516,4.3,855.9,855.9
517,4.3,855.9,855.9
518,4.3,855.9,855.9
519,4.3,855.9,855.9
520,4.3,855.9,855.9
521,4.3,855.9,855.9
522,4.3,855.9,855.9
523,4.3,855.9,855.9
524,4.3,855.9,855.9
525,4.3,855.9,855.9
526,4.3,855.9,855.9
527,4.3,855.9,855.9
528,4.3,855.9,855.9
529,4.3,855.9,855.9
530,4.3,855.9,855.9
531,4.3,855.9,855.9
532,4.3,855.9,855.9
533,4.3,855.9,855.9
534,4.3,855.9,855.9
535,4.3,855.9,855.9
536,4.3,855.9,855.9
537,4.3,855.9,855.9
538,4.3,855.9,855.9
539,4.3,855.9,855.9
540,4.3,855.9,855.9
541,4.3,855.9,855.9
542,4.3,855.9,855.9
543,4.3,855.9,855.9
544,4.3,855.9,855.9
545,4.3,855.8,855.9
546,4.3,855.8,855.9
547,4.3,855.8,855.9
548,4.3,855.8,855.9
549,4.3,855.8,855.9
550,4.3,855.8,855.9
551,4.3,855.8,855.9
552,4.3,855.8,855.9
553,4.3,855.8,855.9
554,4.3,855.8,855.9
555,4.3,855.8,855.9
556,4.3,855.8,855.9
557,4.3,855.8,855.9
558,4.3,855.8,855.9
559,4.3,855.8,855.9
560,4.3,855.8,855.9
561,4.3,855.8,855.9
562,4.3,855.8,855.9
563,4.3,855.8,855.9
564,4.3,855.8,855.9
565,4.3,855.8,855.9
566,4.3,855.8,855.9
567,4.3,855.8,855.9
568,4.3,855.8,855.9
569,4.3,855.8,855.9
570,4.3,855.8,855.9
571,4.3,855.8,855.9
572,4.3,855.8,855.9
573,4.3,855.8,855.9
574,4.3,855.8,855.9
575,4.3,855.8,855.9
576,4.3,855.8,855.9
577,4.3,855.8,855.9
578,4.3,855.8,855.9
579,4.3,855.8,855.9
580,4.3,855.8,855.9
581,4.3,855.8,855.9
582,4.3,855.8,855.9
583,4.3,855.8,855.9
584,4.3,855.8,855.9
585,4.3,855.8,855.9
586,4.3,855.8,855.9
587,4.3,855.8,855.9
588,4.3,855.8,855.9
589,4.3,855.8,855.9
590,4.3,855.8,855.9
591,4.3,855.8,855.9
592,4.3,855.8,855.9
593,4.3,855.8,855.9
594,4.3,855.8,855.9
595,4.3,855.8,855.9
596,4.3,855.8,855.9
597,4.3,855.8,855.9
598,4.3,855.8,855.9
599,4.3,855.8,855.9
600,4.3,855.8,855.9
601,4.2,855.8,855.9
602,4.2,855.8,855.9
603,4.2,855.8,855.9
604,4.2,855.8,855.9
605,4.2,855.8,855.9
606,4.2,855.8,855.9
607,4.2,855.8,855.9
608,4.2,855.8,855.9
609,4.2,855.8,855.9
610,4.2,855.8,855.9
611,4.2,855.8,855.9
612,4.2,855.8,855.9
613,4.2,855.8,855.9
614,4.2,855.8,855.9
615,4.2,855.8,855.9
616,4.2,855.8,855.9
617,4.2,855.8,855.9
618,4.2,855.8,855.9
619,4.2,855.8,855.9
620,4.2,855.8,855.9
621,4.2,855.8,855.9
622,4.2,855.8,855.9
623,4.2,855.8,855.9
624,4.2,855.8,855.9
625,4.2,855.8,855.9
626,4.2,855.8,855.9
627,4.2,855.8,855.9
628,4.2,855.8,855.9
629,4.2,855.8,855.9
630,4.2,855.8,855.9
631,4.2,855.8,855.9
632,4.2,855.8,855.9
633,4.2,855.8,855.9
634,4.2,855.8,855.9
635,4.2,855.8,855.9
636,4.2,855.8,855.9
637,4.2,855.8,855.9
638,4.2,855.8,855.9
639,4.2,855.8,855.9
640,4.2,855.8,855.9
641,4.2,855.8,855.9
642,4.2,855.8,855.9
643,4.2,855.8,855.9
644,4.2,855.8,855.9
645,4.2,855.8,855.9
646,4.2,855.8,855.9
647,4.2,855.8,855.9
648,4.2,855.8,855.9
649,4.2,855.8,855.9
650,4.2,855.8,855.9
651,4.2,855.8,855.9
652,4.2,855.8,855.9
653,4.2,855.8,855.9
654,4.2,855.8,855.9
655,4.2,855.8,855.9
656,4.2,855.8,855.9
657,4.2,855.8,855.9
658,4.2,855.8,855.9
659,4.2,855.8,855.9
660,4.2,855.8,855.9
661,4.2,855.8,855.9
662,4.2,855.8,855.9
663,4.2,855.8,855.9
664,4.2,855.8,855.9
665,4.2,855.8,855.9
666,4.2,855.8,855.9
667,4.2,855.8,855.9
668,4.2,855.8,855.9
669,4.2,855.8,855.9
670,4.2,855.8,855.9
671,4.2,855.8,855.9
672,4.2,855.8,855.9
673,4.2,855.8,855.9
674,4.2,855.8,855.9
675,4.2,855.8,855.9
676,4.2,855.8,855.9
677,4.2,855.8,855.9
678,4.2,855.8,855.9
679,4.2,855.8,855.9
680,4.2,855.8,855.9
681,4.2,855.8,855.9
682,4.2,855.8,855.9
683,4.2,855.8,855.9
684,4.2,855.8,855.9
685,4.2,855.8,855.9
686,4.2,855.8,855.9
687,4.2,855.8,855.9
688,4.2,855.8,855.9
689,4.2,855.8,855.9
690,4.2,855.8,855.9
691,4.2,855.8,855.9
692,4.2,855.8,855.9
693,4.2,855.8,855.9
694,4.2,855.8,855.9
695,4.2,855.8,855.9
696,4.2,855.8,855.9
697,4.2,855.8,855.9
698,4.2,855.8,855.9
699,4.2,855.8,855.9
700,4.2,855.8,855.9
701,4.2,855.8,855.9
702,4.1,855.8,855.9
703,4.1,855.8,855.9
704,4.1,855.8,855.9
705,4.1,855.8,855.9
706,4.1,855.8,855.9
707,4.1,855.8,855.9
708,4.1,855.8,855.9
709,4.1,855.8,855.9
710,4.1,855.8,855.9
711,4.1,855.8,855.9
712,4.1,855.8,855.9
713,4.1,855.8,855.9
714,4.1,855.8,855.9
715,4.1,855.8,855.9
716,4.1,855.8,855.9
717,4.1,855.8,855.9
718,4.1,855.8,855.9
719,4.1,855.8,855.9
720,4.1,855.8,855.9
721,4.1,855.8,855.9
722,4.1,855.8,855.9
723,4.1,855.8,855.9
724,4.1,855.8,855.9
725,4.1,855.8,855.9
726,4.1,855.8,855.9
727,4.1,855.8,855.9
728,4.1,855.8,855.9
729,4.1,855.8,855.9
730,4.1,855.8,855.9
731,4.1,855.8,855.9
732,4.1,855.8,855.9
733,4.1,855.8,855.9
734,4.1,855.8,855.9
735,4.1,855.8,855.9
736,4.1,855.8,855.9
737,4.1,855.8,855.9
738,4.1,855.8,855.9
739,4.1,855.8,855.9
740,4.1,855.8,855.9
741,4.1,855.8,855.9
742,4.1,855.8,855.9
743,4.1,855.8,855.9
744,4.1,855.8,855.9
745,4.1,855.8,855.9
746,4.1,855.8,855.9
747,4.1,855.8,855.9
748,4.1,855.8,855.9
749,4.1,855.8,855.9
750,4.1,855.8,855.9
751,4.1,855.8,855.9
752,4.1,855.8,855.9
753,4.1,855.8,855.9
754,4.1,855.8,855.9
755,4.1,855.8,855.9
756,4.1,855.8,855.9
757,4.1,855.8,855.9
758,4.1,855.8,855.9
759,4.1,855.8,855.9
760,4.1,855.8,855.9
761,4.1,855.8,855.9
762,4.1,855.8,855.9
763,4.1,855.8,855.9
764,4.1,855.8,855.9
765,4.1,855.8,855.9
766,4.1,855.8,855.9
767,4.1,855.8,855.9
768,4.1,855.8,855.9
769,4.1,855.8,855.9
770,4.1,855.8,855.9
771,4.1,855.8,855.9
772,4.1,855.8,855.9
773,4.1,855.8,855.9
774,4.1,855.8,855.9
775,4.1,855.8,855.9
776,4.1,855.8,855.9
777,4.1,855.8,855.9
778,4.1,855.8,855.9
779,4.1,855.8,855.9
780,4.1,855.8,855.9
781,4.1,855.8,855.9
782,4.1,855.8,855.9
783,4.1,855.8,855.9
784,4.1,855.8,855.9
785,4.1,855.8,855.9
786,4.1,855.8,855.9
787,4.1,855.8,855.9
788,4.1,855.8,855.9
789,4.1,855.8,855.9
790,4.1,855.8,855.9
791,4.1,855.8,855.9
792,4.1,855.8,855.9
793,4.1,855.8,855.9
794,4.1,855.8,855.9
795,4.1,855.8,855.9
796,4.1,855.8,855.9
797,4.1,855.8,855.9
798,4.1,855.8,855.9
799,4.1,855.8,855.9
800,4.1,855.8,855.9
801,4.1,855.8,855.9
802,4.1,855.8,855.9
803,4.1,855.8,855.9
804,4.1,855.8,855.9
805,4.1,855.8,855.9
806,4.1,855.8,855.9
807,4.1,855.8,855.9
808,4.1,855.8,855.9
809,4.1,855.8,855.9
810,4.1,855.8,855.9
811,4.1,855.8,855.9
812,4.1,855.8,855.9
813,4.1,855.8,855.9
814,4.1,855.8,855.9
815,4.0,855.8,855.9
816,4.0,855.8,855.9
817,4.0,855.8,855.9
818,4.0,855.8,855.9
819,4.0,855.8,855.9
820,4.0,855.8,855.9
821,4.0,855.8,855.9
822,4.0,855.8,855.9
823,4.0,855.8,855.9
824,4.0,855.8,855.9
825,4.0,855.8,855.9
826,4.0,855.8,855.9
827,4.0,855.8,855.9
828,4.0,855.8,855.9
829,4.0,855.8,855.9
830,4.0,855.8,855.9
831,4.0,855.8,855.9
832,4.0,855.8,855.9
833,4.0,855.8,855.9
834,4.0,855.8,855.9
835,4.0,855.8,855.9
836,4.0,855.8,855.9
837,4.0,855.8,855.9
838,4.0,855.8,855.9
839,4.0,855.8,855.9
840,4.0,855.8,855.9
841,4.0,855.8,855.9
842,4.0,855.8,855.9
843,4.0,855.8,855.9
844,4.0,855.8,855.9
845,4.0,855.8,855.9
846,4.0,855.8,855.9
847,4.0,855.8,855.9
848,4.0,855.8,855.9
849,4.0,855.8,855.9
850,4.0,855.8,855.9
851,4.0,855.8,855.9
852,4.0,855.8,855.9
853,4.0,855.8,855.9
854,4.0,855.8,855.9
855,4.0,855.8,855.9
856,4.0,855.8,855.9
857,4.0,855.8,855.9
858,4.0,855.8,855.9
859,4.0,855.8,855.9
860,4.0,855.8,855.9
861,4.0,855.8,855.9
862,4.0,855.8,855.9
863,4.0,855.8,855.9
864,4.0,855.8,855.9
865,4.0,855.8,855.9
866,4.0,855.8,855.9
867,4.0,855.8,855.9
868,4.0,855.8,855.9
869,4.0,855.8,855.9
870,4.0,855.8,855.9
871,4.0,855.8,855.9
872,4.0,855.8,855.9
873,4.0,855.8,855.9
874,4.0,855.8,855.9
875,4.0,855.8,855.9
876,4.0,855.8,855.9
877,4.0,855.8,855.9
878,4.0,855.8,855.9
879,4.0,855.8,855.9
880,4.0,855.8,855.9
881,4.0,855.8,855.9
882,4.0,855.8,855.9
883,4.0,855.8,855.9
884,4.0,855.8,855.9
885,4.0,855.8,855.9
886,4.0,855.8,855.9
887,4.0,855.8,855.9
888,4.0,855.8,855.9
889,4.0,855.8,855.9
890,4.0,855.8,855.9
891,4.0,855.8,855.9
892,4.0,855.8,855.9
893,4.0,855.8,855.9
894,4.0,855.8,855.9
895,4.0,855.8,855.9
896,4.0,855.8,855.9
897,4.0,855.8,855.9
898,4.0,855.8,855.9
899,4.0,855.8,855.9
900,4.0,855.8,855.9
901,4.0,855.8,855.9
902,4.0,855.8,855.9
903,4.0,855.8,855.9
904,4.0,855.8,855.9
905,4.0,855.8,855.9
906,4.0,855.8,855.9
907,4.0,855.8,855.9
908,4.0,855.8,855.9
909,4.0,855.8,855.9
910,4.0,855.8,855.9
911,4.0,855.8,855.9
912,4.0,855.8,855.9
913,4.0,855.8,855.9
914,4.0,855.8,855.9
915,4.0,855.8,855.9
916,4.0,855.8,855.9
917,4.0,855.8,855.9
918,4.0,855.8,855.9
919,4.0,855.8,855.9
920,4.0,855.8,855.9
921,4.0,855.8,855.9
922,4.0,855.8,855.9
923,4.0,855.8,855.9
924,4.0,855.8,855.9
925,4.0,855.8,855.9
926,4.0,855.8,855.9
927,4.0,855.8,855.9
928,4.0,855.8,855.9
929,4.0,855.8,855.9
930,4.0,855.8,855.9
931,4.0,855.8,855.9
932,4.0,855.8,855.9
933,4.0,855.8,855.9
934,4.0,855.8,855.9
935,4.0,855.8,855.9
936,4.0,855.8,855.9
937,4.0,855.8,855.9
938,4.0,855.8,855.9
939,4.0,855.8,855.9
940,4.0,855.8,855.9
941,4.0,855.8,855.9
942,4.0,855.8,855.9
943,4.0,855.8,855.9
944,4.0,855.8,855.9
945,3.9,855.8,855.9
946,3.9,855.8,855.9
947,3.9,855.8,855.9
948,3.9,855.8,855.9
949,3.9,855.8,855.9
950,3.9,855.8,855.9
951,3.9,855.8,855.9
952,3.9,855.8,855.9
953,3.9,855.8,855.9
954,3.9,855.8,855.9
955,3.9,855.8,855.9
956,3.9,855.8,855.9
957,3.9,855.8,855.9
958,3.9,855.8,855.9
959,3.9,855.8,855.9
960,3.9,855.8,855.9
961,3.9,855.8,855.9
962,3.9,855.8,855.9
963,3.9,855.8,855.9
964,3.9,855.8,855.9
965,3.9,855.8,855.9
966,3.9,855.8,855.9
967,3.9,855.8,855.9
968,3.9,855.8,855.9
969,3.9,855.8,855.9
970,3.9,855.8,855.9
971,3.9,855.8,855.9
972,3.9,855.8,855.9
973,3.9,855.8,855.9
974,3.9,855.8,855.9
975,3.9,855.8,855.9
976,3.9,855.8,855.9
977,3.9,855.8,855.9
978,3.9,855.8,855.9
979,3.9,855.8,855.9
980,3.9,855.8,855.9
981,3.9,855.8,855.9
982,3.9,855.8,855.9
983,3.9,855.8,855.9
984,3.9,855.8,855.9
985,3.9,855.8,855.9
986,3.9,855.8,855.9
987,3.9,855.8,855.9
988,3.9,855.8,855.9
989,3.9,855.8,855.9
990,3.9,855.8,855.8
991,3.9,855.8,855.8
992,3.9,855.8,855.8
993,3.9,855.8,855.8
994,3.9,855.8,855.8
995,3.9,855.8,855.8
