Time,Mass (g),T Back (K),T Top (K)
346,18.3,561.6,624.3
347,18.3,561.9,624.4
348,18.3,562.3,624.4
349,18.3,562.7,624.5
350,18.3,563.0,624.6
351,18.2,563.4,624.7
352,18.2,563.8,624.8
353,18.2,564.1,624.9
354,18.2,564.5,625.0
355,18.1,564.8,625.0
356,18.1,565.2,625.1
357,18.1,565.5,625.2
358,18.1,565.9,625.3
359,18.0,566.2,625.4
360,18.0,566.6,625.4
361,18.0,566.9,625.5
362,18.0,567.2,625.6
363,17.9,567.6,625.7
364,17.9,567.9,625.8
365,17.9,568.2,625.8
366,17.9,568.6,625.9
367,17.9,568.9,626.0
368,17.8,569.2,626.1
369,17.8,569.6,626.2
370,17.8,569.9,626.2
371,17.8,570.2,626.3
372,17.7,570.5,626.4
373,17.7,570.9,626.5
374,17.7,571.2,626.5
375,17.7,571.5,626.6
376,17.6,571.8,626.7
377,17.6,572.1,626.8
378,17.6,572.4,626.8
379,17.6,572.8,626.9
380,17.5,573.1,627.0
381,17.5,573.4,627.0
382,17.5,573.7,627.1
383,17.5,574.0,627.2
384,17.4,574.3,627.3
385,17.4,574.6,627.3
386,17.4,574.9,627.4
387,17.4,575.2,627.5
388,17.3,575.5,627.5
389,17.3,575.8,627.6
390,17.3,576.0,627.7
391,17.3,576.3,627.7
392,17.2,576.6,627.8
393,17.2,576.9,627.9
394,17.2,577.2,627.9
395,17.2,577.5,628.0
396,17.1,577.8,628.1
397,17.1,578.0,628.1
398,17.1,578.3,628.2
399,17.1,578.6,628.3
400,17.0,578.9,628.3
401,17.0,579.1,628.4
402,17.0,579.4,628.5
403,16.9,579.7,628.5
404,16.9,580.0,628.6
405,16.9,580.2,628.6
406,16.9,580.5,628.7
407,16.8,580.7,628.8
408,16.8,581.0,628.8
409,16.8,581.3,628.9
410,16.8,581.5,628.9
411,16.7,581.8,629.0
412,16.7,582.0,629.1
413,16.7,582.3,629.1
414,16.7,582.5,629.2
415,16.6,582.8,629.2
416,16.6,583.0,629.3
417,16.6,583.3,629.4
418,16.6,583.5,629.4
419,16.5,583.8,629.5
420,16.5,584.0,629.5
421,16.5,584.3,629.6
422,16.5,584.5,629.6
423,16.4,584.8,629.7
424,16.4,585.0,629.7
425,16.4,585.2,629.8
426,16.3,585.5,629.9
427,16.3,585.7,629.9
428,16.3,585.9,629.9
429,16.3,586.1,630.0
430,16.2,586.4,630.0
431,16.2,586.6,630.1
432,16.2,586.8,630.1
433,16.2,587.0,630.2
434,16.1,587.3,630.2
435,16.1,587.5,630.3
436,16.1,587.7,630.3
437,16.1,587.9,630.4
438,16.0,588.1,630.4
439,16.0,588.4,630.5
440,16.0,588.6,630.5
441,15.9,588.8,630.6
442,15.9,589.0,630.6
443,15.9,589.2,630.7
444,15.9,589.4,630.7
445,15.8,589.6,630.8
446,15.8,589.8,630.8
447,15.8,590.0,630.9
448,15.8,590.2,630.9
449,15.7,590.4,631.0
450,15.7,590.6,631.0
451,15.7,590.8,631.1
452,15.7,591.0,631.1
453,15.6,591.2,631.2
454,15.6,591.4,631.2
455,15.6,591.6,631.2
456,15.6,591.8,631.3
457,15.5,591.9,631.3
458,15.5,592.1,631.4
459,15.5,592.3,631.4
460,15.4,592.5,631.5
461,15.4,592.7,631.5
462,15.4,592.9,631.6
463,15.4,593.0,631.6
464,15.3,593.2,631.6
465,15.3,593.4,631.7
466,15.3,593.6,631.7
467,15.3,593.7,631.8
468,15.2,593.9,631.8
469,15.2,594.1,631.8
470,15.2,594.2,631.9
471,15.2,594.4,631.9
472,15.1,594.6,632.0
473,15.1,594.7,632.0
474,15.1,594.9,632.1
475,15.1,595.1,632.1
476,15.0,595.2,632.1
477,15.0,595.4,632.2
478,15.0,595.5,632.2
479,15.0,595.7,632.2
480,14.9,595.8,632.3
481,14.9,596.0,632.3
482,14.9,596.2,632.4
483,14.9,596.3,632.4
484,14.8,596.5,632.4
485,14.8,596.6,632.5
486,14.8,596.8,632.5
487,14.8,596.9,632.5
488,14.7,597.0,632.6
489,14.7,597.2,632.6
490,14.7,597.3,632.7
491,14.7,597.5,632.7
492,14.6,597.6,632.7
493,14.6,597.7,632.8
494,14.6,597.9,632.8
495,14.6,598.0,632.8
496,14.5,598.1,632.9
497,14.5,598.3,632.9
498,14.5,598.4,632.9
499,14.5,598.5,633.0
500,14.4,598.7,633.0
501,14.4,598.8,633.0
502,14.4,598.9,633.1
503,14.4,599.1,633.1
504,14.3,599.2,633.1
505,14.3,599.3,633.2
506,14.3,599.4,633.2
507,14.3,599.6,633.2
508,14.2,599.7,633.3
509,14.2,599.8,633.3
510,14.2,599.9,633.3
511,14.2,600.0,633.4
512,14.2,600.1,633.4
513,14.1,600.3,633.4
514,14.1,600.4,633.5
515,14.1,600.5,633.5
516,14.1,600.6,633.5
517,14.0,600.7,633.6
518,14.0,600.8,633.6
519,14.0,600.9,633.6
520,14.0,601.0,633.6
521,13.9,601.1,633.7
522,13.9,601.2,633.7
523,13.9,601.4,633.7
524,13.9,601.5,633.8
525,13.9,601.6,633.8
526,13.8,601.7,633.8
527,13.8,601.8,633.9
528,13.8,601.9,633.9
529,13.8,602.0,633.9
530,13.7,602.1,633.9
531,13.7,602.2,634.0
532,13.7,602.3,634.0
533,13.7,602.4,634.0
534,13.6,602.5,634.1
535,13.6,602.5,634.1
536,13.6,602.6,634.1
537,13.6,602.7,634.1
538,13.6,602.8,634.2
539,13.5,602.9,634.2
540,13.5,603.0,634.2
541,13.5,603.1,634.2
542,13.5,603.2,634.3
543,13.5,603.3,634.3
544,13.4,603.4,634.3
545,13.4,603.4,634.4
546,13.4,603.5,634.4
547,13.4,603.6,634.4
548,13.3,603.7,634.4
549,13.3,603.8,634.5
550,13.3,603.9,634.5
551,13.3,604.0,634.5
552,13.3,604.0,634.5
553,13.2,604.1,634.6
554,13.2,604.2,634.6
555,13.2,604.3,634.6
556,13.2,604.4,634.6
557,13.2,604.4,634.7
558,13.1,604.5,634.7
559,13.1,604.6,634.7
560,13.1,604.7,634.7
561,13.1,604.8,634.8
562,13.0,604.8,634.8
563,13.0,604.9,634.8
564,13.0,605.0,634.8
565,13.0,605.1,634.9
566,13.0,605.1,634.9
567,12.9,605.2,634.9
568,12.9,605.3,634.9
569,12.9,605.4,635.0
570,12.9,605.4,635.0
571,12.9,605.5,635.0
572,12.8,605.6,635.0
573,12.8,605.6,635.1
574,12.8,605.7,635.1
575,12.8,605.8,635.1
576,12.8,605.9,635.1
577,12.7,605.9,635.2
578,12.7,606.0,635.2
579,12.7,606.1,635.2
580,12.7,606.1,635.2
581,12.7,606.2,635.2
582,12.6,606.3,635.3
583,12.6,606.3,635.3
584,12.6,606.4,635.3
585,12.6,606.5,635.3
586,12.6,606.5,635.4
587,12.5,606.6,635.4
588,12.5,606.7,635.4
589,12.5,606.7,635.4
590,12.5,606.8,635.5
591,12.5,606.9,635.5
592,12.5,606.9,635.5
593,12.4,607.0,635.5
594,12.4,607.1,635.5
595,12.4,607.1,635.6
596,12.4,607.2,635.6
597,12.4,607.3,635.6
598,12.3,607.3,635.6
599,12.3,607.4,635.7
600,12.3,607.4,635.7
601,12.3,607.5,635.7
602,12.3,607.6,635.7
603,12.2,607.6,635.7
604,12.2,607.7,635.8
605,12.2,607.8,635.8
606,12.2,607.8,635.8
607,12.2,607.9,635.8
608,12.2,607.9,635.9
609,12.1,608.0,635.9
610,12.1,608.1,635.9
611,12.1,608.1,635.9
612,12.1,608.2,635.9
613,12.1,608.2,636.0
614,12.0,608.3,636.0
615,12.0,608.4,636.0
616,12.0,608.4,636.0
617,12.0,608.5,636.1
618,12.0,608.5,636.1
619,11.9,608.6,636.1
620,11.9,608.7,636.1
621,11.9,608.7,636.1
622,11.9,608.8,636.2
623,11.9,608.8,636.2
624,11.9,608.9,636.2
625,11.8,609.0,636.2
626,11.8,609.0,636.2
627,11.8,609.1,636.3
628,11.8,609.1,636.3
629,11.8,609.2,636.3
630,11.7,609.2,636.3
631,11.7,609.3,636.4
632,11.7,609.4,636.4
633,11.7,609.4,636.4
634,11.7,609.5,636.4
635,11.7,609.5,636.4
636,11.6,609.6,636.5
637,11.6,609.7,636.5
638,11.6,609.7,636.5
639,11.6,609.8,636.5
640,11.6,609.8,636.5
641,11.6,609.9,636.6
642,11.5,609.9,636.6
643,11.5,610.0,636.6
644,11.5,610.1,636.6
645,11.5,610.1,636.6
646,11.5,610.2,636.7
647,11.4,610.2,636.7
648,11.4,610.3,636.7
649,11.4,610.3,636.7
650,11.4,610.4,636.8
651,11.4,610.5,636.8
652,11.4,610.5,636.8
653,11.3,610.6,636.8
654,11.3,610.6,636.8
655,11.3,610.7,636.9
656,11.3,610.7,636.9
657,11.3,610.8,636.9
658,11.3,610.9,636.9
659,11.2,610.9,636.9
660,11.2,611.0,637.0
661,11.2,611.0,637.0
662,11.2,611.1,637.0
663,11.2,611.1,637.0
664,11.2,611.2,637.1
665,11.1,611.3,637.1
666,11.1,611.3,637.1
667,11.1,611.4,637.1
668,11.1,611.4,637.1
669,11.1,611.5,637.2
670,11.1,611.6,637.2
671,11.0,611.6,637.2
672,11.0,611.7,637.2
673,11.0,611.7,637.2
674,11.0,611.8,637.3
675,11.0,611.8,637.3
676,11.0,611.9,637.3
677,10.9,612.0,637.3
678,10.9,612.0,637.3
679,10.9,612.1,637.4
680,10.9,612.1,637.4
681,10.9,612.2,637.4
682,10.9,612.2,637.4
683,10.8,612.3,637.5
684,10.8,612.4,637.5
685,10.8,612.4,637.5
686,10.8,612.5,637.5
687,10.8,612.5,637.5
688,10.8,612.6,637.6
689,10.7,612.6,637.6
690,10.7,612.7,637.6
691,10.7,612.8,637.6
692,10.7,612.8,637.6
693,10.7,612.9,637.7
694,10.7,612.9,637.7
695,10.6,613.0,637.7
696,10.6,613.1,637.7
697,10.6,613.1,637.8
698,10.6,613.2,637.8
699,10.6,613.2,637.8
700,10.6,613.3,637.8
701,10.5,613.3,637.8
702,10.5,613.4,637.9
703,10.5,613.5,637.9
704,10.5,613.5,637.9
705,10.5,613.6,637.9
706,10.5,613.6,637.9
707,10.4,613.7,638.0
708,10.4,613.8,638.0
709,10.4,613.8,638.0
710,10.4,613.9,638.0
711,10.4,613.9,638.1
712,10.4,614.0,638.1
713,10.4,614.1,638.1
714,10.3,614.1,638.1
715,10.3,614.2,638.1
716,10.3,614.2,638.2
717,10.3,614.3,638.2
718,10.3,614.4,638.2
719,10.3,614.4,638.2
720,10.2,614.5,638.3
721,10.2,614.5,638.3
722,10.2,614.6,638.3
723,10.2,614.7,638.3
724,10.2,614.7,638.3
725,10.2,614.8,638.4
726,10.1,614.8,638.4
727,10.1,614.9,638.4
728,10.1,615.0,638.4
729,10.1,615.0,638.5
730,10.1,615.1,638.5
731,10.1,615.1,638.5
732,10.1,615.2,638.5
733,10.0,615.3,638.5
734,10.0,615.3,638.6
735,10.0,615.4,638.6
736,10.0,615.4,638.6
737,10.0,615.5,638.6
738,10.0,615.6,638.7
739,9.9,615.6,638.7
740,9.9,615.7,638.7
741,9.9,615.7,638.7
742,9.9,615.8,638.7
743,9.9,615.9,638.8
744,9.9,615.9,638.8
745,9.9,616.0,638.8
746,9.8,616.1,638.8
747,9.8,616.1,638.9
748,9.8,616.2,638.9
749,9.8,616.2,638.9
750,9.8,616.3,638.9
751,9.8,616.4,638.9
752,9.7,616.4,639.0
753,9.7,616.5,639.0
754,9.7,616.5,639.0
755,9.7,616.6,639.0
756,9.7,616.7,639.1
757,9.7,616.7,639.1
758,9.7,616.8,639.1
759,9.6,616.9,639.1
760,9.6,616.9,639.1
761,9.6,617.0,639.2
762,9.6,617.0,639.2
763,9.6,617.1,639.2
764,9.6,617.2,639.2
765,9.5,617.2,639.3
766,9.5,617.3,639.3
767,9.5,617.4,639.3
768,9.5,617.4,639.3
769,9.5,617.5,639.4
770,9.5,617.6,639.4
771,9.5,617.6,639.4
772,9.4,617.7,639.4
773,9.4,617.7,639.4
774,9.4,617.8,639.5
775,9.4,617.9,639.5
776,9.4,617.9,639.5
777,9.4,618.0,639.5
778,9.4,618.1,639.6
779,9.3,618.1,639.6
780,9.3,618.2,639.6
781,9.3,618.3,639.6
782,9.3,618.3,639.7
783,9.3,618.4,639.7
784,9.3,618.4,639.7
785,9.3,618.5,639.7
786,9.2,618.6,639.7
787,9.2,618.6,639.8
788,9.2,618.7,639.8
789,9.2,618.8,639.8
790,9.2,618.8,639.8
791,9.2,618.9,639.9
792,9.2,619.0,639.9
793,9.1,619.0,639.9
794,9.1,619.1,639.9
795,9.1,619.2,640.0
796,9.1,619.2,640.0
797,9.1,619.3,640.0
798,9.1,619.4,640.0
799,9.1,619.4,640.0
800,9.0,619.5,640.1
801,9.0,619.6,640.1
802,9.0,619.6,640.1
803,9.0,619.7,640.1
804,9.0,619.8,640.2
805,9.0,619.8,640.2
806,9.0,619.9,640.2
807,8.9,620.0,640.2
808,8.9,620.0,640.3
809,8.9,620.1,640.3
810,8.9,620.2,640.3
811,8.9,620.2,640.3
812,8.9,620.3,640.4
813,8.9,620.4,640.4
814,8.8,620.4,640.4
815,8.8,620.5,640.4
816,8.8,620.6,640.5
817,8.8,620.6,640.5
818,8.8,620.7,640.5
819,8.8,620.8,640.5
820,8.8,620.8,640.6
821,8.7,620.9,640.6
822,8.7,621.0,640.6
823,8.7,621.0,640.6
824,8.7,621.1,640.7
825,8.7,621.2,640.7
826,8.7,621.2,640.7
827,8.7,621.3,640.7
828,8.6,621.4,640.7
829,8.6,621.4,640.8
830,8.6,621.5,640.8
831,8.6,621.6,640.8
832,8.6,621.7,640.8
833,8.6,621.7,640.9
834,8.6,621.8,640.9
835,8.6,621.9,640.9
836,8.5,621.9,640.9
837,8.5,622.0,641.0
838,8.5,622.1,641.0
839,8.5,622.1,641.0
840,8.5,622.2,641.0
841,8.5,622.3,641.1
842,8.5,622.3,641.1
843,8.4,622.4,641.1
844,8.4,622.5,641.1
845,8.4,622.6,641.2
846,8.4,622.6,641.2
847,8.4,622.7,641.2
848,8.4,622.8,641.2
849,8.4,622.8,641.3
850,8.4,622.9,641.3
851,8.3,623.0,641.3
852,8.3,623.0,641.3
853,8.3,623.1,641.4
854,8.3,623.2,641.4
855,8.3,623.3,641.4
856,8.3,623.3,641.4
857,8.3,623.4,641.5
858,8.2,623.5,641.5
859,8.2,623.5,641.5
860,8.2,623.6,641.5
861,8.2,623.7,641.6
862,8.2,623.8,641.6
863,8.2,623.8,641.6
864,8.2,623.9,641.7
865,8.2,624.0,641.7
866,8.1,624.1,641.7
867,8.1,624.1,641.7
868,8.1,624.2,641.8
869,8.1,624.3,641.8
870,8.1,624.3,641.8
871,8.1,624.4,641.8
872,8.1,624.5,641.9
873,8.1,624.6,641.9
874,8.0,624.6,641.9
875,8.0,624.7,641.9
876,8.0,624.8,642.0
877,8.0,624.9,642.0
878,8.0,624.9,642.0
879,8.0,625.0,642.0
880,8.0,625.1,642.1
881,8.0,625.1,642.1
882,7.9,625.2,642.1
883,7.9,625.3,642.1
884,7.9,625.4,642.2
885,7.9,625.4,642.2
886,7.9,625.5,642.2
887,7.9,625.6,642.2
888,7.9,625.7,642.3
889,7.9,625.7,642.3
890,7.8,625.8,642.3
891,7.8,625.9,642.4
892,7.8,626.0,642.4
893,7.8,626.0,642.4
894,7.8,626.1,642.4
895,7.8,626.2,642.5
896,7.8,626.3,642.5
897,7.8,626.3,642.5
898,7.7,626.4,642.5
899,7.7,626.5,642.6
900,7.7,626.6,642.6
901,7.7,626.6,642.6
902,7.7,626.7,642.6
903,7.7,626.8,642.7
904,7.7,626.9,642.7
905,7.7,627.0,642.7
906,7.6,627.0,642.8
907,7.6,627.1,642.8
908,7.6,627.2,642.8
909,7.6,627.3,642.8
910,7.6,627.3,642.9
911,7.6,627.4,642.9
912,7.6,627.5,642.9
913,7.6,627.6,642.9
914,7.6,627.6,643.0
915,7.5,627.7,643.0
916,7.5,627.8,643.0
917,7.5,627.9,643.1
918,7.5,628.0,643.1
919,7.5,628.0,643.1
920,7.5,628.1,643.1
921,7.5,628.2,643.2
922,7.5,628.3,643.2
923,7.4,628.3,643.2
924,7.4,628.4,643.2
925,7.4,628.5,643.3
926,7.4,628.6,643.3
927,7.4,628.7,643.3
928,7.4,628.7,643.4
929,7.4,628.8,643.4
930,7.4,628.9,643.4
931,7.4,629.0,643.4
932,7.3,629.1,643.5
933,7.3,629.1,643.5
934,7.3,629.2,643.5
935,7.3,629.3,643.6
936,7.3,629.4,643.6
937,7.3,629.5,643.6
938,7.3,629.5,643.6
939,7.3,629.6,643.7
940,7.3,629.7,643.7
941,7.2,629.8,643.7
942,7.2,629.9,643.8
943,7.2,629.9,643.8
944,7.2,630.0,643.8
945,7.2,630.1,643.8
946,7.2,630.2,643.9
947,7.2,630.3,643.9
948,7.2,630.3,643.9
949,7.2,630.4,644.0
950,7.2,630.5,644.0
951,7.1,630.6,644.0
952,7.1,630.7,644.0
953,7.1,630.8,644.1
954,7.1,630.8,644.1
955,7.1,630.9,644.1
956,7.1,631.0,644.2
957,7.1,631.1,644.2
958,7.1,631.2,644.2
959,7.1,631.2,644.2
960,7.0,631.3,644.3
961,7.0,631.4,644.3
962,7.0,631.5,644.3
963,7.0,631.6,644.4
964,7.0,631.7,644.4
965,7.0,631.7,644.4
966,7.0,631.8,644.4
967,7.0,631.9,644.5
968,7.0,632.0,644.5
969,7.0,632.1,644.5
970,6.9,632.2,644.6
971,6.9,632.2,644.6
972,6.9,632.3,644.6
973,6.9,632.4,644.7
974,6.9,632.5,644.7
975,6.9,632.6,644.7
976,6.9,632.7,644.7
977,6.9,632.8,644.8
978,6.9,632.8,644.8
979,6.9,632.9,644.8
980,6.8,633.0,644.9
981,6.8,633.1,644.9
982,6.8,633.2,644.9
983,6.8,633.3,644.9
984,6.8,633.3,645.0
985,6.8,633.4,645.0
986,6.8,633.5,645.0
987,6.8,633.6,645.1
988,6.8,633.7,645.1
989,6.8,633.8,645.1
990,6.7,633.9,645.2
991,6.7,633.9,645.2
992,6.7,634.0,645.2
993,6.7,634.1,645.2
994,6.7,634.2,645.3
995,6.7,634.3,645.3
