Time,Mass (g),T Back (K),T Top (K)
0.0,21.6,293.0,293.0
1.0,21.6,293.0,354.068663
2.0,21.59999892,293.0,418.03629
3.01,21.599988552000003,293.0,459.80996
4.01,21.59994168,293.000002,493.18608
5.01,21.599796096000002,293.000058,522.02193
6.01,21.599437752,293.000658,547.1392900000001
7.01,21.598694496,293.003907,568.7403899999999
8.01,21.5973432,293.015179,587.66798
9.01,21.595113648,293.044169,604.62725
10.01,21.591679896000002,293.104675,619.89816
11.01,21.58663824,293.213321,633.6056100000001
12.01,21.579470496000003,293.387866,645.77835
13.01,21.569524128,293.6456,656.47333
14.01,21.556052424,294.002141,665.69029
15.01,21.538355112,294.470671,673.39624
16.01,21.515987232,295.061568,679.55477
17.01,21.488923944,295.782344,684.27221
18.0,21.457726848,296.633048,687.79736
19.0,21.422902032000003,297.619574,690.44749
20.0,21.384957528,298.747372,692.50762
21.0,21.344678928,300.006145,694.18544
22.0,21.3025464,301.388774,695.64282
23.0,21.258901224000002,302.888104,696.98703
24.0,21.213974952,304.497161,698.28213
25.0,21.167923968,306.207067,699.5667100000001
26.0,21.120869232,308.009404,700.68806
27.0,21.072853296,309.895293,702.02982
28.0,21.023934048,311.856365,703.3919900000001
29.0,20.974206096,313.884364,704.76559
30.0,20.923766856,315.971319,706.0041699999999
31.0,20.872664712,318.111174,707.42824
32.0,20.820958848,320.30514,708.86659
33.0,20.768750136,322.548081,710.2285899999999
34.0,20.716120224,324.82543499999997,711.62547
35.0,20.663114688000004,327.133085,713.09388
36.0,20.609819928000004,329.470281,714.5129999999999
37.0,20.556306576,331.83349499999997,715.89458
38.0,20.502612000000003,334.218619,717.3603499999999
39.0,20.448796248,336.621869,718.78813
40.0,20.394901872000002,339.03961200000003,720.14302
41.0,20.340951336,341.468089,721.57498
42.0,20.286979632,343.903926,722.97576
43.0,20.233005336,346.343703,724.28411
44.01,20.178764928000003,348.79519500000004,725.66431
45.01,20.124548064000003,351.243477,727.01908
46.01,20.070626904,353.678261,728.26955
47.01,20.016729288,356.11147900000003,729.56858
48.01,19.962866664,358.542503,730.84869
49.01,19.909036224,360.970593,732.0459900000001
50.01,19.855228896000003,363.394953,733.26317
51.01,19.801454616,365.814712,734.47335
52.01,19.747709496000002,368.229197,735.62073
53.01,19.693979064,370.637683,736.75909
54.01,19.640272824,373.03935,737.90395
55.01,19.586587968,375.43377,739.00356
56.01,19.532905704,377.82033,740.07071
57.01,19.479234024,380.19831,741.15477
58.01,19.425571416,382.56726000000003,742.20991
59.01,19.371898224000002,384.92672,743.21443
60.01,19.318217904,387.27609,744.24167
61.01,19.264531104,389.61490000000003,745.25235
62.01,19.210820112,391.94277999999997,746.20643
63.01,19.157081256,394.25907,747.17867
64.01,19.10331864,396.56329,748.14272
65.01,19.04951844,398.85519,749.0609999999999
66.01,18.995668344000002,401.13408000000004,749.9782700000001
67.01,18.941775696,403.39946,750.8973100000001
68.01,18.887830776,405.65082,751.7850900000001
69.01,18.833815440000002,407.88759,752.65194
70.01,18.779737248,410.10907,753.52857
71.01,18.725591232000003,412.31458,754.38645
72.01,18.671356872000004,414.50335,755.2103
73.0,18.617310864,416.66343,756.0421699999999
74.0,18.563180616,418.80458,756.8651
75.0,18.508675608,420.93593,757.6546599999999
76.0,18.454065192,423.04381,758.45099
77.0,18.399352824,425.1237,759.24456
78.0,18.344524248000003,427.16948,760.0090299999999
79.0,18.289569528,429.18041,760.7670499999999
80.0,18.23449536,431.16227000000003,761.52751
81.0,18.179292888,433.11822,762.26917
82.0,18.123945912,435.05077,762.99203
83.0,18.068461992000003,436.96184,763.72082
84.0,18.012837024,438.85312999999996,764.4392
85.0,17.957052864,440.72612000000004,765.13219
86.0,17.901114912,442.58184,765.83125
87.0,17.84502252,444.42194,766.52437
88.0,17.788759704,446.24748999999997,767.1927499999999
89.0,17.732326896,448.05931,767.86249
90.0,17.67572712,449.85835,768.53031
91.0,17.61894828,451.64587,769.17835
92.0,17.561984976,453.42295,769.81924
93.0,17.504842608,455.19056,770.46183
94.0,17.447513184,456.94993,771.0905
95.0,17.389986336000003,458.70253,771.7062900000001
96.0,17.332269408000002,460.45145,772.3236099999999
97.0,17.274357648000002,462.20366,772.9330600000001
98.0,17.21623788,463.96074999999996,773.52608
99.0,17.157916584000002,465.72033,774.11959
100.0,17.0993916,467.48189,774.7085099999999
101.0,17.040649104,469.2445,775.2805000000001
102.0,16.981692768000002,471.0077,775.85159
103.0,16.922523024,472.77106000000003,776.4202399999999
104.0,16.863126048,474.53445,776.97249
105.0,16.803502704,476.29759,777.5235
106.0,16.743654504,478.06054,778.071
107.0,16.68356892,479.82312,778.6075599999999
108.0,16.623243144,481.5851,779.13688
109.0,16.562679552000002,483.34662000000003,779.6666299999999
110.0,16.501867128,485.10758,780.18728
111.0,16.440799392000002,486.86794,780.69768
112.0,16.379479368,488.6275,781.20988
113.0,16.317896904,490.38695,781.71334
114.0,16.256043144,492.14583,782.20926
115.0,16.19392068,493.90438,782.70319
116.0,16.131521304,495.66262,783.1934699999999
117.0,16.068833136000002,497.42066,783.67201
118.0,16.005858984,499.17853,784.15189
119.0,15.94259064,500.93674,784.62589
120.0,15.879016008000002,502.6951,785.09245
121.0,15.815136816,504.45384,785.55559
122.0,15.750945504,506.21332,786.01778
123.0,15.686428464,507.97354,786.46925
124.0,15.621587424000001,509.73479,786.92031
125.0,15.556414824,511.49733000000003,787.36779
126.0,15.490896840000001,513.2618600000001,787.80817
127.0,15.425034552000001,515.02837,788.24545
128.0,15.358819968,516.79764,788.6807
129.0,15.292239912000001,518.57002,789.10969
130.0,15.225293952,520.3463,789.53434
131.0,15.157974096,522.12774,789.95906
132.0,15.090267168,523.91693,790.37511
133.0,15.022172304000001,525.71371,790.79062
134.0,14.953680864,527.51464,791.20198
135.0,14.884779672,529.3179700000001,791.60923
136.0,14.815467648,531.1226899999999,792.0132
137.0,14.745734424,532.92845,792.41444
138.0,14.675567904000001,534.73453,792.81229
139.0,14.60496636,536.5406399999999,793.20481
140.0,14.53391748,538.34659,793.59802
141.0,14.462410464000001,540.15189,793.9844
142.0,14.390441856,541.95627,794.36897
143.0,14.317997400000001,543.75969,794.75282
144.0,14.245068456000002,545.5617,795.12951
145.0,14.171649192,547.36225,795.50685
146.0,14.097722976,549.16125,795.88007
147.0,14.023284192000002,550.9582,796.24982
148.0,13.948323984000002,552.75315,796.61868
149.0,13.872825936000002,554.54588,796.98314
150.0,13.796785512000001,556.33602,797.34619
151.0,13.720188888000001,558.12366,797.70624
152.0,13.643023104000001,559.90841,798.06361
153.0,13.565282328,561.69003,798.41945
154.0,13.48694928,563.4685099999999,798.77208
155.0,13.4080164,565.24325,799.12274
156.0,13.32847224,567.01415,799.47119
157.0,13.248301032,568.78081,799.81711
158.0,13.167496512000001,570.54267,800.16157
159.0,13.086041616000001,572.29934,800.50281
160.01,13.003514928,574.0578,800.84427
161.01,12.92031108,575.8097700000001,801.18432
162.01,12.836832696000002,577.54802,801.51875
163.01,12.752661168,579.2820899999999,801.85307
164.01,12.667779432000001,581.01227,802.185
165.01,12.582181008000003,582.73873,802.51324
166.01,12.495850128,584.4616599999999,802.84311
167.01,12.40877988,586.18085,803.16717
168.01,12.320957736,587.89649,803.49162
169.01,12.23237484,589.60812,803.81491
