Time,Mass (g),T Back (K),T Top (K)
0,21.6,293.0,293.0
1,21.6,293.0,408.7
2,21.6,293.0,534.0
3,21.6,293.0,619.3
4,21.6,293.0,685.0
5,21.6,293.0,729.1
6,21.5,293.0,748.8
7,21.3,293.0,756.1
8,21.2,293.0,762.8
9,21.0,293.1,771.0
10,20.9,293.2,780.4
11,20.7,293.4,789.9
12,20.6,293.7,799.1
13,20.4,294.1,807.8
14,20.3,294.7,815.9
15,20.1,295.4,823.5
16,20.0,296.3,830.6
17,19.9,297.5,837.2
18,19.7,298.7,843.4
19,19.6,300.2,849.3
20,19.5,301.9,854.8
21,19.3,303.7,860.0
22,19.2,305.7,864.9
23,19.1,307.8,869.5
24,18.9,310.1,873.9
25,18.8,312.5,878.0
26,18.7,315.0,882.0
27,18.5,317.6,885.7
28,18.4,320.4,889.3
29,18.3,323.2,892.7
30,18.2,326.1,895.9
31,18.0,329.2,898.9
32,17.9,332.2,901.8
33,17.8,335.4,904.6
34,17.7,338.7,907.2
35,17.6,342.0,909.7
36,17.5,345.3,912.1
37,17.3,348.7,914.4
38,17.2,352.2,916.5
39,17.1,355.7,918.6
40,17.0,359.2,920.5
41,16.9,362.8,922.4
42,16.8,366.4,924.2
43,16.7,370.1,925.9
44,16.6,373.8,927.5
45,16.4,377.5,929.1
46,16.3,381.2,930.5
47,16.2,384.9,932.0
48,16.1,388.7,933.3
49,16.0,392.5,934.7
50,15.9,396.3,935.9
51,15.8,400.1,937.1
52,15.7,403.9,938.3
53,15.6,407.7,939.4
54,15.5,411.5,940.5
55,15.4,415.3,941.6
56,15.3,419.0,942.6
57,15.2,422.8,943.6
58,15.1,426.5,944.5
59,15.0,430.1,945.4
60,14.9,433.6,946.3
61,14.7,437.2,947.2
62,14.6,440.6,948.1
63,14.5,444.1,948.9
64,14.4,447.5,949.7
65,14.3,450.9,950.4
66,14.2,454.3,951.2
67,14.1,457.7,951.9
68,14.0,461.1,952.7
69,13.9,464.6,953.4
70,13.8,468.1,954.1
71,13.7,471.6,954.7
72,13.6,475.2,955.4
73,13.5,478.7,956.0
74,13.4,482.3,956.6
75,13.3,486.0,957.3
76,13.2,489.7,957.9
77,13.1,493.4,958.5
78,12.9,497.1,959.0
79,12.8,500.9,959.6
80,12.7,504.7,960.2
81,12.6,508.5,960.7
82,12.5,512.4,961.3
83,12.4,516.3,961.8
84,12.3,520.2,962.3
85,12.2,524.3,962.9
86,12.0,528.4,963.4
87,11.9,532.5,963.9
88,11.8,536.7,964.4
89,11.7,540.9,964.9
90,11.6,545.1,965.3
91,11.4,549.4,965.8
92,11.3,553.7,966.3
93,11.2,558.0,966.8
94,11.1,562.3,967.2
95,10.9,566.7,967.7
96,10.8,571.1,968.1
97,10.7,575.5,968.6
98,10.5,579.8,969.1
99,10.4,584.3,969.5
100,10.3,588.7,969.9
101,10.1,593.2,970.4
102,10.0,597.7,970.8
103,9.8,602.2,971.2
104,9.7,606.8,971.7
105,9.5,611.4,972.1
106,9.4,616.0,972.5
107,9.2,620.7,973.0
108,9.0,625.4,973.4
109,8.9,630.2,973.8
110,8.7,635.0,974.2
111,8.5,639.8,974.7
112,8.3,644.5,975.1
113,8.2,649.2,975.5
114,8.0,653.8,975.9
115,7.8,658.3,976.3
116,7.6,662.7,976.8
117,7.4,666.8,977.2
118,7.2,670.8,977.6
119,7.0,674.6,978.0
120,6.8,678.3,978.4
121,6.6,682.0,978.9
122,6.5,685.8,979.3
123,6.3,690.0,979.7
124,6.1,694.5,980.1
125,6.0,699.8,980.6
126,5.8,705.8,981.0
127,5.7,713.1,981.4
128,5.5,722.1,981.9
129,5.4,733.6,982.4
130,5.3,749.2,983.0
131,5.3,770.4,983.6
132,5.2,793.7,984.3
133,5.2,813.4,985.2
134,5.2,830.2,986.3
135,5.2,845.3,987.6
136,5.2,859.4,989.1
137,5.1,872.7,990.6
138,5.1,885.2,992.2
139,5.1,897.1,993.8
140,5.1,908.6,995.4
141,5.0,919.5,997.0
142,5.0,930.0,998.6
143,5.0,940.0,1000.1
144,5.0,949.4,1001.5
145,4.9,958.2,1002.9
146,4.9,966.3,1004.2
147,4.9,973.8,1005.5
148,4.9,980.6,1006.7
149,4.8,986.7,1007.8
150,4.8,992.2,1008.8
151,4.8,997.0,1009.7
152,4.8,1001.2,1010.6
153,4.8,1004.8,1011.3
154,4.7,1007.9,1012.0
155,4.7,1010.5,1012.6
156,4.7,1012.7,1013.1
157,4.7,1014.5,1013.5
158,4.7,1016.0,1013.9
159,4.7,1017.2,1014.2
160,4.7,1018.1,1014.5
161,4.7,1018.9,1014.7
162,4.7,1019.4,1014.9
163,4.7,1019.8,1015.0
164,4.6,1020.1,1015.1
165,4.6,1020.3,1015.2
166,4.6,1020.4,1015.3
167,4.6,1020.4,1015.3
168,4.6,1020.4,1015.4
169,4.6,1020.3,1015.4
170,4.6,1020.2,1015.4
171,4.6,1020.1,1015.4
172,4.6,1019.9,1015.4
173,4.6,1019.7,1015.4
174,4.6,1019.6,1015.3
175,4.6,1019.4,1015.3
176,4.6,1019.2,1015.3
177,4.6,1019.0,1015.3
178,4.6,1018.8,1015.2
179,4.6,1018.6,1015.2
180,4.6,1018.5,1015.2
181,4.6,1018.3,1015.2
182,4.6,1018.1,1015.1
183,4.6,1018.0,1015.1
184,4.6,1017.8,1015.1
185,4.6,1017.6,1015.1
186,4.6,1017.5,1015.0
187,4.6,1017.4,1015.0
188,4.6,1017.2,1015.0
189,4.6,1017.1,1015.0
190,4.6,1017.0,1014.9
191,4.6,1016.9,1014.9
192,4.6,1016.8,1014.9
193,4.6,1016.7,1014.9
194,4.6,1016.6,1014.9
195,4.6,1016.5,1014.9
196,4.6,1016.4,1014.8
197,4.6,1016.4,1014.8
198,4.5,1016.3,1014.8
199,4.5,1016.2,1014.8
200,4.5,1016.2,1014.8
201,4.5,1016.1,1014.8
202,4.5,1016.1,1014.8
203,4.5,1016.0,1014.8
204,4.5,1016.0,1014.8
205,4.5,1015.9,1014.8
206,4.5,1015.9,1014.7
207,4.5,1015.8,1014.7
208,4.5,1015.8,1014.7
209,4.5,1015.8,1014.7
210,4.5,1015.7,1014.7
211,4.5,1015.7,1014.7
212,4.5,1015.7,1014.7
213,4.5,1015.7,1014.7
214,4.5,1015.6,1014.7
215,4.5,1015.6,1014.7
216,4.5,1015.6,1014.7
217,4.5,1015.6,1014.7
218,4.5,1015.6,1014.7
219,4.5,1015.6,1014.7
220,4.5,1015.5,1014.7
221,4.5,1015.5,1014.7
222,4.5,1015.5,1014.7
223,4.5,1015.5,1014.7
224,4.5,1015.5,1014.7
225,4.5,1015.5,1014.7
226,4.5,1015.5,1014.7
227,4.5,1015.5,1014.7
228,4.5,1015.4,1014.7
229,4.5,1015.4,1014.7
230,4.5,1015.4,1014.7
231,4.5,1015.4,1014.7
232,4.5,1015.4,1014.7
233,4.5,1015.4,1014.7
234,4.5,1015.4,1014.7
235,4.5,1015.4,1014.7
236,4.5,1015.4,1014.7
237,4.5,1015.4,1014.7
238,4.5,1015.4,1014.7
239,4.5,1015.4,1014.7
240,4.5,1015.4,1014.7
241,4.5,1015.4,1014.7
242,4.5,1015.4,1014.7
243,4.4,1015.4,1014.7
244,4.4,1015.4,1014.7
245,4.4,1015.4,1014.7
246,4.4,1015.4,1014.7
247,4.4,1015.4,1014.7
248,4.4,1015.4,1014.7
249,4.4,1015.4,1014.7
250,4.4,1015.4,1014.7
251,4.4,1015.4,1014.7
252,4.4,1015.4,1014.7
253,4.4,1015.4,1014.7
254,4.4,1015.3,1014.7
