Time,Temperature,Mass
[min],[K],[mg]
0,316.797,5.092
0.1,317.797,5.0909
0.2,318.797,5.0921
0.3,319.797,5.094
0.4,320.797,5.0966
0.5,321.797,5.0983
0.6,322.797,5.0985
0.7,323.797,5.101
0.8,324.797,5.0986
0.9,325.797,5.0988
1,326.797,5.0983
1.1,327.797,5.0981
1.2,328.797,5.0981
1.3,329.797,5.0977
1.4,330.797,5.0975
1.5,331.797,5.0977
1.6,332.797,5.097
1.7,333.797,5.0965
1.8,334.797,5.0973
1.9,335.797,5.0967
2,336.797,5.096
2.1,337.797,5.0954
2.2,338.797,5.0945
2.3,339.797,5.0945
2.4,340.797,5.0936
2.5,341.797,5.0936
2.6,342.797,5.0943
2.7,343.797,5.095
2.8,344.797,5.0954
2.9,345.797,5.0959
3,346.797,5.096
3.1,347.797,5.0964
3.2,348.797,5.0962
3.3,349.797,5.0946
3.4,350.797,5.094
3.5,351.797,5.0935
3.6,352.797,5.0936
3.7,353.797,5.0935
3.8,354.797,5.0938
3.9,355.797,5.0938
4,356.797,5.0937
4.1,357.797,5.0942
4.2,358.797,5.0942
4.3,359.797,5.0936
4.4,360.797,5.0936
4.5,361.797,5.0933
4.6,362.797,5.094
4.7,363.797,5.095
4.8,364.797,5.0948
4.9,365.797,5.0938
5,366.797,5.0931
5.1,367.797,5.0941
5.2,368.797,5.0944
5.3,369.797,5.0948
5.4,370.797,5.0954
5.5,371.797,5.0967
5.6,372.797,5.0963
5.7,373.797,5.0945
5.8,374.797,5.094
5.9,375.797,5.0936
6,376.797,5.0931
6.1,377.797,5.0928
6.2,378.797,5.093
6.3,379.797,5.0925
6.4,380.797,5.0915
6.5,381.797,5.091
6.6,382.797,5.0895
6.7,383.797,5.0888
6.8,384.797,5.089
6.9,385.797,5.0889
7,386.797,5.0889
7.1,387.797,5.0895
7.2,388.797,5.0885
7.3,389.797,5.0878
7.4,390.797,5.0868
7.5,391.797,5.0868
7.6,392.797,5.0867
7.7,393.797,5.0857
7.8,394.797,5.0856
7.9,395.797,5.0856
8,396.797,5.0853
8.1,397.797,5.0852
8.2,398.797,5.0863
8.3,399.797,5.0854
8.4,400.797,5.0841
8.5,401.797,5.0835
8.6,402.797,5.0822
8.7,403.797,5.0816
8.8,404.797,5.0827
