Time,Mass,HRR,Back Surface Temperature 1,Back Surface Temperature 2,Back Surface Temperature 3
158,44.306785,945.2569049,469.7,479.6,485.4
159,44.063303,940.1688325,471.2,481.1,486.8
160,43.823008,941.0916129,472.6,482.6,488.5
161,43.469551,939.9016721,473.8,484.2,490.1
162,43.103234,940.8400635,475.2,485.8,491.7
163,42.762303,941.904292,476.6,487.2,493
164,42.494557,942.6799602,478.2,488.8,494.4
165,42.277613,949.9899247,479.7,490.3,495.4
166,41.998738,946.8212281,481.2,491.9,496.9
167,41.702141,945.2162266,482.9,493.5,498.2
168,41.405072,945.0802155,484.4,495,499.6
169,41.070164,944.379787,485.9,496.6,501
170,40.763787,947.499657,487.5,498.3,502.5
171,40.494781,947.1547491,489,500.1,504.1
172,40.194526,951.5386032,490.7,501.8,505.6
173,39.856232,954.0806909,492.2,503.5,507.2
174,39.569724,952.595085,493.9,505.4,508.9
175,39.267082,950.1341345,495.6,507.1,510.6
176,38.905748,951.4781425,497.5,509,512.3
177,38.588785,955.5752691,499.3,510.8,514.3
178,38.300108,959.6912022,501,512.7,516.4
179,37.999134,959.9616333,502.7,514.5,518.8
180,37.667721,960.5061624,504.6,516.6,521.1
181,37.403767,965.0889029,506.8,518.4,523.4
182,37.104515,971.9193306,508.7,520.2,525.5
183,36.802622,976.5480976,510.9,522.3,528.4
184,36.499524,976.6132987,513.1,524.5,531
185,36.161399,974.3231954,515.4,526.5,533.8
186,35.770473,973.6985911,517.7,528.5,536.7
187,35.420317,981.3588896,520.1,530.5,539.3
188,35.048368,982.4524433,523,532.5,542.2
189,34.667826,984.798006,525.6,534.6,545.1
190,34.381016,985.7733003,528.5,536.6,548.2
191,34.109464,992.4304925,531.3,538.6,551
192,33.825911,994.3257843,534,540.7,553.8
193,33.389604,994.2074689,536.8,543,556.8
194,33.068097,992.1919472,540.3,545.3,559.8
195,32.70311,984.5428934,543.3,547.6,562.9
196,32.387011,973.7174245,546.3,550.1,566.2
197,32.060941,969.4654563,549.3,552.7,569.3
198,31.783953,964.7931016,552.1,555.4,572.4
199,31.505093,960.3054301,555,558.1,575.8
200,31.142156,956.2436024,557.9,560.9,579.3
201,30.814867,953.9214585,560.7,563.9,582.9
202,30.509016,949.7939709,563.6,566.8,586.5
203,30.17123,947.515322,566.6,569.9,590.1
204,29.86872,951.0102448,569.3,573.3,593.7
205,29.593928,956.9878147,572.2,576.8,597.4
206,29.346083,963.2092348,575.2,580.3,601.2
207,28.972713,971.2785651,578.4,583.7,605
208,28.555517,976.8497815,581.4,587.2,608.9
209,28.253599,973.9827966,584.8,590.7,613.2
210,27.960419,973.9975051,587.9,594.3,617.7
211,27.703169,971.1075112,591.3,597.7,622.5
212,27.442253,964.3458654,594.8,601.1,627.7
213,27.053751,962.6132383,598.4,604.6,632.9
214,26.746774,963.3055275,602.3,608.1,638.3
215,26.426083,960.3962735,606.1,611.2,644.3
216,26.069376,965.0093615,610,614.5,652.2
217,25.721985,968.5454856,614,617.9,661.4
218,25.404404,976.1619598,618.2,621.3,672.2
219,25.050405,980.6701967,622.5,625,684.8
220,24.637268,985.2020113,626.9,629.1,699.4
221,24.255375,988.6099636,631.4,633.3,714.2
222,23.935835,991.2360415,635.7,637.3,730.2
223,23.672188,990.9638595,640.3,642.1,745.7
224,23.375985,990.2629928,646.3,647.8,759.3
225,23.077276,993.4775,653.2,654.4,772
226,22.757172,1001.271179,661,661.1,783
227,22.4737,1008.581758,669.8,668,792.5
228,22.106652,1016.353166,680.4,675.9,801.1
229,21.66117,1020.504042,691.2,683.8,809
230,21.262261,1020.416783,702.4,692.3,816.1
231,20.91298,1023.595931,714,701.3,822.7
232,20.588113,1022.969456,723.8,710.1,828.7
233,20.306746,1030.567957,734.2,718,834.3
234,20.003111,1037.514479,745.7,725.7,839.3
235,19.686748,1037.153629,757.6,733.1,844.4
236,19.379992,1030.550282,769.6,739.9,849.2
237,19.05091,1020.460066,779.5,746.6,853.9
238,18.722246,1008.927301,787.7,753.4,858.5
239,18.461885,990.2109218,795.2,760.5,862.8
240,18.265624,962.912448,801.7,767.2,867.2
241,18.091775,936.1568706,807.7,773.7,871.4
242,17.806339,908.5390087,813.3,780.3,875.6
243,17.488904,878.8690775,818.8,786.9,879.7
244,17.150846,848.7900492,824.1,793.4,883.8
245,16.902475,825.3456891,829.4,799.8,887.9
246,16.723442,795.709606,834.5,806.2,891.4
247,16.508288,767.7210071,839.5,812.4,895
248,16.212912,741.3690208,844.1,818.5,898.6
249,15.930937,708.2308735,848.6,824.7,902
250,15.589108,678.5289658,853,831,905.3
251,15.310439,655.7154438,857.2,837.2,908.5
252,15.135728,637.1393038,861.1,843.6,911.7
253,14.899603,620.329714,865,849.5,915.9
254,14.722083,606.8447148,868.7,853.8,918.7
255,14.559508,592.4534305,872,858.9,920.8
256,14.419725,578.781186,875.4,863.9,922.6
257,14.135492,566.224475,878.7,868.9,925.2
258,13.875505,557.0718247,881.8,873.1,928.1
259,13.716976,546.7662685,884.9,877.3,930.7
260,13.586625,534.6580822,887.9,880.6,933.8
261,13.450033,523.4619661,890.5,883.3,936.6
262,13.151814,514.0668962,893.3,886.2,939.2
263,13.025676,505.8207282,896.1,889.4,941.1
264,12.877868,496.8854885,898.4,891.8,943.7
265,12.703315,488.6382564,900.9,894.7,946.1
266,12.558766,484.0495302,903.4,897.6,948.3
267,12.429214,481.274149,905.6,900.1,949.3
268,12.309885,473.0028222,907.8,902.5,950
269,12.129811,462.8817164,909.7,904.8,951.5
270,11.980207,451.0798065,911.6,907.2,952.7
271,11.896679,441.6501182,913.4,909.2,954.4
272,11.698946,434.0122697,915.1,911.1,956
273,11.572457,425.3193141,916.6,912.6,957.4
274,11.424654,416.876204,918,914.1,958.5
275,11.29212,409.6573533,919.5,915.8,959.7
276,10.947578,404.4164628,920.7,917.4,960.8
277,10.711236,398.5370479,922,918.8,961.7
278,10.648346,396.1859049,923.3,920.3,962.5
279,10.5092,394.7945618,924.4,921.8,963.8
280,10.402561,393.7694931,925.8,923.7,965
281,10.333992,393.4651531,927,925.4,965.5
282,10.156429,392.2063074,928.1,926.9,966.3
283,9.97441,385.8800118,929.3,928.5,967.5
284,9.796167,378.5982738,930.4,929.9,969
285,9.61755,372.8255122,931.4,931.3,970.3
286,9.476884,368.5455861,932.5,933,971
287,9.299726,367.3264699,933.5,934.6,972
288,9.239637,365.5036706,934.5,935.7,973
289,9.104182,363.8914646,935.4,936.7,973.4
290,9.015041,361.7623893,936.3,937.8,974.3
291,9.030062,359.6283424,937.3,939.2,975.8
292,8.919021,357.2641885,938.4,940.6,977.1
293,8.760555,353.3145323,939.3,941.6,978
294,8.63789,345.2103986,940.3,942.8,979.1
295,8.518187,336.9909176,941.2,944.1,979.6
296,8.426416,329.8369073,942.3,945.4,980.5
297,8.300324,322.5847054,943.3,946.4,981.7
298,8.170063,319.3284413,944.4,947.9,983
299,8.100723,314.8350275,945.6,949.6,984.3
300,8.060969,309.5337537,946.7,950.4,985.4
301,7.922321,302.9341918,947.8,951.3,986.5
302,7.820686,296.0009354,948.7,952.8,987.9
303,7.728726,290.9834072,949.7,954,989.2
304,7.632089,286.5620694,950.8,954.8,990.1
305,7.489387,281.8538019,951.8,956,991.4
306,7.488015,276.7239569,952.7,957,992.7
307,7.326808,271.8302196,953.5,957.7,993.9
308,7.216089,268.0628834,954.5,958.4,995.1
309,7.143187,263.4834189,955.4,959.4,996.7
310,7.070866,260.0238697,956.3,959.9,998.1
311,6.970479,255.4965905,957.3,960.7,999.3
312,6.936271,250.885774,958.5,962.2,1000.7
313,6.853793,247.5808013,959.7,963,1001.5
314,6.841709,244.0548904,961,963.7,1002.4
315,6.785766,240.8681588,962.2,964.4,1003.3
316,6.63344,238.165399,963.5,965.4,1004.3
317,6.548472,236.0106442,964.8,966.5,1005.5
318,6.535356,233.7221188,966.1,967.4,1006.5
319,6.433691,231.7842279,967.2,968.8,1008.2
320,6.372181,228.0987056,968.3,969.7,1010.1
321,6.274136,225.29497,969.8,970.9,1011.5
322,6.11959,222.9863725,971.3,971.6,1013
323,6.065656,221.7991417,973,973,1014.2
324,5.930285,217.922316,974.8,973.9,1015.2
325,5.846218,214.9480421,976.5,974.3,1016.1
326,5.65122,212.7592649,978.3,974.7,1018.2
327,5.518247,210.3809647,980.2,975.7,1019.7
328,5.428898,207.7199545,982.4,977.7,1021.3
329,5.440784,205.5540022,984.7,978.9,1022.1
330,5.575387,202.6661333,986.7,979.8,1024
331,5.628657,200.9341858,988.8,979.9,1024.4
332,5.412932,199.5243737,990.3,981.1,1025.3
333,5.397966,198.2621635,992.2,982.2,1026.7
334,5.269987,194.9073652,994.5,983,1028.5
335,5.109965,190.3525449,996.8,986.6,1030.5
336,5.221699,186.8310054,999.1,987,1031.6
337,5.183262,183.452693,1000.6,988,1033.7
338,5.173461,181.1970004,1002.7,989,1035.8
339,5.053679,178.560522,1005.8,992.6,1036.4
340,5.019239,176.6449942,1008.6,994.7,1037.1
341,4.875446,175.3041634,1011.5,1002.1,1038.2
342,4.85341,172.9323407,1014.1,1007,1038.8
343,4.801698,169.8205876,1016.1,1004.5,1039.1
344,4.706735,167.6203679,1018.2,1004.5,1039.4
345,4.620872,165.9911014,1020.5,1008.3,1039.2
346,4.547846,164.1022299,1023.6,1007.7,1039.1
347,4.517884,161.7084937,1025.8,1006.4,1038.3
348,4.350666,158.8217644,1027.2,1005.3,1036.5
349,4.314187,155.5245295,1030,1009.1,1035.1
350,4.328008,153.2478362,1033.1,1025.2,1034.3
351,4.354179,152.5094861,1034.8,1021.2,1032.9
352,4.29865,151.2769505,1035.8,1019.8,1031.3
353,4.332769,149.2226384,1037.9,1025.3,1029.7
354,4.333371,146.8815998,1040.3,1044.7,1028.3
355,4.233389,142.0511535,1042,1052.1,1026.8
356,4.245411,136.8026957,1043.7,1044.8,1025.2
357,4.248268,131.7215064,1044.9,1054.9,1023.1
358,4.217443,128.1381814,1045.3,1056.6,1021.2
359,4.168051,125.2481318,1045.6,1062.5,1019.5
360,4.060605,122.0393189,1045.4,1066.8,1017.5
361,3.959526,119.2237903,1044.9,1069.4,1015.6
362,3.884954,116.3331233,1043.8,1071.9,1013.9
363,3.736575,113.2707283,1042.6,1074.7,1012.1
364,3.689101,110.6741096,1040.9,1077.1,1010.6
365,3.557595,108.3978787,1039.1,1079.8,1009.4
366,3.574286,106.9147672,1037.8,1078.3,1008.4
367,3.620257,106.0907474,1036.3,1077.5,1007.2
368,3.593911,104.5319352,1034.9,1080.4,1005.9
369,3.579416,102.4854752,1033.2,1081.4,1004.5
370,3.514271,100.016533,1031.5,1080,1003.3
371,3.520598,98.03247863,1030.1,1078,1001.9
372,3.495667,96.73961764,1028.7,1079.9,1001
373,3.476751,96.0629422,1027.2,1077.8,999.9
374,3.464186,95.47919339,1025.8,1083.6,999
375,3.417739,95.03128684,1024.3,1083.3,998.3
376,3.324706,94.80695439,1022.9,1083.4,998.1
377,3.32196,93.51707271,1021.7,1084.5,997.7
378,3.325178,92.52551575,1020.6,1085.6,996.8
379,3.298151,90.57938649,1019.4,1078.6,995.8
380,3.214066,88.36309467,1018.1,1077.3,995.1
381,3.114637,86.97726127,1016.8,1073.6,994.1
382,3.063598,85.17540726,1015,1073.2,993.2
383,3.055811,83.16823813,1013.1,1075.1,992.3
384,3.076466,81.77580997,1011.4,1079.1,991.2
385,2.988923,80.47130659,1010,1077.5,990.2
386,2.862245,79.07159042,1008.9,1072.6,989.3
387,2.814387,78.33863555,1007.8,1072.4,988.4
388,2.839826,77.66358046,1006.4,1057.2,987.5
389,2.882559,77.52066707,1004.9,1048.3,986.8
390,2.87296,76.80622813,1003.5,1050.8,986.3
391,2.858385,76.39775151,1002.4,1050.9,985.3
392,2.821743,75.09043669,1001.2,1047.6,984.6
393,2.759218,73.89819159,999.8,1039.2,983.6
394,2.716704,72.50677351,998.5,1041.2,982.6
395,2.630846,71.11631872,997.3,1040,981.8
396,2.580542,69.83461344,996.2,1048.6,981.1
397,2.550013,69.30761288,995.2,1044.6,980.8
398,2.5058,69.00935198,994.6,1043,980.5
399,2.439344,68.83749884,993.9,1051.7,980.2
400,2.437773,67.01375094,993.2,1043.7,979.3
401,2.451268,65.3218432,992.2,1035.9,978.8
402,2.462006,64.42658242,991.4,1032.1,978.2
403,2.449333,63.91225989,990.7,1038,977.8
404,2.422606,63.47754199,989.9,1031.2,977
405,2.370275,62.71525066,989.1,1026.9,976.1
406,2.339321,62.02326762,988.3,1020.5,975.4
407,2.293607,61.48023343,987.4,1015.5,974.4
408,2.252726,60.8000019,986.5,1008.4,973.5
409,2.226136,60.39451309,985.5,1001.5,973.2
410,2.192604,59.95967329,984.8,999.7,973
411,2.159926,59.36179496,984.1,997.6,972.1
412,2.139301,58.35661781,983.4,996.9,971.1
413,2.131166,57.4856904,982.4,996.2,970.4
414,2.10386,56.76894113,981.5,997.7,970.1
415,2.072931,56.61375763,980.6,995,969.3
416,2.060546,57.09201847,979.8,991.6,968.5
417,2.040099,56.75034781,979,990.9,968.1
418,1.992879,56.41161522,978.4,988.8,967.7
419,1.927797,55.80322822,977.7,986.1,967.3
420,1.910932,54.54811863,976.9,985.9,966.7
421,1.899564,53.75438714,976.4,986.2,966.5
422,1.873399,52.87649372,975.7,986.2,966.1
423,1.835255,51.70596931,975.1,983.5,965.9
424,1.779538,50.65727388,974.7,981.2,965.4
425,1.738185,49.73564216,974.1,980.8,964.7
426,1.683444,49.29070203,973.5,981.9,964.1
427,1.626737,48.97095539,972.6,981.6,963.4
428,1.622591,48.75124742,972.1,981.6,962.8
429,1.610135,47.79670927,971.3,979,962.2
430,1.57974,46.94063204,970.6,977.1,961.7
431,1.559995,46.00702514,970,975,961.3
432,1.552099,45.09855412,969.4,973.4,961.1
433,1.538296,44.89054226,969,971.5,960.9
434,1.513356,44.61532144,968.4,971.4,960.6
435,1.489448,44.44831946,967.8,970.8,960
436,1.518928,44.19049117,967.1,970.5,959.6
437,1.539954,43.61565459,966.5,970.7,959.2
438,1.535703,43.62172739,965.9,968.1,958.7
439,1.512872,42.9760458,965.4,967.3,957.9
440,1.436313,42.64145876,964.8,968.5,957.3
441,1.403925,41.97917953,964.2,968.1,956.9
442,1.393586,41.90416414,963.8,968.2,956.3
443,1.379142,41.44775306,963.3,965,956
444,1.351856,40.89446411,962.8,964,955.6
445,1.312122,40.44622292,962.4,962.3,955
446,1.269229,40.43404862,961.9,962.6,954.6
447,1.240755,39.56497778,961.3,960.7,954.1
448,1.226261,38.56358982,960.6,960.5,953.4
449,1.22969,37.78061322,960.1,959.2,952.8
450,1.239146,37.72580262,959.6,958.6,952.5
451,1.218495,38.01981683,959.3,958.7,952
452,1.186514,37.5040934,958.7,959.6,951.7
453,1.151867,37.14133569,958.1,959.2,951.6
454,1.114077,37.11842836,957.5,957.3,951.5
455,1.087794,37.03817976,957.2,955.8,951.6
456,1.063343,36.67091197,956.7,955.5,951.2
457,1.029452,36.27442364,956.3,954.6,951
458,0.999332,35.94594442,956,954,950.7
459,0.990696,34.86100435,955.6,953.6,950.2
460,0.96732,34.19776844,955.2,953.3,949.8
461,0.91011,33.80759083,954.7,954.1,949.6
462,0.894777,34.00271029,954.2,955.9,949.3
463,0.88354,33.8839663,953.9,955.7,949.1
464,0.856826,33.66020892,953.5,954.1,948.4
465,0.824349,32.843148,953.2,952.3,948.3
466,0.808294,32.44604673,953,953.1,948.1
467,0.803568,31.62323718,952.9,952.4,948.3
468,0.748548,30.83874344,952.7,952.4,948
469,0.742633,30.68603115,952.4,952,947.9
470,0.747999,30.19849665,952,950.9,947.9
471,0.72133,29.30526079,951.6,951.7,947.6
472,0.707854,29.08395109,951.1,951.9,947.2
473,0.718024,29.17768574,950.8,951.1,947.1
474,0.712934,28.75417406,950.5,951.1,947
475,0.696459,28.90142296,950.2,950.6,946.7
476,0.684094,28.72739993,950,949.7,946.5
477,0.639027,27.81934317,949.8,949.1,946.2
478,0.585931,27.57311781,949.5,948,945.7
479,0.555956,27.17230503,949.2,948.7,945.1
480,0.517375,27.26662553,949.1,949,944.8
481,0.498577,27.436184,948.8,947.2,944.7
482,0.497607,26.59702683,948.4,948.4,944.3
483,0.43603,26.18573277,948.4,948.4,944.5
484,0.404061,26.16643174,948.1,948.7,944.7
485,0.419407,26.40014789,947.8,947.6,944.6
486,0.418331,26.01326673,947.5,946.2,944.4
487,0.399144,25.91185176,947.3,946.3,944
488,0.412882,25.5444874,947.3,945.8,944
489,0.437044,25.26029148,947.5,944.5,943.9
490,0.443576,25.15772509,947.6,943.3,943.7
491,0.444,24.70242991,947.3,944.4,943.4
492,0.441589,24.93718215,947.2,941.7,943.1
493,0.439389,25.11394741,946.9,942,943
494,0.438217,24.30126385,946.8,942.7,942.9
495,0.414336,23.92262957,946.4,941.3,942.9
496,0.38417,23.65072013,946.1,941.8,942.9
497,0.350503,23.34798966,945.7,941.4,942.6
498,0.321578,23.42987263,945.3,942,942.3
499,0.313601,23.37573932,945.2,941.6,942.1
500,0.28257,23.2300544,945,941.8,941.7
501,0.205976,23.11042307,944.8,940.4,941.7
502,0.191414,22.52523215,944.9,940.8,941.8
503,0.180719,22.51281348,945,940.3,942.1
504,0.166693,22.18919317,944.9,941.6,942
505,0.167235,21.73578741,944.9,941.5,942
506,0.158273,21.56645837,944.8,944.1,942
507,0.135684,20.83818926,944.9,943.7,941.9
508,0.125388,20.77697256,944.9,944.2,941.9
509,0.124,21.04489461,944.8,943.4,942.1
510,0.112778,21.29765666,944.8,944.3,942
511,0.074408,21.13969476,944.9,943.1,941.8
512,0.054406,20.92752988,944.8,941.8,941.9
513,0.070169,20.3325529,944.6,941,941.7
514,0.056118,20.05651877,944.4,942.1,941.6
515,0.073281,20.31103873,944.3,940.1,941.6
516,0.054863,20.57689555,944.2,942.2,941.4
517,0.054697,20.43025336,944,942.1,941.5
518,0.071188,20.1665955,943.8,941,941.6
519,0.059173,19.4716409,943.7,942.3,941.7
520,0.060499,19.37618844,943.7,941.5,941.5
521,0.067465,19.67467183,943.6,942.1,941.1
522,0.065587,19.78605931,943.6,942.4,941.2
523,0.065323,19.60173401,943.7,941.5,941.3
524,0.060402,19.38593672,943.7,939.7,940.9
525,0.057063,18.76913994,943.7,939.9,940.8
526,0.061549,18.78513815,943.5,940.4,940.7
527,0.064103,19.00067186,943.3,941,940.6
528,0.055192,18.88127743,943.3,940.4,940.3
529,0.070502,18.70796857,943.2,939.9,940.4
530,0.056594,17.87231014,943.1,938.5,940.2
531,0.062871,17.7548093,942.9,938.6,939.9
532,0.05715,17.27483946,942.9,938.3,940
533,0.072778,17.4374994,942.8,940.5,940
534,0.060423,16.68365147,942.8,939.6,939.8
535,0.069418,16.30189114,942.7,941.2,939.9
536,0.06181,16.16469576,942.7,942.8,939.9
537,0.073346,16.16150487,942.7,942.2,939.8
538,0.071548,16.38195004,942.7,940.5,940
539,0.072814,16.66978116,942.6,940.5,939.9
540,0.056499,16.63417246,942.4,941.7,939.9
541,0.054165,15.66187717,942.3,941.2,939.8
542,0.067834,15.37832586,942.3,938.6,939.7
543,0.059387,15.44230834,942.2,939,939.8
544,0.061335,15.65673115,942.2,938.4,939.7
545,0.055755,15.86781526,942.2,937.9,939.6
546,0.059981,15.65046305,942.3,939.2,939.5
547,0.07009,15.46499776,942.3,940.7,939.4
548,0.059811,14.71157303,942.4,939.3,939.4
549,0.065515,14.66787636,942.3,937.9,939.2
550,0.067527,14.96214633,942.1,939.4,939.5
551,0.067938,15.12451023,942.1,939.3,939.7
552,0.054546,15.60485681,942,938.3,939.5
553,0.055876,15.63372209,941.9,938.2,939.3
554,0.072867,15.70424243,941.9,939,939
555,0.060359,15.85658139,942,938,939.2
556,0.06882,15.46024571,942.1,936.2,939.2
557,0.074762,15.32951903,942.3,934.5,939.4
558,0.070306,14.41104656,942.4,935.4,939.8
559,0.063342,14.03119147,942.4,936.1,939.8
560,0.07291,14.03361669,942.2,936.4,940
561,0.056296,14.20020631,941.9,936.7,939.9
